bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
rasterizacion-rapida	0.333	2023	8	Sensors	Triangle-Mesh-Rasterization-Projection (TMRP): An Algorithm to Project a Point Cloud onto a Consistent, Dense and Accurate 2D Raster Image	10.3390/s23167030		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2023	4	Electronics	Improved Parallel Implementation of 1D Discrete Wavelet Transform Using CPU-GPU	10.3390/electronics12163400		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cascada-barata	0.333	2023	14	Remote Sensing	A Coarse-to-Fine Feature Match Network Using Transformers for Remote Sensing Image Registration	10.3390/rs15133243		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2023	8	Remote Sensing	A Cross Stage Partial Network with Strengthen Matching Detector for Remote Sensing Object Detection	10.3390/rs15061574		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cuello-e-s	0.333	2023	11	The Journal of Supercomputing	AdaXod: a new adaptive and momental bound algorithm for training deep neural networks	10.1007/s11227-023-05338-5		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.333	2023	11	Forensic Science International	Deep learning features in facial identification and the likelihood ratio bound	10.1016/j.forsciint.2023.111576		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.333	2023	6	Acta Geophysica	Multiscale computation of different plan curvature forms to enhance the prediction of soil properties in a low-relief watershed	10.1007/s11600-022-01013-0		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.333	2022	0	SSRN Electronic Journal	Completing 3d Point Cloud of Thin Corn Leaves Using 3d Gridding Convolutional Neural Networks	10.2139/ssrn.4314622		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.333	2022	1	Frontiers in Photonics	Segmented Point Cloud Gridding Method for a Full-Color Holographic System With Real Objects	10.3389/fphot.2022.831267		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cascada-barata	0.333	2022	7	Remote Sensing	MID: A Novel Mountainous Remote Sensing Imagery Registration Dataset Assessed by a Coarse-to-Fine Unsupervised Cascading Network	10.3390/rs14174178		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2022	49	Remote Sensing	3MRS: An Effective Coarse-to-Fine Matching Method for Multimodal Remote Sensing Imagery	10.3390/rs14030478		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2022	3	Remote Sensing	Semantic-Edge-Supervised Single-Stage Detector for Oriented Object Detection in Remote Sensing Imagery	10.3390/rs14153637		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2022	5	Remote Sensing	Coarse-to-Fine Image Registration for Multi-Temporal High Resolution Remote Sensing Based on a Low-Rank Constraint	10.3390/rs14030573		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cuello-e-s	0.333	2022	2	Computational Intelligence and Neuroscience	Analysis of the Influence of Outward Bound Training Based on Data Analysis in College Physical Training	10.1155/2022/6488562		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.333	2022	6	Computation	Numerical Computation-Based Position Estimation for QR Code Object Marker: Mathematical Model and Simulation	10.3390/computation10090147		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.333	2021	7	Electronics	A Cartesian Genetic Programming Based Parallel Neuroevolutionary Model for Cloud Server’s CPU Usage Prediction	10.3390/electronics10010067		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cuello-e-s	0.333	2021	34	Scientific Reports	Free versus bound entanglement, a NP-hard problem tackled by machine learning	10.1038/s41598-021-98523-6		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.333	2021	6	Geomatics	Self-AdaptIve LOcal Relief Enhancer (SAILORE): A New Filter to Improve Local Relief Model Performances According to Local Topography	10.3390/geomatics1040026		crossref	local relief model multiscale topographic position computation efficiency DTM
derivados-relieve	0.333	2021	0	Экономика и социум	CREATION OF 3D MODEL OF PLACE RELIEF BASED ON TOPOGRAPHIC MAPS AND GIS	10.46566/2225-1545_2021_1_85_15		crossref	local relief model multiscale topographic position computation efficiency DTM
cascada-barata	0.333	2020	15	Remote Sensing	Coarse-to-Fine Deep Metric Learning for Remote Sensing Image Retrieval	10.3390/rs12020219		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2020	28	Remote Sensing	A Coarse-to-Fine Network for Ship Detection in Optical Remote Sensing Images	10.3390/rs12020246		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.333	2020	14	Remote Sensing	A Novel Coarse-to-Fine Method of Ship Detection in Optical Remote Sensing Images Based on a Deep Residual Dense Network	10.3390/rs12193115		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cuello-e-s	0.333	2020	0	ÑEMITỸRÃ: Revista Multilingüe de Lengüa, Sociedad y Educación	TRAINING TUTORS TO PROMOTE SELF-DIRECTED LEARNING AMONG UNIVERSITY-BOUND ENGLISH LANGUAGE STUDENTS	10.47133/nemityra209		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.333	2020	3	Neural Networks	Fast generalization error bound of deep learning without scale invariance of activation functions	10.1016/j.neunet.2020.05.033		crossref	IO bound versus compute bound deep learning training data pipeline profiling
rasterizacion-rapida	0.333	2019	5	Journal of Open Source Software	Pyoints: A Python package for point cloud, voxel and raster processing.	10.21105/joss.00990		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
cascada-barata	0.333	2019	32	Remote Sensing	A Novel Coarse-to-Fine Scheme for Remote Sensing Image Registration Based on SIFT and Phase Correlation	10.3390/rs11151833		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
puntos-fuera-nucleo	0.3	2026	0	Digital Signal Processing	Towards point cloud geometry compression via global-local and multi-scale feature learning	10.1016/j.dsp.2026.105913		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.3	2026	0	SSRN Electronic Journal	Care Pipeline System Health Analytics: A Data-Driven Approach to Bottleneck Detection and Operational Efficiency	10.2139/ssrn.6482918		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.3	2026	0	IACR Transactions on Cryptographic Hardware and Embedded Systems	PipFHE: Resource-Efficient Privacy-Preserving Deep CNN Inference via Padded Batch Packing and Channel Merging over FHE	10.46586/tches.v2026.i1.1-25		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2026	1	IEEE Access	A Lightweight Range-Image Network for LiDAR Point-Cloud Denoising in Adverse Weather	10.1109/access.2026.3659577		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2026	0	IEEE Access	ShellNet++: A Dynamic Shell Convolution-Based Framework for LIDAR Point Cloud Pedestrian Detection	10.1109/access.2026.3661235		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
puntos-fuera-nucleo	0.3	2025	1	IEEE Transactions on Image Processing	Neural Compression System for Point Cloud Video Streaming	10.1109/tip.2025.3638126		crossref	out-of-core streaming point cloud processing large scale LAZ tiling
pipeline-cpu-gpu	0.3	2025	0	Data Engineering and Applications	Accelerating Quantum Chemistry Simulations Using GPU-Optimized Deep Reinforcement Learning Algorithms	10.64972/dea.2025.v3i1.67		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.3	2025	2	IEEE Embedded Systems Letters	A RISC-V-Based High-Throughput Accelerator for Sparse Winograd CNN Inference on FPGA	10.1109/les.2025.3531251		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.3	2025	7	Artificial Intelligence in Agriculture	An efficient strawberry segmentation model based on Mask R-CNN and TensorRT	10.1016/j.aiia.2025.01.008		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.3	2025	0	ACM Transactions on Embedded Computing Systems	HMSA: High-Performance Heterogeneous Mixed-Precision CNN Systolic Array Accelerator on FPGA	10.1145/3759458		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2025	3	IEEE Access	Thiruvananthapuram Aerial LiDAR Dataset (TALD): A Benchmark for Complex Urban Point Cloud	10.1109/access.2025.3546628		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2025	2	IEEE Access	Roof Boundary Points Extraction From LiDAR Point Cloud Data Using Adaptive Neighbourhood-Based α-Shape Algorithm	10.1109/access.2025.3611301		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
lidar-nacional	0.3	2024	9	Archaeological Prospection	Issues of Sampling and Representativeness in Large‐Scale LiDAR‐Derived Archaeological Surveys in Mediterranean Contexts	10.1002/arp.1951		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
lidar-nacional	0.3	2024	7	Archaeological Prospection	Detecting Archaeological Phenomena Using Deep Learning in the Study of the Old Aerial Images of Historical City of Zuzan	10.1002/arp.1967		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
pipeline-cpu-gpu	0.3	2024	0	International Journal of Artificial Intelligence, Data Science, and Machine Learning	Deep Learning for Industrial Barcode Recognition at High Throughput	10.63282/3050-9262.ijaidsml-v5i1p108		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.3	2024	0	Sensors	A Parallel Compression Pipeline for Improving GPU Virtualization Data Transfers	10.3390/s24144649		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.3	2024	4	Aerospace	GPU-Accelerated CNN Inference for Onboard DQN-Based Routing in Dynamic LEO Satellite Networks	10.3390/aerospace11121028		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2024	3	IEEE Access	High-Speed Outlier Removal Filter for LiDAR Sensor Point Cloud Data	10.1109/access.2024.3517750		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2024	8	IEEE Access	A Novel Score-Based LiDAR Point Cloud Degradation Analysis Method	10.1109/access.2024.3359300		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2024	3	IEEE Access	2D Instance-Guided Pseudo-LiDAR Point Cloud for Monocular 3D Object Detection	10.1109/access.2024.3514673		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2024	11	IEEE Access	Denoising Method Based on Improved DBSCAN for Lidar Point Cloud	10.1109/access.2024.3464611		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2024	5	IEEE Access	A Graph Aggregation Convolution and Attention Mechanism Based Semantic Segmentation Method for Sparse Lidar Point Cloud Data	10.1109/access.2023.3339657		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
inferencia-eficiente	0.3	2023	6	IEEE Embedded Systems Letters	CNN Workloads Characterization and Integrated CPU–GPU DVFS Governors on Embedded Systems	10.1109/les.2023.3299335		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.3	2023	1	IEEE Access	Mixed-Precision Sparse Approximate Inverse Preconditioning Algorithm on GPU	10.1109/access.2023.3338443		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2023	6	Electronic Research Archive	Classification method for imbalanced LiDAR point cloud based on stack autoencoder	10.3934/era.2023175		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
lidar-nacional	0.3	2022	19	Archaeological Prospection	Automated large‐scale mapping and analysis of relict charcoal hearths in Connecticut (USA) using a Deep Learning YOLOv4 framework	10.1002/arp.1889		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
pipeline-cpu-gpu	0.3	2022	0	International Journal of Artificial Intelligence, Data Science, and Machine Learning	High-Throughput Data Structures for GPU-Accelerated Computing	10.63282/3050-9262.ijaidsml-v3i1p102		crossref	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
inferencia-eficiente	0.3	2022	7	IEEE Embedded Systems Letters	Guaranteeing That Multilevel Prioritized DNN Models on an Embedded GPU Have Inference Performance Proportional to Respective Priorities	10.1109/les.2021.3129769		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
inferencia-eficiente	0.3	2022	10	ACM Transactions on Embedded Computing Systems	TAB: Unified and Optimized Ternary, Binary, and Mixed-precision Neural Network Inference on the Edge	10.1145/3508390		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2022	3	IEEE Access	Lossless Compression of Point Cloud Sequences Using Sequence Optimized CNN Models	10.1109/access.2022.3197295		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2022	3	IEEE Access	Automatic Label Injection Into Local Infrastructure LiDAR Point Cloud for Training Data Set Generation	10.1109/access.2022.3202223		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2022	14	IEEE Access	LiDAR Point Cloud Compression by Vertically Placed Objects Based on Global Motion Prediction	10.1109/access.2022.3148252		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2022	12	IEEE Access	Noise Point Detection From Airborne LiDAR Point Cloud Based on Spatial Hierarchical Directional Relationship	10.1109/access.2022.3196388		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
lidar-nacional	0.3	2021	2	ArchéoSciences	Mapping Archeological Signs From Airborne Lidar Data Using Deep Neural Networks: Primary Results	10.4000/archeosciences.10179		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
lidar-nacional	0.3	2021	69	Archaeological Prospection	Potential of deep learning segmentation for the extraction of archaeological features from historical map series	10.1002/arp.1807		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
inferencia-eficiente	0.3	2021	0	Journal of the Institute of Electronics and Information Engineers	Improving Multi-DNN Inference Performance under Embedded GPU Environments with Overhead Minimization	10.5573/ieie.2021.58.10.27		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2021	37	IEEE Access	Ground Segmentation Algorithm for Sloped Terrain and Sparse LiDAR Point Cloud	10.1109/access.2021.3115664		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2021	10	IEEE Access	Data-Importance-Aware Bandwidth-Allocation Scheme for Point-Cloud Transmission in Multiple LIDAR Sensors	10.1109/access.2021.3075275		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
teselado-solape	0.3	2021	21	Remote Sensing	Ghost Elimination via Multi-Component Collaboration for Unmanned Aerial Vehicle Remote Sensing Image Stitching	10.3390/rs13071388		crossref	sliding window tiled inference overlap stitching large raster remote sensing
lidar-nacional	0.3	2020	1	Archaeological Prospection	If the archaeological context is missing: the use of LiDAR prospection to uncover features at the medieval Christian position on Malvecino Hill (Alcalá de Henares, Spain)	10.1002/arp.1791		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
lidar-nacional	0.3	2020	6	Archaeological Prospection	It takes all kinds of trees to make a forest. Using historic maps and forestry data to inform airborne laser scanning based archaeological prospection in woodland	10.1002/arp.1780		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
lidar-nacional	0.3	2020	4	Archaeological Prospection	Lost but revived. Revisiting the medieval village of Nieuw‐Roeselare (Flanders) using large‐scale frequency‐domain multi‐receiver EMI and landscape archaeological prospection	10.1002/arp.1768		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
inferencia-eficiente	0.3	2020	11	Sensors	Fast CNN Stereo Depth Estimation through Embedded GPU Devices	10.3390/s20113249		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
formatos-lidar	0.3	2020	6	IEEE Access	An Optimized Point Cloud Classification and Object Extraction Method Using Graph Cuts	10.1109/access.2020.3030717		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2020	41	IEEE Access	DepthNet: Real-Time LiDAR Point Cloud Depth Completion for Autonomous Vehicles	10.1109/access.2020.3045681		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2020	49	IEEE Access	Point Cloud Reduction and Denoising Based on Optimized Downsampling and Bilateral Filtering	10.1109/access.2020.3011989		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2020	5	IEEE Access	Corrections to “Point Cloud Reduction and Denoising Based on Optimized Downsampling and Bilateral Filtering”	10.1109/access.2020.3020009		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
formatos-lidar	0.3	2020	18	IEEE Access	Prioritized Transmission Control of Point Cloud Data Obtained by LIDAR Devices	10.1109/access.2020.3003753		crossref	cloud optimized point cloud COPC entwine EPT streaming access lidar archive
inferencia-eficiente	0.3	2019	20	IEEE Embedded Systems Letters	Cappuccino: Efficient CNN Inference Software Synthesis for Mobile System-on-Chips	10.1109/les.2018.2815954		crossref	efficient CNN inference throughput mixed precision TensorRT ONNX embedded GPU
cascada-barata	0.25	2026	0	Remote Sensing	Gaussian-Guided Stage-Aware Deformable FPN with Coarse-to-Fine Unit-Circle Resolver for Oriented SAR Ship Detection	10.3390/rs18071019		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.25	2026	0	Remote Sensing	Two-Stage Fine-Grained Ship Recognition with a Detector Guided by Key Regions and a Multi-Patch Joint Classifier	10.3390/rs18050772		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
cascada-barata	0.25	2026	2	IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	Top-Down Coarse-to-Fine Cascade Network for High-Precision Cluster Infrared Small Target Detection	10.1109/jstars.2026.3659652		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
prefetch-solapado	0.25	2026	0	Cadernos UniFOA	Comparative performance evaluation between CPU and GPU processors for the traveling salesman problem	10.47385/cadunifoa.v21.n56.5758		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2026	0	The Journal of Korean Institute of Information Technology	Dynamic Resource Distribution System Considering CPU–GPU Efficiency in Multimodal Data Processing Environments	10.14801/jkiit.2026.24.2.103		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
cascada-barata	0.25	2025	0	Remote Sensing	Coarse-to-Fine Denoising for Micro-Pulse Photon-Counting LiDAR Data: A Multi-Stage Adaptive Framework	10.3390/rs17172931		crossref	coarse to fine cascade cheap screening stage reduce expensive detector calls remote sensing
prefetch-solapado	0.25	2025	0	The Proceedings of The Computational Mechanics Conference	Performance Comparison of CUDA-GPU, GLSL-GPU, and OpenMP-CPU Implementations of Ray Tracing	10.1299/jsmecmd.2025.38.os17-12		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2025	1	Системи управління, навігації та зв’язку. Збірник наукових праць	ОРГАНІЗАЦІЯ ПАРАЛЕЛЬНОГО ВИКОНАННЯ МЕТОДІВ ОБРОБКИ ГОЛОСОВИХ СИГНАЛІВ НА БАГАТОЯДЕРНИХ CPU ТА GPU	10.26906/sunz.2025.4.039		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2025	0	Journal of Institute of Control, Robotics and Systems	Comparison of CPU and GPU-based Image Processing Performance in OIS Inspection Equipment	10.5302/j.icros.2025.25.0144		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2025	0	Telecommunication and information technologies	SIMULATIONS OF QUANTUM ALGORITHMS USING THE QISKIT AER LIBRARY AND THE MATRIX PRODUCT STATE METHOD ON CPU AND GPU	10.31673/2412-4338.2025.038707		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2024	2	Journal of Computational Science	A new hybrid GPU-CPU sparse LDLT factorization algorithm with GPU and CPU factorizing concurrently	10.1016/j.jocs.2024.102312		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2023	0	KIISE Transactions on Computing Practices	Hardware Interrupt-Aware CPU/GPU Scheduling on Heterogeneous Multicore and GPU System	10.5626/ktcp.2022.29.1.10		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2021	0	Journal of the Institute of Electronics and Information Engineers	Performance Improvement of Multiple DNN Models inside Embedded Systems through CPU-GPU Collaborative Scheduling	10.5573/ieie.2021.58.1.33		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2021	2	Numerical Methods and Programming (Vychislitel'nye Metody i Programmirovanie)	Реализация и производительность алгоритмов волновой томографии на вычислительных платформах SIMD CPU и GPU	10.26089/nummet.v22r421		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2020	1	"Bulletin of the South Ural State University. Series ""Computational Mathematics and Software Engineering"""	Parallel Solving of Linear Equations Systems on Hybrid Architecture CPU+GPU	10.14529/cmse200203		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2020	0	Journal of Computing Science and Engineering	Reducing CPU-GPU Interferences to Improve CPU Performance in Heterogeneous Architectures	10.5626/jcse.2020.14.4.131		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2019	0	HERALD of Khmelnytskyi national university	GPU AND CPU PERFORMANCE FOR MATRIX MULTIPLICATION	10.31891/2307-5732-2019-271-2-102-110		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2019	0	Программные системы и вычислительные методы	Агибалов О.И., Венцов Н.Н. Оценка параметров и результатов работы генетических алгоритмов выполняемых на GPU и CPU	10.7256/2454-0714.2019.3.30502		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
prefetch-solapado	0.25	2019	0	Journal of KIISE	An Execution Planning Scheme for Computational Applications using Profiling of a CPU-GPU Container Cluster	10.5626/jok.2019.46.10.975		crossref	asynchronous prefetching double buffering CPU GPU overlap throughput
cuello-e-s	0.222	2025	0	European Modern Studies Journal	Stress Testing Compute-Bound vs Memory-Bound Workloads in GPU Microarchitecture Validation	10.59573/emsj.9(5).2025.96		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.222	2025	0	Multiscale and Multidisciplinary Modeling, Experiments and Design	Influence of functional group position in aminophenols on corrosion inhibition efficiency under carbonation exposure	10.1007/s41939-025-01009-5		crossref	local relief model multiscale topographic position computation efficiency DTM
derivados-relieve	0.222	2025	1	PeerJ	GEDTM30: global ensemble digital terrain model at 30 m and derived multiscale terrain variables.	10.7717/peerj.19673		europepmc	local relief model multiscale topographic position computation efficiency DTM
cuello-e-s	0.222	2024	0	Singapore Labour Journal	Future-Oriented Learning in Workplaces and Company Training Committees	10.1142/s2811031524000044		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.222	2024	4	Computation	Intraplatelet Calcium Signaling Regulates Thrombus Growth under Flow: Insights from a Multiscale Model	10.3390/computation12050099		crossref	local relief model multiscale topographic position computation efficiency DTM
derivados-relieve	0.222	2024	0	Multiscale and Multidisciplinary Modeling, Experiments and Design	Numerical model to assess the effect of hydrogeological characteristics of mine waste piles on capping efficiency in unsaturated conditions	10.1007/s41939-024-00488-2		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.222	2023	11	Journal of Parallel and Distributed Computing	Energy-aware fully-adaptive resource provisioning in collaborative CPU-FPGA cloud environments	10.1016/j.jpdc.2023.02.009		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
rasterizacion-rapida	0.222	2023	18	IEEE Transactions on Parallel and Distributed Systems	Energy-Minimized Scheduling of Intermittent Real-Time Tasks in a CPU-GPU Cloud Computing Platform	10.1109/tpds.2023.3288702		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
derivados-relieve	0.222	2023	5	Computation	Online Multiscale Finite Element Simulation of Thermo-Mechanical Model with Phase Change	10.3390/computation11040071		crossref	local relief model multiscale topographic position computation efficiency DTM
cuello-e-s	0.222	2022	2	Sampling Theory, Signal Processing, and Data Analysis	On sharpness of an error bound for deep ReLU network approximation	10.1007/s43670-022-00020-y		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.222	2021	6	Sensors	Low-Bandwidth and Compute-Bound RGB-D Planar Semantic SLAM	10.3390/s21165400		crossref	IO bound versus compute bound deep learning training data pipeline profiling
derivados-relieve	0.222	2021	8	Computation	Reduced Model for Properties of Multiscale Porous Media with Changing Geometry	10.3390/computation9030028		crossref	local relief model multiscale topographic position computation efficiency DTM
rasterizacion-rapida	0.222	2020	7	Journal of Cloud Computing	Parallel acceleration of CPU and GPU range queries over large data sets	10.1186/s13677-020-00191-w		crossref	fast point cloud to raster DTM gridding parallel CPU implementation
derivados-relieve	0.222	2020	34	Swarm and Evolutionary Computation	New insights into position optimisation of wave energy converters using hybrid local search	10.1016/j.swevo.2020.100744		crossref	local relief model multiscale topographic position computation efficiency DTM
cuello-e-s	0.222	2019	0	Synfacts	Profiling of Inhibitor-Bound Kinase Complexes	10.1055/s-0039-1690933		crossref	IO bound versus compute bound deep learning training data pipeline profiling
cuello-e-s	0.222	2019	38	Physical Review B	Presence versus absence of end-to-end nonlocal conductance correlations in Majorana nanowires: Majorana bound states versus Andreev bound states	10.1103/physrevb.100.045302		crossref	IO bound versus compute bound deep learning training data pipeline profiling
lidar-nacional	0.2	2026	0	Archaeological Prospection	"The Future of
                    <i>Archaeological Prospection</i>"	10.1002/arp.70046		crossref	national scale airborne lidar deep learning archaeological prospection computational cost
pipeline-cpu-gpu	0.2	2026	0	Sensors (Basel)	Deep Learning for Disease Detection: Building a Leaf Image Classifier for Roses.	10.3390/s26103023		europepmc	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.2	2026	0	PLoS One	Comparative evaluation of deep learning models for plant disease classification with edge-aware performance analysis.	10.1371/journal.pone.0349901		europepmc	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
pipeline-cpu-gpu	0.2	2026	0	Sensors (Basel)	I-GhostNetV3: A Lightweight Deep Learning Framework for Vision-Sensor-Based Rice Leaf Disease Detection in Smart Agriculture.	10.3390/s26031025		europepmc	overlapping data loading and GPU inference pipeline throughput bottleneck deep learning
teselado-solape	0.2	2026	0	Remote Sensing	Large-Scale Stratigraphic Analysis of Paintings by OCT: A Supervised Learning and Volumetric Stitching Approach	10.3390/rs18142300		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2026	0	Remote Sensing	LargeStitch: Efficient Seamless Stitching of Large-Size Aerial Images via Deep Matching and Seam-Band Fusion	10.3390/rs18101481		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2026	0	Remote Sensing	SLC-Domain SAR RFI Suppression via Sliding-Window Local Tensorization and Energy-Guided CUR Projection	10.3390/rs18040652		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2026	0	Remote Sensing	A Scanline-Based Sliding Window Filtering Method for UAV-Borne LiDAR Bathymetry Point Clouds	10.3390/rs18101635		crossref	sliding window tiled inference overlap stitching large raster remote sensing
teselado-solape	0.2	2026	0	Remote Sensing	Adaptive Sliding-Window Filtering for GNSS SPP-Aided Orbit Determination in Earth–Moon Space	10.3390/rs18101646		crossref	sliding window tiled inference overlap stitching large raster remote sensing
