bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
arq-falsos	0.3	2020	1	Journal of Advanced Research in Dynamical and Control Systems	A Novel Framework for Lung Nodule Classification with Low False Positive and High True Positive Detection Rate	10.5373/jardcs/v12sp3/20201383		crossref	archaeological lidar automated detection false positive modern features quarry reduction
arq-falsos	0.3	2020	1	Archaeological Prospection	If the archaeological context is missing: the use of LiDAR prospection to uncover features at the medieval Christian position on Malvecino Hill (Alcalá de Henares, Spain)	10.1002/arp.1791		crossref	archaeological lidar automated detection false positive modern features quarry reduction
osm-negativos	0.3	2020	21	Remote Sensing	Automatic Extraction and Filtering of OpenStreetMap Data to Generate Training Datasets for Land Use Land Cover Classification	10.3390/rs12203428		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
neg-sinteticos	0.3	2019	3	Indian Journal of Science and Technology	A Time Series Analysis of Satellite Imageries for Land Use &amp; Land Cover (LULC) Change Detection of Gujranwala City, Pakistan from 1999–2019	10.17485/ijst/2019/v12i46/148606		crossref	synthetic negative sampling from land cover map training archaeological detection lidar
osm-negativos	0.3	2018	102	IEEE Transactions on Geoscience and Remote Sensing	Detection and Correction of Mislabeled Training Samples for Hyperspectral Image Classification	10.1109/tgrs.2018.2823866		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
neg-sinteticos	0.3	2018	0	International Journal of Scientific Engineering and Research	Land Use and Land Cover Change Detection in Sriperumbudur Taluk, Kanchipuram District	10.70729/ijser18383		crossref	synthetic negative sampling from land cover map training archaeological detection lidar
neg-sinteticos	0.3	2018	11	Procedia Computer Science	Automatic CORINE land cover classification from airborne LIDAR data	10.1016/j.procs.2018.07.222		crossref	synthetic negative sampling from land cover map training archaeological detection lidar
arq-mineria	0.273	2026	0	Expert Systems with Applications	Closed-loop feedback optimization for autonomous vehicles using deep reinforcement learning	10.1016/j.eswa.2026.131383		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2026	0	Expert Systems with Applications	A novel wind shear detection algorithm based point measurement meteorological observation, forecasting deep learning methods: validation study on Antalya LLWAS	10.1016/j.eswa.2026.131848		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
desequilibrio	0.273	2026	0	Front Artif Intell	Class imbalance aware deep semantic segmentation framework for weed and tobacco crops in UAV imagery.	10.3389/frai.2026.1792086		europepmc	extreme class imbalance rare object detection aerial imagery negative sampling strategy
arq-mineria	0.273	2025	1	Journal of Computer Applications in Archaeology	Archaeological Site Detection: Latest Results from a Deep Learning Based Europe Wide Hillfort Search	10.5334/jcaa.178		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2025	7	Expert Systems with Applications	Adaptive precision layering for efficient adversarial training of deep learning models in intelligent vehicles	10.1016/j.eswa.2025.126752		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2025	0	Expert Systems with Applications	CIT: A combined approach of improving inference and training phases of deep learning for IoT applications	10.1016/j.eswa.2025.127554		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2024	3	Expert Systems with Applications	Deep Entropy-Learning based virtual inertia control for VRFB regulation considering Phase-Locked loop dynamics	10.1016/j.eswa.2024.125113		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2024	2	Mathematics	Iterative Dissipativity of Partial Difference Equation Dynamics in Open-Loop Iterative Learning Control Mode	10.3390/math12193128		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2024	5	Expert Systems with Applications	Harnessing optical flow in deep learning framework for cardiopulmonary resuscitation training	10.1016/j.eswa.2023.121775		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2022	2	Proceedings of the Northern Lights Deep Learning Workshop	Expert Q-learning: Deep Reinforcement Learning with Coarse State Values from Offline Expert Examples	10.7557/18.6237		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-mineria	0.273	2019	38	Expert Systems with Applications	Deep learning in material recovery: Development of method to create training database	10.1016/j.eswa.2019.01.077		crossref	archaeology deep learning iterative training expert validation loop hillfort barrow mound
arq-transfer	0.25	2026	0	Azania: Archaeological Research in Africa	Community perceptions of archaeological landscapes among Pan (Kofyar) hilltop communities on the Jos Plateau, central Nigeria	10.1080/0067270x.2025.2603050		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2025	0	Geology, Ecology, and Landscapes	Satellite detection of vegetation loss in artisanal and small-scale mining regions of Ghana	10.1080/24749508.2025.2563918		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2025	0	Estudos do Quaternário  Quaternary Studies	Archaeological Landscapes as Literary Landscapes	10.30893/eq.v0i25.234		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2024	0	Etruscan and Italic Studies	Alessandro Sebastiani and Carolina Megale: <i>Archaeological Landscapes of Roman Etruria. Research and Field Papers</i> (MediTo – Archaeological and Historical Landscapes of Mediterranean Central Italy 1)	10.1515/etst-2024-0002		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2024	5	Archaeological Prospection	Archaeological LiDAR in Mediterranean Karst Landscapes. A Multiproxy Dating Method for Archaeological Landscape and a Case Study From Prehistoric Kras Plateau (Slovenia)	10.1002/arp.1954		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2020	15	Journal of Archaeological Science	Low-altitude aerial thermography for the archaeological investigation of arctic landscapes	10.1016/j.jas.2020.105126		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2020	6	Journal of Archaeological Science: Reports	How did that get there? Understanding sediment transport and accumulation rates in agricultural landscapes using the ESTTraP agent-based model	10.1016/j.jasrep.2019.102115		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2019	13	Journal of Cold Regions Engineering	Developing Cold Region Winter Weather Traffic Models and Testing Their Temporal Transferability and Model Specification	10.1061/(asce)cr.1943-5495.0000193		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2019	37	Journal of Archaeological Science	Now you see me. An assessment of the visual recognition and control of individuals in archaeological landscapes	10.1016/j.jas.2019.02.002		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2018	5	Journal of Archaeological Science: Reports	A multidirectional model for studying mobility affordance of past landscapes	10.1016/j.jasrep.2018.02.031		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2018	0	Yorkshire Archaeological Journal	Hayton, East Yorkshire: Archaeological Studies of the Iron Age and Roman Landscapes	10.1080/00844276.2018.1481681		crossref	transferability archaeological detection model between regions landscapes validation
arq-transfer	0.25	2018	27	Cold Regions Science and Technology	Experimental validation of a model for prediction of dynamic ice-structure interaction	10.1016/j.coldregions.2018.04.003		crossref	transferability archaeological detection model between regions landscapes validation
arq-multimodal	0.222	2026	0	Archaeological Prospection	"The Future of
                    <i>Archaeological Prospection</i>"	10.1002/arp.70046		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
arq-multimodal	0.222	2026	0	Archaeological Prospection	A Prospection‐Led Archaeological Investigation of a Picenian and Roman Necropolis in Corinaldo (Marche, Italy)	10.1002/arp.70047		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
paisaje-moderno	0.222	2026	0	Remote Sensing	State-Space-Based Mamba and Convolutional Neural Network Integration for Anthropogenic Geomorphic Feature Extraction from Land Surface Parameters	10.3390/rs18142415		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
arq-multimodal	0.222	2025	1	Archaeological Prospection	Understanding the Form and Timing of Damage to Archaeological Sites During the Syrian Conflict by Combining Evidence From Remote Sensing With Ground Observation	10.1002/arp.1997		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
arq-multimodal	0.222	2024	7	Archaeological Prospection	Detecting Archaeological Phenomena Using Deep Learning in the Study of the Old Aerial Images of Historical City of Zuzan	10.1002/arp.1967		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
paisaje-moderno	0.222	2024	3	Remote Sensing	Exploring Transfer Learning for Anthropogenic Geomorphic Feature Extraction from Land Surface Parameters Using UNet	10.3390/rs16244670		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
arq-multimodal	0.222	2022	10	Archaeological Prospection	Combining geophysical prospection and core drilling: Reconstruction of a Late Bronze Age copper mine at Prigglitz‐Gasteil in the Eastern Alps (Austria)	10.1002/arp.1872		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
arq-multimodal	0.222	2020	7	Archaeological Prospection	Non‐destructive approach for studying medieval settlements destroyed by ploughing: combining aerial photography, geophysical and soil surveys	10.1002/arp.1778		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
paisaje-moderno	0.222	2020	8	Remote Sensing	Deciphering Circular Anthropogenic Anomalies in PALSAR Data—Using L-Band SAR for Analyzing Archaeological Features on the Steppe	10.3390/rs12071076		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
arq-multimodal	0.222	2019	13	Archaeological Prospection	Unmanned aerial vehicle and structure‐from‐motion photogrammetry for three‐dimensional documentation and digital rubbing of the Zuo River Valley rock paintings	10.1002/arp.1739		crossref	archaeological prospection combining digital terrain model and aerial orthophotography CNN
paisaje-moderno	0.222	2019	12	Remote Sensing	The Need for a Standardized Methodology for Quantitative Assessment of Natural and Anthropogenic Land Subsidence: The Agosta (Italy) Gas Field Case	10.3390/rs11101178		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
paisaje-moderno	0.222	2018	11	Remote Sensing	Quantitative Responses of Satellite-Derived Nighttime Lighting Signals to Anthropogenic Land-Use and Land-Cover Changes across China	10.3390/rs10091447		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
paisaje-moderno	0.222	2018	22	Remote Sensing	Does Anthropogenic Land Use Change Play a Role in Changes of Precipitation Frequency and Intensity over the Loess Plateau of China?	10.3390/rs10111818		crossref	modern land use interference archaeological remote sensing survey masking anthropogenic
arq-falsos	0.2	2026	1	Journal of Archaeological Science	Enhancing quarry landscape interpretation with UAV LiDAR and morphometric clustering: A case study from the Euganean Hills, Italy	10.1016/j.jas.2026.106478		crossref	archaeological lidar automated detection false positive modern features quarry reduction
osm-negativos	0.2	2026	0	Remote Sensing	Mapping of Crop Planting Structures Under Limited Training Samples Using TabPFN and Sentinel-2 Time Series Data	10.3390/rs18111857		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2023	9	Remote Sensing	The Effect of Negative Samples on the Accuracy of Water Body Extraction Using Deep Learning Networks	10.3390/rs15020514		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2023	13	Remote Sensing	A Deep Learning-Based Hyperspectral Object Classification Approach via Imbalanced Training Samples Handling	10.3390/rs15143532		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2023	3	Remote Sensing	Improving Out-of-Distribution Generalization in SAR Image Scene Classification with Limited Training Samples	10.3390/rs15245761		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
arq-falsos	0.2	2022	0	Modern Transportation Systems and Technologies	Technical and technological features of quarry railways	10.17816/transsyst20228431-45		crossref	archaeological lidar automated detection false positive modern features quarry reduction
osm-negativos	0.2	2022	6	The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences	A CONCEPTUAL MODEL FOR CONVERTING OPENSTREETMAP CONTRIBUTION TO GEOSPATIAL MACHINE LEARNING TRAINING DATA	10.5194/isprs-archives-xliii-b4-2022-253-2022		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2022	3	Remote Sensing	Random Matrix Theory-Based Reduced-Dimension Space-Time Adaptive Processing under Finite Training Samples	10.3390/rs14163959		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2021	11	Remote Sensing	Semi-Automatic Generation of Training Samples for Detecting Renewable Energy Plants in High-Resolution Aerial Images	10.3390/rs13234793		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
neg-sinteticos	0.2	2021	6	Journal of Archaeological Science: Reports	Space lidar for archaeology? Reanalyzing GEDI data for detection of ancient Maya buildings	10.1016/j.jasrep.2021.102811		crossref	synthetic negative sampling from land cover map training archaeological detection lidar
osm-negativos	0.2	2020	23	Remote Sensing	Attention-Based Residual Network with Scattering Transform Features for Hyperspectral Unmixing with Limited Training Samples	10.3390/rs12030400		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2019	2	Remote Sensing	Transfer and Association: A Novel Detection Method for Targets without Prior Homogeneous Samples	10.3390/rs11121492		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
osm-negativos	0.2	2018	54	Remote Sensing	Mining Hard Negative Samples for SAR-Optical Image Matching Using Generative Adversarial Networks	10.3390/rs10101552		crossref	openstreetmap ancillary layers generate negative training samples remote sensing detection
