bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
dtm-derivados	0.333	2019	11	Sensors	A Multi-Feature Search Window Method for Road Boundary Detection Based on LIDAR Data	10.3390/s19071551		crossref	which lidar visualisation derivative best archaeological feature detection comparison
muestreo-inteligente	0.3	2026	0	Sci Rep	HSICNet a novel deep learning architecture for hyperspectral image classification in remote sensing and environmental monitoring.	10.1038/s41598-026-40509-3		europepmc	active learning sample selection reduce inference cost remote sensing detection
memoria-limitada	0.3	2026	1	Computers	Efficient Low-Precision GEMM on Ascend NPU: HGEMM’s Synergy of Pipeline Scheduling, Tiling, and Memory Optimization	10.3390/computers15010039		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.3	2026	0	Integration	X-RAM: a novel and efficient multi-ported memory for AI accelerator	10.1016/j.vlsi.2025.102592		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
memoria-limitada	0.3	2026	0	Academic Journal of Science and Technology	FPGA-Based Deep Learning Acceleration: Analysis of Dataflow and Tiling Strategies	10.54097/41gx1442		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
gestion-datos	0.3	2025	8	Nature Biotechnology	Detecting and quantifying circular RNAs in terabyte-scale RNA-seq datasets with CIRI3	10.1038/s41587-025-02835-1		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2025	0	INTERNATIONAL JOURNAL OF MULTIDISCIPLINARY RESEARCH AND ANALYSIS	Assessment of the Efficiency of Lidar Data Reduction Methods in the Generation of Digital Elevation Models	10.47191/ijmra/v8-i01-26		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2025	3	Journal of Mathematical Imaging and Vision	Scale Generalisation Properties of Extended Scale-Covariant and Scale-Invariant Gaussian Derivative Networks on Image Datasets with Spatial Scaling Variations	10.1007/s10851-025-01245-x		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2025	0	Inquiry@Queen's Undergraduate Research Conference Proceedings	Drawing Heritage Façades from 3D Data: Reprocessing LiDAR and Photogrammetry Datasets from OpenHeritage3D	10.24908/iqurcp19005		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.3	2025	1	IEEE Geoscience and Remote Sensing Letters	Deep Learning-Guided High-Completeness Building Segmentation Sample Selection via Otsu Thresholding	10.1109/lgrs.2025.3612492		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2025	0	IEEE Transactions on Geoscience and Remote Sensing	Optimal Channel Selection for FY-4B GIIRS Explainable Machine Learning Cloud Detection Algorithm	10.1109/tgrs.2025.3597266		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2025	3	Remote Sensing Applications: Society and Environment	Improving landslide susceptibility mapping: The role of non-landslide sample selection in machine learning models	10.1016/j.rsase.2025.101759		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2025	0	Sensors (Basel)	Robust Learning-Based Detection with Cost Control and Byzantine Mitigation.	10.3390/s26010005		europepmc	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.3	2025	3	Fire and Materials	Residential Wildfire Structural Damage Detection Using Deep Learning to Analyze Uncrewed Aerial System (<scp>UAS</scp>) Imagery, Aerial Imagery, and Satellite Imagery	10.1002/fam.3282		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.3	2025	1	Turkish Journal of Geosciences	Accuracy Investigation on Orthophotos Produced from Digital Aerial Imagery Recorded from Different Altitudes	10.48053/turkgeo.1517771		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
barrido-regional	0.3	2024	0	Korean Society of Forest Management and Information	Extraction of Forest Resource Information using Airborne Laser Scanning for Larix kaempferi in South Korea	10.70044/ksfmi.2024.14.2.29.39		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.3	2024	11	Forests	Elevation Accuracy of Forest Road Maps Derived from Aerial Imaging, Airborne Laser Scanning and Mobile Laser Scanning Data	10.3390/f15050840		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
gestion-datos	0.3	2024	17	International Journal of Disaster Risk Reduction	Quantitative assessment of earthquake-induced building damage at regional scale using LiDAR data	10.1016/j.ijdrr.2024.104403		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2024	0	Current Research in Statistics &amp; Mathematics	Detecting Similar Complex Data Structures in Large-Scale Datasets	10.33140/crsm.03.02.03		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.3	2024	6	Remote Sensing	Radar Moving Target Detection Based on Small-Sample Transfer Learning and Attention Mechanism	10.3390/rs16224325		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2024	39	IEEE Transactions on Geoscience and Remote Sensing	DTSSNet: Dynamic Training Sample Selection Network for UAV Object Detection	10.1109/tgrs.2023.3348555		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2024	2	Remote Sensing	Feature-Selection-Based Unsupervised Transfer Learning for Change Detection from VHR Optical Images	10.3390/rs16183507		crossref	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.3	2024	10	Applied Sciences	Manhole Cover Classification Based on Super-Resolution Reconstruction of Unmanned Aerial Vehicle Aerial Imagery	10.3390/app14072769		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.3	2024	0	IEEE Access	Retargeting Low-Resolution Aerial Imagery by Distribution-Preserving Perceptual Feature Selection	10.1109/access.2024.3364399		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
gestion-datos	0.3	2023	12	Remote Sensing	The Potential of New LiDAR Datasets for Archaeology in Switzerland	10.3390/rs15061569		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2023	11	Journal of Archaeological Science: Reports	Interpolation of airborne LiDAR data for archaeology	10.1016/j.jasrep.2023.103840		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2023	3	Computing and Software for Big Science	Fast Columnar Physics Analyses of Terabyte-Scale LHC Data on a Cache-Aware Dask Cluster	10.1007/s41781-023-00095-9		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.3	2023	13	Remote Sensing	Few-Shot PolSAR Ship Detection Based on Polarimetric Features Selection and Improved Contrastive Self-Supervised Learning	10.3390/rs15071874		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2023	7	IEEE Geoscience and Remote Sensing Letters	A Prototype and Active Learning Network for Small-Sample Hyperspectral Image Classification	10.1109/lgrs.2023.3324398		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2023	8	IEEE Geoscience and Remote Sensing Letters	Learning to Reduce Information Bottleneck for Object Detection in Aerial Images	10.1109/lgrs.2023.3264455		crossref	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.3	2023	0	Journal of Applied Remote Sensing	Lightweight multi-target detection algorithm for unmanned aerial vehicle aerial imagery	10.1117/1.jrs.17.046505		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.3	2023	30	Sensors	Post Disaster Damage Assessment Using Ultra-High-Resolution Aerial Imagery with Semi-Supervised Transformers	10.3390/s23198235		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.3	2023	2	APSIPA Transactions on Signal and Information Processing	Convolutional Neural Networks Inference Memory Optimization with Receptive Field-Based Input Tiling	10.1561/116.00000015		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
gestion-datos	0.3	2022	3	it - Information Technology	Airborne LiDAR data in landscape archaeology. An introduction for non-archaeologists	10.1515/itit-2022-0001		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2022	8	Measurement	A method for data density reduction in overlapped airborne LiDAR strips	10.1016/j.measurement.2022.111135		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.3	2022	9	Remote Sensing	Few-Shot Aircraft Detection in Satellite Videos Based on Feature Scale Selection Pyramid and Proposal Contrastive Learning	10.3390/rs14184581		crossref	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.3	2022	73	Remote Sensing	Active Fire Detection from Landsat-8 Imagery Using Deep Multiple Kernel Learning	10.3390/rs14040992		crossref	active learning sample selection reduce inference cost remote sensing detection
gestion-datos	0.3	2021	57	Geosciences	Documentation of Archaeology-Specific Workflow for Airborne LiDAR Data Processing	10.3390/geosciences11010026		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.3	2021	40	Remote Sensing of Environment	A novel automatic phenology learning (APL) method of training sample selection using multiple datasets for time-series land cover mapping	10.1016/j.rse.2021.112670		crossref	active learning sample selection reduce inference cost remote sensing detection
resolucion-baja	0.3	2021	32	Chinese Journal of Aeronautics	Aerial-BiSeNet: A real-time semantic segmentation network for high resolution aerial imagery	10.1016/j.cja.2020.10.032		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
memoria-limitada	0.3	2021	11	IET Circuits, Devices &amp; Systems	An efficient loop tiling framework for convolutional neural network inference accelerators	10.1049/cds2.12091		crossref	memory efficient inference limited RAM tiling strategy geospatial deep learning
barrido-regional	0.3	2020	0	Dissertationes Forestales	Improvements in forest structural type assessment using airborne laser scanning	10.14214/df.306		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
barrido-regional	0.3	2020	1	Dissertationes Forestales	Predicting commercial tree quality by means of airborne laser scanning	10.14214/df.307		crossref	regional scale automated detection burial mounds hillforts airborne laser scanning
gestion-datos	0.3	2020	22	Journal of Computer Applications in Archaeology	Ethics, New Colonialism, and Lidar Data: A Decade of Lidar in Maya Archaeology	10.5334/jcaa.43		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2020	13	Journal of Computer Applications in Archaeology	Whose Data Is It Anyway? Lessons in Data Management and Sharing from Resurrecting and Repurposing Lidar Data for Archaeology Research in Honduras	10.5334/jcaa.51		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2020	22	Remote Sensing	Big Data Geospatial Processing for Massive Aerial LiDAR Datasets	10.3390/rs12040719		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.3	2020	43	Remote Sensing	Semantic Segmentation of Airborne LiDAR Data in Maya Archaeology	10.3390/rs12223685		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
resolucion-baja	0.3	2020	14	Journal of Open Source Software	DetecTree: Tree detection from aerial imagery in Python	10.21105/joss.02172		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
resolucion-baja	0.3	2019	27	Forests	Mapping Coarse Woody Debris with Random Forest Classification of Centimetric Aerial Imagery	10.3390/f10060471		crossref	downsampling coarse resolution first pass detection accuracy tradeoff aerial imagery
arqueologia-escala	0.273	2023	1	Sci Rep	Curriculum learning-based strategy for low-density archaeological mound detection from historical maps in India and Pakistan.	10.1038/s41598-023-38190-x		europepmc	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.273	2023	3	Sci Rep	A human-AI collaboration workflow for archaeological sites detection.	10.1038/s41598-023-36015-5		europepmc	deep learning archaeological feature detection large area survey computational workflow lidar
arqueologia-escala	0.273	2020	20	Proc Natl Acad Sci U S A	Automated detection of archaeological mounds using machine-learning classification of multisensor and multitemporal satellite data.	10.1073/pnas.2005583117		europepmc	deep learning archaeological feature detection large area survey computational workflow lidar
dtm-derivados	0.222	2024	9	Archaeological Prospection	Issues of Sampling and Representativeness in Large‐Scale LiDAR‐Derived Archaeological Surveys in Mediterranean Contexts	10.1002/arp.1951		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.222	2022	0	Cluster Computing	PI-sqrt: novel parallel implementations of in-place sequence rotation on multicore systems	10.1007/s10586-022-03591-6		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
dtm-derivados	0.222	2021	6	Journal of Archaeological Science: Reports	Space lidar for archaeology? Reanalyzing GEDI data for detection of ancient Maya buildings	10.1016/j.jasrep.2021.102811		crossref	which lidar visualisation derivative best archaeological feature detection comparison
paralelo-cpu	0.222	2021	0	Turkey Lidar Journal	CAD-Based Modeling Using Three Dimensional Point Cloud Data	10.51946/melid.922892		crossref	parallel processing lidar point cloud multicore CPU cluster archaeology
gestion-datos	0.2	2026	0	Scientific Data	Terabyte scale dataset for partial discharge detection in covered conductors via contact galvanic method	10.1038/s41597-026-07219-x		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.2	2026	0	Environ Sci Ecotechnol	Large-scale bathymetry in high-turbidity rivers enabled by remote sensing and artificial intelligence.	10.1016/j.ese.2026.100711		europepmc	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.2	2026	0	Sci Rep	Attention driven deep convolutional network with optimized learning for accurate landslide detection and monitoring.	10.1038/s41598-026-36737-2		europepmc	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.2	2026	0	PLoS One	A multi-modal deep learning framework with GAN-based fusion for enhanced landslide detection.	10.1371/journal.pone.0347324		europepmc	active learning sample selection reduce inference cost remote sensing detection
muestreo-inteligente	0.2	2026	0	Sensors (Basel)	Integrating Eye Tracking in Acoustic Research: Methods for Sound Localization, Event Detection, Multimodal Sensing, and Perceptual Analysis.	10.3390/s26113603		europepmc	active learning sample selection reduce inference cost remote sensing detection
gestion-datos	0.2	2025	0	GROMA: Documenting Archaeology	LiDAR data visualization techniques for archaeological research. The case study of the medieval site of Torre Palazzo (Benevento, Italy)	10.32028/groma-issue-9-2024-3239		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.2	2024	1	Peer Community in Archaeology	Managing Archaeological Data with Omeka S	10.24072/pci.archaeo.100341		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.2	2024	6	Remote Sensing	Enhancing Semi-Supervised Few-Shot Hyperspectral Image Classification via Progressive Sample Selection	10.3390/rs16101747		crossref	active learning sample selection reduce inference cost remote sensing detection
gestion-datos	0.2	2023	5	Scientific Data	Terabyte-scale supervised 3D training and benchmarking dataset of the mouse kidney	10.1038/s41597-023-02407-5		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.2	2023	13	Internet Archaeology	Joined up Thinking: Aggregating archaeological datasets at an international scale	10.11141/ia.64.3		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.2	2022	22	Journal of Field Archaeology	Italy’s Hidden Hillforts: A Large-Scale Lidar-Based Mapping of Samnium	10.1080/00934690.2022.2031465		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
gestion-datos	0.2	2019	3	Digital Applications in Archaeology and Cultural Heritage	Solution supporting the communication of the built heritage: Semi-automatic production path to transfer semantic LIDAR data to minecraft environment	10.1016/j.daach.2019.e00112		crossref	managing terabyte scale lidar datasets archaeology data reduction derivative rasters
muestreo-inteligente	0.2	2019	14	Remote Sensing	Hyperspectral Anomaly Detection Based on Separability-Aware Sample Cascade	10.3390/rs11212537		crossref	active learning sample selection reduce inference cost remote sensing detection
memoria-limitada	0.2	2019	19	PLoS One	Deep learning based banana plant detection and counting using high-resolution red-green-blue (RGB) images collected from unmanned aerial vehicle (UAV).	10.1371/journal.pone.0223906		europepmc	memory efficient inference limited RAM tiling strategy geospatial deep learning
