bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
X-analogos	0.625	2016	192	Remote Sensing	Detection of Urban Damage Using Remote Sensing and Machine Learning Algorithms: Revisiting the 2010 Haiti Earthquake	10.3390/rs8100868		crossref	landmine unexploded ordnance detection remote sensing machine learning
C4-sesgo	0.6	2026	0	Pediatric Infectious Disease Journal	Partial Verification Bias in Multiplex Antigen Testing	10.1097/inf.0000000000005329		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2026	1	Pharmaceutical Statistics	Methodological Approaches for the Estimation of Confidence Intervals on Partial Youden Index Under Verification Bias	10.1002/pst.70079		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2025	0	The Annals of Applied Statistics	Simultaneous adjustment of nonignorable verification bias and imperfect gold standard bias in diagnostic test studies, with an application to Alzheimer’s disease detection	10.1214/25-aoas2081		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2025	0	Acta Paulista de Enfermagem	Ultrasound performed by nurses for nasoenteral tube location verification: a study of diagnostic accuracy	10.37689/acta-ape/2025spe07i		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2021	15	Mathematics	Estimation of the Average Kappa Coefficient of a Binary Diagnostic Test in the Presence of Partial Verification	10.3390/math9141694		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2019	0	Internet Journal of Rheumatology and Clinical Immunology	Precision and diagnostic accuracy verification of VITROS HIV combo assay	10.15305/ijrci/v7i1/323		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2018	1	Journal of Biopharmaceutical Statistics	Determining sample size for a binary diagnostic test in the presence of verification bias	10.1080/10543406.2018.1452029		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2017	4	BJOG: An International Journal of Obstetrics &amp; Gynaecology	Accuracy of visual cervical screening: verification bias revisited	10.1111/1471-0528.14797		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2017	5	BMC Bioinformatics	bcROCsurface: an R package for correcting verification bias in estimation of the ROC surface and its volume for continuous diagnostic tests	10.1186/s12859-017-1914-3		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.6	2017	5	Statistics and Its Interface	Nonparametric verification bias-corrected inference for the area under the ROC curve of a continuous-scale diagnostic test	10.4310/sii.2017.v10.n4.a8		crossref	verification bias partial verification diagnostic accuracy study
C4-sesgo	0.571	2026	1	Knowledge-Based Systems	Positive-unlabeled learning for anomaly detection based on dual-branch generative adversarial networks	10.1016/j.knosys.2026.115328		crossref	positive unlabeled learning incomplete ground truth detection
X-analogos	0.571	2026	0	International Journal of Safety and Security Engineering	Imbalance-Sensitive Broad Learning System for Industrial Multivariate Time Series Anomaly Detection	10.18280/ijsse.160308		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2026	0	PLOS One	Vision expert guided inspection for industrial anomaly detection	10.1371/journal.pone.0353291		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2026	0	EPJ Web of Conferences	Hybrid YOLOv8 and auto-encoder based welding defect detection model for industrial inspection	10.1051/epjconf/202637602006		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2026	1	Electronics	Toward Real-Time Industrial Small Object Inspection: Decoupled Attention and Multi-Scale Aggregation for PCB Defect Detection	10.3390/electronics15061191		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2026	0	Engineering Research Express	An efficient feature-enhanced YOLOv8-based method for small defect detection in industrial inspection	10.1088/2631-8695/ae86ba		crossref	anomaly detection industrial inspection rare defect imbalance
C5-etiquetas	0.571	2026	0	Neural Netw	SynerNet: Broad-to-precise CAM synergy for weakly supervised semantic segmentation.	10.1016/j.neunet.2026.109024		europepmc	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2026	0	IEEE Trans Image Process	DiCLIP: Diffusion Model Enhances CLIP's Dense Knowledge for Weakly Supervised Semantic Segmentation.	10.1109/tip.2026.3692055		europepmc	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2026	0	IEEE Transactions on Multimedia	PseR: Pseudo-Label Refinement for Point-Supervised Temporal Action Detection	10.1109/tmm.2025.3618538		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	0	Systems and Soft Computing	Tree counting in dense forests from aerial imagery using weak dot annotations and iterative pseudo-label refinement	10.1016/j.sasc.2026.200515		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	0	Sensors	Semi-Supervised Traffic Sign Detection with Dynamic Pseudo-Label Selection and Gated Feature Fusion-Based Proposal Refinement	10.3390/s26123836		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	0	Journal of Manufacturing Processes	Enhancing in-situ anomaly detection during wire arc additive manufacturing process through iterative automated label refinement	10.1016/j.jmapro.2026.03.044		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	0	Forests	Tackling Scale Variation and Annotation Scarcity in Semi-Supervised Small Pest Detection with Image Slicing and Pseudo-Label Refinement	10.3390/f17030355		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	1	ISPRS Journal of Photogrammetry and Remote Sensing	STAR-IOD: Scale-decoupled topology alignment with pseudo-label refinement for Remote Sensing Incremental Object Detection	10.1016/j.isprsjprs.2026.05.036		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2026	0	IEEE Internet of Things Journal	LogRMC: Robust Log Anomaly Detection in IoT Systems via Multifield Fusion, Contrastive Learning, and Pseudo-Label Refinement	10.1109/jiot.2026.3685253		crossref	pseudo label refinement iterative self training detection
C4-sesgo	0.571	2025	0	IEEE Access	Multiple Instance Learning With Instance-Level Positive-Unlabeled Learning in Anomaly Detection	10.1109/access.2025.3578651		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2025	7	Neurocomputing	A positive-unlabeled learning approach for industrial anomaly detection based on self-adaptive training	10.1016/j.neucom.2025.130488		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2025	4	Natural Resources Research	Anomaly Detection-Oriented Positive-Unlabeled Metric Learning for Extracting High-Dimensional Geochemical Anomalies Linked to Mineralization	10.1007/s11053-025-10464-3		crossref	positive unlabeled learning incomplete ground truth detection
C5-etiquetas	0.571	2025	0	Neurocomputing	Small object matters in weakly supervised object localization	10.1016/j.neucom.2025.130494		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2025	0	Applied Intelligence	Dual-branch contrastive learning for weakly supervised object localization	10.1007/s10489-025-06514-1		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2025	0	Sci Rep	EfficientPoseSegNet: a weakly supervised, attention-guided framework for human pose estimation, anatomical segmentation, and concealed object detection in backscatter millimeter-wave security screening.	10.1038/s41598-025-30346-1		europepmc	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2025	0	Sensors (Basel)	Cross-Modal Weakly Supervised RGB-D Salient Object Detection with a Focus on Filamentary Structures.	10.3390/s25102990		europepmc	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2025	0	IEEE Trans Image Process	WS-SAM: Generalizing SAM to Weakly Supervised Object Detection With Category Label.	10.1109/tip.2025.3581729		europepmc	point supervision object detection weakly supervised localization
X-analogos	0.571	2025	0	Artificial Intelligence and Applications	Anomaly Detection Utilizing PatchCore for Reimagining Industrial Visual Inspection	10.47852/bonviewaia52026321		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	5	Neural Networks	A generalized defect-data-free defect inspection method based on image reconstruction and anomaly detection	10.1016/j.neunet.2025.107662		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	8	Sensors	Fast Anomaly Detection for Vision-Based Industrial Inspection Using Cascades of Null Subspace PCA Detectors	10.3390/s25154853		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	0	Journal of Industrial Intelligence	Lightweight Attention-Driven Industrial Defect Detection for Steel Surface Inspection with Adaptive Feature Enhancement	10.56578/jii030302		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	1	Intelligent Systems with Applications	Towards efficient wafer visual inspection: Exploring novel lightweight approaches for anomaly detection and defect segmentation	10.1016/j.iswa.2025.200576		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	2	Multidisciplinary Journal for Applied Research in Engineering and Technology	Hybrid CNN-LSTM Architecture for Automated Defect Detection in Industrial Surface Inspection	10.54228/mjaret0624031		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	0	Neural Computing and Applications	An adversarial network based on anomaly domain decomposition and transformation for industrial PCBA defect inspection	10.1007/s00521-025-11124-6		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2025	0	Front Robot AI	A systematic survey: role of deep learning-based image anomaly detection in industrial inspection contexts.	10.3389/frobt.2025.1554196		europepmc	anomaly detection industrial inspection rare defect imbalance
C4-sesgo	0.571	2025	0	Bayesian Analysis	Bayesian Optimal Design for Occupancy Modelling Using Integrated Presence-Only and Presence-Absence Data	10.1214/25-ba1581		crossref	pseudo absence background sampling presence only data
C4-sesgo	0.571	2025	1	Nature Conservation	MIAU: An analysis-ready dataset on presence-only and presence-absence data of Neotropical carnivores (Mammalia, Carnivora) from 2000 to 2021	10.3897/natureconservation.58.140644		crossref	pseudo absence background sampling presence only data
C5-etiquetas	0.571	2025	0	Image and Vision Computing	Single stage weakly supervised semantic segmentation via enhanced patch affinity	10.1016/j.imavis.2025.105791		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2025	4	Medical Image Analysis	Beyond strong labels: Weakly-supervised learning based on Gaussian pseudo labels for the segmentation of ellipse-like vascular structures in non-contrast CTs	10.1016/j.media.2024.103378		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2025	1	Image and Vision Computing	Counterfactual learning and saliency augmentation for weakly supervised semantic segmentation	10.1016/j.imavis.2025.105523		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2025	0	IEEE J Biomed Health Inform	Enhancing Weakly Supervised Semantic Segmentation With Multi-Label Contrastive Learning and LLM Features Guidance.	10.1109/jbhi.2024.3450013		europepmc	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2025	1	The Journal of Supercomputing	Uncertainty-guided alignment optimization and pseudo-label refinement for cross-domain few-shot object detection	10.1007/s11227-025-07750-5		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2025	3	IEEE Access	Training-Free VLM-Based Pseudo Label Generation for Video Anomaly Detection	10.1109/access.2025.3573594		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2025	3	Scientific Reports	A unified approach for weakly supervised crack detection via affine transformation and pseudo label refinement	10.1038/s41598-025-93196-x		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2025	4	International Journal of Applied Earth Observation and Geoinformation	Enhanced unsupervised domain adaptation with iterative pseudo-label refinement for inter-event oil spill segmentation in SAR images	10.1016/j.jag.2025.104479		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2025	2	Engineering Applications of Artificial Intelligence	Progressive semi-supervised learning for specific emitter identification: An iterative clustering and pseudo-label refinement approach	10.1016/j.engappai.2025.112361		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2025	15	PLOS ONE	Elevated few-shot network intrusion detection via self-attention mechanisms and iterative refinement	10.1371/journal.pone.0317713		crossref	pseudo label refinement iterative self training detection
C4-sesgo	0.571	2024	4	Remote Sensing	Optimal-Transport-Based Positive and Unlabeled Learning Method for Windshear Detection	10.3390/rs16234423		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2024	3	Proceedings of the AAAI Conference on Artificial Intelligence	A Positive-Unlabeled Metric Learning Framework for Document-Level Relation Extraction with Incomplete Labeling	10.1609/aaai.v38i17.29888		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2024	4	Signal, Image and Video Processing	Positive and unlabeled learning on generating strategy for weakly anomaly detection	10.1007/s11760-024-03797-8		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2024	18	Expert Systems with Applications	A two-stage semi-supervised object detection method for SAR images with missing labels based on meta pseudo-labels	10.1016/j.eswa.2023.121405		crossref	missing annotations object detection incomplete labels training
C5-etiquetas	0.571	2024	0	Pattern Recognition	Discovering an inference recipe for weakly-supervised object localization	10.1016/j.patcog.2024.110838		crossref	point supervision object detection weakly supervised localization
X-analogos	0.571	2024	12	Sensors	Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction	10.3390/s24010264		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2024	33	Engineering Applications of Artificial Intelligence	An automated defect detection method for optimizing industrial quality inspection	10.1016/j.engappai.2023.107387		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2024	123	Artificial Intelligence Review	Surface defect inspection of industrial products with object detection deep networks: a systematic review	10.1007/s10462-024-10956-3		crossref	anomaly detection industrial inspection rare defect imbalance
C5-etiquetas	0.571	2024	10	Computer Vision and Image Understanding	Multi-layered self-attention mechanism for weakly supervised semantic segmentation	10.1016/j.cviu.2023.103886		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2024	10	Image and Vision Computing	Weakly supervised point cloud semantic segmentation with the fusion of heterogeneous network features	10.1016/j.imavis.2024.104916		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2024	0	Image and Vision Computing	Multi-scale feature correspondence and pseudo label retraining strategy for weakly supervised semantic segmentation	10.1016/j.imavis.2024.105215		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2024	5	Digital Signal Processing	A dual-branch selection method with pseudo-label based self-training for semi-supervised smoke image segmentation	10.1016/j.dsp.2023.104320		crossref	pseudo label refinement iterative self training detection
C4-sesgo	0.571	2023	1	Computer Speech &amp; Language	Reflective action selection based on positive-unlabeled learning and causality detection model	10.1016/j.csl.2022.101463		crossref	positive unlabeled learning incomplete ground truth detection
C5-etiquetas	0.571	2023	8	Pattern Recognition	Weakly supervised foreground learning for weakly supervised localization and detection	10.1016/j.patcog.2022.109279		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2023	1	IEEE Access	Learning Consistency From High-Confidence Pseudo-Labels for Weakly Supervised Object Localization	10.1109/access.2023.3246259		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2023	11	Pattern Recognition	Weakly Supervised Instance Segmentation via Category-aware Centerness Learning with Localization Supervision	10.1016/j.patcog.2022.109165		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2023	12	Pattern Recognition Letters	Entropy regularization for weakly supervised object localization	10.1016/j.patrec.2023.03.018		crossref	point supervision object detection weakly supervised localization
C4-sesgo	0.571	2023	15	Journal of Biogeography	Integrating presence‐only and presence–absence data to model changes in species geographic ranges: An example in the Neotropics	10.1111/jbi.14622		crossref	pseudo absence background sampling presence only data
C5-etiquetas	0.571	2023	7	Computer Vision and Image Understanding	Weakly supervised multi-class semantic video segmentation for road scenes	10.1016/j.cviu.2023.103664		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2023	38	IEEE Transactions on Image Processing	Multi-Granularity Denoising and Bidirectional Alignment for Weakly Supervised Semantic Segmentation	10.1109/tip.2023.3275913		crossref	weakly supervised semantic segmentation image level labels
C5-etiquetas	0.571	2023	1	Journal of Physics: Conference Series	Pseudo-label self-training model for transfer learning algorithm	10.1088/1742-6596/2522/1/012008		crossref	pseudo label refinement iterative self training detection
C5-etiquetas	0.571	2023	210	Medical Image Analysis	Local contrastive loss with pseudo-label based self-training for semi-supervised medical image segmentation	10.1016/j.media.2023.102792		crossref	pseudo label refinement iterative self training detection
C4-sesgo	0.571	2022	2	Electronics	Multi-Class Positive and Unlabeled Learning for High Dimensional Data Based on Outlier Detection in a Low Dimensional Embedding Space	10.3390/electronics11172789		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2022	17	Process Safety and Environmental Protection	High-fidelity positive-unlabeled deep learning for semi-supervised fault detection of chemical processes	10.1016/j.psep.2022.06.058		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2022	31	IEEE Transactions on Industrial Informatics	Positive-Unlabeled Learning-Based Hybrid Deep Network for Intelligent Fault Detection	10.1109/tii.2021.3121777		crossref	positive unlabeled learning incomplete ground truth detection
C5-etiquetas	0.571	2022	0	The Journal of Korean Institute of Communications and Information Sciences	Light-CAM: A Lightweight Model for Weakly Supervised Object Localization of Embedded Devices	10.7840/kics.2022.47.8.1144		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2022	2	Symmetry	Weakly Supervised Object Detection with Symmetry Context	10.3390/sym14091832		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2022	5	Sensors	Instance-Level Contrastive Learning for Weakly Supervised Object Detection	10.3390/s22197525		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2022	15	Pattern Recognition	Gradient-based refined class activation map for weakly supervised object localization	10.1016/j.patcog.2022.108664		crossref	point supervision object detection weakly supervised localization
X-analogos	0.571	2022	39	Advanced Engineering Informatics	Deep-learning-based anomaly detection for lace defect inspection employing videos in production line	10.1016/j.aei.2021.101471		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2022	25	Procedia CIRP	Anomaly detection for industrial surface inspection: application in maintenance of aircraft components	10.1016/j.procir.2022.05.197		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2022	4	International Journal of Precision Engineering and Manufacturing	Anomaly Detecting Geometric Transformation Network with Outlier Exposure Defect Inspection of Real Industrial Data	10.1007/s12541-022-00736-w		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2022	37	Procedia CIRP	Procedural synthetic training data generation for AI-based defect detection in industrial surface inspection	10.1016/j.procir.2022.05.115		crossref	anomaly detection industrial inspection rare defect imbalance
C4-sesgo	0.571	2022	42	Ecography	Bayesian species distribution models integrate presence‐only and presence–absence data to predict deer distribution and relative abundance	10.1111/ecog.06451		crossref	pseudo absence background sampling presence only data
C5-etiquetas	0.571	2022	87	Proceedings of the AAAI Conference on Artificial Intelligence	SECRET: Self-Consistent Pseudo Label Refinement for Unsupervised Domain Adaptive Person Re-identification	10.1609/aaai.v36i1.19970		crossref	pseudo label refinement iterative self training detection
C4-sesgo	0.571	2021	19	Applied Sciences	PV Fault Detection Using Positive Unlabeled Learning	10.3390/app11125599		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2021	14	International Journal of Intelligent Systems	Positive unlabeled learning‐based anomaly detection in videos	10.1002/int.22437		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2021	3	Applied Sciences	Automated Ground Truth Generation for Learning-Based Crack Detection on Concrete Surfaces	10.3390/app112210966		crossref	positive unlabeled learning incomplete ground truth detection
C4-sesgo	0.571	2021	34	Machine Learning	A network-based positive and unlabeled learning approach for fake news detection	10.1007/s10994-021-06111-6		crossref	positive unlabeled learning incomplete ground truth detection
C5-etiquetas	0.571	2021	3	Neurocomputing	Adaptive attention augmentor for weakly supervised object localization	10.1016/j.neucom.2021.05.024		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2021	2	Applied Sciences	Weakly Supervised Learning for Object Localization Based on an Attention Mechanism	10.3390/app112210953		crossref	point supervision object detection weakly supervised localization
C5-etiquetas	0.571	2021	5	Neurocomputing	Entropy guided adversarial model for weakly supervised object localization	10.1016/j.neucom.2020.11.006		crossref	point supervision object detection weakly supervised localization
X-analogos	0.571	2021	122	Advanced Engineering Informatics	Autoencoder-based anomaly detection for surface defect inspection	10.1016/j.aei.2021.101272		crossref	anomaly detection industrial inspection rare defect imbalance
X-analogos	0.571	2021	74	IEEE Transactions on Industrial Informatics	A Real-Time Defect Detection Method for Digital Signal Processing of Industrial Inspection Applications	10.1109/tii.2020.3013277		crossref	anomaly detection industrial inspection rare defect imbalance
C4-sesgo	0.571	2021	13	Methods in Ecology and Evolution	Jointly estimating spatial sampling effort and habitat suitability for multiple species from opportunistic presence‐only data	10.1111/2041-210x.13565		crossref	pseudo absence background sampling presence only data
C5-etiquetas	0.571	2020	0	Electronics	A Two-Branch Network for Weakly Supervised Object Localization	10.3390/electronics9060955		crossref	point supervision object detection weakly supervised localization
X-analogos	0.571	2020	27	Applied Soft Computing	Cognitive visual anomaly detection with constrained latent representations for industrial inspection robot	10.1016/j.asoc.2020.106539		crossref	anomaly detection industrial inspection rare defect imbalance
C4-sesgo	0.571	2020	35	Ecology	Integrating distance sampling and presence‐only data to estimate species abundance	10.1002/ecy.3204		crossref	pseudo absence background sampling presence only data
C4-sesgo	0.571	2020	5	Methods in Ecology and Evolution	Presence–absence sampling for estimating plant density using survey data with variable plot size	10.1111/2041-210x.13348		crossref	pseudo absence background sampling presence only data
C4-sesgo	0.571	2020	82	Biodiversity Informatics	Presence-only and Presence-absence Data for Comparing Species Distribution Modeling Methods	10.17161/bi.v15i2.13384		crossref	pseudo absence background sampling presence only data
C5-etiquetas	0.571	2020	13	Computer Vision and Image Understanding	Weakly supervised semantic segmentation using distinct class specific saliency maps	10.1016/j.cviu.2018.08.006		crossref	weakly supervised semantic segmentation image level labels
C4-sesgo	0.571	2019	41	IEEE Transactions on Multimedia	Boosting Positive and Unlabeled Learning for Anomaly Detection With Multi-Features	10.1109/tmm.2018.2871421		crossref	positive unlabeled learning incomplete ground truth detection
C5-etiquetas	0.571	2019	6	IEEE Access	Logistic Regression Region Weighting for Weakly Supervised Object Localization	10.1109/access.2019.2935011		crossref	point supervision object detection weakly supervised localization
X-analogos	0.571	2019	131	Procedia CIRP	Anomaly detection with convolutional neural networks for industrial surface inspection	10.1016/j.procir.2019.02.123		crossref	anomaly detection industrial inspection rare defect imbalance
C5-etiquetas	0.571	2018	2	Symmetry	Weakly Supervised Object Co-Localization via Sharing Parts Based on a Joint Bayesian Model	10.3390/sym10050142		crossref	point supervision object detection weakly supervised localization
C4-sesgo	0.571	2018	15	Scientific Reports	Species distribution models of European Turtle Doves in Germany are more reliable with presence only rather than presence absence data	10.1038/s41598-018-35318-2		crossref	pseudo absence background sampling presence only data
X-analogos	0.571	2017	0	International Journal for Research in Applied Science and Engineering Technology	Industrial Paint Defect Inspection and Detection Based On Artificial Intelligence and Computer Vision	10.22214/ijraset.2017.11358		crossref	anomaly detection industrial inspection rare defect imbalance
C4-sesgo	0.571	2015	28	Ecological Modelling	Estimation of spatial sampling effort based on presence-only data and accessibility	10.1016/j.ecolmodel.2014.12.017		crossref	pseudo absence background sampling presence only data
X-analogos	0.556	2026	1	Results in Control and Optimization	Image classification and object detection complexity optimization: Exploring deep learning models on camera trap and surveillance clips	10.1016/j.rico.2026.100654		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2025	0	Remote Sensing in Ecology and Conservation	Inferring camera trap detection zones for rare species using species‐ and camera‐specific traits: a meta‐level analysis	10.1002/rse2.70027		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2025	2	International Journal of Intelligent Engineering and Systems	Hybrid Deep-Ensemble Learning for Cybersecurity: A Multi-Dataset Framework Achieving High Precision and Minimal False Positives in Attack Detection	10.22266/ijies2025.0930.42		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2025	2	Scientific Reports	Automated, anatomy-based, heuristic post-processing reduces false positives and improves interpretability of deep learning intracranial aneurysm detection models	10.1038/s41598-025-33083-7		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2025	1	Indonesian Journal of Electrical Engineering and Computer Science	Automatic wildlife species identification on camera trap images using deep learning approaches: a systematic review	10.11591/ijeecs.v40.i2.pp968-977		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2025	4	Sci Rep	Addressing significant challenges for animal detection in camera trap images: a novel deep learning-based approach.	10.1038/s41598-025-90249-z		europepmc	rare species detection camera trap deep learning false positives
X-analogos	0.556	2024	21	IEEE Access	Enhancing Smishing Detection: A Deep Learning Approach for Improved Accuracy and Reduced False Positives	10.1109/access.2024.3463871		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2023	13	Expert Systems with Applications	An investigation of the contextual distribution of false positives in a deep learning-based atrial fibrillation detection algorithm	10.1016/j.eswa.2022.118540		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2023	4	Journal of Electrocardiology	A two-staged classifier to reduce false positives: On device detection of atrial fibrillation using phase-based distribution of poincaré plots and deep learning	10.1016/j.jelectrocard.2022.10.015		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2023	5	European Radiology	Reducing false positives in deep learning–based brain metastasis detection by using both gradient-echo and spin-echo contrast-enhanced MRI: validation in a multi-center diagnostic cohort	10.1007/s00330-023-10318-7		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2023	117	PLOS Sustainability and Transformation	Accurate detection and identification of insects from camera trap images with deep learning	10.1371/journal.pstr.0000051		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2020	167	Methods in Ecology and Evolution	A deep active learning system for species identification and counting in camera trap images	10.1111/2041-210x.13504		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2019	44	Information Fusion	A binocular image fusion approach for minimizing false positives in handgun detection with deep learning	10.1016/j.inffus.2018.11.015		crossref	rare species detection camera trap deep learning false positives
X-analogos	0.556	2019	25	Electronics	False Positive Decremented Research for Fire and Smoke Detection in Surveillance Camera using Spatial and Temporal Features Based on Deep Learning	10.3390/electronics8101167		crossref	rare species detection camera trap deep learning false positives
C4-sesgo	0.5	2026	1	Medical Teacher	Gender bias or performer bias? Revisiting standardized patient gender effects on cardiac OSCE diagnostic accuracy	10.1080/0142159x.2026.2684723		crossref	spectrum bias diagnostic test accuracy generalisability
C4-sesgo	0.5	2026	0	Frontiers in Oncology	Diagnostic accuracy of imaging modalities for primary small-bowel tumors: a systematic review and diagnostic test accuracy meta-analysis	10.3389/fonc.2026.1842330		crossref	spectrum bias diagnostic test accuracy generalisability
C4-sesgo	0.5	2026	0	Journal of Orthopaedic Surgery and Research	The diagnostic accuracy of artificial intelligence in detecting foot and ankle fractures: a systematic review and meta-analysis of diagnostic test accuracy	10.1186/s13018-026-07108-4		crossref	spectrum bias diagnostic test accuracy generalisability
C4-sesgo	0.5	2026	0	Laboratory Investigation	"418 Diagnostic Accuracy and the ""Push to Definitiveness"": Anchoring Bias in Cytopathology"	10.1016/j.labinv.2025.104702		crossref	spectrum bias diagnostic test accuracy generalisability
C4-sesgo	0.5	2026	0	Transportation Research Part B: Methodological	A sample selection model with multinomial endogenous switching: Addressing sample selection bias on binary and continuous outcomes of household vehicle miles traveled	10.1016/j.trb.2026.103488		crossref	sample selection bias presence only species distribution model
C4-sesgo	0.5	2026	0	Peer Community in Ecology	Decision Revise: Space-time species distribution modeling for opportunistic presence-only data: a case study of passerines in a protected area. Round#2	10.24072/pci.ecology.100750.d2		crossref	sample selection bias presence only species distribution model
C5-etiquetas	0.5	2026	1	Expert Systems with Applications	KRAM: Knowledge-driven robust training against label noise for medication recommendation	10.1016/j.eswa.2026.131330		crossref	label noise robust training deep network noisy annotations
C5-etiquetas	0.5	2026	0	Photonics	Noise-Robust Loop-Based Deep Optical Convolutional Neural Network	10.3390/photonics13060552		crossref	label noise robust training deep network noisy annotations
C5-etiquetas	0.5	2026	0	Scientific Journal of Engineering Research	NRCC-LC: Noise-Robust Crowd Counting with Dynamic Label Correction under Noisy Supervision	10.64539/sjer.v2i3.2026.494		crossref	label noise robust training deep network noisy annotations
