dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	longitude	latitude	wms_source	wms_layer	dem_status	error
val	wl-tile-v1-13463	wl-neg-neg-pt-dgpc-110800	neg-pt-dgpc-110800	0	hard_negative	val	PT	Ponte de Lima - Rua da Abadia, 43-47			-8.583979376994643	41.767484184644395	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13399	wl-neg-neg-pt-dgpc-109699	neg-pt-dgpc-109699	0	hard_negative	val	PT	Ponte do Pêso			-8.122946586907647	41.6415700163455	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13379	wl-neg-neg-pt-dgpc-107519	neg-pt-dgpc-107519	0	hard_negative	val	PT	Ponte do Turio			-8.209839475088142	41.54616943304586	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13433	wl-neg-neg-pt-dgpc-112825	neg-pt-dgpc-112825	0	hard_negative	val	PT	Ponte e Calçada das Menesas			-8.563027687752667	41.10302681683386	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13453	wl-neg-neg-pt-dgpc-109776	neg-pt-dgpc-109776	0	hard_negative	val	PT	Pratos da Senhora			-8.58142779940513	41.711559512954906	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13415	wl-neg-neg-pt-dgpc-106554	neg-pt-dgpc-106554	0	hard_negative	val	PT	Quinta da Devesa			-8.476611864260702	41.342275706896636	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13446	wl-neg-neg-pt-dgpc-112923	neg-pt-dgpc-112923	0	hard_negative	val	PT	Quinta de Santo António			-8.627244689629324	41.140436116573866	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13456	wl-neg-neg-pt-dgpc-109969	neg-pt-dgpc-109969	0	hard_negative	val	PT	Quinta do Antepaço			-8.584227667880285	41.78533062266273	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13421	wl-neg-neg-pt-dgpc-112675	neg-pt-dgpc-112675	0	hard_negative	val	PT	Rechousa / Senhora do Monte			-8.58785705970279	41.08644183717739	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13381	wl-neg-neg-pt-dgpc-108097	neg-pt-dgpc-108097	0	hard_negative	val	PT	Reguengo			-8.30013126037503	41.50331472209224	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13477	wl-neg-neg-pt-dgpc-109686	neg-pt-dgpc-109686	0	hard_negative	val	PT	Reigal/Chã de Lesenho - Mamoa 1 do Outeiro do Lesenho, Lesanho Grande 1/ Lesanho Grande			-7.757586570087078	41.64074378324104	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13476	wl-neg-neg-pt-dgpc-109619	neg-pt-dgpc-109619	0	hard_negative	val	PT	Reigal/Chã de Lesenho - Mamoa 2 do Outeiro do Lesenho, Lesanho Grande 2			-7.756124494052013	41.648624076517784	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13486	wl-neg-neg-pt-dgpc-114573	neg-pt-dgpc-114573	0	hard_negative	val	PT	Ribeira de Lila 1			-7.315970461728267	41.52067567212486	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13389	wl-neg-neg-pt-dgpc-109211	neg-pt-dgpc-109211	0	hard_negative	val	PT	Salamonde			-8.091548840564474	41.67781113336232	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13428	wl-neg-neg-pt-dgpc-112752	neg-pt-dgpc-112752	0	hard_negative	val	PT	Soengas de Coimbrões			-8.63157098257762	41.122818254577346	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13468	wl-neg-neg-pt-dgpc-112314	neg-pt-dgpc-112314	0	hard_negative	val	PT	São Lourenço			-8.514527483645235	41.74403390853019	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13387	wl-neg-neg-pt-dgpc-109060	neg-pt-dgpc-109060	0	hard_negative	val	PT	Tapadas da Várzea			-8.061842184538154	41.607758471376	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13423	wl-neg-neg-pt-dgpc-112695	neg-pt-dgpc-112695	0	hard_negative	val	PT	Tartomil			-8.656794309068406	41.0902907543854	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13426	wl-neg-neg-pt-dgpc-112739	neg-pt-dgpc-112739	0	hard_negative	val	PT	Telheira 1/ Mamoa da Cama			-8.624512878565183	41.11677533599589	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13489	wl-neg-neg-pt-dgpc-111091	neg-pt-dgpc-111091	0	hard_negative	val	PT	Terrões			-7.71762626101061	41.55283493536005	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13469	wl-neg-neg-pt-dgpc-112397	neg-pt-dgpc-112397	0	hard_negative	val	PT	Terças			-8.535021932715281	41.833148274893496	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13471	wl-neg-neg-pt-dgpc-112418	neg-pt-dgpc-112418	0	hard_negative	val	PT	Vacariça			-8.53651711971218	41.829332325845954	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13424	wl-neg-neg-pt-dgpc-112717	neg-pt-dgpc-112717	0	hard_negative	val	PT	Valadares/ Sameiro			-8.631190400792839	41.10400093672498	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13474	wl-neg-neg-pt-dgpc-112421	neg-pt-dgpc-112421	0	hard_negative	val	PT	Varziela			-8.588483195869392	41.69439170130244	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13397	wl-neg-neg-pt-dgpc-109552	neg-pt-dgpc-109552	0	hard_negative	val	PT	Vila Monteira			-8.232785985206858	41.63609750325423	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13431	wl-neg-neg-pt-dgpc-112811	neg-pt-dgpc-112811	0	hard_negative	val	PT	Vila Nova de Gaia - Rua de São Marcos, 131-133			-8.625182510380744	41.14055623878799	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13430	wl-neg-neg-pt-dgpc-112798	neg-pt-dgpc-112798	0	hard_negative	val	PT	Vila Nova de Gaia - Rua do Rei Ramiro/Cais de Gaia			-8.62276205034316	41.14033821800522	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13484	wl-neg-neg-pt-dgpc-110088	neg-pt-dgpc-110088	0	hard_negative	val	PT	Vilarandelo 3			-7.3214750667307404	41.66361309458223	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13864	wl-pos-pos-pt-dgpc-109197	pos-pt-dgpc-109197	1	positive	val	PT	Abrigo do Castro			-8.17527350660433	41.61669469484282	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13911	wl-pos-pos-pt-dgpc-109067	pos-pt-dgpc-109067	1	positive	val	PT	Alto das Muradelhas/Castro de Vilarandelo			-7.307484001606936	41.67224832805812	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13890	wl-pos-pos-pt-dgpc-109907	pos-pt-dgpc-109907	1	positive	val	PT	Bouça do Monte do Crasto / Castro do Formigoso			-8.666228955403598	41.78065734215796	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13861	wl-pos-pos-pt-dgpc-108039	pos-pt-dgpc-108039	1	positive	val	PT	Castro			-8.24190731106702	41.49409301925264	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13868	wl-pos-pos-pt-dgpc-106948	pos-pt-dgpc-106948	1	positive	val	PT	Castro Vicente / Senhor da Fraga / Santo Cristo			-6.829232599892753	41.37631062017529	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13856	wl-pos-pos-pt-dgpc-107318	pos-pt-dgpc-107318	1	positive	val	PT	Castro da Boavista			-8.256288384440658	41.398998195700585	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13908	wl-pos-pos-pt-dgpc-109988	pos-pt-dgpc-109988	1	positive	val	PT	Castro da Giestosa/ Castro do Souto da Lama			-7.834184254290253	41.657983959338935	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13901	wl-pos-pos-pt-dgpc-109802	pos-pt-dgpc-109802	1	positive	val	PT	Castro da Gorda/Murada			-7.621592225472888	41.77589983162203	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13875	wl-pos-pos-pt-dgpc-112713	pos-pt-dgpc-112713	1	positive	val	PT	Castro da Madalena			-8.639755552154988	41.10324319902354	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13866	wl-pos-pos-pt-dgpc-106059	pos-pt-dgpc-106059	1	positive	val	PT	Castro da Rapa			-7.392643721507893	41.198401606753	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13851	wl-pos-pos-pt-dgpc-107016	pos-pt-dgpc-107016	1	positive	val	PT	Castro da Retortinha/Cepães			-8.204906591406626	41.43235630643061	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13884	wl-pos-pos-pt-dgpc-109397	pos-pt-dgpc-109397	1	positive	val	PT	Castro da Senhora da Conceição			-8.599403472634966	41.75310125941007	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13877	wl-pos-pos-pt-dgpc-114839	pos-pt-dgpc-114839	1	positive	val	PT	Castro da Senhora da Saúde / Monte Murado			-8.575513486959927	41.05839918625671	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13915	wl-pos-pos-pt-dgpc-110186	pos-pt-dgpc-110186	1	positive	val	PT	Castro das Bouças/Serralhão			-7.182556551465089	41.7372760910191	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13865	wl-pos-pos-pt-dgpc-109395	pos-pt-dgpc-109395	1	positive	val	PT	Castro de Atafona			-8.165045736465748	41.62964513282357	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13880	wl-pos-pos-pt-dgpc-108844	pos-pt-dgpc-108844	1	positive	val	PT	Castro de Baixo			-8.595410147524817	41.83480374239592	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13876	wl-pos-pos-pt-dgpc-112730	pos-pt-dgpc-112730	1	positive	val	PT	Castro de Baiza			-8.567245544557629	41.11292644647829	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13883	wl-pos-pos-pt-dgpc-109326	pos-pt-dgpc-109326	1	positive	val	PT	Castro de Cadem			-8.538355101825545	41.68340405722577	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13899	wl-pos-pos-pt-dgpc-109588	pos-pt-dgpc-109588	1	positive	val	PT	Castro de Carvalhelhos/ Castelo dos Mouros			-7.732605153506768	41.69864107105331	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13881	wl-pos-pos-pt-dgpc-108862	pos-pt-dgpc-108862	1	positive	val	PT	Castro de Cima			-8.591208332393492	41.836441169601144	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13894	wl-pos-pos-pt-dgpc-109100	pos-pt-dgpc-109100	1	positive	val	PT	Castro de Ervas Ruivas			-7.827680944425159	41.61132876044402	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13905	wl-pos-pos-pt-dgpc-109883	pos-pt-dgpc-109883	1	positive	val	PT	Castro de Lama Chã/ Castro de Lamachã			-7.757601938097882	41.717713444102294	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13913	wl-pos-pos-pt-dgpc-109580	pos-pt-dgpc-109580	1	positive	val	PT	Castro de Lama do Ouriço/ Cabeço da Muralha			-7.334859100724135	41.69791945208472	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13858	wl-pos-pos-pt-dgpc-107794	pos-pt-dgpc-107794	1	positive	val	PT	Castro de Monte Longo			-8.27853249941254	41.45881160923311	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13907	wl-pos-pos-pt-dgpc-109898	pos-pt-dgpc-109898	1	positive	val	PT	Castro de Mouril 1			-7.611156720404171	41.6534074249115	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13906	wl-pos-pos-pt-dgpc-109894	pos-pt-dgpc-109894	1	positive	val	PT	Castro de Mouril 2			-7.610378621892526	41.653133790062924	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13909	wl-pos-pos-pt-dgpc-107723	pos-pt-dgpc-107723	1	positive	val	PT	Castro de Ribas/Alto da Cerca			-7.398614944199157	41.584450997837116	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13853	wl-pos-pos-pt-dgpc-107914	pos-pt-dgpc-107914	1	positive	val	PT	Castro de Ribeiros			-8.12115097491146	41.47649719042512	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13887	wl-pos-pos-pt-dgpc-109562	pos-pt-dgpc-109562	1	positive	val	PT	Castro de Santa Comba			-8.61918341753654	41.762859761953955	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13891	wl-pos-pos-pt-dgpc-109997	pos-pt-dgpc-109997	1	positive	val	PT	Castro de Santa Luzia			-8.530709447626617	41.78732926225323	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13874	wl-pos-pos-pt-dgpc-106651	pos-pt-dgpc-106651	1	positive	val	PT	Castro de Santa Margarida			-8.393976940671477	41.352667607046975	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13912	wl-pos-pos-pt-dgpc-109222	pos-pt-dgpc-109222	1	positive	val	PT	Castro de Santa Valha			-7.269892538408665	41.67818310675554	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13852	wl-pos-pos-pt-dgpc-107349	pos-pt-dgpc-107349	1	positive	val	PT	Castro de Santo Ovídio			-8.18697982655074	41.45532593181038	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13903	wl-pos-pos-pt-dgpc-109830	pos-pt-dgpc-109830	1	positive	val	PT	Castro de Sapelos			-7.604416409398693	41.714329643039775	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13860	wl-pos-pos-pt-dgpc-107927	pos-pt-dgpc-107927	1	positive	val	PT	Castro de São Bartolomeu			-8.382871090607754	41.479079354801975	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13893	wl-pos-pos-pt-dgpc-110181	pos-pt-dgpc-110181	1	positive	val	PT	Castro de São João			-8.598309396026405	41.73647658986551	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13892	wl-pos-pos-pt-dgpc-110033	pos-pt-dgpc-110033	1	positive	val	PT	Castro de São Simão			-8.560197121367624	41.789564100863416	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13916	wl-pos-pos-pt-dgpc-107834	pos-pt-dgpc-107834	1	positive	val	PT	Castro de Telões			-7.69712232781007	41.46298367871509	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13870	wl-pos-pos-pt-dgpc-105192	pos-pt-dgpc-105192	1	positive	val	PT	Castro de Vila			-8.421014927568221	41.27877015883033	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13914	wl-pos-pos-pt-dgpc-109702	pos-pt-dgpc-109702	1	positive	val	PT	Castro de Vilanova/Alto da Cividade			-7.409092648577437	41.64165338696022	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13889	wl-pos-pos-pt-dgpc-109680	pos-pt-dgpc-109680	1	positive	val	PT	Castro de Vilar			-8.5209695673544	41.76809562063844	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13871	wl-pos-pos-pt-dgpc-106268	pos-pt-dgpc-106268	1	positive	val	PT	Castro do Busto			-8.413721082476867	41.303549328448526	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13879	wl-pos-pos-pt-dgpc-108825	pos-pt-dgpc-108825	1	positive	val	PT	Castro do Bárrio			-8.58985332085378	41.83212505322817	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13900	wl-pos-pos-pt-dgpc-109684	pos-pt-dgpc-109684	1	positive	val	PT	Castro do Cabeço			-7.656747747545886	41.706004986747644	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13882	wl-pos-pos-pt-dgpc-109291	pos-pt-dgpc-109291	1	positive	val	PT	Castro do Calvário			-8.562846008821841	41.68187440661493	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13888	wl-pos-pos-pt-dgpc-109657	pos-pt-dgpc-109657	1	positive	val	PT	Castro do Calvário			-8.58485635804831	41.703578085360974	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13885	wl-pos-pos-pt-dgpc-109404	pos-pt-dgpc-109404	1	positive	val	PT	Castro do Cresto			-8.619586067710731	41.68885064321189	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13896	wl-pos-pos-pt-dgpc-109253	pos-pt-dgpc-109253	1	positive	val	PT	Castro do Côto da Moura			-7.801656593834215	41.67995339482351	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13902	wl-pos-pos-pt-dgpc-109813	pos-pt-dgpc-109813	1	positive	val	PT	Castro do Côto dos Corvos			-7.827319318598347	41.713427018828405	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13897	wl-pos-pos-pt-dgpc-109500	pos-pt-dgpc-109500	1	positive	val	PT	Castro do Malhó			-7.624131275886375	41.758984949842414	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13873	wl-pos-pos-pt-dgpc-106364	pos-pt-dgpc-106364	1	positive	val	PT	Castro do Monte Padrão/ Castro do Monte Córdova			-8.449301860872026	41.31292577161811	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13859	wl-pos-pos-pt-dgpc-107859	pos-pt-dgpc-107859	1	positive	val	PT	Castro do Monte da Forca			-8.368786919038875	41.46797150187594	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13895	wl-pos-pos-pt-dgpc-109165	pos-pt-dgpc-109165	1	positive	val	PT	Castro do Muro (Sapelos)			-7.584611522838958	41.74007647630062	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13904	wl-pos-pos-pt-dgpc-109836	pos-pt-dgpc-109836	1	positive	val	PT	Castro do Muro/Casas dos Mouros			-7.636851111279482	41.715464466873875	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13898	wl-pos-pos-pt-dgpc-109555	pos-pt-dgpc-109555	1	positive	val	PT	Castro do Poio			-7.80368017221315	41.636292407184804	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13878	wl-pos-pos-pt-dgpc-108653	pos-pt-dgpc-108653	1	positive	val	PT	Castro do Soutinho			-8.571701671674093	41.80068469881987	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13857	wl-pos-pos-pt-dgpc-107424	pos-pt-dgpc-107424	1	positive	val	PT	Citânia de Briteiros			-8.315842012432936	41.52767276099212	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13862	wl-pos-pos-pt-dgpc-108140	pos-pt-dgpc-108140	1	positive	val	PT	Citânia de Sabroso			-8.341550564873213	41.511602322838506	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13872	wl-pos-pos-pt-dgpc-106425	pos-pt-dgpc-106425	1	positive	val	PT	Citânia de Sanfins			-8.386334192412516	41.32315169022725	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13910	wl-pos-pos-pt-dgpc-109003	pos-pt-dgpc-109003	1	positive	val	PT	Cividade			-7.304598226517649	41.66889478984631	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13855	wl-pos-pos-pt-dgpc-107087	pos-pt-dgpc-107087	1	positive	val	PT	Eira do Castro			-8.384386318067024	41.437505577442344	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13863	wl-pos-pos-pt-dgpc-109085	pos-pt-dgpc-109085	1	positive	val	PT	Monte do Crasto%Castro de Anissó			-8.164555939047519	41.60992751798526	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13869	wl-pos-pos-pt-dgpc-106988	pos-pt-dgpc-106988	1	positive	val	PT	Pelourinho de Castro Vicente			-6.83926226038824	41.38009302316042	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13854	wl-pos-pos-pt-dgpc-106909	pos-pt-dgpc-106909	1	positive	val	PT	Picoto de Santo Amaro/Castro de Santo Amaro			-8.318540996066085	41.42412517528792	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13886	wl-pos-pos-pt-dgpc-109494	pos-pt-dgpc-109494	1	positive	val	PT	Roda do Castro			-8.545749811148902	41.69409175371059	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
val	wl-tile-v1-13867	wl-pos-pos-pt-dgpc-106627	pos-pt-dgpc-106627	1	positive	val	PT	Serra Alta/Castro de Santiago			-6.624635400576493	41.35083004139152	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
train_mini	wl-tile-v1-09842	wl-neg-neg-pt-dgpc-109485	neg-pt-dgpc-109485	0	hard_negative	train	PT	Abobeleira			-7.489830001785641	41.757862138830525	dgt_ortos2021_rgb	Ortos2021-RGB	unsupported_country	WCS MDT target currently supports Spain/EPSG:25830 only
