tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	relief_score	rank_desc	status	error
wl-tile-v1-06254	wl-neg-neg-es-pba-40334	neg-es-pba-40334	0	hard_negative	train	ES	Castelo Vello	Ribeira de Piquín	San Xurxo de Piquín (San Xurxo)		mining_or_quarry	120.0	-0.51638460	454	ok	
wl-tile-v1-08856	wl-neg-neg-es-pba-71232	neg-es-pba-71232	0	hard_negative	train	ES	Castelo da Mata	O Rosal	O Rosal (Santa Mariña)		historic_fortification	120.0	0.01677052	303	ok	
wl-tile-v1-05167	wl-neg-neg-es-pba-28789	neg-es-pba-28789	0	hard_negative	train	ES	Castelo da Modorra	Bóveda	Teilán (Santa Baia)		historic_fortification	120.0	1.24526777	59	ok	
wl-tile-v1-05682	wl-neg-neg-es-pba-34395	neg-es-pba-34395	0	hard_negative	train	ES	Castelo da Recadeira	Mondoñedo	Os Remedios (Nosa Señora dos Remedios)		historic_fortification	120.0	-0.01692809	311	ok	
wl-tile-v1-05943	wl-neg-neg-es-pba-37344	neg-es-pba-37344	0	hard_negative	train	ES	Castelo das Saíñas	Pantón	Espasantes (Santo Estevo)		historic_fortification	120.0	0.95482705	105	ok	
wl-tile-v1-08568	wl-neg-neg-es-pba-67156	neg-es-pba-67156	0	hard_negative	train	ES	Castelo de Ardán	Marín	Ardán (Santa María)		historic_fortification	120.0	1.90009761	24	ok	
wl-tile-v1-08569	wl-neg-neg-es-pba-67157	neg-es-pba-67157	0	hard_negative	train	ES	Castelo de Barbudo	Marín	Marín (San Xián)		historic_fortification	120.0	0.74427628	138	ok	
wl-tile-v1-05944	wl-neg-neg-es-pba-37345	neg-es-pba-37345	0	hard_negative	train	ES	Castelo de Burnugueiras	Pantón	Pantón (San Martiño)		historic_fortification	120.0	0.02323138	302	ok	
wl-tile-v1-09378	wl-neg-neg-es-pba-70318	neg-es-pba-70318	0	hard_negative	train	ES	Castelo de Casas Novas	Tui	Randufe (Santa María da Guía)		historic_fortification	120.0	0.15085267	268	ok	
wl-tile-v1-08577	wl-neg-neg-es-pba-66595	neg-es-pba-66595	0	hard_negative	train	ES	Castelo de Con O Real/O Castelo	Moaña	Tirán (San Xoán)		historic_fortification	120.0	0.06151563	287	ok	
wl-tile-v1-09247	wl-neg-neg-es-pba-70135	neg-es-pba-70135	0	hard_negative	train	ES	Castelo de Ferveda/Coto do Castelo	Silleda	Xestoso (Santa María)		historic_fortification	120.0	0.14342257	271	ok	
wl-tile-v1-07934	wl-neg-neg-es-pba-61517	neg-es-pba-61517	0	hard_negative	train	ES	Castelo de Pereiró	Bueu	A Illa de Ons (San Xoaquín)		historic_fortification	120.0	-0.13117876	342	ok	
wl-tile-v1-09176	wl-neg-neg-es-pba-71331	neg-es-pba-71331	0	hard_negative	train	ES	Castelo de Rande	Redondela	Trasmañó (San Vicente)		historic_fortification	120.0	0.25939349	242	ok	
wl-tile-v1-09495	wl-neg-neg-es-pba-74969	neg-es-pba-74969	0	hard_negative	train	ES	Castelo de Uveiras/O Castelo	Vilaboa	Cobres (Santo Adrán)		historic_fortification	120.0	0.55300327	168	ok	
wl-tile-v1-08778	wl-neg-neg-es-pba-68975	neg-es-pba-68975	0	hard_negative	train	ES	Castelo do Monte	Nigrán	Parada (Santiago)		historic_fortification	120.0	-0.64866186	488	ok	
wl-tile-v1-08857	wl-neg-neg-es-pba-71233	neg-es-pba-71233	0	hard_negative	train	ES	Castelo do Monte Terroso	O Rosal	O Rosal (Santa Mariña)		historic_fortification	120.0	1.46993050	39	ok	
wl-tile-v1-05683	wl-neg-neg-es-pba-34396	neg-es-pba-34396	0	hard_negative	train	ES	Castelo do Monte da Arca	Mondoñedo	Argomoso (San Pedro)		historic_fortification	120.0	1.19811107	65	ok	
wl-tile-v1-02802	wl-neg-neg-es-pba-7236	neg-es-pba-7236	0	hard_negative	train	ES	Castelo/Batería de San Diego	A Coruña	A Coruña		historic_fortification	120.0	-0.53209567	460	ok	
wl-tile-v1-06192	wl-neg-neg-es-pba-38466	neg-es-pba-38466	0	hard_negative	train	ES	Cazoletas de Penamaior	Portomarín	Recelle (San Pedro)		rock_art_surface	120.0	0.50532910	179	ok	
wl-tile-v1-06840	wl-neg-neg-es-pba-45330	neg-es-pba-45330	0	hard_negative	train	ES	Cazoletas de San Pedro	Baltar	Vilamaior da Boullosa (Santa María)		rock_art_surface	120.0	0.25576850	245	ok	
wl-tile-v1-07324	wl-neg-neg-es-pba-56795	neg-es-pba-56795	0	hard_negative	train	ES	Cista de Biobra	Rubiá	Biobra (San Miguel)		megalithic_mound	120.0	0.26340385	240	ok	
wl-tile-v1-09497	wl-neg-neg-es-pba-75104	neg-es-pba-75104	0	hard_negative	train	ES	Cista de Chan de Castiñeiras 2/Mámoa do Rei	Vilaboa	Vilaboa (San Martiño)		megalithic_mound	120.0	-0.40153063	428	ok	
wl-tile-v1-07947	wl-neg-neg-es-pba-62940	neg-es-pba-62940	0	hard_negative	train	ES	Cistas de Gandón	Cangas	Aldán (San Cibrán)		megalithic_mound	120.0	-0.21724693	368	ok	
wl-tile-v1-08858	wl-neg-neg-es-pba-68854	neg-es-pba-68854	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 1	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	-1.01065038	536	ok	
wl-tile-v1-08859	wl-neg-neg-es-pba-68855	neg-es-pba-68855	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 2	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	-1.09970894	544	ok	
wl-tile-v1-08860	wl-neg-neg-es-pba-68856	neg-es-pba-68856	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 3	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	-0.90994782	522	ok	
wl-tile-v1-08861	wl-neg-neg-es-pba-68857	neg-es-pba-68857	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 4	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	-0.59282429	477	ok	
wl-tile-v1-08862	wl-neg-neg-es-pba-68858	neg-es-pba-68858	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 5	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	-0.26621646	390	ok	
wl-tile-v1-08863	wl-neg-neg-es-pba-68859	neg-es-pba-68859	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 6	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	120.0	0.29747647	232	ok	
wl-tile-v1-08578	wl-neg-neg-es-pba-66693	neg-es-pba-66693	0	hard_negative	train	ES	Complexo rupestre da Escada	Moaña	Meira (Santa Eulalia)		rock_art_surface	120.0	-0.44683024	439	ok	
wl-tile-v1-08913	wl-neg-neg-es-pba-76607	neg-es-pba-76607	0	hard_negative	train	ES	Complexo rupestre de Combarro	Poio	Combarro (San Roque)		rock_art_surface	120.0	-0.90390892	521	ok	
wl-tile-v1-08914	wl-neg-neg-es-pba-76608	neg-es-pba-76608	0	hard_negative	train	ES	Complexo rupestre de Combarro-Raxó	Poio	Combarro (San Roque)		rock_art_surface	120.0	0.15481404	267	ok	
wl-tile-v1-04279	wl-neg-neg-es-pba-20010	neg-es-pba-20010	0	hard_negative	train	ES	Contorna de Porta da Mámoa	Santiago de Compostela	Santiago de Compostela		megalithic_mound	120.0	-0.05441894	321	ok	
wl-tile-v1-03925	wl-neg-neg-es-pba-15660	neg-es-pba-15660	0	hard_negative	train	ES	Coto da Medorra/Mámoa do Coto da Medorra	Ordes	Parada (Santa Mariña)		megalithic_mound	120.0	-0.43928851	437	ok	
wl-tile-v1-06338	wl-neg-neg-es-pba-41313	neg-es-pba-41313	0	hard_negative	train	ES	Coto das Medorras 1	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	120.0	-0.33796537	410	ok	
wl-tile-v1-06339	wl-neg-neg-es-pba-41314	neg-es-pba-41314	0	hard_negative	train	ES	Coto das Medorras 2	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	120.0	-0.01838401	312	ok	
wl-tile-v1-06340	wl-neg-neg-es-pba-41315	neg-es-pba-41315	0	hard_negative	train	ES	Coto das Medorras 3	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	120.0	-0.25170335	383	ok	
wl-tile-v1-07974	wl-neg-neg-es-pba-78570	neg-es-pba-78570	0	hard_negative	train	ES	Coto de Mámoas 1	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	120.0	-0.07671611	327	ok	
wl-tile-v1-07975	wl-neg-neg-es-pba-78571	neg-es-pba-78571	0	hard_negative	train	ES	Coto de Mámoas 2	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	120.0	-0.19627956	359	ok	
wl-tile-v1-07976	wl-neg-neg-es-pba-78572	neg-es-pba-78572	0	hard_negative	train	ES	Coto de Mámoas 3	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	120.0	-0.23985450	375	ok	
wl-tile-v1-07977	wl-neg-neg-es-pba-78573	neg-es-pba-78573	0	hard_negative	train	ES	Coto de Mámoas 4	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	120.0	-0.22626847	369	ok	
wl-tile-v1-07978	wl-neg-neg-es-pba-78574	neg-es-pba-78574	0	hard_negative	train	ES	Coto de Mámoas 5	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	120.0	-0.16937682	351	ok	
wl-tile-v1-05767	wl-neg-neg-es-pba-35346	neg-es-pba-35346	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 1	Monterroso	Pedraza (Santa María)		megalithic_mound	120.0	-0.72611544	499	ok	
wl-tile-v1-05768	wl-neg-neg-es-pba-35347	neg-es-pba-35347	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 2	Monterroso	Fufín (San Martiño)		megalithic_mound	120.0	-0.64042060	484	ok	
wl-tile-v1-05769	wl-neg-neg-es-pba-35369	neg-es-pba-35369	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 3	Monterroso	Fufín (San Martiño)		megalithic_mound	120.0	-0.08306632	330	ok	
wl-tile-v1-05652	wl-neg-neg-es-pba-31691	neg-es-pba-31691	0	hard_negative	train	ES	Cova da Moura	Láncara	Cedrón (Santiago)		rock_art_surface	120.0	0.82723971	120	ok	
wl-tile-v1-06070	wl-neg-neg-es-pba-37122	neg-es-pba-37122	0	hard_negative	train	ES	Cova da Tara	Pedrafita do Cebreiro	Lousada (San Vicente)		rock_art_surface	120.0	-0.36433962	416	ok	
wl-tile-v1-05866	wl-neg-neg-es-pba-32412	neg-es-pba-32412	0	hard_negative	train	ES	Cova de Bermún	O Incio	O Viso (Santa Cristina)		rock_art_surface	120.0	0.32802445	227	ok	
wl-tile-v1-06341	wl-neg-neg-es-pba-41318	neg-es-pba-41318	0	hard_negative	train	ES	Cova de Cal de Mourelle	Taboada	Ansar (Santo Estevo)		rock_art_surface	120.0	0.33098815	226	ok	
wl-tile-v1-06342	wl-neg-neg-es-pba-41319	neg-es-pba-41319	0	hard_negative	train	ES	Cova de Fonteboa	Taboada	Vilameñe (Santa Mariña)		rock_art_surface	120.0	-0.25206421	384	ok	
wl-tile-v1-05684	wl-neg-neg-es-pba-34502	neg-es-pba-34502	0	hard_negative	train	ES	Cova de Furada dos Cas	Mondoñedo	Vilamor (Santa María)		rock_art_surface	120.0	1.52468908	35	ok	
wl-tile-v1-06308	wl-neg-neg-es-pba-42121	neg-es-pba-42121	0	hard_negative	train	ES	Cova de Gaspar	Sarria	Cesar (San Salvador)		rock_art_surface	120.0	0.21320587	253	ok	
wl-tile-v1-06072	wl-neg-neg-es-pba-38398	neg-es-pba-38398	0	hard_negative	train	ES	Cova de Praducelo	Pol	Suegos (Santa Eulalia)		rock_art_surface	120.0	-0.37630507	419	ok	
wl-tile-v1-05653	wl-neg-neg-es-pba-31692	neg-es-pba-31692	0	hard_negative	train	ES	Cova de Saballeiros	Láncara	Vilaesteva de Herdeiros (Santa María)		rock_art_surface	120.0	-0.41111883	430	ok	
wl-tile-v1-06071	wl-neg-neg-es-pba-37123	neg-es-pba-37123	0	hard_negative	train	ES	Cova de Val de Galiñas	Pedrafita do Cebreiro	Pedrafita do Cebreiro (Santo Antón)		rock_art_surface	120.0	0.08891675	280	ok	
wl-tile-v1-05685	wl-neg-neg-es-pba-34503	neg-es-pba-34503	0	hard_negative	train	ES	Cova do Rei Cintolo	Mondoñedo	Argomoso (San Pedro)		rock_art_surface	120.0	0.17998727	262	ok	
wl-tile-v1-05771	wl-neg-neg-es-pba-34823	neg-es-pba-34823	0	hard_negative	train	ES	Cova dos Mouros	Navia de Suarna	Mosteiro (San Salvador)		rock_art_surface	120.0	-0.44923079	441	ok	
wl-tile-v1-08276	wl-neg-neg-es-pba-64133	neg-es-pba-64133	0	hard_negative	train	ES	Cruceiro da Mámoa	Forcarei	Castrelo (Santa Mariña)		megalithic_mound	120.0	-0.23160784	371	ok	
wl-tile-v1-07446	wl-neg-neg-es-pba-65445	neg-es-pba-65445	0	hard_negative	train	ES	Cruces de Porto María Albiña	A Guarda	Salcidos (San Lourenzo)		rock_art_surface	120.0	-0.37029208	417	ok	
wl-tile-v1-06841	wl-neg-neg-es-pba-45431	neg-es-pba-45431	0	hard_negative	train	ES	Cruces do Pisón	Baltar	Vilamaior da Boullosa (Santa María)		rock_art_surface	120.0	-1.02813347	538	ok	
wl-tile-v1-03609	wl-neg-neg-es-pba-11325	neg-es-pba-11325	0	hard_negative	train	ES	Cruz da Mámoa 1	Irixoa	Verís (Santa María)		megalithic_mound	120.0	-0.28189335	395	ok	
wl-tile-v1-03610	wl-neg-neg-es-pba-11326	neg-es-pba-11326	0	hard_negative	train	ES	Cruz da Mámoa 2	Irixoa	Verís (Santa María)		megalithic_mound	120.0	-0.67259267	494	ok	
wl-tile-v1-04840	wl-neg-neg-es-pba-25648	neg-es-pba-25648	0	hard_negative	train	ES	Dolmen Mina de Caxadas	Vimianzo	Cambeda (San Xoán)		megalithic_mound	120.0	-0.85557810	518	ok	
wl-tile-v1-03636	wl-neg-neg-es-pba-12929	neg-es-pba-12929	0	hard_negative	train	ES	Dolmen Pedra da Arca	Malpica de Bergantiños	Cerqueda (San Cristovo)		megalithic_mound	120.0	-0.17744570	352	ok	
wl-tile-v1-04281	wl-neg-neg-es-pba-21191	neg-es-pba-21191	0	hard_negative	train	ES	Dolmen das Derramadas	Santiago de Compostela	Bando (Santa Eulalia)		megalithic_mound	120.0	-0.74975343	505	ok	
wl-tile-v1-06680	wl-neg-neg-es-pba-30461	neg-es-pba-30461	0	hard_negative	train	ES	Dolmen de Capeirón	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	0.03646706	298	ok	
wl-tile-v1-06257	wl-neg-neg-es-pba-40367	neg-es-pba-40367	0	hard_negative	train	ES	Dolmen de Carballons 2	Ribeira de Piquín	Navallos (San Pedro)		megalithic_mound	120.0	-0.17835273	353	ok	
wl-tile-v1-06256	wl-neg-neg-es-pba-40366	neg-es-pba-40366	0	hard_negative	train	ES	Dolmen de Carballóns 1	Ribeira de Piquín	Navallos (San Pedro)		megalithic_mound	120.0	-0.33242182	407	ok	
wl-tile-v1-03611	wl-neg-neg-es-pba-11086	neg-es-pba-11086	0	hard_negative	train	ES	Dolmen de Fornella dos Mouros	Laxe	Nande (San Simón)		megalithic_mound	120.0	0.51947695	174	ok	
wl-tile-v1-05000	wl-neg-neg-es-pba-27462	neg-es-pba-27462	0	hard_negative	train	ES	Dolmen de Pedra Vixía	Zas	Lamas (Santa María)		megalithic_mound	120.0	-0.52801125	456	ok	
wl-tile-v1-07122	wl-neg-neg-es-pba-52270	neg-es-pba-52270	0	hard_negative	train	ES	Dolmen de Rebordondo	Monterrei	Infesta (San Vicenzo)		megalithic_mound	120.0	0.39800448	209	ok	
wl-tile-v1-05001	wl-neg-neg-es-pba-27491	neg-es-pba-27491	0	hard_negative	train	ES	Dolmen de Vermello	Zas	Lamas (Santa María)		megalithic_mound	120.0	-0.95454581	527	ok	
wl-tile-v1-04003	wl-neg-neg-es-pba-17549	neg-es-pba-17549	0	hard_negative	train	ES	Dolmen do Cristo de Mouraz/Mámoa de Xuncos de Mouraz 5	Ortigueira	Devesos (San Sebastián)		megalithic_mound	120.0	-0.73257121	500	ok	
wl-tile-v1-07466	wl-neg-neg-es-pba-65633	neg-es-pba-65633	0	hard_negative	train	ES	Eira Vella/Sa	A Guarda	Camposancos (Santa Isabel)		roman_built_context	120.0	-0.51147459	453	ok	
wl-tile-v1-08696	wl-neg-neg-es-pba-67591	neg-es-pba-67591	0	hard_negative	train	ES	Entrepiñeiro/A Mina	Mos	Cela (San Pedro)		mining_or_quarry	120.0	-0.65618716	492	ok	
wl-tile-v1-05829	wl-neg-neg-es-pba-29551	neg-es-pba-29551	0	hard_negative	train	ES	Escola en Pedrafita	O Corgo	Pedrafita (San Miguel)		megalithic_mound	120.0	-1.15420469	547	ok	
wl-tile-v1-06759	wl-neg-neg-es-pba-50710	neg-es-pba-50710	0	hard_negative	train	ES	Estela de Tameirón/Cabeza do Chinchón	A Gudiña	A Gudiña (San Martiño e San Pedro)		roman_built_context	120.0	-0.04557955	319	ok	
wl-tile-v1-05940	wl-neg-neg-es-pba-41478	neg-es-pba-41478	0	hard_negative	train	ES	Estrutura lítica de Vilatán	O Saviñao	Vilatán (San Xoán)		rock_art_surface	120.0	-0.18962624	355	ok	
wl-tile-v1-06225	wl-neg-neg-es-pba-40491	neg-es-pba-40491	0	hard_negative	train	ES	Explotación mineira da Escrita	Ribas de Sil	Soutordei (Santiago)		mining_or_quarry	120.0	-0.47891159	448	ok	
wl-tile-v1-05103	wl-neg-neg-es-pba-28400	neg-es-pba-28400	0	hard_negative	train	ES	Explotación mineira da Granxa de Constantín	Begonte	Bóveda (Santalla)		mining_or_quarry	120.0	-1.19192773	548	ok	
wl-tile-v1-05104	wl-neg-neg-es-pba-28401	neg-es-pba-28401	0	hard_negative	train	ES	Explotación mineira da Graña	Begonte	Bóveda (Santalla)		mining_or_quarry	120.0	-0.62393727	482	ok	
wl-tile-v1-07786	wl-neg-neg-es-pba-59720	neg-es-pba-59720	0	hard_negative	train	ES	Explotación mineira da Lagoa/A Cova	Arbo	Arbo (Santa María)		mining_or_quarry	120.0	-0.15542397	349	ok	
wl-tile-v1-09017	wl-neg-neg-es-pba-76507	neg-es-pba-76507	0	hard_negative	train	ES	Explotación mineira da Lomba	Ponteareas	Ponteareas (San Miguel)		mining_or_quarry	120.0	0.18639498	261	ok	
wl-tile-v1-09018	wl-neg-neg-es-pba-76508	neg-es-pba-76508	0	hard_negative	train	ES	Explotación mineira da Ribeira	Ponteareas	Areas (Santa María)		mining_or_quarry	120.0	0.39556176	210	ok	
wl-tile-v1-09358	wl-neg-neg-es-pba-71280	neg-es-pba-71280	0	hard_negative	train	ES	Explotación mineira das Chans de Tebra	Tomiño	Tebra (Santa María)		mining_or_quarry	120.0	-0.23549557	373	ok	
wl-tile-v1-07857	wl-neg-neg-es-pba-60223	neg-es-pba-60223	0	hard_negative	train	ES	Explotación mineira das Insuas	Baiona	Belesar (San Lourenzo)		mining_or_quarry	120.0	-0.76163392	509	ok	
wl-tile-v1-09359	wl-neg-neg-es-pba-71281	neg-es-pba-71281	0	hard_negative	train	ES	Explotación mineira das Torres	Tomiño	Taborda (San Miguel)		mining_or_quarry	120.0	0.55650266	166	ok	
wl-tile-v1-05654	wl-neg-neg-es-pba-31696	neg-es-pba-31696	0	hard_negative	train	ES	Explotación mineira de Monte Trandeira	Láncara	Cedrón (Santiago)		mining_or_quarry	120.0	0.04967665	290	ok	
wl-tile-v1-05105	wl-neg-neg-es-pba-28402	neg-es-pba-28402	0	hard_negative	train	ES	Explotación mineira de Pena Moura	Begonte	Bóveda (Santalla)		mining_or_quarry	120.0	-0.42050585	432	ok	
wl-tile-v1-08277	wl-neg-neg-es-pba-64195	neg-es-pba-64195	0	hard_negative	train	ES	Explotación mineira de Prado do Muíño Entrerríos	Forcarei	Pereira (San Bartolomeu)		mining_or_quarry	120.0	-0.70341040	496	ok	
wl-tile-v1-06226	wl-neg-neg-es-pba-40492	neg-es-pba-40492	0	hard_negative	train	ES	Explotación mineira do Covallón	Ribas de Sil	Soutordei (Santiago)		mining_or_quarry	120.0	0.25722812	244	ok	
wl-tile-v1-06227	wl-neg-neg-es-pba-40493	neg-es-pba-40493	0	hard_negative	train	ES	Explotación mineira do Vogo	Ribas de Sil	Soutordei (Santiago)		mining_or_quarry	120.0	-0.84957315	517	ok	
wl-tile-v1-07858	wl-neg-neg-es-pba-60224	neg-es-pba-60224	0	hard_negative	train	ES	Explotación mineira do Xuncal	Baiona	Santa Cristina da Ramallosa (Santa Cristina)		mining_or_quarry	120.0	-0.33271144	408	ok	
wl-tile-v1-09360	wl-neg-neg-es-pba-71282	neg-es-pba-71282	0	hard_negative	train	ES	Explotación mineira dos Buracos dos Mouros	Tomiño	Pinzás (Santa María)		mining_or_quarry	120.0	-0.58846465	473	ok	
wl-tile-v1-06228	wl-neg-neg-es-pba-40494	neg-es-pba-40494	0	hard_negative	train	ES	Explotacións mineiras de Barreiro	Ribas de Sil	Nogueira (Nosa Señora das Neves)		mining_or_quarry	120.0	0.03605462	299	ok	
wl-tile-v1-06229	wl-neg-neg-es-pba-40553	neg-es-pba-40553	0	hard_negative	train	ES	Explotacións mineiras de Figueirido1	Ribas de Sil	Piñeira (San Cristovo)		mining_or_quarry	120.0	-0.74287913	503	ok	
wl-tile-v1-06230	wl-neg-neg-es-pba-40554	neg-es-pba-40554	0	hard_negative	train	ES	Explotacións mineiras de Figueirido2	Ribas de Sil	Piñeira (San Cristovo)		mining_or_quarry	120.0	-0.33061988	405	ok	
wl-tile-v1-06231	wl-neg-neg-es-pba-40555	neg-es-pba-40555	0	hard_negative	train	ES	Explotacións mineiras de Peites	Ribas de Sil	Peites (San Martiño)		mining_or_quarry	120.0	-0.08295898	329	ok	
wl-tile-v1-06232	wl-neg-neg-es-pba-40556	neg-es-pba-40556	0	hard_negative	train	ES	Explotacións mineiras de Rairós	Ribas de Sil	Nogueira (Nosa Señora das Neves)		mining_or_quarry	120.0	-0.64362757	486	ok	
wl-tile-v1-06233	wl-neg-neg-es-pba-40557	neg-es-pba-40557	0	hard_negative	train	ES	Explotacións mineiras de San Clodio 1	Ribas de Sil	Ribas de Sil (San Clodio)		mining_or_quarry	120.0	0.38098966	213	ok	
wl-tile-v1-06234	wl-neg-neg-es-pba-40584	neg-es-pba-40584	0	hard_negative	train	ES	Explotacións mineiras de San Clodio 2	Ribas de Sil	Ribas de Sil (San Clodio)		mining_or_quarry	120.0	0.46968267	187	ok	
wl-tile-v1-07320	wl-neg-neg-es-pba-56726	neg-es-pba-56726	0	hard_negative	train	ES	Foi Pidriña	Rubiá	Quereño (San Cristovo)		mining_or_quarry	120.0	-0.09095887	332	ok	
wl-tile-v1-07321	wl-neg-neg-es-pba-56727	neg-es-pba-56727	0	hard_negative	train	ES	Foi Pidriña	Rubiá	Quereño (San Cristovo)		mining_or_quarry	120.0	-0.25753885	387	ok	
wl-tile-v1-07322	wl-neg-neg-es-pba-56728	neg-es-pba-56728	0	hard_negative	train	ES	Folo das Arcas	Rubiá	Biobra (San Miguel)		megalithic_mound	120.0	0.76314533	132	ok	
wl-tile-v1-08864	wl-neg-neg-es-pba-68930	neg-es-pba-68930	0	hard_negative	train	ES	Fonte do Muras	Pazos de Borbén	Amoedo (San Sadurniño)		rock_art_surface	120.0	0.06550589	285	ok	
wl-tile-v1-05770	wl-neg-neg-es-pba-35433	neg-es-pba-35433	0	hard_negative	train	ES	Forno dos Mouros/Medorra de Monte Fabeiro 1	Monterroso	Tarrío (Santa María)		megalithic_mound	120.0	1.14779159	77	ok	
wl-tile-v1-05759	wl-neg-neg-es-pba-35225	neg-es-pba-35225	0	hard_negative	train	ES	Forno dos Mouros/Medorra de Monte Fabeiro 2	Monterroso	Tarrío (Santa María)		megalithic_mound	120.0	1.04500023	89	ok	
wl-tile-v1-08822	wl-neg-neg-es-pba-77256	neg-es-pba-77256	0	hard_negative	train	ES	Gabias exploratorias Monte Gándara de Torneirós	O Porriño	Torneiros (San Salvador)		mining_or_quarry	120.0	-0.59767976	478	ok	
wl-tile-v1-08819	wl-neg-neg-es-pba-77253	neg-es-pba-77253	0	hard_negative	train	ES	Gabias exploratorias do Monte Carrascal e Laxedo I	O Porriño	Atios (Santa Eulalia)		mining_or_quarry	120.0	0.33824658	223	ok	
wl-tile-v1-08820	wl-neg-neg-es-pba-77254	neg-es-pba-77254	0	hard_negative	train	ES	Gabias exploratorias do Monte Carrascal e Laxedo II	O Porriño	Atios (Santa Eulalia)		mining_or_quarry	120.0	-0.09446434	333	ok	
wl-tile-v1-08821	wl-neg-neg-es-pba-77255	neg-es-pba-77255	0	hard_negative	train	ES	Gabias exploratorias do Monte Carrascal e Laxedo III	O Porriño	Atios (Santa Eulalia)		mining_or_quarry	120.0	-0.01511379	309	ok	
wl-tile-v1-09520	wl-neg-neg-es-pba-74239	neg-es-pba-74239	0	hard_negative	train	ES	Gravado de Maceiras	Vilanova de Arousa	András (San Lourenzo)		rock_art_surface	120.0	1.07654774	86	ok	
wl-tile-v1-06449	wl-neg-neg-es-pba-43122	neg-es-pba-43122	0	hard_negative	train	ES	Gravado de Pena Grande	Vilalba	Santaballa (San Pedro)		rock_art_surface	120.0	0.63550152	152	ok	
wl-tile-v1-05832	wl-neg-neg-es-pba-31874	neg-es-pba-31874	0	hard_negative	train	ES	Gravados da Pena Escrita de Treimonte	O Incio	Sirgueiros (San Xoán)		rock_art_surface	120.0	0.29246757	233	ok	
wl-tile-v1-06263	wl-neg-neg-es-pba-41604	neg-es-pba-41604	0	hard_negative	train	ES	Gravados de Fonte 2	Sarria	Maside (San Pedro)		rock_art_surface	120.0	-0.26986250	391	ok	
wl-tile-v1-05002	wl-neg-neg-es-pba-27562	neg-es-pba-27562	0	hard_negative	train	ES	Hórreo na Mámoa	Zas	San Martiño de Meanos (San Martiño)		megalithic_mound	120.0	0.06267639	286	ok	
wl-tile-v1-06770	wl-neg-neg-es-pba-57759	neg-es-pba-57759	0	hard_negative	train	ES	Igrexa de Pedrafita (Parroquial de San Martiño)	A Teixeira	Pedrafita (San Martiño)		megalithic_mound	120.0	-0.70462533	497	ok	
wl-tile-v1-05822	wl-neg-neg-es-pba-29301	neg-es-pba-29301	0	hard_negative	train	ES	Igrexa de Pedrafita (Parroquial de San Miguel)	O Corgo	Pedrafita (San Miguel)		megalithic_mound	120.0	-0.11514487	338	ok	
wl-tile-v1-06067	wl-neg-neg-es-pba-37060	neg-es-pba-37060	0	hard_negative	train	ES	Igrexa de Pedrafita do Cebreiro (Parroquial de Santo Antón)	Pedrafita do Cebreiro	Pedrafita do Cebreiro (Santo Antón)		megalithic_mound	120.0	-1.80451848	552	ok	
wl-tile-v1-08556	wl-neg-neg-es-pba-66669	neg-es-pba-66669	0	hard_negative	train	ES	Lapa	Marín	Marín (San Xián)		rock_art_surface	120.0	0.59648179	158	ok	
wl-tile-v1-08212	wl-neg-neg-es-pba-64531	neg-es-pba-64531	0	hard_negative	train	ES	Lapa de Monte das Mámoas	Dozón	O Castro (San Salvador)		megalithic_mound	120.0	-0.52928499	458	ok	
