tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	relief_score	rank_desc	error	status
wl-tile-v1-05131	wl-neg-neg-es-pba-28603	neg-es-pba-28603	0	hard_negative	train	ES	Mámoa de Fontevilar 2	Begonte	Illán (Santiago)		megalithic_mound	120.0	-0.52390512	6979		ok
wl-tile-v1-05132	wl-neg-neg-es-pba-28604	neg-es-pba-28604	0	hard_negative	train	ES	Mámoa de Fontevilar 3	Begonte	Illán (Santiago)		megalithic_mound	120.0	-0.37443644	6306		ok
wl-tile-v1-05133	wl-neg-neg-es-pba-28605	neg-es-pba-28605	0	hard_negative	train	ES	Mámoa de Fontevilar 4	Begonte	Illán (Santiago)		megalithic_mound	120.0	-0.21188924	5507		ok
wl-tile-v1-03321	wl-neg-neg-es-pba-27324	neg-es-pba-27324	0	hard_negative	train	ES	Mámoa de Fornela	Cariño	A Pedra (Santa María)		megalithic_mound	120.0	0.55431012	2388		ok
wl-tile-v1-03855	wl-neg-neg-es-pba-14534	neg-es-pba-14534	0	hard_negative	train	ES	Mámoa de Forno da Tella 2	Negreira	Xallas (San Pedro)		megalithic_mound	120.0	-1.04214748	8359		ok
wl-tile-v1-03953	wl-neg-neg-es-pba-17152	neg-es-pba-17152	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 1	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	-0.43757495	6616		ok
wl-tile-v1-03954	wl-neg-neg-es-pba-17153	neg-es-pba-17153	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 2	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	-0.42531759	6566		ok
wl-tile-v1-03955	wl-neg-neg-es-pba-17154	neg-es-pba-17154	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 3	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	-0.05060900	4753		ok
wl-tile-v1-03956	wl-neg-neg-es-pba-17155	neg-es-pba-17155	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 4	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	0.11620348	3961		ok
wl-tile-v1-03957	wl-neg-neg-es-pba-17156	neg-es-pba-17156	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 5	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	-0.05450488	4776		ok
wl-tile-v1-03958	wl-neg-neg-es-pba-17186	neg-es-pba-17186	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 6	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	0.24186741	3429		ok
wl-tile-v1-03959	wl-neg-neg-es-pba-17187	neg-es-pba-17187	0	hard_negative	train	ES	Mámoa de Forno dos Mouros 7	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	0.31386558	3147		ok
wl-tile-v1-03856	wl-neg-neg-es-pba-14535	neg-es-pba-14535	0	hard_negative	train	ES	Mámoa de Fornos 1	Negreira	Xallas (San Pedro)		megalithic_mound	120.0	-0.93307895	8165		ok
wl-tile-v1-03857	wl-neg-neg-es-pba-14536	neg-es-pba-14536	0	hard_negative	train	ES	Mámoa de Fornos 2	Negreira	Xallas (San Pedro)		megalithic_mound	120.0	-1.44811528	8581		ok
wl-tile-v1-04010	wl-neg-neg-es-pba-17534	neg-es-pba-17534	0	hard_negative	train	ES	Mámoa de Fornos 3	Outes	Cando (San Tirso)		megalithic_mound	120.0	-0.97393316	8237		ok
wl-tile-v1-04241	wl-neg-neg-es-pba-19218	neg-es-pba-19218	0	hard_negative	train	ES	Mámoa de Foxacos	Rianxo	O Araño (Santa Baia)		megalithic_mound	120.0	0.19706504	3605		ok
wl-tile-v1-04912	wl-neg-neg-es-pba-25985	neg-es-pba-25985	0	hard_negative	train	ES	Mámoa de Freáns 2	Vimianzo	Berdoias (San Pedro)		megalithic_mound	120.0	-0.74483217	7762		ok
wl-tile-v1-03814	wl-neg-neg-es-pba-13479	neg-es-pba-13479	0	hard_negative	train	ES	Mámoa de Frixe	Muxía	Frixe (Santa Locacia)		megalithic_mound	120.0	-0.58496652	7265		ok
wl-tile-v1-05265	wl-neg-neg-es-pba-28901	neg-es-pba-28901	0	hard_negative	train	ES	Mámoa de Froilán	Cospeito	Goá (San Xurxo)		megalithic_mound	120.0	1.37903716	797		ok
wl-tile-v1-08467	wl-neg-neg-es-pba-67131	neg-es-pba-67131	0	hard_negative	train	ES	Mámoa de Fromániz	Lalín	Maceira (San Martiño)		megalithic_mound	120.0	0.34444655	3036		ok
wl-tile-v1-03815	wl-neg-neg-es-pba-13480	neg-es-pba-13480	0	hard_negative	train	ES	Mámoa de Fumiñeo	Muxía	San Martiño de Ozón (San Martiño)		megalithic_mound	120.0	-0.38878772	6385		ok
wl-tile-v1-03628	wl-neg-neg-es-pba-12563	neg-es-pba-12563	0	hard_negative	train	ES	Mámoa de Fuso da Moura 2	Malpica de Bergantiños	Mens (Santiago)		megalithic_mound	120.0	0.06945756	4160		ok
wl-tile-v1-07063	wl-neg-neg-es-pba-50478	neg-es-pba-50478	0	hard_negative	train	ES	Mámoa de Fustáns 1	Gomesende	Poulo (San Pedro)		megalithic_mound	120.0	1.13484504	1148		ok
wl-tile-v1-07064	wl-neg-neg-es-pba-50479	neg-es-pba-50479	0	hard_negative	train	ES	Mámoa de Fustáns 2	Gomesende	Poulo (San Pedro)		megalithic_mound	120.0	0.57981501	2333		ok
wl-tile-v1-04610	wl-neg-neg-es-pba-24426	neg-es-pba-24426	0	hard_negative	train	ES	Mámoa de Galiñeiro	Trazo	Campo (San Xoán)		megalithic_mound	120.0	0.17151081	3716		ok
wl-tile-v1-08873	wl-neg-neg-es-pba-69014	neg-es-pba-69014	0	hard_negative	train	ES	Mámoa de Galleiro 1	Pazos de Borbén	Nespereira (San Martiño)		megalithic_mound	120.0	-0.64190368	7461		ok
wl-tile-v1-08874	wl-neg-neg-es-pba-69082	neg-es-pba-69082	0	hard_negative	train	ES	Mámoa de Galleiro 2	Pazos de Borbén	Nespereira (San Martiño)		megalithic_mound	120.0	-0.42340263	6554		ok
wl-tile-v1-08161	wl-neg-neg-es-pba-64850	neg-es-pba-64850	0	hard_negative	train	ES	Mámoa de Gallufe	Cuntis	Estacas (San Fiz)		megalithic_mound	120.0	-0.04912653	4747		ok
wl-tile-v1-06935	wl-neg-neg-es-pba-45750	neg-es-pba-45750	0	hard_negative	train	ES	Mámoa de Garfián 1	Beariz	Beariz (Santa María)		megalithic_mound	120.0	-0.09528913	4953		ok
wl-tile-v1-06936	wl-neg-neg-es-pba-45778	neg-es-pba-45778	0	hard_negative	train	ES	Mámoa de Garfián 2	Beariz	Beariz (Santa María)		megalithic_mound	120.0	-0.33749134	6135		ok
wl-tile-v1-06937	wl-neg-neg-es-pba-45779	neg-es-pba-45779	0	hard_negative	train	ES	Mámoa de Garfián 3	Beariz	Beariz (Santa María)		megalithic_mound	120.0	-0.19059066	5391		ok
wl-tile-v1-06938	wl-neg-neg-es-pba-45780	neg-es-pba-45780	0	hard_negative	train	ES	Mámoa de Garfián 4	Beariz	Beariz (Santa María)		megalithic_mound	120.0	-0.27856436	5851		ok
wl-tile-v1-06939	wl-neg-neg-es-pba-45781	neg-es-pba-45781	0	hard_negative	train	ES	Mámoa de Garfián 5	Beariz	Beariz (Santa María)		megalithic_mound	120.0	0.14629897	3812		ok
wl-tile-v1-09434	wl-neg-neg-es-pba-74346	neg-es-pba-74346	0	hard_negative	train	ES	Mámoa de Godelo 1	Vila de Cruces	Brandariz (San Miguel)		megalithic_mound	120.0	0.26642441	3353		ok
wl-tile-v1-09435	wl-neg-neg-es-pba-74347	neg-es-pba-74347	0	hard_negative	train	ES	Mámoa de Godelo 2	Vila de Cruces	Brandariz (San Miguel)		megalithic_mound	120.0	-0.64361823	7469		ok
wl-tile-v1-09436	wl-neg-neg-es-pba-74348	neg-es-pba-74348	0	hard_negative	train	ES	Mámoa de Godelo 3	Vila de Cruces	Brandariz (San Miguel)		megalithic_mound	120.0	-0.05716013	4783		ok
wl-tile-v1-09437	wl-neg-neg-es-pba-74349	neg-es-pba-74349	0	hard_negative	train	ES	Mámoa de Godelo 4	Vila de Cruces	Brandariz (San Miguel)		megalithic_mound	120.0	-0.96788549	8225		ok
wl-tile-v1-09438	wl-neg-neg-es-pba-74350	neg-es-pba-74350	0	hard_negative	train	ES	Mámoa de Godelo 5	Vila de Cruces	Brandariz (San Miguel)		megalithic_mound	120.0	-0.23560523	5633		ok
wl-tile-v1-05557	wl-neg-neg-es-pba-30601	neg-es-pba-30601	0	hard_negative	train	ES	Mámoa de Gonce	Friol	Vilafiz (Santa María)		megalithic_mound	120.0	-0.72236506	7703		ok
wl-tile-v1-03960	wl-neg-neg-es-pba-17188	neg-es-pba-17188	0	hard_negative	train	ES	Mámoa de Granxas	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	120.0	-0.69431368	7616		ok
wl-tile-v1-03656	wl-neg-neg-es-pba-12037	neg-es-pba-12037	0	hard_negative	train	ES	Mámoa de Grille	Mazaricos	Antes (San Cosme)		megalithic_mound	120.0	-0.57647779	7223		ok
wl-tile-v1-03730	wl-neg-neg-es-pba-13610	neg-es-pba-13610	0	hard_negative	train	ES	Mámoa de Guiliade	Mesía	Cumbraos (Santa María)		megalithic_mound	120.0	-0.52235764	6972		ok
wl-tile-v1-08679	wl-neg-neg-es-pba-68495	neg-es-pba-68495	0	hard_negative	train	ES	Mámoa de Guillarei 1	Moraña	Saiáns (San Salvador)		megalithic_mound	120.0	-0.52239644	6973		ok
wl-tile-v1-08680	wl-neg-neg-es-pba-68496	neg-es-pba-68496	0	hard_negative	train	ES	Mámoa de Guillarei 2	Moraña	Saiáns (San Salvador)		megalithic_mound	120.0	-0.66609474	7534		ok
wl-tile-v1-06717	wl-neg-neg-es-pba-31298	neg-es-pba-31298	0	hard_negative	train	ES	Mámoa de Guilán	Xove	A Rigueira ( San Miguel)		megalithic_mound	120.0	-0.33748685	6134		ok
wl-tile-v1-05558	wl-neg-neg-es-pba-30602	neg-es-pba-30602	0	hard_negative	train	ES	Mámoa de Guimarei 1/A Medorra	Friol	Guimarei (Santa María)		megalithic_mound	120.0	-0.74488326	7763		ok
wl-tile-v1-05559	wl-neg-neg-es-pba-30603	neg-es-pba-30603	0	hard_negative	train	ES	Mámoa de Guimarei 2	Friol	Guimarei (Santa María)		megalithic_mound	120.0	-0.07996394	4890		ok
wl-tile-v1-05560	wl-neg-neg-es-pba-30604	neg-es-pba-30604	0	hard_negative	train	ES	Mámoa de Guimarei 3	Friol	Guimarei (Santa María)		megalithic_mound	120.0	-0.19608954	5417		ok
wl-tile-v1-05954	wl-neg-neg-es-pba-37568	neg-es-pba-37568	0	hard_negative	train	ES	Mámoa de Guítara 1	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.19221753	3628		ok
wl-tile-v1-05955	wl-neg-neg-es-pba-37596	neg-es-pba-37596	0	hard_negative	train	ES	Mámoa de Guítara 10	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	-0.51997165	6958		ok
wl-tile-v1-05956	wl-neg-neg-es-pba-37597	neg-es-pba-37597	0	hard_negative	train	ES	Mámoa de Guítara 13	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	-0.20888197	5495		ok
wl-tile-v1-05957	wl-neg-neg-es-pba-37598	neg-es-pba-37598	0	hard_negative	train	ES	Mámoa de Guítara 13	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	0.28561059	3270		ok
wl-tile-v1-05958	wl-neg-neg-es-pba-37599	neg-es-pba-37599	0	hard_negative	train	ES	Mámoa de Guítara 14	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.06407891	4202		ok
wl-tile-v1-05959	wl-neg-neg-es-pba-37600	neg-es-pba-37600	0	hard_negative	train	ES	Mámoa de Guítara 15	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.34008337	3057		ok
wl-tile-v1-05960	wl-neg-neg-es-pba-37601	neg-es-pba-37601	0	hard_negative	train	ES	Mámoa de Guítara 16	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	-0.14404207	5190		ok
wl-tile-v1-05961	wl-neg-neg-es-pba-37602	neg-es-pba-37602	0	hard_negative	train	ES	Mámoa de Guítara 2	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.58561665	2319		ok
wl-tile-v1-05962	wl-neg-neg-es-pba-37603	neg-es-pba-37603	0	hard_negative	train	ES	Mámoa de Guítara 20/Mámoa do Monte	Pantón	Pombeiro (San Vicente)		megalithic_mound	120.0	-0.39830625	6434		ok
wl-tile-v1-05963	wl-neg-neg-es-pba-37604	neg-es-pba-37604	0	hard_negative	train	ES	Mámoa de Guítara 21/Mámoa das Chairas 2	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	-0.41721223	6526		ok
wl-tile-v1-05964	wl-neg-neg-es-pba-37605	neg-es-pba-37605	0	hard_negative	train	ES	Mámoa de Guítara 22/Mámoa das Chairas 1	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	0.40323771	2837		ok
wl-tile-v1-05965	wl-neg-neg-es-pba-37606	neg-es-pba-37606	0	hard_negative	train	ES	Mámoa de Guítara 23/Mámoa da Pereira 1	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	0.17897827	3679		ok
wl-tile-v1-05966	wl-neg-neg-es-pba-37635	neg-es-pba-37635	0	hard_negative	train	ES	Mámoa de Guítara 24/Mámoa da Pereira 2	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	-0.01047548	4546		ok
wl-tile-v1-05967	wl-neg-neg-es-pba-37636	neg-es-pba-37636	0	hard_negative	train	ES	Mámoa de Guítara 25/Mámoa das Allanadas	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	-0.53721475	7055		ok
wl-tile-v1-05968	wl-neg-neg-es-pba-37637	neg-es-pba-37637	0	hard_negative	train	ES	Mámoa de Guítara 3	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	-0.24515590	5674		ok
wl-tile-v1-05969	wl-neg-neg-es-pba-37638	neg-es-pba-37638	0	hard_negative	train	ES	Mámoa de Guítara 5	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.23697208	3449		ok
wl-tile-v1-05970	wl-neg-neg-es-pba-37639	neg-es-pba-37639	0	hard_negative	train	ES	Mámoa de Guítara 6	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	-0.53791409	7062		ok
wl-tile-v1-05971	wl-neg-neg-es-pba-37640	neg-es-pba-37640	0	hard_negative	train	ES	Mámoa de Guítara 7	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.32064389	3121		ok
wl-tile-v1-05972	wl-neg-neg-es-pba-37641	neg-es-pba-37641	0	hard_negative	train	ES	Mámoa de Guítara 8	Pantón	Atán (Santo Estevo)		megalithic_mound	120.0	-0.39960948	6443		ok
wl-tile-v1-05973	wl-neg-neg-es-pba-37642	neg-es-pba-37642	0	hard_negative	train	ES	Mámoa de Guítara, 12	Pantón	Eiré (San Xulián)		megalithic_mound	120.0	0.31936390	3124		ok
wl-tile-v1-09288	wl-neg-neg-es-pba-71541	neg-es-pba-71541	0	hard_negative	train	ES	Mámoa de Gándara Cha 1	Silleda	Siador (San Miguel)		megalithic_mound	120.0	-0.11918268	5066		ok
wl-tile-v1-09289	wl-neg-neg-es-pba-71542	neg-es-pba-71542	0	hard_negative	train	ES	Mámoa de Gándara Cha 2	Silleda	Siador (San Miguel)		megalithic_mound	120.0	-0.09033176	4922		ok
wl-tile-v1-09290	wl-neg-neg-es-pba-71543	neg-es-pba-71543	0	hard_negative	train	ES	Mámoa de Gándara Cha 3	Silleda	Siador (San Miguel)		megalithic_mound	120.0	-0.01268769	4556		ok
wl-tile-v1-09291	wl-neg-neg-es-pba-71544	neg-es-pba-71544	0	hard_negative	train	ES	Mámoa de Gándara Cha 4	Silleda	Siador (San Miguel)		megalithic_mound	120.0	-0.53859456	7067		ok
wl-tile-v1-03488	wl-neg-neg-es-pba-9399	neg-es-pba-9399	0	hard_negative	train	ES	Mámoa de Hospital	Dumbría	Dumbría (Santa Baia)		megalithic_mound	120.0	-0.66314439	7527		ok
wl-tile-v1-02806	wl-neg-neg-es-pba-7994	neg-es-pba-7994	0	hard_negative	train	ES	Mámoa de Juan de Castiñeira	A Coruña	A Coruña		megalithic_mound	120.0	-0.07492172	4867		ok
wl-tile-v1-06544	wl-neg-neg-es-pba-43423	neg-es-pba-43423	0	hard_negative	train	ES	Mámoa de Ladrela 1	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	0.03800694	4326		ok
wl-tile-v1-06545	wl-neg-neg-es-pba-43424	neg-es-pba-43424	0	hard_negative	train	ES	Mámoa de Ladrela 2	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	-0.41410294	6511		ok
wl-tile-v1-06546	wl-neg-neg-es-pba-43425	neg-es-pba-43425	0	hard_negative	train	ES	Mámoa de Ladrela 3	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	-0.31877021	6035		ok
wl-tile-v1-06547	wl-neg-neg-es-pba-43426	neg-es-pba-43426	0	hard_negative	train	ES	Mámoa de Ladrela 4	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	-0.40153365	6450		ok
wl-tile-v1-06548	wl-neg-neg-es-pba-43427	neg-es-pba-43427	0	hard_negative	train	ES	Mámoa de Ladrela 5	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	-0.25056664	5697		ok
wl-tile-v1-06549	wl-neg-neg-es-pba-43428	neg-es-pba-43428	0	hard_negative	train	ES	Mámoa de Ladrela 6	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	0.05109629	4268		ok
wl-tile-v1-06550	wl-neg-neg-es-pba-43429	neg-es-pba-43429	0	hard_negative	train	ES	Mámoa de Ladrela 7	Vilalba	Lanzós (San Martiño)		megalithic_mound	120.0	0.28062738	3293		ok
wl-tile-v1-03731	wl-neg-neg-es-pba-13638	neg-es-pba-13638	0	hard_negative	train	ES	Mámoa de Lagares	Mesía	Boado (Santiago)		megalithic_mound	120.0	-0.57409414	7216		ok
wl-tile-v1-09292	wl-neg-neg-es-pba-71545	neg-es-pba-71545	0	hard_negative	train	ES	Mámoa de Lagoas	Silleda	Cortegada (Santa María)		megalithic_mound	120.0	-0.76414403	7817		ok
wl-tile-v1-03816	wl-neg-neg-es-pba-13481	neg-es-pba-13481	0	hard_negative	train	ES	Mámoa de Lagoela	Muxía	Morquintián (Santa María)		megalithic_mound	120.0	0.33937911	3060		ok
wl-tile-v1-08547	wl-neg-neg-es-pba-66440	neg-es-pba-66440	0	hard_negative	train	ES	Mámoa de Lagucheiros 1	Marín	San Tomé de Piñeiro (San Tom‚)		megalithic_mound	120.0	-0.19185040	5400		ok
wl-tile-v1-08548	wl-neg-neg-es-pba-66441	neg-es-pba-66441	0	hard_negative	train	ES	Mámoa de Lagucheiros 2	Marín	San Tomé de Piñeiro (San Tom‚)		megalithic_mound	120.0	-0.75497836	7789		ok
wl-tile-v1-06718	wl-neg-neg-es-pba-31299	neg-es-pba-31299	0	hard_negative	train	ES	Mámoa de Lama de Arcas	Xove	Xove (San Bartolo)		megalithic_mound	120.0	-0.50917617	6914		ok
wl-tile-v1-08468	wl-neg-neg-es-pba-67132	neg-es-pba-67132	0	hard_negative	train	ES	Mámoa de Lamas 1	Lalín	Noceda (Santa María)		megalithic_mound	120.0	0.14783173	3807		ok
wl-tile-v1-08469	wl-neg-neg-es-pba-67133	neg-es-pba-67133	0	hard_negative	train	ES	Mámoa de Lamas 2	Lalín	Noceda (Santa María)		megalithic_mound	120.0	-0.48364196	6812		ok
wl-tile-v1-09293	wl-neg-neg-es-pba-71546	neg-es-pba-71546	0	hard_negative	train	ES	Mámoa de Lamas e Chamiceiras 1	Silleda	Moalde (San Mamede)		megalithic_mound	120.0	0.09182369	4065		ok
wl-tile-v1-09294	wl-neg-neg-es-pba-71547	neg-es-pba-71547	0	hard_negative	train	ES	Mámoa de Lamas e Chamiceiras 2	Silleda	Moalde (San Mamede)		megalithic_mound	120.0	0.34696678	3027		ok
wl-tile-v1-09295	wl-neg-neg-es-pba-71548	neg-es-pba-71548	0	hard_negative	train	ES	Mámoa de Lamas e Chamiceiras 3	Silleda	Moalde (San Mamede)		megalithic_mound	120.0	1.50133549	693		ok
wl-tile-v1-09296	wl-neg-neg-es-pba-71549	neg-es-pba-71549	0	hard_negative	train	ES	Mámoa de Lamas e Chamiceiras 4	Silleda	Moalde (San Mamede)		megalithic_mound	120.0	-0.54157371	7080		ok
wl-tile-v1-09297	wl-neg-neg-es-pba-71550	neg-es-pba-71550	0	hard_negative	train	ES	Mámoa de Lamas e Chamiceiras 5	Silleda	Cervaña (San Salvador)		megalithic_mound	120.0	-0.24367267	5668		ok
wl-tile-v1-06940	wl-neg-neg-es-pba-45782	neg-es-pba-45782	0	hard_negative	train	ES	Mámoa de Laxa Castaña	Beariz	Beariz (Santa María)		megalithic_mound	120.0	-0.04409442	4719		ok
wl-tile-v1-09298	wl-neg-neg-es-pba-71551	neg-es-pba-71551	0	hard_negative	train	ES	Mámoa de Laxe	Silleda	Oleiros (San Miguel)		megalithic_mound	120.0	0.94117568	1444		ok
wl-tile-v1-07612	wl-neg-neg-es-pba-65923	neg-es-pba-65923	0	hard_negative	train	ES	Mámoa de Laxide 1	Agolada	As Trabancas (San Mamede)		megalithic_mound	120.0	1.06502590	1244		ok
wl-tile-v1-07613	wl-neg-neg-es-pba-65924	neg-es-pba-65924	0	hard_negative	train	ES	Mámoa de Laxide 2	Agolada	As Trabancas (San Mamede)		megalithic_mound	120.0	-0.52953355	7015		ok
wl-tile-v1-07614	wl-neg-neg-es-pba-65925	neg-es-pba-65925	0	hard_negative	train	ES	Mámoa de Laxide 3	Agolada	Ferreiroa (San Pedro)		megalithic_mound	120.0	-0.33106029	6109		ok
wl-tile-v1-07615	wl-neg-neg-es-pba-65926	neg-es-pba-65926	0	hard_negative	train	ES	Mámoa de Laxide 4	Agolada	Ferreiroa (San Pedro)		megalithic_mound	120.0	0.17388007	3705		ok
wl-tile-v1-07616	wl-neg-neg-es-pba-65927	neg-es-pba-65927	0	hard_negative	train	ES	Mámoa de Laxide 5	Agolada	As Trabancas (San Mamede)		megalithic_mound	120.0	0.65136599	2133		ok
wl-tile-v1-04242	wl-neg-neg-es-pba-19219	neg-es-pba-19219	0	hard_negative	train	ES	Mámoa de Laíño	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	0.17736142	3691		ok
wl-tile-v1-04243	wl-neg-neg-es-pba-19220	neg-es-pba-19220	0	hard_negative	train	ES	Mámoa de Laíño 2	Rianxo	Leiro (Santa María)		megalithic_mound	120.0	-0.00861061	4533		ok
wl-tile-v1-06551	wl-neg-neg-es-pba-43430	neg-es-pba-43430	0	hard_negative	train	ES	Mámoa de Legua Dereita 1	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.32657081	6081		ok
wl-tile-v1-06552	wl-neg-neg-es-pba-43431	neg-es-pba-43431	0	hard_negative	train	ES	Mámoa de Legua Dereita 10	Vilalba	Ladra (San Salvador)		megalithic_mound	120.0	1.04289576	1279		ok
wl-tile-v1-06553	wl-neg-neg-es-pba-43432	neg-es-pba-43432	0	hard_negative	train	ES	Mámoa de Legua Dereita 11	Vilalba	Ladra (San Salvador)		megalithic_mound	120.0	-0.64466759	7474		ok
wl-tile-v1-06554	wl-neg-neg-es-pba-43466	neg-es-pba-43466	0	hard_negative	train	ES	Mámoa de Legua Dereita 12	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.22987624	5609		ok
wl-tile-v1-06555	wl-neg-neg-es-pba-43467	neg-es-pba-43467	0	hard_negative	train	ES	Mámoa de Legua Dereita 13	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.32353569	6063		ok
wl-tile-v1-06556	wl-neg-neg-es-pba-43468	neg-es-pba-43468	0	hard_negative	train	ES	Mámoa de Legua Dereita 14	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	0.10187041	4026		ok
wl-tile-v1-06557	wl-neg-neg-es-pba-43469	neg-es-pba-43469	0	hard_negative	train	ES	Mámoa de Legua Dereita 15	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.40801335	6487		ok
wl-tile-v1-06558	wl-neg-neg-es-pba-43470	neg-es-pba-43470	0	hard_negative	train	ES	Mámoa de Legua Dereita 16	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.68102178	7577		ok
wl-tile-v1-06559	wl-neg-neg-es-pba-43471	neg-es-pba-43471	0	hard_negative	train	ES	Mámoa de Legua Dereita 2	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	0.14506335	3817		ok
wl-tile-v1-06560	wl-neg-neg-es-pba-43472	neg-es-pba-43472	0	hard_negative	train	ES	Mámoa de Legua Dereita 3	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.05285013	4770		ok
wl-tile-v1-06561	wl-neg-neg-es-pba-43473	neg-es-pba-43473	0	hard_negative	train	ES	Mámoa de Legua Dereita 4	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.10429810	4994		ok
wl-tile-v1-06562	wl-neg-neg-es-pba-43474	neg-es-pba-43474	0	hard_negative	train	ES	Mámoa de Legua Dereita 5	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.38588675	6368		ok
wl-tile-v1-06563	wl-neg-neg-es-pba-43475	neg-es-pba-43475	0	hard_negative	train	ES	Mámoa de Legua Dereita 6	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.37112878	6293		ok
wl-tile-v1-06564	wl-neg-neg-es-pba-43476	neg-es-pba-43476	0	hard_negative	train	ES	Mámoa de Legua Dereita 7	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.88103735	8081		ok
wl-tile-v1-06372	wl-neg-neg-es-pba-42826	neg-es-pba-42826	0	hard_negative	train	ES	Mámoa de Legua Dereita 8	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.93748242	8174		ok
wl-tile-v1-06373	wl-neg-neg-es-pba-42827	neg-es-pba-42827	0	hard_negative	train	ES	Mámoa de Legua Dereita 9	Vilalba	Nete (San Cosme)		megalithic_mound	120.0	-0.10683229	5008		ok
wl-tile-v1-03657	wl-neg-neg-es-pba-12038	neg-es-pba-12038	0	hard_negative	train	ES	Mámoa de Legiñas	Mazaricos	Coiro (Santa María)		megalithic_mound	120.0	0.56179150	2372		ok
wl-tile-v1-03007	wl-neg-neg-es-pba-2047	neg-es-pba-2047	0	hard_negative	train	ES	Mámoa de Leiras 1	Aranga	Cambás (San Pedro)		megalithic_mound	120.0	-0.41459651	6515		ok
wl-tile-v1-03008	wl-neg-neg-es-pba-2048	neg-es-pba-2048	0	hard_negative	train	ES	Mámoa de Leiras 2	Aranga	Cambás (San Pedro)		megalithic_mound	120.0	0.39316567	2866		ok
wl-tile-v1-07381	wl-neg-neg-es-pba-58088	neg-es-pba-58088	0	hard_negative	train	ES	Mámoa de Leiras da Tapada 1	Sandiás	Sandiás (Santo Estevo)		megalithic_mound	120.0	0.30488807	3193		ok
wl-tile-v1-07382	wl-neg-neg-es-pba-58089	neg-es-pba-58089	0	hard_negative	train	ES	Mámoa de Leiras da Tapada 2	Sandiás	Sandiás (Santo Estevo)		megalithic_mound	120.0	0.25288371	3391		ok
wl-tile-v1-07383	wl-neg-neg-es-pba-58118	neg-es-pba-58118	0	hard_negative	train	ES	Mámoa de Leiras da Tapada 3	Sandiás	Sandiás (Santo Estevo)		megalithic_mound	120.0	0.16111898	3764		ok
