tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	dem_path	dem_core_mean	dem_context_mean	dem_prominence_m	slope_annulus_mean	slope_context_mean	slope_ratio	lrm_abs_annulus_mean	lrm_abs_context_mean	lrm_abs_ratio	lrm_core_mean	lrm_context_mean	lrm_core_delta	hillshade_edge_annulus_mean	hillshade_edge_context_mean	hillshade_edge_ratio	ring_sector_coverage	ring_sector_balance	error	status
wl-tile-v1-05977	wl-neg-neg-es-pba-37677	neg-es-pba-37677	0	hard_negative	train	ES	Mina das Arribas	Pantón	Pantón (San Martiño)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05977-neg-es-pba-37677-mdt5.tif	377.40463257	372.94976807	4.45486450	18.26083755	16.88276672	1.08162589	2.45473170	2.26470375	1.08390853	0.10641224	-0.25044274	0.35685498	0.33427989	0.32983124	1.01348766	0.44444444	0.62274201		ok
wl-tile-v1-06755	wl-neg-neg-es-pba-50516	neg-es-pba-50516	0	hard_negative	train	ES	Mina das Buracas	A Gudiña	Pentes (San Mamede)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06755-neg-es-pba-50516-mdt5.tif	747.12609863	776.85021973	-29.72412109	22.95823669	21.04331207	1.09099920	2.61272502	1.80607188	1.44663402	-2.36716819	-0.08005600	-2.28711219	0.29852632	0.24857962	1.20092836	0.58333333	0.65660798		ok
wl-tile-v1-06068	wl-neg-neg-es-pba-37064	neg-es-pba-37064	0	hard_negative	train	ES	Mina das Pedreiras	Pedrafita do Cebreiro	Zanfoga (San Martiño)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06068-neg-es-pba-37064-mdt5.tif	1041.63000488	1019.32989502	22.30010986	15.55784798	13.02000904	1.19491837	1.90030158	2.24918985	0.84488269	1.68024600	-1.17864370	2.85888970	0.21766771	0.25195560	0.86391299	0.22222222	0.63343144		ok
wl-tile-v1-09333	wl-neg-neg-es-pba-70171	neg-es-pba-70171	0	hard_negative	train	ES	Mina de Carregal	Tomiño	Amorín (San Xoán)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09333-neg-es-pba-70171-mdt5.tif	15.12628460	15.66241074	-0.53612614	5.15508652	4.53428507	1.13691275	0.89117813	0.81068718	1.09928731	-0.06220345	0.04382045	-0.10602390	0.42754787	0.35683247	1.19817534	0.36111111	0.60432241		ok
wl-tile-v1-07435	wl-neg-neg-es-pba-65260	neg-es-pba-65260	0	hard_negative	train	ES	Mina de Constantina/A Regueira de Constantina	A Guarda	Salcidos (San Lourenzo)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-07435-neg-es-pba-65260-mdt5.tif	61.98710632	66.79894257	-4.81183624	6.58741808	7.92447376	0.83127515	0.63842070	0.71042246	0.89864938	-0.28586361	-0.07297509	-0.21288852	0.44645000	0.45083380	0.99027623	0.27777778	0.60664342		ok
wl-tile-v1-06064	wl-neg-neg-es-pba-36888	neg-es-pba-36888	0	hard_negative	train	ES	Mina de Corta de Tra/las Torres	Pedrafita do Cebreiro	Riocereixa (Santa María Madanela)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06064-neg-es-pba-36888-mdt5.tif	969.25988770	961.88537598	7.37451172	21.38030434	22.29617691	0.95892244	3.65638924	2.65925789	1.37496602	-1.44304538	1.49478924	-2.93783462	0.38898122	0.28059888	1.38625366	0.47222222	0.58539190		ok
wl-tile-v1-06241	wl-neg-neg-es-pba-40271	neg-es-pba-40271	0	hard_negative	train	ES	Mina de Montefurado	Ribeira de Piquín	Santalla (Santalla)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06241-neg-es-pba-40271-mdt5.tif	238.62606812	247.06051636	-8.43444824	11.60680389	11.89462566	0.97580237	2.24282598	2.04912663	1.09452776	-0.55648440	-0.18921383	-0.36727057	0.30265421	0.26972029	1.12210398	0.41666667	0.48055569		ok
wl-tile-v1-05336	wl-neg-neg-es-pba-29107	neg-es-pba-29107	0	hard_negative	train	ES	Mina de Torubio	Folgoso do Courel	Esperante (San Pedro)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05336-neg-es-pba-29107-mdt5.tif	808.63037109	832.59204102	-23.96166992	31.54249763	31.40737724	1.00430219	6.40881681	6.38727617	1.00337243	-0.24200912	2.55834770	-2.80035682	0.39092651	0.36514765	1.07059845	0.25000000	0.66630919		ok
wl-tile-v1-06065	wl-neg-neg-es-pba-36889	neg-es-pba-36889	0	hard_negative	train	ES	Mina do Couso	Pedrafita do Cebreiro	Padornelo (San Xoán)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06065-neg-es-pba-36889-mdt5.tif	1203.03869629	1184.41882324	18.61987305	15.88169098	20.25021553	0.78427269	1.15915287	1.89583826	0.61141970	1.07466733	0.67771292	0.39695442	0.26720318	0.23039779	1.15974715	0.02777778	0.66934638		ok
wl-tile-v1-05204	wl-neg-neg-es-pba-29555	neg-es-pba-29555	0	hard_negative	train	ES	Mina do Fondal	Castroverde	Bolaño (Santa Baia)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05204-neg-es-pba-29555-mdt5.tif	744.56878662	755.96704102	-11.39825439	11.72748947	14.93110943	0.78543993	1.32220316	1.33654654	0.98926833	-0.28116980	-0.64962095	0.36845115	0.31844833	0.23866774	1.33427472	0.33333333	0.62080053		ok
wl-tile-v1-08840	wl-neg-neg-es-pba-69955	neg-es-pba-69955	0	hard_negative	train	ES	Mina do Niño do Corvo	O Rosal	San Miguel de Tabagón (San Miguel)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-08840-neg-es-pba-69955-mdt5.tif	131.94555664	135.81506348	-3.86950684	15.45870018	14.50603485	1.06567372	1.93944597	1.84328949	1.05216570	-1.30209732	0.24732174	-1.54941906	0.33055484	0.31823152	1.03872438	0.33333333	0.61412465		ok
wl-tile-v1-09467	wl-neg-neg-es-pba-74758	neg-es-pba-74758	0	hard_negative	train	ES	Mina do Ouzido	Vila de Cruces	San Pedro de Losón (San Pedro)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09467-neg-es-pba-74758-mdt5.tif	323.55953979	342.06954956	-18.51000977	25.33739471	20.77746201	1.21946534	4.29540443	2.79968548	1.53424535	-1.02882838	-0.40589279	-0.62293559	0.35298359	0.26713461	1.32136977	0.58333333	0.59499978		ok
wl-tile-v1-05205	wl-neg-neg-es-pba-29556	neg-es-pba-29556	0	hard_negative	train	ES	Mina do Zarrón	Castroverde	Vilabade (Santa María)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05205-neg-es-pba-29556-mdt5.tif	701.20629883	723.56066895	-22.35437012	20.49558258	13.42090511	1.52713862	3.57686424	1.62378371	2.20279599	-1.06169593	0.51765728	-1.57935321	0.51002985	0.26513356	1.92367142	0.86111111	0.71446648		ok
wl-tile-v1-05337	wl-neg-neg-es-pba-29108	neg-es-pba-29108	0	hard_negative	train	ES	Mina dos Buracois	Folgoso do Courel	Esperante (San Pedro)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05337-neg-es-pba-29108-mdt5.tif	990.31378174	995.14715576	-4.83337402	24.85559082	24.36760902	1.02002584	1.81318152	3.69313431	0.49096008	-1.95892942	0.77929425	-2.73822367	0.14120439	0.26285699	0.53719091	0.05555556	0.56099219		ok
wl-tile-v1-09221	wl-neg-neg-es-pba-69711	neg-es-pba-69711	0	hard_negative	train	ES	Mina dos Mouros	Silleda	Refoxos (San Paio)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-09221-neg-es-pba-69711-mdt5.tif	709.82928467	705.30114746	4.52813721	6.82256556	6.20476151	1.09956935	0.71760005	0.75789809	0.94682920	0.31236935	0.05924252	0.25312683	0.25598657	0.23519991	1.08837868	0.25000000	0.56871759		ok
wl-tile-v1-06215	wl-neg-neg-es-pba-38698	neg-es-pba-38698	0	hard_negative	train	ES	Minas da Costa	Portomarín	Recelle (San Pedro)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06215-neg-es-pba-38698-mdt5.tif	515.05780029	504.49224854	10.56555176	5.70897484	7.76097584	0.73560013	0.61474091	0.64335388	0.95552530	0.68528569	0.22031918	0.46496651	0.29126287	0.30333430	0.96020420	0.27777778	0.64247019		ok
wl-tile-v1-07074	wl-neg-neg-es-pba-51920	neg-es-pba-51920	0	hard_negative	train	ES	Minas de Covas Rubias/Os Barreiros	Laza	Retorta (Santa María)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-07074-neg-es-pba-51920-mdt5.tif	418.36560059	430.30865479	-11.94305420	9.21309853	10.89591122	0.84555558	1.33525896	1.32959998	1.00425616	-0.71147120	-0.22427517	-0.48719603	0.33361125	0.35218740	0.94725494	0.33333333	0.52167134		ok
wl-tile-v1-07124	wl-neg-neg-es-pba-52364	neg-es-pba-52364	0	hard_negative	train	ES	Minas de Covas Rubias/Os Barreiros	Monterrei	Vences (Santa Baia)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-07124-neg-es-pba-52364-mdt5.tif	418.36560059	430.30865479	-11.94305420	9.21309853	10.89591122	0.84555558	1.33525896	1.32959998	1.00425616	-0.71147120	-0.22427517	-0.48719603	0.33361125	0.35218740	0.94725494	0.33333333	0.52167134		ok
wl-tile-v1-05005	wl-neg-neg-es-pba-38608	neg-es-pba-38608	0	hard_negative	train	ES	Minas de Leboreiro	A Pobra do Brollón	Castrosante (Santa Mariña)		mining_or_quarry	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-05005-neg-es-pba-38608-mdt5.tif	444.03323364	441.16067505	2.87255859	7.60419703	8.71325397	0.87271610	1.26436043	1.22806835	1.02955216	-0.43532544	0.40322223	-0.83854768	0.36520261	0.37440687	0.97541640	0.27777778	0.63229788		ok
wl-tile-v1-06756	wl-neg-neg-es-pba-50517	neg-es-pba-50517	0	hard_negative	train	ES	Minas de María Luisa/Minas de Val Grande	A Gudiña	Barxa (San Xoán)		roman_built_context	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06756-neg-es-pba-50517-mdt5.tif	662.95703125	685.07739258	-22.12036133	21.00046349	18.65121460	1.12595688	2.78038192	2.22925329	1.24722566	-1.40486312	-0.10787536	-1.29698776	0.30317089	0.28677428	1.05717602	0.47222222	0.58443003		ok
wl-tile-v1-06516	wl-neg-neg-es-pba-43299	neg-es-pba-43299	0	hard_negative	train	ES	Modia Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06516-neg-es-pba-43299-mdt5.tif	575.86334229	564.40063477	11.46270752	5.18528748	7.09642696	0.73068990	0.63150012	0.58100969	1.08690120	0.68571943	0.26982605	0.41589338	0.21982983	0.22578667	0.97361738	0.27777778	0.61802182		ok
wl-tile-v1-06660	wl-neg-neg-es-pba-30350	neg-es-pba-30350	0	hard_negative	train	ES	Modia da Chousa das Uces 1	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06660-neg-es-pba-30350-mdt5.tif	449.14245605	450.20364380	-1.06118774	4.90531683	5.12811947	0.95655276	0.74126774	0.87022132	0.85181520	-0.18781321	0.10093873	-0.28875194	0.38816971	0.37260628	1.04176910	0.30555556	0.60563849		ok
wl-tile-v1-06661	wl-neg-neg-es-pba-30383	neg-es-pba-30383	0	hard_negative	train	ES	Modia da Chousa das Uces 2	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06661-neg-es-pba-30383-mdt5.tif	449.47674561	445.05084229	4.42590332	4.61460209	6.65246582	0.69366791	0.64325148	0.99078006	0.64923741	0.19104336	0.09519115	0.09585221	0.42946741	0.43580398	0.98546005	0.05555556	0.70146708		ok
wl-tile-v1-06662	wl-neg-neg-es-pba-30384	neg-es-pba-30384	0	hard_negative	train	ES	Modia da Chousa das Uces 3	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06662-neg-es-pba-30384-mdt5.tif	447.91714478	444.20843506	3.70870972	4.82901812	7.09646606	0.68048210	0.58619893	1.17849946	0.49741128	0.17270155	0.04097354	0.13172802	0.42182934	0.45138621	0.93451978	0.00000000	0.67259155		ok
wl-tile-v1-06663	wl-neg-neg-es-pba-30385	neg-es-pba-30385	0	hard_negative	train	ES	Modia da Chousa das Uces 4	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06663-neg-es-pba-30385-mdt5.tif	445.97091675	439.46829224	6.50262451	6.62511778	6.22310114	1.06460069	0.82994926	1.08652365	0.76385752	0.41277432	-0.25570345	0.66847777	0.40658131	0.45212778	0.89926195	0.27777778	0.54686690		ok
wl-tile-v1-06664	wl-neg-neg-es-pba-30386	neg-es-pba-30386	0	hard_negative	train	ES	Modia da Chousa das Uces 5	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06664-neg-es-pba-30386-mdt5.tif	458.97384644	455.93661499	3.03723145	4.53063726	4.47956800	1.01140049	0.60517997	0.77046651	0.78547213	0.49083740	-0.38444197	0.87527937	0.35691363	0.32496026	1.09833007	0.25000000	0.66869098		ok
wl-tile-v1-06665	wl-neg-neg-es-pba-30387	neg-es-pba-30387	0	hard_negative	train	ES	Modia da Pigaroa	Xermade	Momán (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06665-neg-es-pba-30387-mdt5.tif	456.17004395	455.85974121	0.31030273	3.92850351	3.21622777	1.22146309	0.33699024	0.48757777	0.69115177	0.08679443	0.03559425	0.05120017	0.65948123	0.51088512	1.29086012	0.05555556	0.77644941		ok
wl-tile-v1-06481	wl-neg-neg-es-pba-43223	neg-es-pba-43223	0	hard_negative	train	ES	Modia da Veiga	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06481-neg-es-pba-43223-mdt5.tif	476.85028076	477.70065308	-0.85037231	2.36274052	2.96805930	0.79605570	0.33334327	0.43115580	0.77313877	-0.00315768	-0.07931411	0.07615642	0.35634160	0.38787806	0.91869491	0.05555556	0.76084678		ok
wl-tile-v1-06666	wl-neg-neg-es-pba-30388	neg-es-pba-30388	0	hard_negative	train	ES	Modia das Cavadas	Xermade	Candamil (San Miguel)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06666-neg-es-pba-30388-mdt5.tif	440.25726318	439.36813354	0.88912964	2.75552559	2.92876339	0.94084951	0.38728040	0.43027645	0.90007343	0.18227914	-0.15435502	0.33663416	0.27788898	0.28629842	0.97062701	0.16666667	0.68830948		ok
wl-tile-v1-06667	wl-neg-neg-es-pba-30389	neg-es-pba-30389	0	hard_negative	train	ES	Modia das Chairas 01	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06667-neg-es-pba-30389-mdt5.tif	476.00872803	466.83013916	9.17858887	6.27567482	5.71785164	1.09755818	0.54702508	0.72339040	0.75619622	0.93185443	0.01280747	0.91904696	0.37441713	0.37410572	1.00083240	0.16666667	0.54441418		ok
wl-tile-v1-06668	wl-neg-neg-es-pba-30390	neg-es-pba-30390	0	hard_negative	train	ES	Modia das Chairas 02	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06668-neg-es-pba-30390-mdt5.tif	473.88952637	466.99880981	6.89071655	6.81574202	5.92301416	1.15072188	0.57833481	0.68832594	0.84020487	0.56617534	-0.06741778	0.63359312	0.35868782	0.36249465	0.98949825	0.22222222	0.50324995		ok
wl-tile-v1-06669	wl-neg-neg-es-pba-30391	neg-es-pba-30391	0	hard_negative	train	ES	Modia das Chairas 03	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06669-neg-es-pba-30391-mdt5.tif	474.06832886	467.38336182	6.68496704	6.72243881	5.96003819	1.12791875	0.49685457	0.66825616	0.74350915	0.52529866	-0.10808536	0.63338401	0.37291813	0.35479292	1.05108672	0.19444444	0.60135572		ok
wl-tile-v1-06670	wl-neg-neg-es-pba-30392	neg-es-pba-30392	0	hard_negative	train	ES	Modia das Chairas 04	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06670-neg-es-pba-30392-mdt5.tif	472.86483765	465.28140259	7.58343506	6.84498310	5.86259079	1.16756965	0.43332174	0.71449530	0.60647249	0.90707910	-0.18279678	1.08987588	0.33885524	0.31004274	1.09293073	0.08333333	0.73183855		ok
wl-tile-v1-06671	wl-neg-neg-es-pba-30424	neg-es-pba-30424	0	hard_negative	train	ES	Modia das Chairas 05	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06671-neg-es-pba-30424-mdt5.tif	470.83721924	464.56250000	6.27471924	6.34815025	6.77003670	0.93768329	0.50964272	0.77232426	0.65988179	0.75670427	-0.25090024	1.00760451	0.34772727	0.38539127	0.90227076	0.11111111	0.66025694		ok
wl-tile-v1-06672	wl-neg-neg-es-pba-30425	neg-es-pba-30425	0	hard_negative	train	ES	Modia das Chairas 06	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06672-neg-es-pba-30425-mdt5.tif	477.35321045	474.05563354	3.29757690	3.22856402	5.66663361	0.56974992	0.49196178	0.66107839	0.74418069	0.01327914	0.20740762	-0.19412848	0.38892668	0.38923195	0.99921572	0.25000000	0.62285781		ok
wl-tile-v1-06673	wl-neg-neg-es-pba-30426	neg-es-pba-30426	0	hard_negative	train	ES	Modia das Chairas 07	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06673-neg-es-pba-30426-mdt5.tif	477.46511841	475.19857788	2.26654053	3.48089409	6.15642357	0.56540848	0.47929120	0.68452168	0.70018411	-0.06961925	0.31690899	-0.38652823	0.29873863	0.34534422	0.86504599	0.19444444	0.65208696		ok
wl-tile-v1-06674	wl-neg-neg-es-pba-30427	neg-es-pba-30427	0	hard_negative	train	ES	Modia das Chairas 08	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06674-neg-es-pba-30427-mdt5.tif	476.61337280	474.06936646	2.54400635	4.23098230	4.23883724	0.99814691	0.54078686	0.51938820	1.04119975	0.19347160	0.05614001	0.13733159	0.35878789	0.37740979	0.95065869	0.38888889	0.62848915		ok
wl-tile-v1-06675	wl-neg-neg-es-pba-30428	neg-es-pba-30428	0	hard_negative	train	ES	Modia das Chairas 09	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06675-neg-es-pba-30428-mdt5.tif	481.08575439	477.33432007	3.75143433	4.14181137	4.44140577	0.93254514	0.52539700	0.54992610	0.95539564	0.36721158	0.09802496	0.26918662	0.31654909	0.36349341	0.87085235	0.27777778	0.55802674		ok
wl-tile-v1-06676	wl-neg-neg-es-pba-30429	neg-es-pba-30429	0	hard_negative	train	ES	Modia das Chairas 10	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06676-neg-es-pba-30429-mdt5.tif	483.43313599	478.67166138	4.76147461	5.07387924	5.20801020	0.97424526	0.62495548	0.57354963	1.08962755	0.57194877	0.09528288	0.47666589	0.36542264	0.37854487	0.96533507	0.38888889	0.57440224		ok
wl-tile-v1-06677	wl-neg-neg-es-pba-30430	neg-es-pba-30430	0	hard_negative	train	ES	Modia das Chairas 11	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06677-neg-es-pba-30430-mdt5.tif	483.66571045	478.26974487	5.39596558	7.36097813	5.27352476	1.39583646	0.77010512	0.56114757	1.37237540	0.53091598	0.15902224	0.37189373	0.50893724	0.42697868	1.19195001	0.52777778	0.63980044		ok
wl-tile-v1-06678	wl-neg-neg-es-pba-30431	neg-es-pba-30431	0	hard_negative	train	ES	Modia das Chairas 12	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06678-neg-es-pba-30431-mdt5.tif	467.29504395	470.70843506	-3.41339111	6.75537252	4.87355042	1.38612961	0.84915549	0.63843459	1.33005871	-0.43365687	0.16980353	-0.60346040	0.46335366	0.38957623	1.18937869	0.61111111	0.69486084		ok
wl-tile-v1-06492	wl-neg-neg-es-pba-43255	neg-es-pba-43255	0	hard_negative	train	ES	Modia de Bouza 1/Veiga da Garea	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06492-neg-es-pba-43255-mdt5.tif	489.56539917	485.58642578	3.97897339	2.97680759	2.33344626	1.27571294	0.42363331	0.35860816	1.18132647	0.44080234	-0.03322536	0.47402770	0.40742072	0.41671348	0.97769990	0.52777778	0.75131392		ok
wl-tile-v1-06493	wl-neg-neg-es-pba-43256	neg-es-pba-43256	0	hard_negative	train	ES	Modia de Bouza 4/Veiga da Garea	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06493-neg-es-pba-43256-mdt5.tif	494.50436401	493.97369385	0.53067017	2.10404992	3.23218203	0.65096888	0.29719466	0.38401270	0.77391883	0.04000251	-0.00129171	0.04129423	0.47833431	0.53644884	0.89166809	0.02777778	0.81054448		ok
wl-tile-v1-06494	wl-neg-neg-es-pba-43257	neg-es-pba-43257	0	hard_negative	train	ES	Modia de Bouza 5/Veiga da Garea	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06494-neg-es-pba-43257-mdt5.tif	492.23690796	490.79067993	1.44622803	1.94446599	2.84352493	0.68382238	0.31621104	0.42273045	0.74802051	0.07882579	0.04628589	0.03253990	0.34772986	0.42307657	0.82190763	0.11111111	0.74917601		ok
wl-tile-v1-06679	wl-neg-neg-es-pba-30432	neg-es-pba-30432	0	hard_negative	train	ES	Modia de Capeirón 1	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06679-neg-es-pba-30432-mdt5.tif	549.61334229	545.11242676	4.50091553	2.52277660	3.76373005	0.67028628	0.35045102	0.43994996	0.79657019	0.23490134	0.31163040	-0.07672906	0.16612667	0.20052174	0.82847212	0.13888889	0.72689062		ok
wl-tile-v1-06681	wl-neg-neg-es-pba-30463	neg-es-pba-30463	0	hard_negative	train	ES	Modia de Capeirón 2	Xermade	Cazás (San Xulián)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06681-neg-es-pba-30463-mdt5.tif	549.65991211	544.30413818	5.35577393	2.79270267	4.02254725	0.69426224	0.35258272	0.52865189	0.66694687	0.30802652	0.15645507	0.15157145	0.17048874	0.23570518	0.72331352	0.11111111	0.65888246		ok
wl-tile-v1-06495	wl-neg-neg-es-pba-43258	neg-es-pba-43258	0	hard_negative	train	ES	Modia de Castiñeiras 1	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06495-neg-es-pba-43258-mdt5.tif	520.19329834	515.77532959	4.41796875	2.64454579	3.03569913	0.87114885	0.33620530	0.36667785	0.91689559	0.51830548	-0.00230004	0.52060552	0.48065600	0.51437038	0.93445504	0.16666667	0.69151829		ok
wl-tile-v1-06496	wl-neg-neg-es-pba-43259	neg-es-pba-43259	0	hard_negative	train	ES	Modia de Castiñeiras 2	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06496-neg-es-pba-43259-mdt5.tif	520.78344727	516.43255615	4.35089111	2.84723878	3.08896327	0.92174575	0.32698202	0.39463365	0.82857106	0.49857312	0.00597015	0.49260298	0.47298384	0.53268898	0.88791745	0.13888889	0.72551507		ok
wl-tile-v1-06497	wl-neg-neg-es-pba-43260	neg-es-pba-43260	0	hard_negative	train	ES	Modia de Castiñeiras 3	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06497-neg-es-pba-43260-mdt5.tif	508.71511841	513.78906250	-5.07394409	5.81034327	6.56539774	0.88499486	0.93917739	1.12000167	0.83854999	-0.15501603	0.08405820	-0.23907423	0.36499819	0.32335657	1.12877927	0.22222222	0.48899854		ok
wl-tile-v1-06498	wl-neg-neg-es-pba-43261	neg-es-pba-43261	0	hard_negative	train	ES	Modia de Castiñeiras 4	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06498-neg-es-pba-43261-mdt5.tif	518.34301758	517.35589600	0.98712158	3.40045333	3.87758708	0.87695086	0.45139959	0.45214239	0.99835717	0.04463648	0.17275539	-0.12811891	0.37868246	0.47379085	0.79926082	0.30555556	0.63102551		ok
wl-tile-v1-06499	wl-neg-neg-es-pba-43262	neg-es-pba-43262	0	hard_negative	train	ES	Modia de Cepos Mouros	Vilalba	Vilapedre (San Mamede)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06499-neg-es-pba-43262-mdt5.tif	475.06539917	473.84719849	1.21820068	2.58112550	2.29502058	1.12466333	0.41905257	0.39229241	1.06821483	0.12352327	-0.04671217	0.17023544	0.38641009	0.33149281	1.16566657	0.36111111	0.66511063		ok
wl-tile-v1-06682	wl-neg-neg-es-pba-30464	neg-es-pba-30464	0	hard_negative	train	ES	Modia de Tras do Empalme 1	Xermade	Cabreiros (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06682-neg-es-pba-30464-mdt5.tif	445.57122803	446.17224121	-0.60101318	1.95936704	2.01246619	0.97361488	0.34964016	0.35573968	0.98285397	-0.09058394	-0.02520043	-0.06538351	0.35106090	0.40247577	0.87225349	0.38888889	0.66284007		ok
wl-tile-v1-06683	wl-neg-neg-es-pba-30465	neg-es-pba-30465	0	hard_negative	train	ES	Modia de Tras do Empalme 2	Xermade	Cabreiros (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/train/negative/wl-tile-v1-06683-neg-es-pba-30465-mdt5.tif	444.86917114	444.00119019	0.86798096	1.11350572	1.30932510	0.85044251	0.28410515	0.29817250	0.95282143	0.14929067	-0.00958567	0.15887633	0.30557317	0.32253125	0.94742188	0.33333333	0.66180219		ok
