tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	best_variant	hilltop_score	edge_ring_score	promontory_score	archetype_max_score	hilltop_rank	edge_ring_rank	promontory_rank	archetype_max_rank
wl-tile-v1-02563	wl-neg-neg-es-pba-10014	neg-es-pba-10014	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-7	Ferrol	Brión (Santa María)		megalithic_mound	edge_ring	0.72315438	0.77788737	0.64759942	0.77788737	46	37	50	73
wl-tile-v1-02564	wl-neg-neg-es-pba-10015	neg-es-pba-10015	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-8	Ferrol	Brión (Santa María)		megalithic_mound	hilltop	0.26066673	-0.24112357	-0.12514566	0.26066673	81	123	126	123
wl-tile-v1-02565	wl-neg-neg-es-pba-10039	neg-es-pba-10039	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-9	Ferrol	Brión (Santa María)		megalithic_mound	promontory	0.16245945	-0.16151959	0.19403967	0.19403967	91	114	91	128
wl-tile-v1-02566	wl-neg-neg-es-pba-10040	neg-es-pba-10040	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión II-1	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.40258724	-0.83330616	-0.36741090	-0.36741090	153	185	152	179
wl-tile-v1-02567	wl-neg-neg-es-pba-10041	neg-es-pba-10041	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión II-2	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-1.11917903	-0.98949745	-0.81892094	-0.81892094	204	190	194	204
wl-tile-v1-02568	wl-neg-neg-es-pba-10042	neg-es-pba-10042	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-1	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.74108777	-1.01755460	-0.72589955	-0.72589955	187	196	190	200
wl-tile-v1-02569	wl-neg-neg-es-pba-10043	neg-es-pba-10043	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-2	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.76019274	-0.76268039	-0.42672358	-0.42672358	189	179	160	184
wl-tile-v1-02570	wl-neg-neg-es-pba-10044	neg-es-pba-10044	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-3	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	0.48924594	-0.13523391	0.07792375	0.48924594	64	110	98	99
wl-tile-v1-02571	wl-neg-neg-es-pba-10045	neg-es-pba-10045	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-4	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.96810895	-1.11830590	-0.43223966	-0.43223966	198	197	162	185
wl-tile-v1-02572	wl-neg-neg-es-pba-10046	neg-es-pba-10046	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-5	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	0.25330810	0.33079008	0.31213946	0.33079008	82	71	79	114
wl-tile-v1-02573	wl-neg-neg-es-pba-10069	neg-es-pba-10069	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-6	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.43887272	-0.28321478	0.13538680	0.13538680	158	134	95	131
wl-tile-v1-02574	wl-neg-neg-es-pba-10070	neg-es-pba-10070	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-7	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.98851270	-0.60406511	-0.07369807	-0.07369807	199	164	115	153
wl-tile-v1-02575	wl-neg-neg-es-pba-10071	neg-es-pba-10071	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión III-8	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	1.28961250	0.15924737	0.18357764	1.28961250	28	84	92	45
wl-tile-v1-02576	wl-neg-neg-es-pba-10072	neg-es-pba-10072	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-1	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	-0.22995366	-0.25932594	-0.48139553	-0.22995366	131	126	167	170
wl-tile-v1-02577	wl-neg-neg-es-pba-10073	neg-es-pba-10073	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-10	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	-0.47920075	-0.75332765	-0.59016502	-0.47920075	162	176	182	188
wl-tile-v1-02578	wl-neg-neg-es-pba-10074	neg-es-pba-10074	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-11	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	-0.06641214	-0.61675029	-0.53221758	-0.06641214	112	165	174	151
wl-tile-v1-02579	wl-neg-neg-es-pba-10075	neg-es-pba-10075	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-12	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	-0.51169213	-0.01124446	-0.15331254	-0.01124446	164	102	133	145
wl-tile-v1-02580	wl-neg-neg-es-pba-10076	neg-es-pba-10076	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-2	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	-0.10547922	0.43052473	0.22121426	0.43052473	115	59	88	104
wl-tile-v1-02581	wl-neg-neg-es-pba-10098	neg-es-pba-10098	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-3	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.23015358	-0.54903371	-0.12776961	-0.12776961	132	159	127	162
wl-tile-v1-02582	wl-neg-neg-es-pba-10099	neg-es-pba-10099	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-4	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.77096326	-0.48860042	-0.31469061	-0.31469061	190	149	145	176
wl-tile-v1-02583	wl-neg-neg-es-pba-10100	neg-es-pba-10100	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-5	Ferrol	Doniños (San Román)		megalithic_mound	edge_ring	-0.34486842	0.25634531	0.20978980	0.25634531	148	79	90	124
wl-tile-v1-02584	wl-neg-neg-es-pba-10101	neg-es-pba-10101	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-6	Ferrol	Doniños (San Román)		megalithic_mound	promontory	0.28533988	0.11302974	0.63811391	0.63811391	80	90	51	85
wl-tile-v1-02585	wl-neg-neg-es-pba-10102	neg-es-pba-10102	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-7	Ferrol	Brión (Santa María)		megalithic_mound	hilltop	0.70673979	-0.00749265	0.65289185	0.70673979	49	101	49	79
wl-tile-v1-02586	wl-neg-neg-es-pba-10103	neg-es-pba-10103	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-8	Ferrol	Doniños (San Román)		megalithic_mound	promontory	-0.38076614	-0.80831650	-0.05186256	-0.05186256	152	183	110	148
wl-tile-v1-02587	wl-neg-neg-es-pba-10104	neg-es-pba-10104	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión IV-9	Ferrol	Doniños (San Román)		megalithic_mound	hilltop	0.02310876	-0.22820586	-0.13723350	0.02310876	99	120	131	142
wl-tile-v1-02588	wl-neg-neg-es-pba-10105	neg-es-pba-10105	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión V-1	Ferrol	Brión (Santa María)		megalithic_mound	promontory	0.07591912	0.36214842	0.49811704	0.49811704	96	66	61	98
wl-tile-v1-02589	wl-neg-neg-es-pba-10130	neg-es-pba-10130	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión V-2	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.16753955	-0.17198684	-0.08837940	-0.08837940	127	115	120	156
wl-tile-v1-02590	wl-neg-neg-es-pba-10131	neg-es-pba-10131	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión VI-1	Ferrol	Brión (Santa María)		megalithic_mound	hilltop	1.00785553	0.14864975	0.24565820	1.00785553	40	85	83	56
wl-tile-v1-02591	wl-neg-neg-es-pba-10132	neg-es-pba-10132	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión VI-2	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.53731379	-0.28261283	-0.08687330	-0.08687330	166	133	119	155
wl-tile-v1-02592	wl-neg-neg-es-pba-10133	neg-es-pba-10133	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión VI-3	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.66296904	-0.21819978	0.04748999	0.04748999	181	119	100	139
wl-tile-v1-02593	wl-neg-neg-es-pba-10134	neg-es-pba-10134	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión VI-4	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.41402791	-0.49708110	-0.16366250	-0.16366250	155	153	135	165
wl-tile-v1-02594	wl-neg-neg-es-pba-10135	neg-es-pba-10135	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión VI-5	Ferrol	Brión (Santa María)		megalithic_mound	hilltop	-0.15741557	-0.47105978	-0.28186213	-0.15741557	124	147	141	164
wl-tile-v1-02595	wl-neg-neg-es-pba-10136	neg-es-pba-10136	0	hard_negative	test_trasancos	ES	Mámoas de Brión	Ferrol	Brión (Santa María)		megalithic_mound	promontory	-0.69285534	-0.93921654	-0.41293458	-0.41293458	184	189	157	181
wl-tile-v1-02596	wl-neg-neg-es-pba-10137	neg-es-pba-10137	0	hard_negative	test_trasancos	ES	Mámoas do Monte Ventoso	Ferrol	Doniños (San Román)		megalithic_mound	promontory	0.16394563	0.59320057	1.25655466	1.25655466	90	47	25	47
wl-tile-v1-02597	wl-neg-neg-es-pba-9852	neg-es-pba-9852	0	hard_negative	test_trasancos	ES	Petróglifo de Chamorro	Ferrol	Serantes (San Salvador)		rock_art_surface	promontory	1.02974304	-0.18774637	1.42939651	1.42939651	39	117	19	40
wl-tile-v1-02547	wl-neg-neg-es-pba-8755	neg-es-pba-8755	0	hard_negative	test_trasancos	ES	Petróglifo do Monte Marraxón	Fene	Sillobre (Santa Mariña)		rock_art_surface	promontory	0.89951556	-0.69631348	1.55148747	1.55148747	45	169	15	33
wl-tile-v1-02598	wl-neg-neg-es-pba-9853	neg-es-pba-9853	0	hard_negative	test_trasancos	ES	Petróglifo do coto de San Xurxo	Ferrol	San Xurxo da Mariña (San Xurxo)		rock_art_surface	hilltop	0.52386730	-0.09374790	-0.16186766	0.52386730	62	107	134	97
wl-tile-v1-02709	wl-pos-pos-es-pba-20704	pos-es-pba-20704	1	positive	test_trasancos	ES	A Croa	San Sadurniño	Naraío (Santa María)	croa_top_ring_hint		promontory	-1.00039810	0.48761870	1.80525595	1.80525595	200	55	13	27
wl-tile-v1-02710	wl-pos-pos-es-pba-20705	pos-es-pba-20705	1	positive	test_trasancos	ES	A Croa do Castro	San Sadurniño	Santa Mariña do Monte (Santa Mariña)	croa_top_ring_hint		hilltop	1.72228977	1.32616984	0.44071396	1.72228977	12	19	64	28
wl-tile-v1-02711	wl-pos-pos-es-pba-20706	pos-es-pba-20706	1	positive	test_trasancos	ES	A Croa do Redo	San Sadurniño	Lamas (San Xiao)	croa_top_ring_hint		promontory	1.69211030	1.27294625	2.12716317	2.12716317	13	21	9	16
wl-tile-v1-02680	wl-pos-pos-es-pba-9072	pos-es-pba-9072	1	positive	test_trasancos	ES	A Croa/Castro da Croa de Fontá	Ferrol	Doniños (San Román)	croa_top_ring_hint		hilltop	1.54790871	0.39524481	1.10751570	1.54790871	20	63	28	34
wl-tile-v1-02691	wl-pos-pos-es-pba-14210	pos-es-pba-14210	1	positive	test_trasancos	ES	As Croas	Narón	Trasancos (San Mateo)	croa_top_ring_hint		hilltop	0.60557500	-0.06987863	-0.07803898	0.60557500	58	104	116	88
wl-tile-v1-02719	wl-pos-pos-es-pba-24673	pos-es-pba-24673	1	positive	test_trasancos	ES	Castro	Valdoviño	Vilarrube (San Martiño)	generic_castro_hint		hilltop	2.10925028	0.90139826	0.26542556	2.10925028	7	31	80	19
wl-tile-v1-02712	wl-pos-pos-es-pba-20782	pos-es-pba-20782	1	positive	test_trasancos	ES	Castro Das Croas	San Sadurniño	San Sadurniño (Santa María)	croa_top_ring_hint		hilltop	2.41781531	1.30866859	1.29871820	2.41781531	4	20	23	12
wl-tile-v1-02693	wl-pos-pos-es-pba-14552	pos-es-pba-14552	1	positive	test_trasancos	ES	Castro da Ermida	Narón	Pedroso (San Salvador)	generic_castro_hint		edge_ring	0.65718011	1.83841622	0.90124968	1.83841622	55	14	33	25
wl-tile-v1-02694	wl-pos-pos-es-pba-14554	pos-es-pba-14554	1	positive	test_trasancos	ES	Castro da Pereiruga	Narón	Pedroso (San Salvador)	generic_castro_hint		hilltop	2.29448598	0.92935404	1.47598204	2.29448598	5	29	17	13
wl-tile-v1-02720	wl-pos-pos-es-pba-24674	pos-es-pba-24674	1	positive	test_trasancos	ES	Castro da Punta do Vico	Valdoviño	Valdoviño (Santaia)	coastal_promontory_hint		edge_ring	-0.29983486	2.04048846	1.27640142	2.04048846	141	12	24	22
wl-tile-v1-02695	wl-pos-pos-es-pba-14555	pos-es-pba-14555	1	positive	test_trasancos	ES	Castro da Revolta	Narón	Sedes (Santo Estevo)	generic_castro_hint		edge_ring	1.66345047	1.95132609	0.39160254	1.95132609	16	13	69	24
wl-tile-v1-02671	wl-pos-pos-es-pba-8704	pos-es-pba-8704	1	positive	test_trasancos	ES	Castro das Pías/Castro de Cardoeiro	Fene	Perlío (Santo Estevo)	generic_castro_hint		edge_ring	1.67713741	2.91601941	1.32609263	2.91601941	14	8	22	9
wl-tile-v1-02703	wl-pos-pos-es-pba-14488	pos-es-pba-14488	1	positive	test_trasancos	ES	Castro de Ancos	Neda	Santa María de Neda (Santa María)	generic_castro_hint		hilltop	1.63842307	0.28597487	0.71162156	1.63842307	17	77	43	30
wl-tile-v1-02721	wl-pos-pos-es-pba-24675	pos-es-pba-24675	1	positive	test_trasancos	ES	Castro de Aviño	Valdoviño	Valdoviño (Santaia)	generic_castro_hint		hilltop	1.19733457	0.19927558	0.69189250	1.19733457	31	81	46	49
wl-tile-v1-02672	wl-pos-pos-es-pba-8705	pos-es-pba-8705	1	positive	test_trasancos	ES	Castro de Barallobre	Fene	Barallobre (Santiago)	generic_castro_hint		hilltop	0.16555389	-0.57815066	-0.13006785	0.16555389	89	162	128	130
wl-tile-v1-02681	wl-pos-pos-es-pba-9152	pos-es-pba-9152	1	positive	test_trasancos	ES	Castro de Canido	Ferrol	Ferrol	generic_castro_hint		edge_ring	-0.10611638	-0.00429346	-0.09756745	-0.00429346	116	100	122	144
wl-tile-v1-02722	wl-pos-pos-es-pba-24676	pos-es-pba-24676	1	positive	test_trasancos	ES	Castro de Carreira de Abaixo	Valdoviño	O Sequeiro (Santa María)	generic_castro_hint		edge_ring	0.46935709	1.00187544	0.23200613	1.00187544	67	25	85	59
wl-tile-v1-02723	wl-pos-pos-es-pba-24677	pos-es-pba-24677	1	positive	test_trasancos	ES	Castro de Casianes	Valdoviño	Pantín (Santiago)	generic_castro_hint		promontory	-0.80474497	-0.26875716	0.00020886	0.00020886	191	129	105	143
wl-tile-v1-02713	wl-pos-pos-es-pba-20783	pos-es-pba-20783	1	positive	test_trasancos	ES	Castro de Castrelo	San Sadurniño	Santa Mariña do Monte (Santa Mariña)	castrel_toponym_hint		hilltop	0.69244331	0.19428838	-0.25022398	0.69244331	50	83	138	80
wl-tile-v1-02724	wl-pos-pos-es-pba-24678	pos-es-pba-24678	1	positive	test_trasancos	ES	Castro de Coto Redondo	Valdoviño	Pantín (Santiago)	hilltop_hint		edge_ring	-0.25397231	0.36430931	0.09620238	0.36430931	134	65	97	109
wl-tile-v1-02725	wl-pos-pos-es-pba-24679	pos-es-pba-24679	1	positive	test_trasancos	ES	Castro de Crecente	Valdoviño	Loira (San Pedro)	generic_castro_hint		edge_ring	-0.00522151	0.32593312	-0.40077535	0.32593312	103	72	155	115
wl-tile-v1-02696	wl-pos-pos-es-pba-14556	pos-es-pba-14556	1	positive	test_trasancos	ES	Castro de Eiravedra	Narón	Sedes (Santo Estevo)	generic_castro_hint		promontory	-0.11455293	0.95644326	1.16350548	1.16350548	120	27	27	51
wl-tile-v1-02682	wl-pos-pos-es-pba-9153	pos-es-pba-9153	1	positive	test_trasancos	ES	Castro de Ferrol Vello	Ferrol	Ferrol	generic_castro_hint		edge_ring	0.00141070	1.00761441	0.31598589	1.00761441	102	23	78	57
wl-tile-v1-02726	wl-pos-pos-es-pba-24705	pos-es-pba-24705	1	positive	test_trasancos	ES	Castro de Lagoa	Valdoviño	Pantín (Santiago)	generic_castro_hint		edge_ring	0.36808491	1.25989261	1.01041490	1.25989261	75	22	30	46
wl-tile-v1-02683	wl-pos-pos-es-pba-9154	pos-es-pba-9154	1	positive	test_trasancos	ES	Castro de Leixa/A Croa de Leixa	Ferrol	Leixa (San Pedro)	croa_top_ring_hint		edge_ring	0.12277231	0.27280291	-0.35952309	0.27280291	92	78	149	121
wl-tile-v1-02684	wl-pos-pos-es-pba-9155	pos-es-pba-9155	1	positive	test_trasancos	ES	Castro de Lobariz	Ferrol	San Xurxo da Mariña (San Xurxo)	generic_castro_hint		edge_ring	4.25944727	9.24308017	4.97229073	9.24308017	1	1	2	1
wl-tile-v1-02727	wl-pos-pos-es-pba-24706	pos-es-pba-24706	1	positive	test_trasancos	ES	Castro de Lodeiro	Valdoviño	O Sequeiro (Santa María)	generic_castro_hint		edge_ring	0.32251896	0.41292262	-0.34264304	0.41292262	78	61	147	107
wl-tile-v1-02728	wl-pos-pos-es-pba-24707	pos-es-pba-24707	1	positive	test_trasancos	ES	Castro de Lousada	Valdoviño	Loira (San Pedro)	generic_castro_hint		promontory	1.96148762	0.07488589	2.12773109	2.12773109	10	95	8	15
wl-tile-v1-02673	wl-pos-pos-es-pba-8706	pos-es-pba-8706	1	positive	test_trasancos	ES	Castro de Magalofes	Fene	Magalofes (San Xurxo)	generic_castro_hint		hilltop	0.57647081	-0.27299237	-0.31931090	0.57647081	60	130	146	93
wl-tile-v1-02685	wl-pos-pos-es-pba-9183	pos-es-pba-9183	1	positive	test_trasancos	ES	Castro de Marmancón/Castro de Papoi	Ferrol	Marmancón (San Pedro)	coastal_promontory_hint		edge_ring	-0.37929590	0.80273165	0.57289787	0.80273165	151	34	56	71
wl-tile-v1-02674	wl-pos-pos-es-pba-8707	pos-es-pba-8707	1	positive	test_trasancos	ES	Castro de Orra	Fene	Sillobre (Santa Mariña)	generic_castro_hint		promontory	0.38044549	1.70675447	1.83354252	1.83354252	73	15	12	26
wl-tile-v1-02697	wl-pos-pos-es-pba-14589	pos-es-pba-14589	1	positive	test_trasancos	ES	Castro de Petouzal/Castro da Croa	Narón	Narón	croa_top_ring_hint		hilltop	-0.11012018	-0.48547633	-0.63277633	-0.11012018	117	148	186	159
wl-tile-v1-02729	wl-pos-pos-es-pba-24708	pos-es-pba-24708	1	positive	test_trasancos	ES	Castro de Poulo	Valdoviño	Valdoviño (Santaia)	generic_castro_hint		edge_ring	0.00839916	0.91575215	-0.03232474	0.91575215	100	30	107	63
wl-tile-v1-02675	wl-pos-pos-es-pba-8708	pos-es-pba-8708	1	positive	test_trasancos	ES	Castro de Prismos	Fene	Maniños (San Salvador)	generic_castro_hint		hilltop	1.59139414	-0.10946503	0.51212574	1.59139414	19	108	59	32
wl-tile-v1-02730	wl-pos-pos-es-pba-24709	pos-es-pba-24709	1	positive	test_trasancos	ES	Castro de Punta Frouxeira	Valdoviño	Valdoviño (Santaia)	coastal_promontory_hint		edge_ring	1.39400808	4.33694275	1.48613549	4.33694275	25	3	16	4
wl-tile-v1-02731	wl-pos-pos-es-pba-24710	pos-es-pba-24710	1	positive	test_trasancos	ES	Castro de Punta Taraza	Valdoviño	Meirás (San Vicente)	coastal_promontory_hint		promontory	3.66423072	3.87748764	8.99824103	8.99824103	2	5	1	2
wl-tile-v1-02706	wl-pos-pos-es-pba-20260	pos-es-pba-20260	1	positive	test_trasancos	ES	Castro de Riboira	San Sadurniño	Lamas (San Xiao)	generic_castro_hint		hilltop	1.22491834	-0.74648744	-0.55372854	1.22491834	30	174	175	48
wl-tile-v1-02707	wl-pos-pos-es-pba-20261	pos-es-pba-20261	1	positive	test_trasancos	ES	Castro de Rupiallo	San Sadurniño	San Sadurniño (Santa María)	generic_castro_hint		hilltop	0.95482821	0.11165837	-0.13170217	0.95482821	42	91	130	62
wl-tile-v1-02686	wl-pos-pos-es-pba-9184	pos-es-pba-9184	1	positive	test_trasancos	ES	Castro de Santa Cecilia	Ferrol	Santa Cecilia de Trasancos (Santa Cecilia)	generic_castro_hint		edge_ring	-0.23855172	0.68818321	-0.50962609	0.68818321	133	44	172	81
wl-tile-v1-02687	wl-pos-pos-es-pba-9185	pos-es-pba-9185	1	positive	test_trasancos	ES	Castro de Santa Mariña/Os Castros Altos	Ferrol	Ferrol	coastal_promontory_hint		edge_ring	-0.16262069	0.10718268	-0.55525071	0.10718268	125	92	176	135
wl-tile-v1-02698	wl-pos-pos-es-pba-14590	pos-es-pba-14590	1	positive	test_trasancos	ES	Castro de Santo Estevo	Narón	Sedes (Santo Estevo)	generic_castro_hint		promontory	-0.41156340	-0.36789081	0.07525812	0.07525812	154	140	99	137
wl-tile-v1-02699	wl-pos-pos-es-pba-14591	pos-es-pba-14591	1	positive	test_trasancos	ES	Castro de Sedes/Castro de Eiravedra	Narón	Sedes (Santo Estevo)	generic_castro_hint		hilltop	1.42129593	-0.59920516	0.02454490	1.42129593	24	163	104	42
wl-tile-v1-02700	wl-pos-pos-es-pba-14592	pos-es-pba-14592	1	positive	test_trasancos	ES	Castro de Sequeiro/Castro de Narón	Narón	San Xiao de Narón (San Xiao)	generic_castro_hint		edge_ring	-0.59490645	-0.49700155	-0.86970293	-0.49700155	173	152	198	189
wl-tile-v1-02688	wl-pos-pos-es-pba-9186	pos-es-pba-9186	1	positive	test_trasancos	ES	Castro de Tralocastro	Ferrol	Esmelle (San Xoán)	generic_castro_hint		hilltop	2.02958331	-0.37615658	-0.10111816	2.02958331	8	141	123	23
wl-tile-v1-02701	wl-pos-pos-es-pba-14593	pos-es-pba-14593	1	positive	test_trasancos	ES	Castro de Trasancos	Narón	Trasancos (San Mateo)	generic_castro_hint		edge_ring	0.68731508	0.76175128	0.41841813	0.76175128	52	38	66	74
wl-tile-v1-02702	wl-pos-pos-es-pba-14594	pos-es-pba-14594	1	positive	test_trasancos	ES	Castro de Vicás	Narón	San Xiao de Narón (San Xiao)	generic_castro_hint		hilltop	0.60230446	0.11762014	0.15005932	0.60230446	59	89	94	89
wl-tile-v1-02732	wl-pos-pos-es-pba-24711	pos-es-pba-24711	1	positive	test_trasancos	ES	Castro de Vidueiros	Valdoviño	Vilaboa (San Vicente)	generic_castro_hint		hilltop	1.60802534	0.29507129	0.22725861	1.60802534	18	75	86	31
wl-tile-v1-02704	wl-pos-pos-es-pba-14518	pos-es-pba-14518	1	positive	test_trasancos	ES	Castro de Viladonelle	Neda	Viladonelle (Santo André)	generic_castro_hint		hilltop	3.21221237	0.71912680	2.30973650	3.21221237	3	42	7	8
wl-tile-v1-02733	wl-pos-pos-es-pba-24712	pos-es-pba-24712	1	positive	test_trasancos	ES	Castro de Vilarrube/Os Castros de Ferreirías	Valdoviño	Pantín (Santiago)	generic_castro_hint		edge_ring	0.47809394	3.32623125	2.57931734	3.32623125	65	7	5	7
wl-tile-v1-02689	wl-pos-pos-es-pba-9187	pos-es-pba-9187	1	positive	test_trasancos	ES	Castro de Vilasanche	Ferrol	Doniños (San Román)	generic_castro_hint		promontory	1.82061818	3.64477703	3.80826259	3.80826259	11	6	3	6
wl-tile-v1-02714	wl-pos-pos-es-pba-20784	pos-es-pba-20784	1	positive	test_trasancos	ES	Castro de croas de Ramil	San Sadurniño	Lamas (San Xiao)	croa_top_ring_hint		edge_ring	-0.14840440	0.13084756	-0.50309436	0.13084756	123	87	171	132
wl-tile-v1-02676	wl-pos-pos-es-pba-8709	pos-es-pba-8709	1	positive	test_trasancos	ES	Castro do Río Castro	Fene	Limodre (Santa Baia)	valley_or_river_edge_hint		edge_ring	-0.59135417	0.96920964	0.93001609	0.96920964	172	26	32	61
wl-tile-v1-02734	wl-pos-pos-es-pba-24738	pos-es-pba-24738	1	positive	test_trasancos	ES	Castro e Mina do Pereiro	Valdoviño	Valdoviño (Santaia)	generic_castro_hint		promontory	-0.62575167	-0.48946561	-0.07101249	-0.07101249	175	150	114	152
wl-tile-v1-02705	wl-pos-pos-es-pba-14519	pos-es-pba-14519	1	positive	test_trasancos	ES	Castros	Neda	Santa María de Neda (Santa María)	generic_castro_hint		edge_ring	1.28335760	4.05081774	1.61460236	4.05081774	29	4	14	5
wl-tile-v1-02708	wl-pos-pos-es-pba-20265	pos-es-pba-20265	1	positive	test_trasancos	ES	Coto da Croa	San Sadurniño	Bardaos (Santa María)	croa_top_ring_hint		hilltop	2.16755982	0.09230497	0.65306265	2.16755982	6	94	48	14
wl-tile-v1-02677	wl-pos-pos-es-pba-10165	pos-es-pba-10165	1	positive	test_trasancos	ES	Monte do Castro/Castro de Vilela	Ferrol	Mandiá (Santa Uxía)	hilltop_hint		promontory	-0.45796554	-0.33736709	0.99942984	0.99942984	160	138	31	60
wl-tile-v1-02678	wl-pos-pos-es-pba-10262	pos-es-pba-10262	1	positive	test_trasancos	ES	Necrópole de Santa Comba/Castro de Santa Comba	Ferrol	Covas (San Martiño)	generic_castro_hint		edge_ring	2.01357489	7.22300272	3.57799270	7.22300272	9	2	4	3
wl-tile-v1-02715	wl-pos-pos-es-pba-24334	pos-es-pba-24334	1	positive	test_trasancos	ES	O Castrillón	Valdoviño	Meirás (San Vicente)	castrel_toponym_hint		edge_ring	0.68734957	1.00474857	-0.13165464	1.00474857	51	24	129	58
wl-tile-v1-02692	wl-pos-pos-es-pba-14336	pos-es-pba-14336	1	positive	test_trasancos	ES	O Castro	Narón	Castro (Santa María)	generic_castro_hint		edge_ring	-0.44893813	-0.30125746	-0.46500844	-0.30125746	159	135	165	175
wl-tile-v1-02716	wl-pos-pos-es-pba-24335	pos-es-pba-24335	1	positive	test_trasancos	ES	O Castro	Valdoviño	Lago (Santiago)	generic_castro_hint		edge_ring	-0.19539925	0.22827336	-0.48661135	0.22827336	128	80	169	125
wl-tile-v1-02717	wl-pos-pos-es-pba-24337	pos-es-pba-24337	1	positive	test_trasancos	ES	Os Castros	Valdoviño	Pantín (Santiago)	generic_castro_hint		edge_ring	0.00516903	0.79764988	0.53099802	0.79764988	101	36	57	72
wl-tile-v1-02679	wl-pos-pos-es-pba-10266	pos-es-pba-10266	1	positive	test_trasancos	ES	Os Castros de Mandiá	Ferrol	Serantes (San Salvador)	generic_castro_hint		hilltop	0.90362829	-0.50244928	-0.43826020	0.90362829	44	154	163	65
wl-tile-v1-02690	wl-pos-pos-es-pba-9886	pos-es-pba-9886	1	positive	test_trasancos	ES	Porta do Castro/Arco do Cristo	Ferrol	Ferrol	generic_castro_hint		edge_ring	-0.66055520	-0.33679370	-0.76561253	-0.33679370	180	137	192	178
wl-tile-v1-02718	wl-pos-pos-es-pba-24370	pos-es-pba-24370	1	positive	test_trasancos	ES	Zona arqueolóxica da Igrexa e Castro de Santo Tomás de Taraza	Valdoviño	Meirás (San Vicente)	generic_castro_hint		edge_ring	-0.26531001	0.12912313	-0.84500010	0.12912313	135	88	197	133
wl-tile-v1-02531	wl-neg-neg-es-pba-14299	neg-es-pba-14299	0	hard_negative	test_o_val	ES	Mámoa do Val/Mámoa de Santa Margarida	Narón	O Val (Santa María A Maior)		megalithic_mound	edge_ring	-0.35126181	0.58230685	-0.14772264	0.58230685	149	48	132	92
