tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	feature_radius_m	dem_path	status	error	dem_core_mean	dem_context_mean	dem_prominence_m	slope_annulus_mean	slope_context_mean	slope_ratio	lrm_abs_annulus_mean	lrm_abs_context_mean	lrm_abs_ratio	lrm_core_mean	lrm_context_mean	lrm_core_delta	hillshade_edge_annulus_mean	hillshade_edge_context_mean	hillshade_edge_ratio	ring_sector_coverage	ring_sector_balance
wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02649-neg-es-pba-14637-mdt5.tif	ok		330.02438354	314.89819336	15.12619019	6.60508490	8.66247749	0.76249374	0.70146024	0.64848578	1.08168947	0.99254996	0.38600054	0.60654941	0.32760784	0.33441377	0.97964819	0.36111111	0.67463338
wl-tile-v1-02548	wl-neg-neg-es-pba-9173	neg-es-pba-9173	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02548-neg-es-pba-9173-mdt5.tif	ok		329.19226074	301.70803833	27.48422241	12.28460884	22.01805687	0.55793338	2.27481437	2.67239761	0.85122601	0.76299447	1.15946925	-0.39647478	0.20692915	0.33684865	0.61430898	0.27777778	0.59928135
wl-tile-v1-02549	wl-neg-neg-es-pba-9201	neg-es-pba-9201	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02549-neg-es-pba-9201-mdt5.tif	ok		323.82638550	312.99441528	10.83197021	7.96620607	9.70662117	0.82069815	0.89204204	0.72258019	1.23452324	0.58180982	0.35568702	0.22612280	0.34946752	0.35189718	0.99309553	0.44444444	0.64701703
wl-tile-v1-02550	wl-neg-neg-es-pba-9202	neg-es-pba-9202	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02550-neg-es-pba-9202-mdt5.tif	ok		328.21377563	294.08041382	34.13336182	16.45889091	21.29789734	0.77279417	2.11056781	2.73382306	0.77202063	1.99042547	0.33096913	1.65945634	0.23378940	0.32984573	0.70878408	0.27777778	0.54254446
wl-tile-v1-02551	wl-neg-neg-es-pba-9203	neg-es-pba-9203	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02551-neg-es-pba-9203-mdt5.tif	ok		326.54519653	302.93719482	23.60800171	9.80216885	20.07429695	0.48829450	2.05269575	2.34174228	0.87656775	0.69662046	0.84909576	-0.15247530	0.19393556	0.32031175	0.60545876	0.33333333	0.60485380
wl-tile-v1-02552	wl-neg-neg-es-pba-9204	neg-es-pba-9204	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02552-neg-es-pba-9204-mdt5.tif	ok		325.82064819	303.28051758	22.54013062	9.27745628	18.94143677	0.48979686	1.66462386	2.36971378	0.70245777	0.95655209	1.10556483	-0.14901274	0.18076301	0.30180696	0.59893585	0.19444444	0.54881133
wl-tile-v1-02553	wl-neg-neg-es-pba-9205	neg-es-pba-9205	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón I-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02553-neg-es-pba-9205-mdt5.tif	ok		322.88378906	302.25057983	20.63320923	9.16246605	17.29752731	0.52969802	1.12125254	2.11101341	0.53114420	1.05095434	0.89795166	0.15300268	0.15203547	0.28395209	0.53542651	0.11111111	0.60456121
wl-tile-v1-02554	wl-neg-neg-es-pba-9206	neg-es-pba-9206	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón II-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02554-neg-es-pba-9206-mdt5.tif	ok		332.09613037	298.61325073	33.48287964	13.88855171	22.77342224	0.60985791	2.50013304	2.57719612	0.97009809	1.39725792	0.84473109	0.55252683	0.19866231	0.30840743	0.64415541	0.33333333	0.58391087
wl-tile-v1-02555	wl-neg-neg-es-pba-9207	neg-es-pba-9207	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02555-neg-es-pba-9207-mdt5.tif	ok		330.22525024	297.43338013	32.79187012	15.21300220	20.49688721	0.74221037	2.48312974	2.79365683	0.88884566	1.33330786	-0.13066803	1.46397589	0.20432535	0.27979583	0.73026589	0.33333333	0.53985772
wl-tile-v1-02556	wl-neg-neg-es-pba-9208	neg-es-pba-9208	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02556-neg-es-pba-9208-mdt5.tif	ok		329.24389648	299.86386108	29.38003540	13.81473064	19.78934288	0.69808941	1.99770904	2.65746045	0.75173613	1.13381600	0.31613106	0.81768495	0.19685952	0.25916314	0.75959692	0.27777778	0.54923179
wl-tile-v1-02536	wl-neg-neg-es-pba-8678	neg-es-pba-8678	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02536-neg-es-pba-8678-mdt5.tif	ok		329.07461548	301.41491699	27.65969849	12.66795444	20.52521706	0.61718979	1.78403866	2.45331979	0.72719369	1.30413830	0.68500763	0.61913067	0.16990754	0.25877166	0.65659254	0.25000000	0.58641776
wl-tile-v1-02537	wl-neg-neg-es-pba-8679	neg-es-pba-8679	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02537-neg-es-pba-8679-mdt5.tif	ok		330.74319458	298.50585938	32.23733521	14.49554825	21.44323540	0.67599632	2.46417022	2.72438979	0.90448519	1.17322075	-0.02820061	1.20142136	0.19966891	0.29137912	0.68525470	0.30555556	0.54762396
wl-tile-v1-02538	wl-neg-neg-es-pba-8680	neg-es-pba-8680	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02538-neg-es-pba-8680-mdt5.tif	ok		322.31707764	304.10153198	18.21554565	13.05779552	13.58134556	0.96145080	1.48436356	1.92193508	0.77232762	1.08747256	0.87015337	0.21731919	0.27665058	0.28185964	0.98151896	0.27777778	0.62899367
wl-tile-v1-02539	wl-neg-neg-es-pba-8681	neg-es-pba-8681	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón III-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02539-neg-es-pba-8681-mdt5.tif	ok		322.32424927	303.62646484	18.69778442	13.13994217	13.59419060	0.96658511	1.41219187	1.86995912	0.75519933	1.19419479	0.85563523	0.33855957	0.26087058	0.27084240	0.96318218	0.22222222	0.66822007
wl-tile-v1-02540	wl-neg-neg-es-pba-8682	neg-es-pba-8682	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-1	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02540-neg-es-pba-8682-mdt5.tif	ok		348.28695679	320.39819336	27.88876343	11.88635159	12.29999638	0.96637033	0.96791011	0.88309950	1.09603744	2.45351100	0.44940329	2.00410771	0.20570044	0.20356384	1.01049598	0.38888889	0.71283718
wl-tile-v1-02541	wl-neg-neg-es-pba-8683	neg-es-pba-8683	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-2	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02541-neg-es-pba-8683-mdt5.tif	ok		335.52798462	323.40054321	12.12744141	9.22620487	11.46216393	0.80492697	0.88221097	0.95056051	0.92809554	0.98784953	0.69717509	0.29067445	0.32476729	0.28722343	1.13071309	0.19444444	0.68542825
wl-tile-v1-02542	wl-neg-neg-es-pba-8684	neg-es-pba-8684	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-3	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02542-neg-es-pba-8684-mdt5.tif	ok		336.71447754	323.00820923	13.70626831	9.67384338	12.16659546	0.79511507	0.83863676	1.04843402	0.79989464	1.05431783	0.63431561	0.42000222	0.30208743	0.31483755	0.95950255	0.22222222	0.70460490
wl-tile-v1-02543	wl-neg-neg-es-pba-8685	neg-es-pba-8685	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-4	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02543-neg-es-pba-8685-mdt5.tif	ok		331.66571045	321.25704956	10.40866089	7.30524588	10.10107231	0.72321489	0.66742903	0.77916437	0.85659593	0.44610679	0.66084749	-0.21474069	0.29203182	0.33556840	0.87026021	0.13888889	0.72457800
wl-tile-v1-02544	wl-neg-neg-es-pba-8713	neg-es-pba-8713	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-5	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02544-neg-es-pba-8713-mdt5.tif	ok		332.87518311	318.66519165	14.20999146	7.62197113	10.60409069	0.71877649	0.85555160	0.60719204	1.40902967	0.73051620	0.31869400	0.41182220	0.32062358	0.33903390	0.94569769	0.63888889	0.69251948
wl-tile-v1-02545	wl-neg-neg-es-pba-8714	neg-es-pba-8714	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón IV-6	Fene	Sillobre (Santa Mariña)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02545-neg-es-pba-8714-mdt5.tif	ok		328.80487061	299.44689941	29.35797119	13.63476658	21.61034966	0.63093688	1.96126711	2.70353365	0.72544579	1.28978741	1.01765454	0.27213287	0.18769479	0.34501219	0.54402364	0.19444444	0.54162621
wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02658-neg-es-pba-24330-mdt5.tif	ok		294.66857910	295.33596802	-0.66738892	5.78646469	5.88991737	0.98243563	0.63786232	0.96688747	0.65970689	0.12921922	0.52460647	-0.39538725	0.33855540	0.37527904	0.90214310	0.05555556	0.64704913
wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02659-neg-es-pba-24331-mdt5.tif	ok		282.25106812	272.17547607	10.07559204	8.44696808	7.69904470	1.09714496	1.07278109	1.10815942	0.96807469	0.99028498	-0.30927217	1.29955715	0.26611137	0.24823968	1.07199370	0.36111111	0.64060236
wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02660-neg-es-pba-24332-mdt5.tif	ok		307.10903931	288.67224121	18.43679810	10.74399376	9.82516289	1.09351813	1.17668712	1.00274527	1.17346564	1.66414249	0.25566992	1.40847257	0.36025766	0.34746140	1.03682784	0.44444444	0.61942600
wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02632-neg-es-pba-14255-mdt5.tif	ok		297.91677856	291.85269165	6.06408691	5.58509398	7.87373495	0.70933223	0.88063973	0.91210610	0.96550142	0.34147936	0.11328140	0.22819796	0.28831872	0.28387624	1.01564937	0.33333333	0.60519296
wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02633-neg-es-pba-14256-mdt5.tif	ok		300.48205566	298.23443604	2.24761963	5.07144642	7.27734280	0.69688162	0.65994960	0.91085875	0.72453561	0.08948652	-0.20106693	0.29055344	0.32976517	0.31294155	1.05375962	0.16666667	0.60562388
wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02634-neg-es-pba-14257-mdt5.tif	ok		301.43472290	298.76260376	2.67211914	5.52626705	6.71679592	0.82275346	0.56366557	0.90694255	0.62150086	0.35015681	-0.12222353	0.47238035	0.33851823	0.32385319	1.04528298	0.05555556	0.72527109
wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02635-neg-es-pba-14258-mdt5.tif	ok		306.49639893	309.62823486	-3.13183594	5.38323021	5.15331841	1.04461432	0.52760190	0.71278387	0.74019898	-0.38908866	0.26776454	-0.65685320	0.26633286	0.30245745	0.88056308	0.11111111	0.67173995
wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02636-neg-es-pba-14259-mdt5.tif	ok		326.99713135	318.15023804	8.84689331	5.76547146	4.66331196	1.23634694	0.57107836	0.50352633	1.13415789	0.84294474	-0.19409466	1.03703940	0.39681318	0.35216418	1.12678463	0.33333333	0.65365871
wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02637-neg-es-pba-14260-mdt5.tif	ok		323.73889160	323.49942017	0.23947144	4.57724714	4.85157585	0.94345575	0.72498256	0.64041847	1.13204505	0.32968971	-0.06122259	0.39091231	0.43622118	0.45363149	0.96162015	0.36111111	0.63438958
wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02638-neg-es-pba-14261-mdt5.tif	ok		319.27978516	314.83596802	4.44381714	5.65865517	4.44562292	1.27285990	0.85608864	0.46672624	1.83424149	0.23714496	0.02252533	0.21461963	0.37401840	0.35969937	1.03980833	0.63888889	0.63979274
wl-tile-v1-02639	wl-neg-neg-es-pba-14262	neg-es-pba-14262	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 08	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02639-neg-es-pba-14262-mdt5.tif	ok		318.06887817	311.77758789	6.29129028	4.24315882	4.55293322	0.93196158	0.46934456	0.50226992	0.93444687	0.67939657	0.10862417	0.57077240	0.32872057	0.37536389	0.87573840	0.27777778	0.64148303
wl-tile-v1-02640	wl-neg-neg-es-pba-14291	neg-es-pba-14291	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 09	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02640-neg-es-pba-14291-mdt5.tif	ok		317.05740356	312.59066772	4.46673584	3.76059103	3.90902781	0.96202719	0.56083584	0.43090531	1.30152918	0.13024031	0.01802607	0.11221423	0.37595814	0.39539105	0.95085144	0.41666667	0.57866037
wl-tile-v1-02641	wl-neg-neg-es-pba-14292	neg-es-pba-14292	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 10	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02641-neg-es-pba-14292-mdt5.tif	ok		316.46054077	312.37118530	4.08935547	3.28948855	3.86120892	0.85193229	0.48343295	0.50410718	0.95898843	0.32062259	0.10741615	0.21320644	0.39105505	0.36927903	1.05896902	0.30555556	0.63871199
wl-tile-v1-02642	wl-neg-neg-es-pba-14293	neg-es-pba-14293	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 11	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02642-neg-es-pba-14293-mdt5.tif	ok		316.15063477	314.28286743	1.86776733	2.33448553	3.55491328	0.65669268	0.38193962	0.59910917	0.63751256	0.07094877	0.17204392	-0.10109515	0.41158262	0.36492848	1.12784460	0.13888889	0.65978049
wl-tile-v1-02643	wl-neg-neg-es-pba-14294	neg-es-pba-14294	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 12	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02643-neg-es-pba-14294-mdt5.tif	ok		316.79052734	312.17019653	4.62033081	2.80721593	4.29986477	0.65286145	0.44383618	0.62375522	0.71155506	0.33298180	0.13663128	0.19635051	0.38744703	0.34779361	1.11401423	0.13888889	0.67056863
wl-tile-v1-02644	wl-neg-neg-es-pba-14295	neg-es-pba-14295	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 13	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02644-neg-es-pba-14295-mdt5.tif	ok		299.13055420	294.78756714	4.34298706	4.95730305	7.51064825	0.66003664	0.73345643	1.01955378	0.71938965	0.33378831	0.08675327	0.24703503	0.27451223	0.28643247	0.95838376	0.25000000	0.65256136
wl-tile-v1-02645	wl-neg-neg-es-pba-14296	neg-es-pba-14296	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 14	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02645-neg-es-pba-14296-mdt5.tif	ok		305.59396362	308.48123169	-2.88726807	5.52056170	5.80336094	0.95126975	0.53720975	0.77293175	0.69502870	-0.40872559	0.23583873	-0.64456432	0.24666096	0.27844870	0.88583988	0.08333333	0.62110028
wl-tile-v1-02646	wl-neg-neg-es-pba-14297	neg-es-pba-14297	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 15	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02646-neg-es-pba-14297-mdt5.tif	ok		307.70443726	309.99853516	-2.29409790	5.36513853	5.28451681	1.01525621	0.52043736	0.75654775	0.68791079	-0.36307836	0.24364761	-0.60672596	0.26669666	0.27326646	0.97595825	0.08333333	0.70831941
wl-tile-v1-02647	wl-neg-neg-es-pba-14298	neg-es-pba-14298	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 16	Narón	Sedes (Santo Estevo)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02647-neg-es-pba-14298-mdt5.tif	ok		299.97274780	295.56427002	4.40847778	5.23001575	6.90892172	0.75699450	0.68089348	1.00034821	0.68065647	0.39813650	-0.19103196	0.58916846	0.34234977	0.30336499	1.12850783	0.16666667	0.64817576
wl-tile-v1-02625	wl-neg-neg-es-pba-9982	neg-es-pba-9982	0	hard_negative	test_trasancos	ES	Mámoa do Pico de Ouro	Ferrol	Mandiá (Santa Uxía)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02625-neg-es-pba-9982-mdt5.tif	ok		192.73457336	197.63833618	-4.90376282	11.65785980	10.02941704	1.16236664	2.55816174	2.35382748	1.08680936	-1.49294198	-0.87994778	-0.61299419	0.33904156	0.29477644	1.15016506	0.50000000	0.61180094
wl-tile-v1-02546	wl-neg-neg-es-pba-8715	neg-es-pba-8715	0	hard_negative	test_trasancos	ES	Mámoa do Rego da Moa	Fene	Barallobre (Santiago)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02546-neg-es-pba-8715-mdt5.tif	ok		179.29124451	173.99470520	5.29653931	5.49417114	4.80747366	1.14283957	1.47942567	0.94656062	1.56294867	0.34440103	0.04138932	0.30301172	0.24653801	0.17734723	1.39014303	0.63888889	0.61366728
wl-tile-v1-02626	wl-neg-neg-es-pba-9983	neg-es-pba-9983	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-1	Ferrol	Doniños (San Román)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02626-neg-es-pba-9983-mdt5.tif	ok		251.28263855	240.33293152	10.94970703	7.83986330	7.03673744	1.11413327	1.02802408	0.63828641	1.61059997	0.61895955	0.05798648	0.56097307	0.39007285	0.38620758	1.01000828	0.61111111	0.60501184
wl-tile-v1-02557	wl-neg-neg-es-pba-10008	neg-es-pba-10008	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-10	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02557-neg-es-pba-10008-mdt5.tif	ok		228.07890320	216.65817261	11.42073059	10.94662285	9.41822910	1.16228037	0.97663528	0.83659559	1.16739233	0.94243544	-0.21066613	1.15310158	0.44555315	0.43611634	1.02163830	0.44444444	0.60736323
wl-tile-v1-02558	wl-neg-neg-es-pba-10009	neg-es-pba-10009	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-2	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02558-neg-es-pba-10009-mdt5.tif	ok		249.78192139	242.08767700	7.69424438	7.48757744	7.57107830	0.98897107	0.98902631	0.76974654	1.28487269	0.48705661	0.38895535	0.09810126	0.36834696	0.34241554	1.07573084	0.36111111	0.54830781
wl-tile-v1-02559	wl-neg-neg-es-pba-10010	neg-es-pba-10010	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-3	Ferrol	Doniños (San Román)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02559-neg-es-pba-10010-mdt5.tif	ok		247.93687439	243.35485840	4.58201599	6.93534565	7.69312668	0.90149895	0.92666596	0.83982569	1.10340273	0.00034824	0.57665020	-0.57630196	0.37087509	0.34455487	1.07638905	0.33333333	0.55219658
wl-tile-v1-02560	wl-neg-neg-es-pba-10011	neg-es-pba-10011	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-4	Ferrol	Doniños (San Román)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02560-neg-es-pba-10011-mdt5.tif	ok		248.29841614	241.91795349	6.38046265	6.63341665	8.03561306	0.82550225	0.75740296	0.94858801	0.79845301	0.27275294	0.57173014	-0.29897720	0.37361261	0.36557737	1.02197960	0.13888889	0.63330380
wl-tile-v1-02561	wl-neg-neg-es-pba-10012	neg-es-pba-10012	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-5	Ferrol	Doniños (San Román)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02561-neg-es-pba-10012-mdt5.tif	ok		249.26829529	239.97126770	9.29702759	6.55387449	8.73729038	0.75010377	0.84829682	0.82847703	1.02392317	0.53581762	0.35143092	0.18438670	0.36264923	0.36555815	0.99204254	0.41666667	0.62468688
wl-tile-v1-02562	wl-neg-neg-es-pba-10013	neg-es-pba-10013	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-6	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02562-neg-es-pba-10013-mdt5.tif	ok		248.16069031	232.87263489	15.28805542	8.98570728	8.79046726	1.02221043	0.90101963	0.82429868	1.09307422	0.99617720	0.05820132	0.93797588	0.37480986	0.36184946	1.03581712	0.44444444	0.66282306
wl-tile-v1-02563	wl-neg-neg-es-pba-10014	neg-es-pba-10014	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-7	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02563-neg-es-pba-10014-mdt5.tif	ok		246.05308533	231.49081421	14.56227112	8.62016392	8.51437664	1.01242455	0.97813332	0.83874172	1.16619133	1.07489836	0.10586532	0.96903304	0.38574746	0.35824656	1.07676528	0.50000000	0.65865160
wl-tile-v1-02564	wl-neg-neg-es-pba-10015	neg-es-pba-10015	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-8	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02564-neg-es-pba-10015-mdt5.tif	ok		239.76040649	228.99407959	10.76632690	9.46226025	8.14635086	1.16153360	0.79864073	1.03388929	0.77246252	0.68973911	0.10384557	0.58589354	0.34395689	0.37530828	0.91646497	0.16666667	0.58792977
wl-tile-v1-02565	wl-neg-neg-es-pba-10039	neg-es-pba-10039	0	hard_negative	test_trasancos	ES	Mámoa dos Montes de Brión I-9	Ferrol	Brión (Santa María)		megalithic_mound	120.0	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02565-neg-es-pba-10039-mdt5.tif	ok		235.49354553	225.74496460	9.74858093	9.50352573	9.00157261	1.05576283	0.85897720	0.97719193	0.87902609	0.66930497	0.08639951	0.58290546	0.40241846	0.44302273	0.90834722	0.22222222	0.62119105
