osm_id	osm_type	label_class	site_class	name	confidence	evidence	archaeological_site	civilization	fortification_type	wikidata	centroid_lon	centroid_lat	area_m2	perimeter_m	equivalent_radius_m	circularity	vertices	matched_catalogue_id	matched_catalogue_name	matched_distance_m
472080628	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.11939243	43.16974266	1054.1	122.0	18.3	0.8894	7	wl-neg-neg-es-pba-26612	Mámoa de Sexelle 2	7
472080629	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.12017606	43.16914377	824.1	108.1	16.2	0.8858	7	wl-neg-neg-es-pba-26613	Mámoa de Sexelle 3	21
473084125	way	0	mound	Túmulo 1 de Mazarelas II	high	archaeological_site=tumulus	tumulus				-8.09757599	43.17346319	652.7	95.7	14.4	0.8964	7	wl-neg-neg-es-pba-26578	Mámoa de Mazarelas II-3	16
473429803	way	0	mound	Túmulo 4 de Montes de Gato	high	archaeological_site=tumulus	tumulus				-8.10576990	43.19339794	1241.8	125.5	19.9	0.9908	20	wl-neg-neg-es-pba-26646	Mámoa do Monte do Gato 04	19
473429804	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.10898052	43.19768489	604.1	87.5	13.9	0.9908	20			
473440850	way	0	mound	Túmulo 3 de Montes do Gato	high	archaeological_site=tumulus	tumulus				-8.10693677	43.19415275	639.5	90.1	14.3	0.9908	20	wl-neg-neg-es-pba-26645	Mámoa do Monte do Gato 03	8
474627401	way	1	castro	Castro de Dine	medium	site=fortification,civ=none	fortification				-6.92925532	41.91053459	634.5	95.1	14.2	0.8817	14			
478511940	way	0	mound	Túmulo 15 de Montes do Gato	high	archaeological_site=tumulus	tumulus				-8.10022465	43.18570895	566.2	84.7	13.4	0.9908	20	wl-neg-neg-es-pba-26682	Mámoa do Monte do Gato 15	30
479960979	way	0	mound	Mámoa 2 de Vallo	high	archaeological_site=tumulus	tumulus				-8.08633037	43.18656029	2332.6	172.0	27.2	0.9909	20	wl-neg-neg-es-pba-1603	Mámoa de Vallo 2	7
479960980	way	0	mound	Mámoa 1 de Vallo	high	archaeological_site=tumulus	tumulus				-8.08665305	43.18579330	1097.0	117.9	18.7	0.9909	20	wl-neg-neg-es-pba-1602	Mámoa de Vallo 1	21
479960989	way	0	mound	Mámoa 5 de Vallo	high	archaeological_site=tumulus	tumulus				-8.08761455	43.18519559	1647.2	144.5	22.9	0.9908	20	wl-neg-neg-es-pba-1633	Mámoa de Vallo 5	13
479960990	way	0	mound	Mámoa 3 de Vallo	high	archaeological_site=tumulus	tumulus				-8.08439810	43.18663963	1416.2	134.0	21.2	0.9908	20	wl-neg-neg-es-pba-1604	Mámoa de Vallo 3	11
479961262	way	0	mound	Túmulo 4 de Vallo	high	archaeological_site=tumulus	tumulus				-8.08120592	43.18773233	6692.0	291.2	46.2	0.9914	21	wl-neg-neg-es-pba-1605	Mámoa de Vallo 4	0
480497204	way	0	mound	Túmulo 5 Montes do Gato	high	archaeological_site=tumulus	tumulus				-8.10425903	43.19072630	470.4	77.2	12.2	0.9909	20	wl-neg-neg-es-pba-26647	Mámoa do Monte do Gato 05	11
480745664	way	0	mound	Mámoa 8 de Portomoeiro	high	archaeological_site=tumulus	tumulus				-8.09121263	43.18379496	1267.7	126.8	20.1	0.9908	20	wl-neg-neg-es-pba-2113	Mámoa de Portomoeiro 8	18
480745666	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.09280036	43.18205340	400.8	71.3	11.3	0.9908	20	wl-neg-neg-es-pba-2110	Mámoa de Portomoeiro 5	18
480745667	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.09237291	43.18231098	224.1	53.3	8.4	0.9908	20	wl-neg-neg-es-pba-2082	Mámoa de Portomoeiro 2	5
480745668	way	0	mound		high	archaeological_site=tumulus	tumulus				-8.09137837	43.18266913	355.0	67.1	10.6	0.9908	20	wl-neg-neg-es-pba-2109	Mámoa de Portomoeiro 4	15
481110414	way	0	mound	Mámoa da Serra do Galiñeiro I-2	high	archaeological_site=tumulus	tumulus				-7.94733019	43.28520431	261.1	61.2	9.1	0.8755	9	wl-neg-neg-es-pba-980	Mámoa da Serra do Galiñeiro I-02	3
481333493	way	0	mound	Mámoa da Serra do Galiñeiro II-3	high	archaeological_site=tumulus	tumulus				-7.94247383	43.27965828	251.0	58.4	8.9	0.9254	9	wl-neg-neg-es-pba-986	Mámoa da Serra do Galiñeiro II-03	2
481333494	way	0	mound	Mámoa da Serra do Galiñeiro II-1	high	archaeological_site=tumulus	tumulus				-7.94258045	43.28019601	272.4	60.0	9.3	0.9519	11	wl-neg-neg-es-pba-984	Mámoa da Serra do Galiñeiro II-01	2
481333495	way	0	mound	Mámoa da Serra do Galiñeiro II-5	high	archaeological_site=tumulus	tumulus				-7.94144841	43.27907188	164.9	47.3	7.2	0.9269	9	wl-neg-neg-es-pba-1909	Mámoa da Serra do Galiñeiro II-05	1
481333496	way	0	mound	Mámoa da Serra do Galiñeiro II-6	high	archaeological_site=tumulus	tumulus				-7.94134071	43.27878660	191.5	50.6	7.8	0.9409	10	wl-neg-neg-es-pba-1910	Mámoa da Serra do Galiñeiro II-06	1
481333497	way	0	mound	Mámoa da Serra do Galiñeiro II-2	high	archaeological_site=tumulus	tumulus				-7.94173558	43.27986847	673.0	94.3	14.6	0.9514	12	wl-neg-neg-es-pba-985	Mámoa da Serra do Galiñeiro II-02	9
481333498	way	0	mound	Mámoa da Serra do Galiñeiro I-4	high	archaeological_site=tumulus	tumulus				-7.94510272	43.28069431	266.3	59.7	9.2	0.9387	10	wl-neg-neg-es-pba-982	Mámoa da Serra do Galiñeiro I-04	2
481333509	way	0	mound	Medoña do Porco	high	archaeological_site=tumulus	tumulus				-7.94495522	43.28536297	394.3	72.3	11.2	0.9481	9	wl-neg-neg-es-pba-31931	Medoña do Porco	2
481333511	way	0	mound	Medoña do Galiñeiro 1	high	archaeological_site=tumulus	tumulus				-7.94101586	43.27930055	222.0	54.7	8.4	0.9327	10	wl-neg-neg-es-pba-31887	Medoña do Galiñeiro 1/Medo¤a de Caínzos	2
496990993	way	0	mound	Mámoas de Mama Cavada	high	archaeological_site=tumulus	tumulus				-8.19526495	42.43057537	2029.2	175.6	25.4	0.8265	6	wl-neg-neg-es-pba-47458	Mámoa de Mama Cavada 2	52
497028948	way	1	castro	Castro da Vila de Castro	medium	site=settlement,civ=celtic	settlement	celtic		Q61388164	-8.00753661	43.11902214	11497.8	396.2	60.5	0.9202	9	wl-pos-pos-es-pba-9413	Castro de Vila do Castro	49
497154240	way	1	castro	Castro de Meá	medium	site=fortification,civ=none	fortification			Q61385891	-8.24565340	43.46027966	5841.3	296.9	43.1	0.8325	13	wl-pos-pos-es-pba-13821	Castro de Mehá	50
506550912	way	0	mound	Mámoa 1 da necrópole de Monte Grande ou do Grupo Rechinol	high	archaeological_site=tumulus	tumulus	neolithic			-8.01796228	42.89763881	76.7	32.9	4.9	0.8899	12	wl-neg-neg-es-pba-12219	Mámoa de Monte Grande 1	18
509117903	way	0	mound	Mámoas de Moimentos	high	archaeological_site=tumulus	tumulus				-8.10811328	43.55933620	4622.0	262.9	38.4	0.8402	6	wl-neg-neg-es-pba-20408	Mámoa de Moimentos 1	21
510890414	way	0	mound	Mámoa do Calvario	high	archaeological_site=tumulus	tumulus				-8.21914190	43.52623531	572.2	90.3	13.5	0.8819	7	wl-neg-neg-es-pba-14226	Mámoa do Calvario	49
512160992	way	0	mound	Megálito M5 Outeiro de Cavaladre	high	archaeological_site=megalith	megalith	prehistoric			-7.91643348	41.92352453	710.5	98.5	15.0	0.9207	9	wl-neg-neg-es-pba-52127	Mámoa do Outeiro do Cavaladre 05	3
512160993	way	0	mound	Megálito M1 Outeiro de Cavaladre	high	archaeological_site=megalith	megalith	prehistoric			-7.91884895	41.92444480	293.9	63.9	9.7	0.9058	21	wl-neg-neg-es-pba-52097	Mámoa do Outeiro do Cavaladre 01	3
516408118	way	0	mound	Dolmen de Aiazo	high	archaeological_site=megalith	megalith	prehistoric			-8.29348283	43.01630121	479.3	78.0	12.4	0.9908	20	wl-neg-neg-es-pba-11918	Mámoa da Peneda de Guntín	4
518060640	way	1	castro	Castro das Barreiras	medium	site=fortification,civ=celtic	fortification	celtic		Q31280835	-9.04194780	43.09854817	9853.1	370.2	56.0	0.9034	20	wl-pos-pos-es-pba-25969	Castro das Barreiras	5
542771430	way	0	mound	Mámoa de Souto	high	archaeological_site=tumulus	tumulus				-8.15087274	43.23562278	12434.1	397.1	62.9	0.9908	20	wl-neg-neg-es-pba-5800	Mámoa de Souto	171
542837177	way	0	mound	Mámoa de Pena do Toxo	high	archaeological_site=tumulus	tumulus				-7.92603099	43.27431042	298.3	62.3	9.7	0.9669	11	wl-neg-neg-es-pba-2080	Mámoa de Pena do Toxo	2
542981187	way	1	castro	Castelo de Aranga	medium	site=settlement,civ=prehistoric	settlement	prehistoric		Q25509221	-8.00814086	43.22573337	9639.0	349.6	55.4	0.9908	20			
543066767	way	0	mound	Mámoa de Outeiro Queimado	high	archaeological_site=tumulus	tumulus	prehistoric			-7.96192027	43.19612550	478.2	80.3	12.3	0.9319	8	wl-neg-neg-es-pba-1700	Mámoa do Outeiro Queimado	2
544197800	way	0	mound	Medorra de Fanegas	high	archaeological_site=tumulus	tumulus			Q20544221	-8.04536992	43.08420434	3177.2	200.7	31.8	0.9908	20			
544197821	way	1	castro	Castro da Pena Grande	medium	site=settlement,civ=celtic	settlement	celtic			-7.99093100	43.08743662	30806.6	625.1	99.0	0.9909	20	wl-pos-pos-es-pba-23949	Castro de Penagrande/Castro de Grixalba	37
544635216	way	1	castro	Castro	medium	site=settlement,civ=prehistoric	settlement	prehistoric			-8.23332533	43.31622959	8396.8	326.3	51.7	0.9909	20	wl-pos-pos-es-pba-1271	Castro de Carrío	24
544635219	way	1	castro	Castro	medium	site=settlement,civ=prehistoric	settlement	prehistoric			-8.21951719	43.32356446	10129.6	358.4	56.8	0.9909	20	wl-pos-pos-es-pba-1272	Castro de Montecelo e Pazos	19
545086401	way	1	castro	Castro de Meirás	high	fortification_type=hill_fort	fortification	celtic	hill_fort		-8.29708938	43.36282699	52284.4	814.3	129.0	0.9909	22	wl-pos-pos-es-pba-20759	Castro de Mazón/Castro de Meirás	44
559912893	way	1	castro	Castro de Belote	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.87710254	43.18433543	10453.1	370.8	57.7	0.9554	19	wl-pos-pos-es-pba-30082	Castro de Belote/O Castro	5
559914512	way	1	castro	Castro de Aurela	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.91024589	43.14792133	6352.9	288.1	45.0	0.9616	12	wl-pos-pos-es-pba-30043	Castro da Cuíña/A Aurela	9
559915539	way	1	castro	Castro de Recimil	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.86620261	43.17432457	4750.6	248.6	38.9	0.9658	18	wl-pos-pos-es-pba-30042	Castro a Medoña de Becín	7
559916705	way	1	castro	Castro de Carelo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.85923413	43.26947773	7477.7	313.6	48.8	0.9554	14	wl-pos-pos-es-pba-30118	Castro do Carelo	23
559919583	way	1	castro	Castro de Margá	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.87353855	43.31795051	4632.1	249.7	38.4	0.9334	13	wl-pos-pos-es-pba-30084	Castro de Margá	4
559919585	way	1	castro	Castro das Penas	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.87699341	43.30368825	11093.6	380.5	59.4	0.9630	15	wl-pos-pos-es-pba-30080	Castro das Penas	25
559938149	way	1	castro	Castro de Facoi	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.69145319	42.99726974	11581.9	390.5	60.7	0.9546	14	wl-pos-pos-es-pba-33474	Cotón do Castro/Penas do Castro	4
560147053	way	1	castro	Castro de Coeses	high	civilization=castro_culture	settlement	castro_culture			-7.52516866	42.94069245	13947.8	426.0	66.6	0.9657	18	wl-pos-pos-es-pba-31433	Castro da Madalena	14
560151338	way	1	castro	A Modia das Arroas	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.86479787	43.23847577	7150.3	311.7	47.7	0.9251	12	wl-pos-pos-es-pba-30081	Castro das Reixas	4
560190796	way	1	castro	Castro de Xoibán	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.62550342	43.19489959	10541.6	376.3	57.9	0.9354	15	wl-pos-pos-es-pba-43460	Castro de Xoibán	13
560196851	way	1	castro	Castro de Francelos de Arriba	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.38337431	43.04177095	9960.1	374.9	56.3	0.8904	11	wl-pos-pos-es-pba-27906	Castro de Francelos de Arriba	10
560197874	way	1	castro	O Castro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.86401555	42.86052558	18598.3	514.7	76.9	0.8821	16	wl-pos-pos-es-pba-37743	Castro de Marzá	16
560203341	way	1	castro	Castro de Narla	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.78896530	43.06788645	10359.7	388.4	57.4	0.8632	13	wl-pos-pos-es-pba-31163	Castro de Narla	25
560204114	way	1	castro	Castro de Teixeiro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.61720374	43.22153301	17403.8	485.0	74.4	0.9298	13	wl-pos-pos-es-pba-29195	Castro de Teixeiro/Os Castros	8
560284981	way	1	castro	Castro de Vilar	medium	site=settlement,civ=celtic	settlement	celtic			-7.23843860	42.99097586	7078.2	306.2	47.5	0.9486	19	wl-pos-pos-es-pba-28722	Castro de Vilar	2
560286241	way	1	castro	Castro de Cabo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.43625565	42.53653550	10927.8	377.3	59.0	0.9644	13	wl-pos-pos-es-pba-33668	Castro de Cabo	51
560288131	way	1	castro	Castro de Maxide	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.34129728	43.10883424	8718.7	338.7	52.7	0.9551	14	wl-pos-pos-es-pba-27909	Castro de Maxide/As Croas	9
560288334	way	1	castro	O Castro Aberto	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.30080774	43.12486744	14892.1	470.8	68.8	0.8444	22	wl-pos-pos-es-pba-38977	Castro de Brea	8
560288949	way	1	castro	Castro de Duarría	medium	site=settlement,civ=celtic	settlement	celtic			-7.48479959	43.12829188	8298.2	329.7	51.4	0.9591	13	wl-pos-pos-es-pba-27848	Castro de Duarría	9
560290587	way	1	castro	Castro de Gontá	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.87650774	42.83285406	10628.6	375.5	58.2	0.9472	13	wl-pos-pos-es-pba-37741	Castro de Gontá	55
560341701	way	1	castro	A Aurela	medium	site=settlement,civ=celtic	settlement	celtic			-7.95902762	42.96165243	8385.1	341.7	51.7	0.9024	16	wl-pos-pos-es-pba-24983	Castro de San Xiao	11
560344687	way	1	castro	Castro da Ermida	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.37134569	42.88139229	8394.5	333.3	51.7	0.9498	14	wl-pos-pos-es-pba-31584	Castro da Ermida	23
560346795	way	1	castro	Castro de Vence	medium	site=settlement,civ=celtic	settlement	celtic			-7.93901304	42.65070900	12296.7	399.4	62.6	0.9685	17	wl-pos-pos-es-pba-70361	Castro de Casa Soa/Castro de Vence	14
560347375	way	1	castro	O Castro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.48419132	42.99777251	10737.7	378.7	58.5	0.9408	17	wl-pos-pos-es-pba-32818	O Castro	13
560352247	way	1	castro	Castro de Formigueiros	high	civilization=castro_culture	settlement	castro_culture		Q20547628	-7.35334347	42.70588463	10524.9	375.2	57.9	0.9397	12	wl-pos-pos-es-pba-32335	Castro de Formigueiros	24
560352809	way	1	castro	Castro de Loureiro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.31540576	42.74598987	10644.8	372.5	58.2	0.9638	18	wl-pos-pos-es-pba-40045	Castro de Roxofrei/Castro de Loureiro	20
560353340	way	1	castro	Castro de Castrelo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.55954364	42.79696971	7079.6	308.6	47.5	0.9342	14	wl-pos-pos-es-pba-37201	Castro de Castrelo/Agro do Castro/A Modorra	11
560355439	way	1	castro	Castro de Vigo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.38216629	42.90112444	5796.5	276.4	43.0	0.9538	14	wl-pos-pos-es-pba-31655	Castro de Vigo/Monte do Castro	5
560355798	way	1	castro	Castro de Reboredo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.40948719	42.88759444	8184.6	327.6	51.0	0.9584	15			
560356746	way	1	castro	O Castro de Castrorramil	medium	site=settlement,civ=celtic	settlement	celtic			-7.85880092	43.35751949	4687.3	245.5	38.6	0.9774	20	wl-pos-pos-es-pba-30510	O Castro/O Castro Ramil	6
560393366	way	1	castro	Castro de Arriba	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.44508457	43.08765260	18811.8	513.9	77.4	0.8950	19	wl-pos-pos-es-pba-27819	Castro de Arriba	11
560394804	way	1	castro	Castro de Sa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.34181131	43.25218237	10390.2	366.2	57.5	0.9735	16	wl-pos-pos-es-pba-36835	Castro de Saa	37
560395865	way	1	castro	Castro de Seixalbo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.74751519	43.00677922	11500.0	387.5	60.5	0.9624	19	wl-pos-pos-es-pba-31046	A Rodela/O Castro/Medorras do Castro	5
560526215	way	1	castro	Castro de Guítara	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.68232405	42.49917233	25941.1	587.9	90.9	0.9433	16	wl-pos-pos-es-pba-37381	Castro de Guítara	12
560527708	way	1	castro	Csatro de Vilalle	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.30140307	43.02496197	5451.0	277.3	41.7	0.8911	18	wl-pos-pos-es-pba-27944	Castro de Vilalle	11
560529540	way	1	castro	Castro da Croa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.27437424	42.96766296	12618.7	428.2	63.4	0.8650	16	wl-pos-pos-es-pba-27871	Castro da Croa/Croa da Casiña	32
560529860	way	1	castro	Castro do Penedo do Castro	high	fortification_type=hill_fort	fortification	celtic	hill_fort		-7.18607563	43.02030601	8701.9	356.7	52.6	0.8596	14	wl-pos-pos-es-pba-28380	Pena do Castro	8
560530163	way	1	castro	Castro da Coroa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q135525701	-7.15135709	42.86428575	6083.8	287.6	44.0	0.9244	14	wl-pos-pos-es-pba-28424	Castro de Oselle	4
560531299	way	1	castro	Castro de Abuíme	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.63380268	42.60369983	10310.8	375.7	57.3	0.9180	19	wl-pos-pos-es-pba-41965	Castro de Abuime	18
560532561	way	1	castro	Castro de Xesteda	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.31204388	42.88220236	8538.5	351.5	52.1	0.8685	14	wl-pos-pos-es-pba-44472	Castro de Xesteda	67
560533960	way	1	castro	Castro de Crescón	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.32300741	42.88188909	9174.0	353.2	54.0	0.9243	14	wl-pos-pos-es-pba-44434	Castro de Crescón	23
560535068	way	1	castro	A Croa de Soutomerille	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.39597537	43.02610154	5601.8	276.5	42.2	0.9206	12	wl-pos-pos-es-pba-27971	A Croa de Soutomerille	22
560535581	way	1	castro	O Castro de San Miguel	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.44733066	42.83198459	10549.6	383.3	57.9	0.9025	18	wl-pos-pos-es-pba-42077	Castro de Vilapedre	32
560535719	way	1	castro	O Castro de Seteventos	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.33713914	42.79435492	12823.3	412.6	63.9	0.9466	15	wl-pos-pos-es-pba-42072	Castro de Seteventos/Castro de Fonteaguín	31
560537018	way	1	castro	Castro de Arrubial	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.28477956	42.94782948	9830.4	386.8	55.9	0.8257	19	wl-pos-pos-es-pba-29781	O Castro Arrubial	9
560537724	way	1	castro	A Castronela	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.67103248	42.96934773	10400.3	375.1	57.5	0.9290	19	wl-pos-pos-es-pba-31500	A Castronela/O Castro	4
560538007	way	1	castro	A Croa de Masoucos	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.27939369	42.99676969	8898.0	350.8	53.2	0.9088	15	wl-pos-pos-es-pba-27908	Castro de Masoucos	11
612610322	way	1	castro	Citânia do Monte da Assunção	high	fortification_type=hill_fort	fortification	prehistoric;iberian;ancient_roman	hill_fort	Q98686631	-8.40809321	42.05765126	12337.1	442.1	62.7	0.7932	34			
619509670	way	1	castro	Castro de Agra do Castro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.67993055	43.09061594	13040.9	420.0	64.4	0.9289	11	wl-pos-pos-es-pba-36108	Castro de Aspai/O Castro	41
619518728	way	1	castro	Castro de Guntín	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.86626367	43.03251693	5487.7	271.2	41.8	0.9375	12	wl-pos-pos-es-pba-31127	Castro de Guntín	2
619772596	way	1	castro	Castro de Cabreiros	medium	site=settlement,civ=celtic	settlement	celtic			-7.77717154	43.39463570	14513.4	443.8	68.0	0.9258	17	wl-pos-pos-es-pba-30509	O Castro	23
619789555	way	1	castro	As Engrovias da Croa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.39588326	43.54421153	16710.1	486.9	72.9	0.8859	16	wl-pos-pos-es-pba-26868	Castro das Engrovias da Croa	13
619889351	way	1	castro	Castro da Croa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.32603015	42.95672363	4906.5	257.2	39.5	0.9320	10	wl-pos-pos-es-pba-27870	Castro da Croa ou de Folgosa	57
619891945	way	1	castro	Os Castros de Lence	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.44298275	42.90753177	12625.1	413.7	63.4	0.9268	11	wl-pos-pos-es-pba-28965	Os Castros de Lence/As Croas	32
619894036	way	1	castro	Castro da Groba	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.49254948	42.92037252	9384.4	362.3	54.7	0.8985	9	wl-pos-pos-es-pba-29948	Castro da Grova	19
619895871	way	1	castro	Castro da Pobra de Parga	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.83865020	43.15833691	15619.4	454.2	70.5	0.9516	13	wl-pos-pos-es-pba-30077	Castro da Pobra de Parga	41
619897346	way	1	castro	O Castro da Torre	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.91594322	43.30119969	4310.1	258.2	37.0	0.8126	13	wl-pos-pos-es-pba-30078	Castro da Torre	6
619901066	way	1	castro	Castro do Canedo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.64318857	42.97567416	6906.7	305.9	46.9	0.9278	13	wl-pos-pos-es-pba-31499	A Castronela/Castro Canedo	4
619901186	way	1	castro	Castro de Taboeiro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.72737898	42.95700328	7090.0	309.5	47.5	0.9303	13	wl-pos-pos-es-pba-31649	Castro de Taboeiro/Os Castros	21
619901192	way	1	castro	Castro de Valín	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.70936123	42.97524835	7506.5	314.6	48.9	0.9532	11	wl-pos-pos-es-pba-31651	Castro de Valín/A Castronela	6
619901223	way	1	castro	Chousa do Castro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q140179667	-7.69416226	42.98066881	5562.0	282.2	42.1	0.8774	15	wl-pos-pos-es-pba-31471	Chousa do Castro	2
619901377	way	1	castro	Castro de Matelo	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.63841611	43.00326922	13089.2	432.9	64.5	0.8776	15	wl-pos-pos-es-pba-31543	Castro de Matelo/A Castronela	7
619901398	way	1	castro	Castro da Caderna	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.65508973	43.01710800	7029.5	306.1	47.3	0.9429	13	wl-pos-pos-es-pba-31496	A Caderna/O Castro	3
619901475	way	1	castro	A Castronela	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.59647405	43.03568662	7745.2	328.1	49.7	0.9043	10	wl-pos-pos-es-pba-31497	A Castronela	7
619901494	way	1	castro	Os Castros de San Vicente de Pías	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.55790084	43.06102402	7400.6	317.8	48.5	0.9208	12	wl-pos-pos-es-pba-32820	Os Castros de San Vicente de Pías	11
619901810	way	1	castro	Castro A Cubela	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.53605962	43.04996623	7200.8	323.1	47.9	0.8669	9	wl-pos-pos-es-pba-31530	A Cubela/A Cubela/Agra do Castro	2
619901922	way	1	castro	Leiro do Castro	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.50674212	43.05830167	5261.7	268.5	40.9	0.9171	13	wl-pos-pos-es-pba-32459	Leiro do Castro	3
619902167	way	1	castro	Castro Sillar	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.48341719	43.01752356	7884.4	326.2	50.1	0.9311	14	wl-pos-pos-es-pba-31652	Castro Sillar	8
621302524	way	1	castro	Os Castros de Mourence	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q130241372	-7.69922978	43.31854921	8697.0	341.0	52.6	0.9396	12	wl-pos-pos-es-pba-43308	Os Castros de Mourence	14
621303423	way	1	castro	O Castro de Oleiros	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.63559106	43.24902938	9308.1	360.9	54.4	0.8982	11	wl-pos-pos-es-pba-43419	Castro de Oleiros	5
621304051	way	1	castro	Castro de Vixil	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q130210584	-7.70035947	43.27099036	7754.9	327.6	49.7	0.9079	12	wl-pos-pos-es-pba-43412	Castro de Cunca de Vixil	6
621306287	way	1	castro	Castro de Codesido	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q130214554	-7.76311401	43.32345098	9108.8	350.0	53.8	0.9343	12	wl-pos-pos-es-pba-43410	Castro de Codesido	17
621307309	way	1	castro	Castro de Lanzós	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q130236002	-7.66196708	43.34199249	7201.1	331.3	47.9	0.8243	10	wl-pos-pos-es-pba-43417	Castro de Lanzós	12
621307418	way	1	castro	Castro de San Simón da Costa	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort	Q130236025	-7.61643002	43.38700450	10340.2	396.1	57.4	0.8282	9	wl-pos-pos-es-pba-43459	Castro de Vilamaior	11
621309472	way	1	castro	O Castro de Eirexe	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.73205479	43.12154397	6098.1	289.5	44.1	0.9143	10	wl-pos-pos-es-pba-28317	Castro de Eirexe	29
621311398	way	1	castro	Castro da Medorra	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.57413589	42.97825755	5315.0	272.7	41.1	0.8984	12	wl-pos-pos-es-pba-32640	Medorra da Barrela/Castro da Medorra	20
621312129	way	1	castro	A Croa de Xivil	high	fortification_type=hill_fort	fortification	castro_culture	hill_fort		-7.33419040	43.04512884	11961.0	399.0	61.7	0.9444	15	wl-pos-pos-es-pba-27972	A Croa de Xivil	68
