dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	wms_source	name	municipality	parish	morphology_proxy	negative_type	proposed_radius_m	feature_radius_m	image_path	status	error	gray_mean	gray_std	gray_entropy	dark_fraction	bright_fraction	green_mean	excess_green_mean	green_std	edge_global_mean	edge_global_std	edge_inner_mean	edge_annulus_mean	edge_outer_mean	edge_annulus_to_outer_ratio	edge_annulus_to_inner_ratio	texture_inner_std	texture_annulus_std	texture_outer_std	texture_annulus_to_outer_ratio	luminance_inner_mean	luminance_annulus_mean	luminance_outer_mean	luminance_delta_inner_outer	green_delta_inner_outer	ring_sector_coverage	ring_sector_balance	radial_peak_inverse_rank	radial_peak_count
train	wl-tile-v1-05783	wl-neg-neg-es-pba-36366	neg-es-pba-36366	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Monte Meiroi 3	Navia de Suarna	Mosteiro (San Salvador)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05783-neg-es-pba-36366.png	ok		0.35494661	0.09113161	4.52368229	0.00000000	0.00000000	0.37001008	0.09446414	0.09202076	0.16929007	0.17230892	0.14778414	0.19997394	0.17679487	1.13110714	1.35314883	0.11141158	0.09982872	0.08244242	1.21089025	0.39190620	0.37197232	0.36802089	0.02388531	0.03988570	0.41666667	0.62170278	1.00000000	20.00000000
train	wl-tile-v1-05780	wl-neg-neg-es-pba-36363	neg-es-pba-36363	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Monte da Farrapa/Zarrapa 1	Navia de Suarna	Mosteiro (San Salvador)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05780-neg-es-pba-36363.png	ok		0.44436249	0.15980251	5.04025519	0.00000000	0.00000000	0.45550239	0.09413681	0.15758659	0.21551624	0.25061610	0.23303178	0.20838869	0.21748230	0.95818688	0.89425007	0.15339738	0.14709528	0.16114101	0.91283578	0.48254389	0.51466370	0.44005343	0.04249045	0.04218289	0.41666667	0.53622050	0.06250000	20.00000000
train	wl-tile-v1-05784	wl-neg-neg-es-pba-36367	neg-es-pba-36367	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Moural 1	Navia de Suarna	Queizán (Santiago)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05784-neg-es-pba-36367.png	ok		0.34010470	0.14546806	5.00578018	0.00000000	0.00000000	0.35165647	0.08423543	0.14379665	0.28976157	0.25255820	0.30036891	0.26144227	0.28308302	0.92355335	0.87040392	0.11748601	0.15419419	0.13768245	1.11992624	0.45136586	0.39200503	0.30277807	0.14858779	0.14394718	0.33333333	0.62764441	0.05000000	20.00000000
train	wl-tile-v1-05785	wl-neg-neg-es-pba-36392	neg-es-pba-36392	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Moural 2	Navia de Suarna	Queizán (Santiago)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05785-neg-es-pba-36392.png	ok		0.35326016	0.16106991	5.05025063	0.00000000	0.00000000	0.36237514	0.07130747	0.15833797	0.26251853	0.24446905	0.18101361	0.26096302	0.25255227	1.03330301	1.44167622	0.10969835	0.16516502	0.15955438	1.03516447	0.45450059	0.38632095	0.33434182	0.12015876	0.11135188	0.44444444	0.60976195	0.05882353	20.00000000
train	wl-tile-v1-05786	wl-neg-neg-es-pba-36393	neg-es-pba-36393	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Pico das Valiñas 1	Navia de Suarna	Mosteiro (San Salvador)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05786-neg-es-pba-36393.png	ok		0.41451859	0.16044448	5.07660827	0.00000000	0.00000000	0.42762730	0.10353350	0.15911838	0.26141775	0.26381019	0.24171852	0.23759873	0.27959320	0.84980154	0.98295628	0.12475967	0.14628698	0.16115129	0.90776176	0.53851300	0.45939192	0.39152303	0.14698997	0.14266172	0.36111111	0.61840085	0.07142857	20.00000000
train	wl-tile-v1-05787	wl-neg-neg-es-pba-36394	neg-es-pba-36394	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Pico das Valiñas 2	Navia de Suarna	Mosteiro (San Salvador)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05787-neg-es-pba-36394.png	ok		0.40978175	0.15932927	5.09453715	0.00000000	0.00000000	0.42292628	0.10276736	0.15776055	0.26960018	0.26399183	0.23696351	0.26475668	0.28619304	0.92509824	1.11728881	0.12422910	0.14631687	0.15961681	0.91667581	0.57038945	0.39480397	0.40731904	0.16307041	0.15654397	0.33333333	0.63100436	0.11111111	20.00000000
train	wl-tile-v1-05788	wl-neg-neg-es-pba-36395	neg-es-pba-36395	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Pico das Valiñas 3	Navia de Suarna	Mosteiro (San Salvador)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05788-neg-es-pba-36395.png	ok		0.40721554	0.15654150	5.10181662	0.00000000	0.00000000	0.42043155	0.10299405	0.15488243	0.27278760	0.26245341	0.19373800	0.25596640	0.28864127	0.88679762	1.32119872	0.13916303	0.13836339	0.15459001	0.89503449	0.56788206	0.36663294	0.41050109	0.15738097	0.14970368	0.44444444	0.63116127	0.05882353	20.00000000
train	wl-tile-v1-06077	wl-neg-neg-es-pba-38555	neg-es-pba-38555	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Real	Pol	Ferreiros (Santo André)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-06077-neg-es-pba-38555.png	ok		0.40473419	0.13784368	4.97925196	0.00000000	0.00000000	0.42511374	0.13286431	0.13628957	0.21977049	0.21993396	0.16062194	0.24744055	0.23265710	1.06354176	1.54051523	0.06601577	0.11496836	0.15278773	0.75247115	0.49286866	0.42451200	0.40723234	0.08563632	0.09809670	0.55555556	0.70737145	1.00000000	20.00000000
train	wl-tile-v1-05789	wl-neg-neg-es-pba-36396	neg-es-pba-36396	0	hard_negative	train	ES	ign_pnoa_rgb	Madorra do Redondal	Navia de Suarna	Queizán (Santiago)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05789-neg-es-pba-36396.png	ok		0.37363353	0.13447902	5.06484882	0.00000000	0.00000000	0.38296333	0.07090323	0.13155140	0.33417082	0.28109056	0.37390196	0.36441258	0.34427729	1.05848566	0.97462065	0.16659661	0.12830493	0.13112362	0.97850358	0.37794274	0.35735291	0.37069440	0.00724834	0.00693819	0.36111111	0.76625662	0.11111111	20.00000000
train	wl-tile-v1-05325	wl-neg-neg-es-pba-29386	neg-es-pba-29386	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro da Carballosa 1	Cospeito	Xermar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05325-neg-es-pba-29386.png	ok		0.46015343	0.11545701	4.87590120	0.00000000	0.00000000	0.47591987	0.10787877	0.11211610	0.22290730	0.21612842	0.20627570	0.19349335	0.19918498	0.97142539	0.93803269	0.07412706	0.09086800	0.12220642	0.74356156	0.44271234	0.47160035	0.47129935	-0.02858701	-0.02257523	0.52777778	0.63389158	0.20000000	20.00000000
train	wl-tile-v1-05326	wl-neg-neg-es-pba-29387	neg-es-pba-29387	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro da Carballosa 2	Cospeito	Xermar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05326-neg-es-pba-29387.png	ok		0.46080023	0.11508406	4.84933647	0.00000000	0.00000000	0.47674146	0.11008796	0.11191042	0.21561807	0.21506739	0.17325680	0.17430116	0.22716290	0.76729591	1.00602783	0.07309889	0.09250307	0.10120694	0.91399925	0.47138697	0.47369251	0.41860557	0.05278140	0.05432463	0.27777778	0.61718840	0.05882353	20.00000000
train	wl-tile-v1-05327	wl-neg-neg-es-pba-29388	neg-es-pba-29388	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro da Carballosa 3	Cospeito	Xermar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05327-neg-es-pba-29388.png	ok		0.47663933	0.11516622	4.83322150	0.00000000	0.00000000	0.49151167	0.10663127	0.11141691	0.20633373	0.20920826	0.16335683	0.20194249	0.21866854	0.92350959	1.23620478	0.05608024	0.09496126	0.11469144	0.82797163	0.42443219	0.45387396	0.46817315	-0.04374096	-0.04388294	0.44444444	0.65322450	0.06666667	20.00000000
train	wl-tile-v1-05328	wl-neg-neg-es-pba-29389	neg-es-pba-29389	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 1	Cospeito	Pino (San Martiño)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05328-neg-es-pba-29389.png	ok		0.40120709	0.15932378	4.99525382	0.00000000	0.00000000	0.41066134	0.05860833	0.15629710	0.29502290	0.25797480	0.33455721	0.25760749	0.28134921	0.91561476	0.76999534	0.12504295	0.15717998	0.14715643	1.06811492	0.32626238	0.41243911	0.38138470	-0.05512232	-0.05192530	0.33333333	0.71741732	0.06250000	20.00000000
train	wl-tile-v1-05236	wl-neg-neg-es-pba-28814	neg-es-pba-28814	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 2	Cospeito	Pino (San Martiño)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05236-neg-es-pba-28814.png	ok		0.38386282	0.15530683	4.89757713	0.00000000	0.00000000	0.39361787	0.05755932	0.15247254	0.28207609	0.24647248	0.32992405	0.26451555	0.28114864	0.94083879	0.80174680	0.16758473	0.13609150	0.14957431	0.90985879	0.35675243	0.35582048	0.38451731	-0.02776489	-0.02471694	0.25000000	0.72635618	0.05263158	20.00000000
train	wl-tile-v1-05237	wl-neg-neg-es-pba-28815	neg-es-pba-28815	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 3	Cospeito	Pino (San Martiño)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05237-neg-es-pba-28815.png	ok		0.36202964	0.13746850	4.83691140	0.00000000	0.00000000	0.37200576	0.05717114	0.13557307	0.31066009	0.25269476	0.26339936	0.33393919	0.32229152	1.03614017	1.26780563	0.05612795	0.12127497	0.12650572	0.95865209	0.31533065	0.34121969	0.34317943	-0.02784878	-0.02786201	0.30555556	0.77487004	0.08333333	20.00000000
train	wl-tile-v1-05238	wl-neg-neg-es-pba-28816	neg-es-pba-28816	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 4	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05238-neg-es-pba-28816.png	ok		0.35486794	0.12339701	4.74997968	0.00000000	0.00000000	0.36560169	0.06153269	0.12202980	0.32422492	0.25061083	0.33574536	0.32341453	0.31730711	1.01924766	0.96327327	0.07956450	0.11460897	0.12736624	0.89983789	0.31608242	0.34796628	0.36240366	-0.04632124	-0.04676673	0.27777778	0.80158530	0.10000000	20.00000000
train	wl-tile-v1-05239	wl-neg-neg-es-pba-28817	neg-es-pba-28817	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 5	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05239-neg-es-pba-28817.png	ok		0.49594027	0.16841371	4.99971661	0.00000000	0.00000000	0.50392550	0.06344093	0.16380115	0.23901075	0.25681034	0.31344932	0.24176341	0.23154595	1.04412713	0.77129984	0.11772332	0.16915111	0.17697078	0.95581379	0.41913888	0.51006913	0.50465864	-0.08551976	-0.08009350	0.58333333	0.65391032	0.07692308	20.00000000
train	wl-tile-v1-05240	wl-neg-neg-es-pba-28818	neg-es-pba-28818	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 7	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05240-neg-es-pba-28818.png	ok		0.40389529	0.15686150	5.01298090	0.00000000	0.00000000	0.41553885	0.07238722	0.15303579	0.34455627	0.29362109	0.32079932	0.36999807	0.33599970	1.10118572	1.15336300	0.12045791	0.14436485	0.15524702	0.92990417	0.32804158	0.38641050	0.41091973	-0.08287814	-0.07747599	0.52777778	0.78241361	0.50000000	20.00000000
train	wl-tile-v1-05241	wl-neg-neg-es-pba-28819	neg-es-pba-28819	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro de Pumares 8	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05241-neg-es-pba-28819.png	ok		0.46015221	0.16867577	4.94315360	0.00000000	0.00000000	0.46834919	0.05999200	0.16403519	0.26436725	0.25706387	0.43075132	0.28353426	0.25053066	1.13173477	0.65823189	0.17070791	0.16322376	0.16053988	1.01671783	0.40982351	0.45122707	0.44620118	-0.03637767	-0.03405961	0.58333333	0.70311509	0.16666667	20.00000000
train	wl-tile-v1-05242	wl-neg-neg-es-pba-28820	neg-es-pba-28820	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Monte 1	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05242-neg-es-pba-28820.png	ok		0.62923729	0.10579848	4.59089183	0.00000000	0.00000000	0.63535011	0.06761324	0.10063943	0.18278265	0.23925531	0.17903277	0.12356768	0.20863645	0.59226314	0.69019586	0.08927779	0.06525928	0.10905716	0.59839518	0.61966139	0.63279450	0.60993218	0.00972921	0.01240015	0.11111111	0.58127831	0.05000000	20.00000000
train	wl-tile-v1-05243	wl-neg-neg-es-pba-28821	neg-es-pba-28821	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Monte 2	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05243-neg-es-pba-28821.png	ok		0.63020557	0.10242290	4.51347039	0.00000000	0.00000000	0.63557762	0.06390814	0.09735037	0.17241116	0.22781521	0.18993145	0.17730692	0.16743295	1.05897269	0.93353111	0.07400517	0.08663763	0.08943261	0.96874763	0.66252697	0.61334616	0.61785704	0.04466993	0.04149860	0.58333333	0.64184684	1.00000000	20.00000000
train	wl-tile-v1-05244	wl-neg-neg-es-pba-28822	neg-es-pba-28822	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Monte 3	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05244-neg-es-pba-28822.png	ok		0.62494242	0.10861614	4.49973939	0.00000000	0.00000000	0.63015991	0.06234670	0.10368988	0.17125601	0.22799808	0.21320224	0.15509039	0.15400890	1.00702230	0.72743323	0.11042266	0.06748410	0.08440315	0.79954475	0.61601239	0.63111246	0.63892496	-0.02291256	-0.02164090	0.47222222	0.61540577	0.07142857	20.00000000
train	wl-tile-v1-05245	wl-neg-neg-es-pba-28823	neg-es-pba-28823	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Monte 4	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05245-neg-es-pba-28823.png	ok		0.57795024	0.16305463	4.76913753	0.00000000	0.00000000	0.58363420	0.05659967	0.15770288	0.21323389	0.27817750	0.08203047	0.21301299	0.21252172	1.00231165	2.59675459	0.04701568	0.18491347	0.15405977	1.20027100	0.67052561	0.54011583	0.59140897	0.07911664	0.07462150	0.50000000	0.62503206	0.09090909	20.00000000
train	wl-tile-v1-05246	wl-neg-neg-es-pba-28824	neg-es-pba-28824	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 1	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05246-neg-es-pba-28824.png	ok		0.48932907	0.17628396	5.06303794	0.00000000	0.00008138	0.49708906	0.05776314	0.17168304	0.30673057	0.32743970	0.41984648	0.30449644	0.31496882	0.96675104	0.72525662	0.18005474	0.18273729	0.17642845	1.03575862	0.43533096	0.50411099	0.47813866	-0.04280770	-0.04190090	0.50000000	0.66556412	0.11111111	20.00000000
train	wl-tile-v1-05247	wl-neg-neg-es-pba-28855	neg-es-pba-28855	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 2	Cospeito	Bestar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05247-neg-es-pba-28855.png	ok		0.47530344	0.16856058	5.13469407	0.00000000	0.00000000	0.48559871	0.07085918	0.16384493	0.32885018	0.33101168	0.23675723	0.34668419	0.31206185	1.11094705	1.46430241	0.15573530	0.16797209	0.16152699	1.03990104	0.59479427	0.41442487	0.46437430	0.13041997	0.12276310	0.52777778	0.70512847	0.14285714	20.00000000
train	wl-tile-v1-05248	wl-neg-neg-es-pba-28856	neg-es-pba-28856	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 3	Cospeito	Bestar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05248-neg-es-pba-28856.png	ok		0.57080865	0.14768046	4.70411714	0.00000000	0.00000000	0.57651711	0.05783207	0.14235044	0.22586077	0.27897093	0.24018575	0.22260207	0.20667930	1.07704095	0.92679131	0.13791850	0.13636148	0.14945956	0.91236374	0.59700829	0.58404124	0.57266390	0.02434438	0.02468437	0.52777778	0.60612398	0.25000000	20.00000000
train	wl-tile-v1-05249	wl-neg-neg-es-pba-28857	neg-es-pba-28857	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 4	Cospeito	Bestar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05249-neg-es-pba-28857.png	ok		0.57375479	0.14959593	4.66644047	0.00000000	0.00000000	0.57970119	0.05933798	0.14403707	0.21295065	0.26907921	0.15564676	0.18497309	0.20906106	0.88478024	1.18841597	0.12319061	0.12632355	0.13820809	0.91400981	0.58500296	0.60456020	0.58864319	-0.00364023	-0.00425971	0.50000000	0.64045164	0.07142857	20.00000000
train	wl-tile-v1-05250	wl-neg-neg-es-pba-28858	neg-es-pba-28858	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 5	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05250-neg-es-pba-28858.png	ok		0.50967538	0.17816761	5.08484572	0.00000000	0.00000000	0.51594996	0.05081976	0.17374614	0.29112044	0.31730920	0.28888118	0.31759799	0.29789388	1.06614471	1.09940697	0.16247186	0.17088543	0.18173602	0.94029476	0.55250311	0.48518136	0.50666690	0.04583621	0.04361904	0.52777778	0.66498727	0.33333333	20.00000000
train	wl-tile-v1-05251	wl-neg-neg-es-pba-28859	neg-es-pba-28859	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro do Montoucido 6	Cospeito	Bestar (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05251-neg-es-pba-28859.png	ok		0.44735840	0.15051174	5.07789639	0.00000000	0.00000000	0.46197340	0.09310917	0.14569430	0.30364680	0.30406350	0.27665436	0.23694217	0.30958959	0.76534282	0.85645558	0.12544647	0.12203582	0.15557051	0.78444056	0.49002185	0.42775241	0.44580650	0.04421535	0.04293403	0.30555556	0.64128281	0.05000000	20.00000000
train	wl-tile-v1-05252	wl-neg-neg-es-pba-28860	neg-es-pba-28860	0	hard_negative	train	ES	ign_pnoa_rgb	Madorro dos Casás	Cospeito	Arcillá (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05252-neg-es-pba-28860.png	ok		0.59278935	0.13810942	4.88313337	0.00000000	0.00000000	0.60233176	0.07649357	0.13124634	0.32673466	0.36123154	0.46134910	0.30442423	0.29945278	1.01660176	0.65985655	0.18289529	0.14240570	0.13135469	1.08413110	0.52587783	0.60445696	0.60063624	-0.07475841	-0.07495654	0.52777778	0.59633963	0.10000000	20.00000000
train	wl-tile-v1-05175	wl-neg-neg-es-pba-28126	neg-es-pba-28126	0	hard_negative	train	ES	ign_pnoa_rgb	Mamuiña da Pena do Casquete 1	Carballedo	Furco (San Gregorio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05175-neg-es-pba-28126.png	ok		0.44076997	0.12287544	4.79629324	0.00000000	0.00000000	0.45411029	0.10106561	0.12293365	0.21603721	0.24888392	0.24282789	0.24442312	0.22207524	1.10063203	1.00656938	0.08424291	0.10678894	0.13449407	0.79400485	0.44839656	0.43674955	0.43122187	0.01717469	0.02697772	0.55555556	0.63548005	0.33333333	20.00000000
train	wl-tile-v1-05176	wl-neg-neg-es-pba-28127	neg-es-pba-28127	0	hard_negative	train	ES	ign_pnoa_rgb	Mamuiña da Pena do Casquete 2	Carballedo	Furco (San Gregorio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05176-neg-es-pba-28127.png	ok		0.44933304	0.12312111	4.78634601	0.00000000	0.00000000	0.46211162	0.09767998	0.12210587	0.20467637	0.24418046	0.19730859	0.22368702	0.21676908	1.03191386	1.13369128	0.09423222	0.12274101	0.14017901	0.87560190	0.43815050	0.45418933	0.43761766	0.00053284	0.00974455	0.55555556	0.59384276	0.10000000	20.00000000
train	wl-tile-v1-05047	wl-neg-neg-es-pba-26744	neg-es-pba-26744	0	hard_negative	train	ES	ign_pnoa_rgb	Marco da Mámoa	Antas de Ulla	Santa Mariña do Castro de Amarante (Santa Mariña)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05047-neg-es-pba-26744.png	ok		0.46554226	0.12296241	4.70065066	0.00000000	0.00000000	0.47575629	0.09535857	0.11907719	0.22604796	0.24672647	0.26899841	0.16815445	0.22840732	0.73620428	0.62511316	0.12587155	0.11733027	0.12530510	0.93635668	0.53985709	0.45978305	0.45552844	0.08432865	0.08172616	0.19444444	0.61880895	0.05263158	20.00000000
train	wl-tile-v1-07919	wl-neg-neg-es-pba-61323	neg-es-pba-61323	0	hard_negative	train	ES	ign_pnoa_rgb	Marco de Portela	Bueu	Bueu (San Martiño)		rock_art_surface	35.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-07919-neg-es-pba-61323.png	ok		0.38531777	0.13762686	5.03753999	0.00000000	0.00002713	0.39612186	0.07118184	0.13595179	0.35078177	0.24677044	0.30438501	0.30367920	0.34812951	0.87231673	0.99768120	0.10953499	0.14268878	0.12872718	1.10845882	0.35072839	0.41864881	0.36469594	-0.01396754	-0.01320511	0.19444444	0.78158446	0.06250000	20.00000000
train	wl-tile-v1-06346	wl-neg-neg-es-pba-41473	neg-es-pba-41473	0	hard_negative	train	ES	ign_pnoa_rgb	Medorna da Canteira 1	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-06346-neg-es-pba-41473.png	ok		0.51089787	0.13086620	4.94933820	0.00000000	0.00000000	0.52327526	0.09810698	0.12443391	0.23398089	0.24563305	0.30171543	0.23717412	0.23098248	1.02680567	0.78608549	0.10155912	0.11962418	0.12448292	0.96096856	0.50993425	0.49344638	0.48829877	0.02163547	0.02068651	0.44444444	0.66110981	0.12500000	20.00000000
train	wl-tile-v1-06347	wl-neg-neg-es-pba-41474	neg-es-pba-41474	0	hard_negative	train	ES	ign_pnoa_rgb	Medorna da Canteira 2/Medorra dos Coios das Seixas 2	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-06347-neg-es-pba-41474.png	ok		0.51871020	0.16459885	5.02466345	0.00000000	0.00000000	0.52609223	0.06545565	0.15922360	0.22809240	0.27079901	0.23660956	0.26769871	0.21585691	1.24016741	1.13139427	0.19914737	0.16962886	0.15803772	1.07334411	0.50344133	0.44421181	0.52460706	-0.02116573	-0.02161765	0.75000000	0.66795175	0.50000000	20.00000000
train	wl-tile-v1-05524	wl-neg-neg-es-pba-30527	neg-es-pba-30527	0	hard_negative	train	ES	ign_pnoa_rgb	Medorna da Zanca/Forno dos Mouros	Friol	Serén (Santa Cruz)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05524-neg-es-pba-30527.png	ok		0.35251790	0.14110702	4.98503112	0.00000000	0.00000000	0.36319211	0.06164173	0.13950460	0.30647328	0.23951131	0.26185194	0.27538675	0.31477469	0.87486942	1.05168881	0.05410371	0.07868269	0.13414045	0.58656947	0.23534027	0.28291243	0.36118272	-0.12584245	-0.12709786	0.16666667	0.75457750	0.05882353	20.00000000
train	wl-tile-v1-05525	wl-neg-neg-es-pba-30528	neg-es-pba-30528	0	hard_negative	train	ES	ign_pnoa_rgb	Medorna do Monte do Alto 2	Friol	Paradela (San Paio)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05525-neg-es-pba-30528.png	ok		0.41727552	0.09680499	4.47958736	0.00000000	0.00000000	0.43357706	0.12345048	0.09345885	0.17114285	0.16596134	0.21982060	0.18093883	0.17072962	1.05979749	0.82312041	0.11911432	0.12086404	0.08727640	1.38484221	0.41739795	0.41430971	0.41028485	0.00711310	0.00456923	0.52777778	0.62412934	0.07692308	20.00000000
train	wl-tile-v1-05811	wl-neg-neg-es-pba-28887	neg-es-pba-28887	0	hard_negative	train	ES	ign_pnoa_rgb	Medorra Grande	O Corgo	O Corgo (San Xoán)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05811-neg-es-pba-28887.png	ok		0.30712533	0.15224715	4.81726001	0.00000000	0.00000000	0.31516641	0.03703980	0.15158251	0.29178268	0.24873793	0.24550888	0.26686829	0.30270165	0.88162153	1.08700058	0.05495360	0.06301829	0.16683921	0.37771871	0.24360996	0.23582539	0.32853916	-0.08492920	-0.08557779	0.25000000	0.83074765	0.08333333	20.00000000
train	wl-tile-v1-05812	wl-neg-neg-es-pba-28888	neg-es-pba-28888	0	hard_negative	train	ES	ign_pnoa_rgb	Medorra Grande de Monte do Corgo	O Corgo	Santo André de Chamoso (Santo Andr‚)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-05812-neg-es-pba-28888.png	ok		0.51524079	0.18609998	5.17920027	0.00000000	0.00000000	0.52116317	0.05122464	0.18069118	0.22409071	0.25187418	0.28986958	0.25527981	0.20042051	1.27372096	0.88067127	0.10779408	0.18668708	0.19259802	0.96930948	0.55970412	0.52041394	0.51026869	0.04943544	0.04956234	0.61111111	0.58760940	0.16666667	20.00000000
train	wl-tile-v1-04596	wl-neg-neg-es-pba-25190	neg-es-pba-25190	0	hard_negative	train	ES	ign_pnoa_rgb	Medorra Grande/Mámoa de Abeleira	Tordoia	Bardaos (Santa María)		megalithic_mound	45.0	120.0	data/external/weak-label-chips-v1/train/negative/wl-tile-v1-04596-neg-es-pba-25190.png	ok		0.48363352	0.10579682	4.67789784	0.00000000	0.00000000	0.50836617	0.16275798	0.10375908	0.25064456	0.26919052	0.17552722	0.20801145	0.27093205	0.76776243	1.18506665	0.07575721	0.07903360	0.11089802	0.71266917	0.52493185	0.48329270	0.49242619	0.03250566	0.02846396	0.33333333	0.57697168	0.10000000	20.00000000
