queue	priority_order	dataset	final_split	sample_id	label_class	name	municipality	parish	country	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	specialist_probability	specialist_rank	specialist_mean_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_lane	rgb_status	relief_status	visual_sheet	review_focus
val_low_rank_weak_positives	1	val	val	wl-pos-pos-es-pba-30789	1	Castro de Vilarín de Arriba	A Fonsagrada	San Martín de Suarna (San Martín)	ES	0.01282522	1843	33	29	0.07845831	1518	1747	1810		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	2	val	val	wl-pos-pos-es-pba-12801	1	Castro	Mañón		ES	0.01470064	1842	68	53	0.15178585	1197	1587	1774		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	3	val	val	wl-pos-pos-es-pba-29137	1	A Croa de Aguiar	A Fonsagrada	San Pedro de Río (San Pedro)	ES	0.01521199	1841	52	45	0.06580545	1590	1760	1789		croa_top_ring_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	4	val	val	wl-pos-pos-es-pba-63859	1	Casa do Castro	Campo Lameiro	Morillas (Santiago)	ES	0.02670907	1825	1613	1269	0.03113617	1770	1815	212		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	5	val	val	wl-pos-pos-es-pba-69292	1	Castro de Mougás/O Crasto	Oia	Mougás (Santa Uxía)	ES	0.04772812	1763	1310	936	0.04119979	1722	1750	453		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	6	val	val	wl-pos-pos-es-pba-28733	1	O Castro	Barreiros	Cabarcos (San Xulián)	ES	0.04952022	1749	1830	1720	0.03019735	1773	1763	-81		generic_castro_hint	low_positive_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	7	val	val	wl-pos-pos-es-pba-68699	1	O Castro	Oia	Pedornes (San Mamede)	ES	0.06670480	1671	686	502	0.10886848	1366	1565	985		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	8	val	val	wl-pos-pos-es-pba-70807	1	Castro do Alto de San Cibrán	Salceda de Caselas	A Picoña (San Martiño)	ES	0.07422824	1636	262	210	0.21222451	995	1324	1374		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	9	val	val	wl-pos-pos-es-pba-69293	1	Castro do Bosque	Oia	Oia (Santa María)	ES	0.08240084	1595	477	366	0.08242945	1501	1589	1118		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	10	val	val	wl-pos-pos-es-pba-68624	1	Monte do Castro	Oia	Pedornes (San Mamede)	ES	0.08283888	1594	923	655	0.09781262	1430	1553	671		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	11	val	val	wl-pos-pos-es-pba-46139	1	O Castro/A Mourisca/Xacemento do Castro de Beade	Beade	Beade (Santa María)	ES	0.08679289	1581	428	336	0.24772671	901	1227	1153		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_low_rank_weak_positives	12	val	val	wl-pos-pos-es-pba-24978	1	Castro da Copa	Touro	Loxo (Santa María)	ES	0.09063513	1563	1503	1127	0.09148301	1458	1551	60		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-low-rank-weak-positives.png	inspect
val_morphology_rescues	1	val	val	wl-pos-pos-es-pba-30789	1	Castro de Vilarín de Arriba	A Fonsagrada	San Martín de Suarna (San Martín)	ES	0.01282522	1843	33	29	0.07845831	1518	1747	1810		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	2	val	val	wl-pos-pos-es-pba-29137	1	A Croa de Aguiar	A Fonsagrada	San Pedro de Río (San Pedro)	ES	0.01521199	1841	52	45	0.06580545	1590	1760	1789		croa_top_ring_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	3	val	val	wl-pos-pos-es-pba-12801	1	Castro	Mañón		ES	0.01470064	1842	68	53	0.15178585	1197	1587	1774		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	4	val	val	wl-pos-pos-es-pba-58769	1	Castro do Castelo	Viana do Bolo	Quintela de Umoso (Padre Eterno)	ES	0.09505612	1545	111	89	0.29588960	795	1128	1434		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	5	val	val	wl-pos-pos-es-pba-70807	1	Castro do Alto de San Cibrán	Salceda de Caselas	A Picoña (San Martiño)	ES	0.07422824	1636	262	210	0.21222451	995	1324	1374		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	6	val	val	wl-pos-pos-es-pba-58802	1	Castro do Coto	Viana do Bolo	Tabazoa de Hedroso (Santa María)	ES	0.12069130	1447	284	228	0.21063325	999	1233	1163		hilltop_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	7	val	val	wl-pos-pos-es-pba-46139	1	O Castro/A Mourisca/Xacemento do Castro de Beade	Beade	Beade (Santa María)	ES	0.08679289	1581	428	336	0.24772671	901	1227	1153		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	8	val	val	wl-pos-pos-es-pba-69293	1	Castro do Bosque	Oia	Oia (Santa María)	ES	0.08240084	1595	477	366	0.08242945	1501	1589	1118		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	9	val	val	wl-pos-pos-es-pba-30791	1	Castro do Medio	A Fonsagrada	Lamas de Moreira (Santa María)	ES	0.21293360	1120	41	36	0.80601749	247	433	1079		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	10	val	val	wl-pos-pos-es-pba-58798	1	Castro do Castelo	Viana do Bolo	Punxeiro (San Marcos)	ES	0.22980224	1063	26	23	0.72119453	297	485	1037		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	11	val	val	wl-pos-pos-es-pba-68699	1	O Castro	Oia	Pedornes (San Mamede)	ES	0.06670480	1671	686	502	0.10886848	1366	1565	985		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
val_morphology_rescues	12	val	val	wl-pos-pos-es-pba-59359	1	Castro de Ourille	Verea	Ourille (San Pedro)	ES	0.25335569	1000	102	83	0.54223752	440	601	898		generic_castro_hint	morphology_rescue_review	valid	valid	reports/figures/weak_label_error_review_v1/val-morphology-rescues.png	positive rescued by morphology channel; inspect archetype pattern
