dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-04259	wl-neg-neg-es-pba-19988	neg-es-pba-19988	0	hard_negative	train	ES	Mámoa de Castiñeira	Santa Comba	A Pereira (Santo André)		megalithic_mound	0.40790781	0.18232230	0.29511506	0.07437069	0.34023216	2833	5053	3716	3785	3303	3733
train	wl-tile-v1-08239	wl-neg-neg-es-pba-64611	neg-es-pba-64611	0	hard_negative	train	ES	Mámoa de Catadoira 1	Dozón	Saa (Santiago)		megalithic_mound	0.13308056	0.11919486	0.12613771	0.01586252	0.12891485	5160	6033	5730	5589	5535	6331
train	wl-tile-v1-07168	wl-neg-neg-es-pba-52579	neg-es-pba-52579	0	hard_negative	train	ES	Mámoa de Catro Camiños 1	Muíños	Porqueirós (Santo André)		megalithic_mound	0.01852336	0.02654033	0.02253184	0.00049162	0.02092845	8255	8227	8290	8273	8294	8012
train	wl-tile-v1-07125	wl-neg-neg-es-pba-52089	neg-es-pba-52089	0	hard_negative	train	ES	Mámoa de Catro Camiños 2	Muíños	Porqueirós (Santo André)		megalithic_mound	0.04922877	0.04937076	0.04929977	0.00243046	0.04927137	7157	7607	7532	7444	7431	6969
train	wl-tile-v1-04904	wl-neg-neg-es-pba-25948	neg-es-pba-25948	0	hard_negative	train	ES	Mámoa de Caxadas 1	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.03927344	0.08164421	0.06045882	0.00320645	0.05198467	7499	6812	7205	7232	7345	8260
train	wl-tile-v1-04905	wl-neg-neg-es-pba-25949	neg-es-pba-25949	0	hard_negative	train	ES	Mámoa de Caxadas 2	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.03619017	0.07010524	0.05314771	0.00253712	0.04636469	7595	7077	7405	7403	7520	8328
train	wl-tile-v1-04906	wl-neg-neg-es-pba-25950	neg-es-pba-25950	0	hard_negative	train	ES	Mámoa de Caxadas 3	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.02582017	0.03986009	0.03284013	0.00102919	0.03003215	7974	7855	8010	7990	8020	8489
train	wl-tile-v1-04907	wl-neg-neg-es-pba-25980	neg-es-pba-25980	0	hard_negative	train	ES	Mámoa de Caxadas 4	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.03738601	0.08412098	0.06075349	0.00314495	0.05140650	7561	6764	7198	7247	7368	8302
train	wl-tile-v1-05530	wl-neg-neg-es-pba-30551	neg-es-pba-30551	0	hard_negative	train	ES	Mámoa de Cebral 1	Friol	Xiá (Santa María)		megalithic_mound	0.36293781	0.31791544	0.34042662	0.11538353	0.34943110	3065	3713	3395	3312	3239	3812
train	wl-tile-v1-05531	wl-neg-neg-es-pba-30552	neg-es-pba-30552	0	hard_negative	train	ES	Mámoa de Cebral 2	Friol	Xiá (Santa María)		megalithic_mound	0.25984523	0.25544673	0.25764598	0.06637661	0.25852568	3711	4253	4013	3912	3899	4819
train	wl-tile-v1-05532	wl-neg-neg-es-pba-30553	neg-es-pba-30553	0	hard_negative	train	ES	Mámoa de Cebral 3	Friol	Xiá (Santa María)		megalithic_mound	0.29302826	0.32629445	0.30966135	0.09561349	0.30300812	3464	3660	3607	3528	3556	4514
train	wl-tile-v1-05533	wl-neg-neg-es-pba-30554	neg-es-pba-30554	0	hard_negative	train	ES	Mámoa de Cebral 5	Friol	Xiá (Santa María)		megalithic_mound	0.58545219	0.49888305	0.54216762	0.29207218	0.55948145	2087	2716	2353	2299	2227	2763
train	wl-tile-v1-03485	wl-neg-neg-es-pba-9396	neg-es-pba-9396	0	hard_negative	train	ES	Mámoa de Cerbán	Dumbría	Buxantes (San Pedro)		megalithic_mound	0.26986443	0.24213350	0.25599896	0.06534322	0.26154515	3634	4358	4027	3927	3866	4733
train	wl-tile-v1-07789	wl-neg-neg-es-pba-59760	neg-es-pba-59760	0	hard_negative	train	ES	Mámoa de Cerraque 2	Arbo	Albeos (San Xoán)		megalithic_mound	0.23749203	0.23944407	0.23846805	0.05686606	0.23807764	3905	4391	4203	4097	4096	3448
train	wl-tile-v1-04066	wl-neg-neg-es-pba-26997	neg-es-pba-26997	0	hard_negative	train	ES	Mámoa de Cerro Martín 1	Oza-Cesuras	Rodeiro (Santa María)		megalithic_mound	0.51045816	0.53912441	0.52479128	0.27520045	0.51905803	2360	2549	2429	2388	2386	1245
train	wl-tile-v1-04067	wl-neg-neg-es-pba-27028	neg-es-pba-27028	0	hard_negative	train	ES	Mámoa de Cerro Martín 2	Oza-Cesuras	Rodeiro (Santa María)		megalithic_mound	0.67553886	0.58864830	0.63209358	0.39765480	0.64947169	1795	2339	1992	1968	1896	838
train	wl-tile-v1-04068	wl-neg-neg-es-pba-27029	neg-es-pba-27029	0	hard_negative	train	ES	Mámoa de Cerro Martín 3	Oza-Cesuras	Rodeiro (Santa María)		megalithic_mound	0.11294814	0.27193848	0.19244331	0.03071495	0.16064524	5534	4107	4704	4809	5001	4504
train	wl-tile-v1-04069	wl-neg-neg-es-pba-27030	neg-es-pba-27030	0	hard_negative	train	ES	Mámoa de Cerro Martín 4	Oza-Cesuras	Rodeiro (Santa María)		megalithic_mound	0.14604279	0.21726711	0.18165495	0.03173029	0.16741009	4953	4636	4834	4771	4903	6125
train	wl-tile-v1-04532	wl-neg-neg-es-pba-25203	neg-es-pba-25203	0	hard_negative	train	ES	Mámoa de Ceón	Toques	Mangoeiro (San Tomé)		megalithic_mound	0.54784548	0.62713087	0.58748817	0.34357081	0.57163110	2218	2176	2173	2145	2179	2938
train	wl-tile-v1-04909	wl-neg-neg-es-pba-25982	neg-es-pba-25982	0	hard_negative	train	ES	Mámoa de Chan Sabugueiro	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.23654610	0.31618945	0.27636777	0.07479338	0.26043910	3911	3724	3860	3778	3879	4056
train	wl-tile-v1-03333	wl-neg-neg-es-pba-6427	neg-es-pba-6427	0	hard_negative	train	ES	Mámoa de Chan da Armada	Cedeira	Régoa (Santa María)		megalithic_mound	0.04523920	0.20953725	0.12738822	0.00947930	0.09452861	7327	4715	5708	6163	6237	8159
train	wl-tile-v1-09494	wl-neg-neg-es-pba-74880	neg-es-pba-74880	0	hard_negative	train	ES	Mámoa de Chan da Armada	Vilaboa	Cobres (Santo Adrán)		megalithic_mound	0.00857638	0.03723588	0.02290613	0.00031935	0.01717423	8557	7933	8276	8384	8398	8582
train	wl-tile-v1-04908	wl-neg-neg-es-pba-25981	neg-es-pba-25981	0	hard_negative	train	ES	Mámoa de Chan da Badosa	Vimianzo	Cambeda (San Xoán)		megalithic_mound	0.09401653	0.14377050	0.11889351	0.01351680	0.10894272	5964	5618	5856	5766	5905	7128
train	wl-tile-v1-02774	wl-neg-neg-es-pba-1445	neg-es-pba-1445	0	hard_negative	train	ES	Mámoa de Chan da Baña 1	A Baña	A Baña (San Vicenzo)		megalithic_mound	0.04791865	0.05055088	0.04923477	0.00242233	0.04870832	7211	7583	7533	7448	7449	8100
train	wl-tile-v1-02775	wl-neg-neg-es-pba-1446	neg-es-pba-1446	0	hard_negative	train	ES	Mámoa de Chan da Baña 2	A Baña	A Baña (San Vicenzo)		megalithic_mound	0.02655960	0.02423329	0.02539645	0.00064363	0.02586171	7949	8287	8199	8162	8141	8456
train	wl-tile-v1-02776	wl-neg-neg-es-pba-1476	neg-es-pba-1476	0	hard_negative	train	ES	Mámoa de Chan da Baña 3	A Baña	A Baña (San Vicenzo)		megalithic_mound	0.01583172	0.01095360	0.01339266	0.00017341	0.01436828	8347	8561	8520	8514	8468	8600
train	wl-tile-v1-02777	wl-neg-neg-es-pba-1477	neg-es-pba-1477	0	hard_negative	train	ES	Mámoa de Chan da Baña 4	A Baña	A Baña (San Vicenzo)		megalithic_mound	0.03457621	0.03658655	0.03558138	0.00126502	0.03517931	7652	7947	7927	7874	7851	8351
train	wl-tile-v1-02778	wl-neg-neg-es-pba-1478	neg-es-pba-1478	0	hard_negative	train	ES	Mámoa de Chan da Baña 5	A Baña	A Baña (San Vicenzo)		megalithic_mound	0.08643449	0.13456861	0.11050155	0.01163137	0.10087473	6136	5768	6005	5952	6086	6919
train	wl-tile-v1-07996	wl-neg-neg-es-pba-78921	neg-es-pba-78921	0	hard_negative	train	ES	Mámoa de Chan da Costa	Cerdedo-Cotobade	Tenorio (San Pedro)		megalithic_mound	0.46368869	0.64216053	0.55292461	0.29776258	0.51723024	2561	2104	2323	2287	2396	2369
train	wl-tile-v1-09099	wl-neg-neg-es-pba-78471	neg-es-pba-78471	0	hard_negative	train	ES	Mámoa de Chan da Cruz	Pontevedra	Ponte Sampaio (Santa María)		megalithic_mound	0.20211328	0.61703034	0.40957181	0.12471003	0.32658840	4235	2212	2992	3220	3399	2365
train	wl-tile-v1-09179	wl-neg-neg-es-pba-71757	neg-es-pba-71757	0	hard_negative	train	ES	Mámoa de Chan da Cruz 01	Redondela	Cedeira (Santo André)		megalithic_mound	0.16550987	0.08526632	0.12538810	0.01411242	0.14143681	4651	6727	5739	5723	5317	5532
train	wl-tile-v1-09180	wl-neg-neg-es-pba-71886	neg-es-pba-71886	0	hard_negative	train	ES	Mámoa de Chan da Cruz 02	Redondela	Cedeira (Santo André)		megalithic_mound	0.05265088	0.04881536	0.05073312	0.00257017	0.05150022	7041	7626	7481	7394	7363	8004
train	wl-tile-v1-09181	wl-neg-neg-es-pba-71887	neg-es-pba-71887	0	hard_negative	train	ES	Mámoa de Chan da Cruz 03	Redondela	Cedeira (Santo André)		megalithic_mound	0.11629646	0.04263069	0.07946358	0.00495780	0.09419673	5469	7790	6732	6848	6245	6626
train	wl-tile-v1-09182	wl-neg-neg-es-pba-71888	neg-es-pba-71888	0	hard_negative	train	ES	Mámoa de Chan da Cruz 04	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.02289773	0.01995026	0.02142400	0.00045682	0.02201349	8088	8404	8326	8291	8250	8515
train	wl-tile-v1-09183	wl-neg-neg-es-pba-71889	neg-es-pba-71889	0	hard_negative	train	ES	Mámoa de Chan da Cruz 05	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01311482	0.01243024	0.01277253	0.00016302	0.01290945	8428	8536	8531	8523	8518	8589
train	wl-tile-v1-09184	wl-neg-neg-es-pba-71890	neg-es-pba-71890	0	hard_negative	train	ES	Mámoa de Chan da Cruz 06	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01176193	0.02299523	0.01737858	0.00027047	0.01513192	8473	8318	8431	8420	8442	8215
train	wl-tile-v1-09185	wl-neg-neg-es-pba-71891	neg-es-pba-71891	0	hard_negative	train	ES	Mámoa de Chan da Cruz 07	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01727585	0.01112875	0.01420230	0.00019226	0.01543172	8300	8558	8504	8493	8438	8588
train	wl-tile-v1-09186	wl-neg-neg-es-pba-71892	neg-es-pba-71892	0	hard_negative	train	ES	Mámoa de Chan da Cruz 08	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01291494	0.01405072	0.01348283	0.00018146	0.01325567	8434	8503	8517	8506	8506	8624
train	wl-tile-v1-09187	wl-neg-neg-es-pba-71893	neg-es-pba-71893	0	hard_negative	train	ES	Mámoa de Chan da Cruz 09	Redondela	Negros (Santo Estevo)		megalithic_mound	0.02872015	0.03047721	0.02959868	0.00087531	0.02924727	7862	8111	8090	8057	8044	5809
train	wl-tile-v1-09107	wl-neg-neg-es-pba-69781	neg-es-pba-69781	0	hard_negative	train	ES	Mámoa de Chan da Cruz 10	Redondela	Negros (Santo Estevo)		megalithic_mound	0.04539994	0.05107667	0.04823830	0.00231888	0.04710296	7322	7564	7561	7488	7498	5358
train	wl-tile-v1-09108	wl-neg-neg-es-pba-69782	neg-es-pba-69782	0	hard_negative	train	ES	Mámoa de Chan da Cruz 11	Redondela	Negros (Santo Estevo)		megalithic_mound	0.01675490	0.02512791	0.02094141	0.00042102	0.01926680	8314	8260	8337	8316	8338	7878
train	wl-tile-v1-09109	wl-neg-neg-es-pba-69783	neg-es-pba-69783	0	hard_negative	train	ES	Mámoa de Chan da Cruz 12	Redondela	Negros (Santo Estevo)		megalithic_mound	0.03602677	0.03059800	0.03331239	0.00110235	0.03439814	7604	8108	7995	7952	7875	6456
train	wl-tile-v1-09110	wl-neg-neg-es-pba-69784	neg-es-pba-69784	0	hard_negative	train	ES	Mámoa de Chan da Cruz 13	Redondela	Negros (Santo Estevo)		megalithic_mound	0.04956883	0.04103713	0.04530298	0.00203416	0.04700932	7142	7824	7637	7583	7501	5971
train	wl-tile-v1-09111	wl-neg-neg-es-pba-69785	neg-es-pba-69785	0	hard_negative	train	ES	Mámoa de Chan da Cruz 14	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.00542683	0.01235541	0.00889112	0.00006705	0.00750541	8620	8537	8595	8601	8610	8496
train	wl-tile-v1-09112	wl-neg-neg-es-pba-69786	neg-es-pba-69786	0	hard_negative	train	ES	Mámoa de Chan da Cruz 15	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.00970255	0.00745942	0.00858098	0.00007238	0.00902961	8538	8610	8600	8594	8583	8620
train	wl-tile-v1-09113	wl-neg-neg-es-pba-69787	neg-es-pba-69787	0	hard_negative	train	ES	Mámoa de Chan da Cruz 16	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.00917891	0.00642683	0.00780287	0.00005899	0.00835328	8548	8618	8614	8610	8597	8622
train	wl-tile-v1-09114	wl-neg-neg-es-pba-69788	neg-es-pba-69788	0	hard_negative	train	ES	Mámoa de Chan da Cruz 17	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01402074	0.02064946	0.01733510	0.00028952	0.01600936	8405	8391	8434	8404	8423	7126
train	wl-tile-v1-09115	wl-neg-neg-es-pba-69921	neg-es-pba-69921	0	hard_negative	train	ES	Mámoa de Chan da Cruz 18	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.00788267	0.01083865	0.00936066	0.00008544	0.00876946	8578	8565	8586	8584	8590	8348
train	wl-tile-v1-09116	wl-neg-neg-es-pba-69922	neg-es-pba-69922	0	hard_negative	train	ES	Mámoa de Chan da Cruz 19	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01679743	0.01875641	0.01777692	0.00031506	0.01738512	8312	8424	8414	8389	8392	5099
train	wl-tile-v1-09117	wl-neg-neg-es-pba-69923	neg-es-pba-69923	0	hard_negative	train	ES	Mámoa de Chan da Cruz 20	Redondela	Negros (Santo Estevo)		megalithic_mound	0.00830063	0.01718676	0.01274370	0.00014266	0.01096647	8566	8452	8533	8542	8561	7808
train	wl-tile-v1-09118	wl-neg-neg-es-pba-69924	neg-es-pba-69924	0	hard_negative	train	ES	Mámoa de Chan da Cruz 21/Mámoa do Rei	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.00963322	0.03344220	0.02153771	0.00032216	0.01677591	8540	8031	8320	8382	8408	5477
train	wl-tile-v1-09119	wl-neg-neg-es-pba-69925	neg-es-pba-69925	0	hard_negative	train	ES	Mámoa de Chan da Cruz 22	Redondela	Negros (Santo Estevo)		megalithic_mound	0.03106912	0.03957491	0.03532201	0.00122956	0.03362086	7777	7864	7941	7894	7906	4077
train	wl-tile-v1-09120	wl-neg-neg-es-pba-69926	neg-es-pba-69926	0	hard_negative	train	ES	Mámoa de Chan da Cruz 23	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.02766712	0.04011619	0.03389165	0.00110990	0.03140184	7911	7851	7983	7949	7975	6026
train	wl-tile-v1-09121	wl-neg-neg-es-pba-69927	neg-es-pba-69927	0	hard_negative	train	ES	Mámoa de Chan da Cruz 24	Redondela	Negros (Santo Estevo)		megalithic_mound	0.03245362	0.02894846	0.03070104	0.00093948	0.03140207	7735	8157	8063	8028	7974	8395
train	wl-tile-v1-09122	wl-neg-neg-es-pba-69928	neg-es-pba-69928	0	hard_negative	train	ES	Mámoa de Chan da Cruz 25	Redondela	Negros (Santo Estevo)		megalithic_mound	0.02567075	0.03295422	0.02931249	0.00084596	0.02785579	7982	8046	8103	8070	8083	8250
train	wl-tile-v1-09123	wl-neg-neg-es-pba-70064	neg-es-pba-70064	0	hard_negative	train	ES	Mámoa de Chan da Cruz 26	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.13983382	0.14006966	0.13995174	0.01958648	0.13990457	5039	5682	5484	5368	5346	4408
train	wl-tile-v1-09124	wl-neg-neg-es-pba-70065	neg-es-pba-70065	0	hard_negative	train	ES	Mámoa de Chan da Cruz 27	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.02062923	0.02946091	0.02504507	0.00060776	0.02327873	8181	8142	8212	8179	8209	8339
train	wl-tile-v1-09125	wl-neg-neg-es-pba-70066	neg-es-pba-70066	0	hard_negative	train	ES	Mámoa de Chan da Cruz 28	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.02294217	0.03222565	0.02758391	0.00073933	0.02572721	8086	8072	8149	8122	8145	7959
train	wl-tile-v1-09126	wl-neg-neg-es-pba-70067	neg-es-pba-70067	0	hard_negative	train	ES	Mámoa de Chan da Cruz 29	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.00703364	0.02423579	0.01563471	0.00017047	0.01219428	8599	8286	8471	8517	8538	8424
train	wl-tile-v1-09127	wl-neg-neg-es-pba-70068	neg-es-pba-70068	0	hard_negative	train	ES	Mámoa de Chan da Cruz 30	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.09583483	0.07179549	0.08381516	0.00688051	0.08862303	5920	7038	6646	6555	6382	2379
train	wl-tile-v1-09128	wl-neg-neg-es-pba-70069	neg-es-pba-70069	0	hard_negative	train	ES	Mámoa de Chan da Cruz 31	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.62220412	0.57624094	0.59922253	0.35853949	0.60841517	1952	2381	2129	2091	2043	2595
train	wl-tile-v1-09129	wl-neg-neg-es-pba-70070	neg-es-pba-70070	0	hard_negative	train	ES	Mámoa de Chan da Cruz 32	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.02533262	0.03388209	0.02960736	0.00085832	0.02789746	7994	8024	8089	8064	8080	4981
train	wl-tile-v1-09130	wl-neg-neg-es-pba-70071	neg-es-pba-70071	0	hard_negative	train	ES	Mámoa de Chan da Cruz 33	Redondela	Cedeira (Santo André)		megalithic_mound	0.39882877	0.15577299	0.27730088	0.06212675	0.32591203	2882	5428	3853	3972	3403	3781
train	wl-tile-v1-09131	wl-neg-neg-es-pba-70072	neg-es-pba-70072	0	hard_negative	train	ES	Mámoa de Chan da Cruz 34	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.01412041	0.00938435	0.01175238	0.00013251	0.01269959	8400	8586	8553	8551	8520	8617
train	wl-tile-v1-09132	wl-neg-neg-es-pba-70211	neg-es-pba-70211	0	hard_negative	train	ES	Mámoa de Chan da Cruz 35	Redondela	Cedeira (Santo André)		megalithic_mound	0.04985382	0.04647759	0.04816571	0.00231709	0.04884095	7135	7684	7565	7489	7445	5742
train	wl-tile-v1-09133	wl-neg-neg-es-pba-70212	neg-es-pba-70212	0	hard_negative	train	ES	Mámoa de Chan da Cruz 36	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.00710278	0.01595966	0.01153122	0.00011336	0.00975984	8596	8472	8558	8566	8575	8340
train	wl-tile-v1-09134	wl-neg-neg-es-pba-70213	neg-es-pba-70213	0	hard_negative	train	ES	Mámoa de Chan da Cruz B	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.02227915	0.01944751	0.02086333	0.00043327	0.02142966	8113	8414	8338	8308	8276	8341
train	wl-tile-v1-09135	wl-neg-neg-es-pba-70214	neg-es-pba-70214	0	hard_negative	train	ES	Mámoa de Chan da Cruz C	Redondela	Trasmañó (San Vicente)		megalithic_mound	0.47366652	0.37773116	0.42569884	0.17891860	0.44488591	2522	3351	2900	2852	2751	2733
train	wl-tile-v1-09194	wl-neg-neg-es-pba-71252	neg-es-pba-71252	0	hard_negative	train	ES	Mámoa de Chan da Gorita 1	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.02353233	0.05074679	0.03713956	0.00119419	0.03169667	8062	7572	7883	7908	7968	6120
train	wl-tile-v1-09195	wl-neg-neg-es-pba-71253	neg-es-pba-71253	0	hard_negative	train	ES	Mámoa de Chan da Gorita 2	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.01474285	0.02174103	0.01824194	0.00032052	0.01684230	8389	8355	8400	8383	8406	6656
train	wl-tile-v1-09196	wl-neg-neg-es-pba-71254	neg-es-pba-71254	0	hard_negative	train	ES	Mámoa de Chan da Gorita 3	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.04665618	0.02877976	0.03771797	0.00134275	0.04129325	7251	8161	7862	7835	7673	5986
train	wl-tile-v1-09197	wl-neg-neg-es-pba-71255	neg-es-pba-71255	0	hard_negative	train	ES	Mámoa de Chan da Gorita 4	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.00544216	0.00380328	0.00462272	0.00002070	0.00495050	8619	8632	8631	8631	8627	8547
train	wl-tile-v1-09198	wl-neg-neg-es-pba-71256	neg-es-pba-71256	0	hard_negative	train	ES	Mámoa de Chan da Gorita 5/Petouto dos Cregos	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.00331949	0.00762803	0.00547376	0.00002532	0.00461205	8633	8609	8626	8627	8630	8321
train	wl-tile-v1-09199	wl-neg-neg-es-pba-71257	neg-es-pba-71257	0	hard_negative	train	ES	Mámoa de Chan da Gorita 6	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.01030076	0.00381541	0.00705808	0.00003930	0.00835515	8519	8631	8622	8622	8596	8347
train	wl-tile-v1-09200	wl-neg-neg-es-pba-71258	neg-es-pba-71258	0	hard_negative	train	ES	Mámoa de Chan da Gorita 7	Sanxenxo	Bordóns (San Pedro)		megalithic_mound	0.02919039	0.00945024	0.01932031	0.00027586	0.02326834	7849	8584	8374	8417	8210	8448
train	wl-tile-v1-09100	wl-neg-neg-es-pba-78472	neg-es-pba-78472	0	hard_negative	train	ES	Mámoa de Chan da Lagoa 1	Pontevedra	Lourizán (Santo André)		megalithic_mound	0.18538978	0.52605728	0.35572353	0.09752564	0.28759003	4395	2605	3294	3503	3690	2956
train	wl-tile-v1-09101	wl-neg-neg-es-pba-78473	neg-es-pba-78473	0	hard_negative	train	ES	Mámoa de Chan da Lagoa 2	Pontevedra	Lourizán (Santo André)		megalithic_mound	0.17057561	0.26166267	0.21611914	0.04463327	0.19790173	4595	4199	4428	4370	4496	4895
train	wl-tile-v1-06565	wl-neg-neg-es-pba-42439	neg-es-pba-42439	0	hard_negative	train	ES	Mámoa de Chan da Moa 1	Viveiro	Magazos (Santa María)		megalithic_mound	0.36704351	0.26449855	0.31577103	0.09708248	0.33628002	3040	4177	3561	3509	3326	3968
train	wl-tile-v1-06566	wl-neg-neg-es-pba-42440	neg-es-pba-42440	0	hard_negative	train	ES	Mámoa de Chan da Moa 2	Viveiro	Valcarría (Santo Estevo)		megalithic_mound	0.22645408	0.27334922	0.24990165	0.06190105	0.24052262	4000	4086	4085	3976	4069	5134
train	wl-tile-v1-06567	wl-neg-neg-es-pba-42533	neg-es-pba-42533	0	hard_negative	train	ES	Mámoa de Chan da Moa 3	Viveiro	Valcarría (Santo Estevo)		megalithic_mound	0.17722525	0.26108249	0.21915387	0.04627041	0.20238242	4509	4205	4382	4329	4437	5693
train	wl-tile-v1-06568	wl-neg-neg-es-pba-42534	neg-es-pba-42534	0	hard_negative	train	ES	Mámoa de Chan da Moa 4	Viveiro	Valcarría (Santo Estevo)		megalithic_mound	0.02167626	0.02036769	0.02102198	0.00044150	0.02128369	8138	8396	8336	8301	8284	8254
train	wl-tile-v1-06569	wl-neg-neg-es-pba-42535	neg-es-pba-42535	0	hard_negative	train	ES	Mámoa de Chan da Moa 5	Viveiro	Valcarría (Santo Estevo)		megalithic_mound	0.01905366	0.03911995	0.02908681	0.00074538	0.02507355	8227	7876	8108	8118	8164	8087
train	wl-tile-v1-06570	wl-neg-neg-es-pba-42536	neg-es-pba-42536	0	hard_negative	train	ES	Mámoa de Chan da Moa 6	Viveiro	Valcarría (Santo Estevo)		megalithic_mound	0.67780387	0.77154656	0.72467522	0.52295724	0.70592668	1786	1631	1650	1638	1718	2361
train	wl-tile-v1-07909	wl-neg-neg-es-pba-61267	neg-es-pba-61267	0	hard_negative	train	ES	Mámoa de Chan da Paralaia	Bueu	Ermelo (Santiago)		megalithic_mound	0.10012662	0.09991921	0.10002292	0.01000457	0.10006440	5817	6427	6231	6097	6106	6893
train	wl-tile-v1-09102	wl-neg-neg-es-pba-78474	neg-es-pba-78474	0	hard_negative	train	ES	Mámoa de Chan da Raña 1	Pontevedra	Marcón (San Miguel)		megalithic_mound	0.09955102	0.33017215	0.21486158	0.03286897	0.16873736	5828	3628	4444	4723	4881	7005
train	wl-tile-v1-09103	wl-neg-neg-es-pba-78475	neg-es-pba-78475	0	hard_negative	train	ES	Mámoa de Chan da Raña 2	Pontevedra	Marcón (San Miguel)		megalithic_mound	0.16430183	0.48327318	0.32378751	0.07940267	0.25999324	4671	2785	3514	3716	3885	4900
train	wl-tile-v1-09104	wl-neg-neg-es-pba-78476	neg-es-pba-78476	0	hard_negative	train	ES	Mámoa de Chan da Raña 3	Pontevedra	Marcón (San Miguel)		megalithic_mound	0.36610591	0.69581687	0.53096139	0.25474267	0.46501920	3046	1899	2407	2471	2653	3242
train	wl-tile-v1-07910	wl-neg-neg-es-pba-61268	neg-es-pba-61268	0	hard_negative	train	ES	Mámoa de Chan das Bolas 1/Mámoa de Agudelo 1	Bueu	Cela (Santa María)		megalithic_mound	0.16147084	0.22288175	0.19217629	0.03598890	0.17989411	4715	4565	4710	4623	4723	5791
train	wl-tile-v1-07911	wl-neg-neg-es-pba-61292	neg-es-pba-61292	0	hard_negative	train	ES	Mámoa de Chan das Bolas 2/Mámoa de Agudelo 2	Bueu	Cela (Santa María)		megalithic_mound	0.03477671	0.05390249	0.04433960	0.00187455	0.04051444	7642	7471	7675	7631	7695	6604
train	wl-tile-v1-04008	wl-neg-neg-es-pba-17532	neg-es-pba-17532	0	hard_negative	train	ES	Mámoa de Chan das Eiras	Outes	Valadares (San Miguel)		megalithic_mound	0.27636465	0.31917726	0.29777096	0.08820931	0.28920843	3588	3706	3693	3607	3672	3017
train	wl-tile-v1-07997	wl-neg-neg-es-pba-78922	neg-es-pba-78922	0	hard_negative	train	ES	Mámoa de Chan das Latas	Cerdedo-Cotobade	Carballedo (San Miguel)		megalithic_mound	0.03136335	0.07721626	0.05428981	0.00242176	0.04511922	7766	6904	7370	7449	7566	5867
train	wl-tile-v1-03650	wl-neg-neg-es-pba-12005	neg-es-pba-12005	0	hard_negative	train	ES	Mámoa de Chan de Antela 1	Mazaricos	Colúns (San Salvador)		megalithic_mound	0.28658991	0.42674886	0.35666938	0.12230192	0.32863759	3512	3079	3287	3241	3387	4578
train	wl-tile-v1-03651	wl-neg-neg-es-pba-12006	neg-es-pba-12006	0	hard_negative	train	ES	Mámoa de Chan de Antela 2	Mazaricos	Colúns (San Salvador)		megalithic_mound	0.23089124	0.34976870	0.29032997	0.08075853	0.26655448	3970	3515	3754	3702	3823	3715
train	wl-tile-v1-03652	wl-neg-neg-es-pba-12033	neg-es-pba-12033	0	hard_negative	train	ES	Mámoa de Chan de Antela 3	Mazaricos	Colúns (San Salvador)		megalithic_mound	0.51663819	0.35360472	0.43512146	0.18268570	0.46772815	2335	3492	2851	2830	2640	2232
