queue	priority_order	dataset	final_split	sample_id	bank_id	label_class	label_role	name	municipality	parish	country	longitude	latitude	fusion_probability	fusion_rank	max_safety_rank	archetype_only_rank	rank_delta_fusion_to_max	negative_type	morphology_proxy	review_reason
val_top_weak_negatives	21	val	val	wl-neg-neg-es-pba-64194	neg-es-pba-64194	0	hard_negative	Petróglifos da Quenlla dos Castiñeiros	A Estrada	San Miguel de Barcala (San Miguel)	ES	-8.566589202207755	42.7397757840612	0.75138984	185	302	417	-117	rock_art_surface		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	22	val	val	wl-neg-neg-es-pba-35700	neg-es-pba-35700	0	hard_negative	Castelo	Ourol	Miñotos (San Pedro)	ES	-7.585296375774332	43.57672543262465	0.73981654	190	170	135	20	historic_fortification		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	23	val	val	wl-neg-neg-es-pba-80002	neg-es-pba-80002	0	hard_negative	Mámoa de Guidoiro Areoso 2	A Illa de Arousa	A Illa de Arousa (San Xulián)	ES	-8.90197271317079	42.540075125345126	0.73816493	192	4	4	188	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	24	val	val	wl-neg-neg-es-pba-35900	neg-es-pba-35900	0	hard_negative	Medorra de Rozas/Rozas de Tumbo 3	Outeiro de Rei	Arcos (San Pedro)	ES	-7.50598279378342	43.13254542210238	0.73519209	196	103	84	93	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	25	val	val	wl-neg-neg-es-pba-64437	neg-es-pba-64437	0	hard_negative	Mámoa do Foxo	A Estrada	San Pedro de Ancorados (San Pedro)	ES	-8.406332823630136	42.708234080468785	0.73110196	198	216	173	-18	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	26	val	val	wl-neg-neg-es-pba-30159	neg-es-pba-30159	0	hard_negative	Mámoa de Xur da Medoña 2	Guitiriz	Santa Mariña de Lagostelle (Santa Mariña)	ES	-7.937343721782106	43.17452091215594	0.72691003	201	322	424	-121	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	27	val	val	wl-neg-neg-es-pba-80005	neg-es-pba-80005	0	hard_negative	Mámoa de Guidoiro Areoso 5	A Illa de Arousa	A Illa de Arousa (San Xulián)	ES	-8.900351310780719	42.54113641391665	0.72393571	203	15	15	188	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	28	val	val	wl-neg-neg-es-pba-32436	neg-es-pba-32436	0	hard_negative	Medoña de Pena Redonda	Guitiriz	Os Vilares (San Vicenzo)	ES	-7.891449794843485	43.24239452816248	0.71648085	209	338	679	-129	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	29	val	val	wl-neg-neg-es-pba-30909	neg-es-pba-30909	0	hard_negative	Medorra da Campa do Searo	A Fonsagrada	Lamas de Moreira (Santa María)	ES	-7.06827325699685	43.01844401405456	0.71483259	211	341	736	-130	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	30	val	val	wl-neg-neg-es-pba-9465	neg-es-pba-9465	0	hard_negative	Petróglifo de Lomba das Pozas 2	Dodro	San Xoán de Laíño (San Xoán)	ES	-8.757292803906585	42.73678192839669	0.70920107	217	347	635	-130	rock_art_surface		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	31	val	val	wl-neg-neg-es-pba-30880	neg-es-pba-30880	0	hard_negative	Medorra do Chao do Ventorrillo 2	A Fonsagrada	A Veiga de Logares (Santa María)	ES	-7.071120611540378	43.257955505476644	0.70349911	219	353	1725	-134	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	32	val	val	wl-neg-neg-es-pba-63098	neg-es-pba-63098	0	hard_negative	Petróglifo do Outeiro das Cruces	A Cañiza	Petán (San Xián)	ES	-8.27812291767691	42.26108218098405	0.70001865	221	355	345	-134	rock_art_surface		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	33	val	val	wl-neg-neg-es-pba-13816	neg-es-pba-13816	0	hard_negative	Mámoa do Xestal 4	Monfero	San Fiz de Monfero (San Fiz)	ES	-8.030889164536855	43.3091116271125	0.69394935	228	361	358	-133	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	34	val	val	wl-neg-neg-es-pba-26548	neg-es-pba-26548	0	hard_negative	Mámoa 1 de Cimadevila	Vedra	San Miguel de Sarandón (San Miguel)	ES	-8.466344549600262	42.76531432369038	0.69287377	230	362	1038	-132	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	35	val	val	wl-neg-neg-es-pba-32430	neg-es-pba-32430	0	hard_negative	Medoña de Pena Blanca 1	Guitiriz	Pígara (San Pedro)	ES	-7.75978933722244	43.208866326831306	0.69080342	232	364	319	-132	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	36	val	val	wl-neg-neg-es-pba-32275	neg-es-pba-32275	0	hard_negative	Mámoas (Reboiras)	Guitiriz	Os Vilares (San Vicenzo)	ES	-7.883610097690049	43.244976494365645	0.68707982	233	368	1257	-135	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	37	val	val	wl-neg-neg-es-pba-13695	neg-es-pba-13695	0	hard_negative	Mámoa da Cruz de Goente	Monfero	San Fiz de Monfero (San Fiz)	ES	-8.074840109067422	43.347014172107265	0.68612139	234	370	659	-136	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	38	val	val	wl-neg-neg-es-pba-15476	neg-es-pba-15476	0	hard_negative	A Medorra/O Petón/Mámoa do Petón 2	Oroso	Senra (Santa Eulalia)	ES	-8.366643637168874	43.004501975218005	0.68242550	237	375	816	-138	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	39	val	val	wl-neg-neg-es-pba-31976	neg-es-pba-31976	0	hard_negative	Medorra de Gandarón 2	Guitiriz	Becín (San Xiao)	ES	-7.855481675011344	43.15375852972732	0.68129912	238	378	686	-140	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	40	val	val	wl-neg-neg-es-pba-63336	neg-es-pba-63336	0	hard_negative	Mámoa de Marco Pedroso 04	A Cañiza	A Ameixeira (San Bernabeu)	ES	-8.220496341937512	42.23069313705975	0.67459730	240	383	629	-143	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	41	val	val	wl-neg-neg-es-pba-31105	neg-es-pba-31105	0	hard_negative	Medorra de Casacabreira 2	A Fonsagrada	Monteseiro (San Bartolo)	ES	-6.987870223767931	43.138015844567306	0.67207808	242	387	646	-145	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	42	val	val	wl-neg-neg-es-pba-30361	neg-es-pba-30361	0	hard_negative	Mámoa de Vilanova 6	Guitiriz	Trasparga (Santiago)	ES	-7.824331842787302	43.187886383018395	0.67169943	243	388	592	-145	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	43	val	val	wl-neg-neg-es-pba-65072	neg-es-pba-65072	0	hard_negative	Petróglifo de Chan de Moeiras	Crecente	Filgueira (San Pedro)	ES	-8.207254928279895	42.24221909970552	0.67071212	245	294	237	-49	rock_art_surface		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	44	val	val	wl-neg-neg-es-pba-13774	neg-es-pba-13774	0	hard_negative	Mámoa do Cruceiro da Lobeta	Monfero	O Val de Xestoso (San Pedro)	ES	-7.969839278131716	43.3229190663494	0.66934952	246	391	921	-145	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	45	val	val	wl-neg-neg-es-pba-35933	neg-es-pba-35933	0	hard_negative	Medorra do Monte de Santa Mariña 5	Outeiro de Rei	Outeiro de Rei (San Xoán)	ES	-7.59543124775862	43.10767951370981	0.66859486	247	50	43	197	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	46	val	val	wl-neg-neg-es-pba-13694	neg-es-pba-13694	0	hard_negative	Mámoa da Cota	Monfero	O Val de Xestoso (San Pedro)	ES	-7.971372197039102	43.32288230171318	0.66732874	249	395	1222	-146	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	47	val	val	wl-neg-neg-es-pba-36011	neg-es-pba-36011	0	hard_negative	Medorra do Coto 2	Outeiro de Rei	San Tomé de Gaioso (San Tom‚)	ES	-7.713121400356126	43.10649094317678	0.66649292	250	396	340	-146	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	48	val	val	wl-neg-neg-es-pba-30869	neg-es-pba-30869	0	hard_negative	Mámoa da Castañosa 1	A Fonsagrada	San Pedro de Río (San Pedro)	ES	-7.124144152830854	42.99843514533548	0.66094505	254	223	177	31	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	49	val	val	wl-neg-neg-es-pba-35932	neg-es-pba-35932	0	hard_negative	Medorra do Monte de Santa Mariña 4	Outeiro de Rei	Outeiro de Rei (San Xoán)	ES	-7.595728745144799	43.10773438009708	0.65822928	257	42	37	215	megalithic_mound		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_top_weak_negatives	50	val	val	wl-neg-neg-es-pba-31073	neg-es-pba-31073	0	hard_negative	O Castelo/Castelo de Castañoso	A Fonsagrada	Maderne (San Pedro)	ES	-7.135345166845082	43.17117388616058	0.65819049	258	9	9	249	historic_fortification		Weak-label negative ranked high on validation; inspect before treating it as true absence.
val_low_rank_weak_positives	1	val	val	wl-pos-pos-es-pba-30789	pos-es-pba-30789	1	positive	Castro de Vilarín de Arriba	A Fonsagrada	San Martín de Suarna (San Martín)	ES	-7.015414525821192	43.13988676353711	0.01282522	1843	33	29	1810		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	2	val	val	wl-pos-pos-es-pba-12801	pos-es-pba-12801	1	positive	Castro	Mañón		ES	-7.7000687773603875	43.66571995489202	0.01470064	1842	68	53	1774		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	3	val	val	wl-pos-pos-es-pba-29137	pos-es-pba-29137	1	positive	A Croa de Aguiar	A Fonsagrada	San Pedro de Río (San Pedro)	ES	-7.125881702664306	43.022003717529316	0.01521199	1841	52	45	1789		croa_top_ring_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	4	val	val	wl-pos-pos-es-pba-63859	pos-es-pba-63859	1	positive	Casa do Castro	Campo Lameiro	Morillas (Santiago)	ES	-8.498408357336032	42.555050382391805	0.02670907	1825	1613	1269	212		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	5	val	val	wl-pos-pos-es-pba-69292	pos-es-pba-69292	1	positive	Castro de Mougás/O Crasto	Oia	Mougás (Santa Uxía)	ES	-8.873630702842346	42.04729664956693	0.04772812	1763	1310	936	453		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	6	val	val	wl-pos-pos-es-pba-28733	pos-es-pba-28733	1	positive	O Castro	Barreiros	Cabarcos (San Xulián)	ES	-7.22652655882318	43.49768971762742	0.04952022	1749	1830	1720	-81		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	7	val	val	wl-pos-pos-es-pba-68699	pos-es-pba-68699	1	positive	O Castro	Oia	Pedornes (San Mamede)	ES	-8.876937344097318	42.02372556074861	0.06670480	1671	686	502	985		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	8	val	val	wl-pos-pos-es-pba-70807	pos-es-pba-70807	1	positive	Castro do Alto de San Cibrán	Salceda de Caselas	A Picoña (San Martiño)	ES	-8.562686598016521	42.14309059603565	0.07422824	1636	262	210	1374		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	9	val	val	wl-pos-pos-es-pba-69293	pos-es-pba-69293	1	positive	Castro do Bosque	Oia	Oia (Santa María)	ES	-8.870525020034952	42.00168284674323	0.08240084	1595	477	366	1118		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	10	val	val	wl-pos-pos-es-pba-68624	pos-es-pba-68624	1	positive	Monte do Castro	Oia	Pedornes (San Mamede)	ES	-8.875610947222055	42.01591313556622	0.08283888	1594	923	655	671		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	11	val	val	wl-pos-pos-es-pba-46139	pos-es-pba-46139	1	positive	O Castro/A Mourisca/Xacemento do Castro de Beade	Beade	Beade (Santa María)	ES	-8.130357357032018	42.32512330754117	0.08679289	1581	428	336	1153		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	12	val	val	wl-pos-pos-es-pba-24978	pos-es-pba-24978	1	positive	Castro da Copa	Touro	Loxo (Santa María)	ES	-8.349194247384062	42.87484630800282	0.09063513	1563	1503	1127	60		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	13	val	val	wl-pos-pos-es-pba-58769	pos-es-pba-58769	1	positive	Castro do Castelo	Viana do Bolo	Quintela de Umoso (Padre Eterno)	ES	-7.073537835454599	42.1504903481179	0.09505612	1545	111	89	1434		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	14	val	val	wl-pos-pos-es-pba-29397	pos-es-pba-29397	1	positive	Castro de Candad	Chantada	Pedrafita (Santa Baia)	ES	-7.73630430123401	42.65948803776814	0.10776018	1489	1793	1851	-304		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	15	val	val	wl-pos-pos-es-pba-58802	pos-es-pba-58802	1	positive	Castro do Coto	Viana do Bolo	Tabazoa de Hedroso (Santa María)	ES	-7.0662139779726845	42.217181531255015	0.12069130	1447	284	228	1163		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	16	val	val	wl-pos-pos-es-pba-58765	pos-es-pba-58765	1	positive	Castro da Fraga do Castrillón	Viana do Bolo	Covelo (San Lourenzo)	ES	-7.119429153895029	42.22680934751982	0.13379404	1400	892	633	508		castrel_toponym_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	17	val	val	wl-pos-pos-es-pba-63965	pos-es-pba-63965	1	positive	Castro da Devesiña	Campo Lameiro	O Campo (San Miguel)	ES	-8.553165205254059	42.53525283476263	0.14131656	1374	994	701	380		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	18	val	val	wl-pos-pos-es-pba-46140	pos-es-pba-46140	1	positive	O Castro/Sartego antropomorfo do Castro	Beade	Beade (Santa María)	ES	-8.130668145915354	42.32378210273757	0.14262395	1369	1032	724	337		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	19	val	val	wl-pos-pos-es-pba-47185	pos-es-pba-47185	1	positive	Xacemento romano do Castro	Castrelo do Val	Castrelo do Val (Santa María)	ES	-7.430037611209077	41.983278496802875	0.19485620	1162	1568	1706	-406		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	20	val	val	wl-pos-pos-es-pba-35702	pos-es-pba-35702	1	positive	Castro de Pena Gateira	Ourol	Bravos (Santiago)	ES	-7.642458623171671	43.593659855605146	0.20722190	1132	1239	872	-107		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	21	val	val	wl-pos-pos-es-pba-24554	pos-es-pba-24554	1	positive	Pombal no Castro	Touro	Prevediños (Santiago)	ES	-8.371934625986794	42.85362862119057	0.20852133	1129	1523	1480	-394		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	22	val	val	wl-pos-pos-es-pba-30791	pos-es-pba-30791	1	positive	Castro do Medio	A Fonsagrada	Lamas de Moreira (Santa María)	ES	-7.075210586502403	43.0653069523313	0.21293360	1120	41	36	1079		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	23	val	val	wl-pos-pos-es-pba-58803	pos-es-pba-58803	1	positive	Castro do Froxancal	Viana do Bolo	Hedroso (San Román)	ES	-7.079411492299075	42.205935551801176	0.21453366	1111	1505	1136	-394		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	24	val	val	wl-pos-pos-es-pba-58798	pos-es-pba-58798	1	positive	Castro do Castelo	Viana do Bolo	Punxeiro (San Marcos)	ES	-7.083157063356173	42.17225861589847	0.22980224	1063	26	23	1037		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	25	val	val	wl-pos-pos-es-pba-69291	pos-es-pba-69291	1	positive	Castro de Cividade/Castro de Viladesuso	Oia	Viladesuso (San Miguel)	ES	-8.870150879042841	42.0350447939914	0.23679522	1044	367	293	677		large_castrexo_civitas_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	26	val	val	wl-pos-pos-es-pba-28589	pos-es-pba-28589	1	positive	Castro dos Calixos	Barreiros	Vilamartín Pequeno (San Xoán Degolado)	ES	-7.199790611342973	43.488202225975805	0.24304535	1024	1402	1063	-378		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	27	val	val	wl-pos-pos-es-pba-9491	pos-es-pba-9491	1	positive	Castro	Dodro	San Xoán de Laíño (San Xoán)	ES	-8.720640967088528	42.72023104050819	0.24506523	1017	1396	1478	-379		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	28	val	val	wl-pos-pos-es-pba-66779	pos-es-pba-66779	1	positive	Monte do Castro de Arcos	Meis	San Tomé de Nogueira (San Tom‚)	ES	-8.700718705561322	42.50856477021922	0.25122459	1007	423	332	584		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	29	val	val	wl-pos-pos-es-pba-59359	pos-es-pba-59359	1	positive	Castro de Ourille	Verea	Ourille (San Pedro)	ES	-7.936333664358758	42.10723733350916	0.25335569	1000	102	83	898		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	30	val	val	wl-pos-pos-es-pba-66619	pos-es-pba-66619	1	positive	Ermida e Castelo do Monte Castrove	Meis	A Armenteira (Santa María)	ES	-8.702819451305215	42.48248479801781	0.25339501	999	565	426	434		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	31	val	val	wl-pos-pos-es-pba-46071	pos-es-pba-46071	1	positive	Coto do Castro	Beade	Beade (Santa María)	ES	-8.131303184393992	42.32573123250317	0.25803663	991	1153	803	-162		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	32	val	val	wl-pos-pos-es-pba-9496	pos-es-pba-9496	1	positive	Conxunto de Castro	Dodro	San Xoán de Laíño (San Xoán)	ES	-8.72071779148683	42.719812282778975	0.26378646	978	1343	1670	-365		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	33	val	val	wl-pos-pos-es-pba-63455	pos-es-pba-63455	1	positive	Couto do Castro/O Castro	Campo Lameiro	Moimenta (Santa María)	ES	-8.483543611143975	42.57577208588973	0.27384607	943	308	249	635		hilltop_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	34	val	val	wl-pos-pos-es-pba-58797	pos-es-pba-58797	1	positive	Castro do Castelo	Viana do Bolo	Pinza (Santa María)	ES	-7.10116369970316	42.17441422474813	0.27633453	933	1298	1135	-365		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	35	val	val	wl-pos-pos-es-pba-31176	pos-es-pba-31176	1	positive	Capela de San Xoán Degolado en Castro	A Fonsagrada	Cuíñas (San Cristovo)	ES	-7.077247456700112	43.105493302301895	0.28044059	918	1280	1322	-362		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	36	val	val	wl-pos-pos-es-pba-25010	pos-es-pba-25010	1	positive	Castro de Fao/A Croa do Castro	Touro	Fao (Santa Uxía)	ES	-8.292134315507132	42.85166278030645	0.28607652	904	1265	1571	-361		croa_top_ring_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	37	val	val	wl-pos-pos-es-pba-64725	pos-es-pba-64725	1	positive	Castro de Vila Criste	A Estrada	Cora (San Miguel)	ES	-8.536652972635391	42.74668291363823	0.29049031	892	532	402	360		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	38	val	val	wl-pos-pos-es-pba-54470	pos-es-pba-54470	1	positive	Castro de San Vicente de Coucieiro	Paderne de Allariz	Coucieiro (San Vicente)	ES	-7.7678187971804125	42.247867507663656	0.29614857	883	1227	1105	-344		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	39	val	val	wl-pos-pos-es-pba-35730	pos-es-pba-35730	1	positive	Chao do Castro	Ourol	Miñotos (San Pedro)	ES	-7.58788984405704	43.55460111284514	0.29660582	880	1225	1100	-345		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	40	val	val	wl-pos-pos-es-pba-35866	pos-es-pba-35866	1	positive	Os Castros/Tras Os Castros	Outeiro de Rei	Castelo de Rei (San Salvador)	ES	-7.55843068307333	43.14166617788986	0.29772966	876	1221	1587	-345		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	41	val	val	wl-pos-pos-es-pba-26452	pos-es-pba-26452	1	positive	Xacemento do Peto/Castro Pequeno	Vedra	Merín (San Cristovo)	ES	-8.454175784409403	42.7674220877566	0.29947497	874	739	531	135		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	42	val	val	wl-pos-pos-es-pba-28585	pos-es-pba-28585	1	positive	Castro de Punta de San Pedro	Barreiros	San Pedro de Benquerencia (San Pedro)	ES	-7.202031945388303	43.56144384275869	0.29958041	872	373	298	499		coastal_promontory_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	43	val	val	wl-pos-pos-es-pba-15426	pos-es-pba-15426	1	positive	Castro de Santa Cristina/Castro de Perillo	Oleiros	Perillo (Santa Locaia)	ES	-8.37314680950039	43.34327889223413	0.30296752	863	1209	1120	-346		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	44	val	val	wl-pos-pos-es-pba-29400	pos-es-pba-29400	1	positive	Castro de Fornas de Abaixo	Chantada	Fornas (San Cristovo)	ES	-7.7831353652966575	42.62972719004807	0.30347730	862	1206	1786	-344		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	45	val	val	wl-pos-pos-es-pba-30966	pos-es-pba-30966	1	positive	Os Castros das Engrobias/Castros de Lelle	Foz	San Martiño de Mondoñedo (San Marti¤o)	ES	-7.311971413888005	43.55486841672692	0.30856520	840	448	351	392		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	46	val	val	wl-pos-pos-es-pba-58801	pos-es-pba-58801	1	positive	Castro do Castrillón	Viana do Bolo	Quintela de Hedroso (San Cosmede)	ES	-7.06688779577472	42.19264994377633	0.31140615	830	808	580	22		castrel_toponym_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	47	val	val	wl-pos-pos-es-pba-24421	pos-es-pba-24421	1	positive	Medorra de Lañas/O Castro Grande/A Medorra	Touro	San Fiz de Quión (San Fiz)	ES	-8.271432385030025	42.88926127313282	0.31173728	828	557	420	271		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	48	val	val	wl-pos-pos-es-pba-15716	pos-es-pba-15716	1	positive	O Castro/A Santiña/O Castro de Deixebre	Oroso	Deixebre (Santa María)	ES	-8.420101521238182	43.01045645925417	0.31310376	820	1166	1755	-346		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	49	val	val	wl-pos-pos-es-pba-9469	pos-es-pba-9469	1	positive	Pombal cadrado en Castro	Dodro	San Xoán de Laíño (San Xoán)	ES	-8.72197639325666	42.71967125636917	0.32147001	799	1135	1190	-336		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_low_rank_weak_positives	50	val	val	wl-pos-pos-es-pba-9494	pos-es-pba-9494	1	positive	Castro de Lestrobe	Dodro	Dodro (Santa María)	ES	-8.674319349813626	42.734636908986175	0.32429507	787	398	316	389		generic_castro_hint	Weak positive ranked low on validation; inspect label noise, morphology and imagery quality.
val_morphology_rescues	1	val	val	wl-pos-pos-es-pba-30789	pos-es-pba-30789	1	positive	Castro de Vilarín de Arriba	A Fonsagrada	San Martín de Suarna (San Martín)	ES	-7.015414525821192	43.13988676353711	0.01282522	1843	33	29	1810		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	2	val	val	wl-pos-pos-es-pba-29137	pos-es-pba-29137	1	positive	A Croa de Aguiar	A Fonsagrada	San Pedro de Río (San Pedro)	ES	-7.125881702664306	43.022003717529316	0.01521199	1841	52	45	1789		croa_top_ring_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	3	val	val	wl-pos-pos-es-pba-12801	pos-es-pba-12801	1	positive	Castro	Mañón		ES	-7.7000687773603875	43.66571995489202	0.01470064	1842	68	53	1774		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	4	val	val	wl-pos-pos-es-pba-58769	pos-es-pba-58769	1	positive	Castro do Castelo	Viana do Bolo	Quintela de Umoso (Padre Eterno)	ES	-7.073537835454599	42.1504903481179	0.09505612	1545	111	89	1434		generic_castro_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
val_morphology_rescues	5	val	val	wl-pos-pos-es-pba-70807	pos-es-pba-70807	1	positive	Castro do Alto de San Cibrán	Salceda de Caselas	A Picoña (San Martiño)	ES	-8.562686598016521	42.14309059603565	0.07422824	1636	262	210	1374		hilltop_hint	Weak positive moved upward by max_safety; inspect as morphology-aware training evidence.
