dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	rgb__gray_mean	rgb__gray_std	rgb__gray_entropy	rgb__dark_fraction	rgb__bright_fraction	rgb__green_mean	rgb__excess_green_mean	rgb__green_std	rgb__edge_global_mean	rgb__edge_global_std	rgb__edge_inner_mean	rgb__edge_annulus_mean	rgb__edge_outer_mean	rgb__edge_annulus_to_outer_ratio	rgb__edge_annulus_to_inner_ratio	rgb__texture_inner_std	rgb__texture_annulus_std	rgb__texture_outer_std	rgb__texture_annulus_to_outer_ratio	rgb__luminance_inner_mean	rgb__luminance_annulus_mean	rgb__luminance_outer_mean	rgb__luminance_delta_inner_outer	rgb__green_delta_inner_outer	rgb__ring_sector_coverage	rgb__ring_sector_balance	rgb__radial_peak_inverse_rank	rgb__radial_peak_count	relief__dem_prominence_m	relief__slope_annulus_mean	relief__slope_context_mean	relief__slope_ratio	relief__lrm_abs_annulus_mean	relief__lrm_abs_context_mean	relief__lrm_abs_ratio	relief__lrm_core_mean	relief__lrm_context_mean	relief__lrm_core_delta	relief__hillshade_edge_annulus_mean	relief__hillshade_edge_context_mean	relief__hillshade_edge_ratio	relief__ring_sector_coverage	relief__ring_sector_balance	relief_variant__hilltop	relief_variant__edge_ring	relief_variant__promontory	relief_variant__archetype_max	error	status
train	wl-tile-v1-08835	wl-neg-neg-es-pba-69816	neg-es-pba-69816	0	hard_negative	train	ES	Mámoa do Carqueixeiro 1	O Rosal	O Rosal (Santa Mariña)		megalithic_mound	0.31403461	0.09095205	4.40497461	0.00000000	0.00000000	0.31875053	0.03081055	0.08889886	0.27790639	0.20851803	0.23558438	0.28454500	0.29703200	0.95796078	1.20782628	0.04973103	0.08043419	0.10667089	0.75404063	0.29520580	0.29225174	0.32685742	-0.03165162	-0.02570027	0.25000000	0.74312017	0.25000000	20.00000000	-1.95578003	5.47207355	6.50627947	0.84104496	0.83407402	0.92708540	0.89967334	-0.14133005	-0.12417432	-0.01715573	0.30764690	0.29448548	1.04469294	0.19444444	0.58556466	-0.79620727	-0.27968070	-0.29040011	-0.27968070		ok
train	wl-tile-v1-08836	wl-neg-neg-es-pba-69817	neg-es-pba-69817	0	hard_negative	train	ES	Mámoa do Carqueixeiro 2	O Rosal	O Rosal (Santa Mariña)		megalithic_mound	0.31302956	0.08906139	4.36721069	0.00000000	0.00000000	0.31796217	0.03176892	0.08712778	0.27801183	0.20795061	0.24635592	0.26925039	0.29727814	0.90571879	1.09293250	0.05446533	0.09617067	0.09633207	0.99832453	0.28961655	0.32361475	0.32113540	-0.03151885	-0.02754790	0.25000000	0.76247613	0.05882353	20.00000000	-1.49157715	6.18252230	6.54253817	0.94497306	0.83616763	0.98188883	0.85159094	-0.26062763	-0.25204641	-0.00858122	0.30349460	0.29478535	1.02954438	0.16666667	0.61078830	-0.67710692	-0.26648729	-0.32125321	-0.26648729		ok
train	wl-tile-v1-08837	wl-neg-neg-es-pba-69818	neg-es-pba-69818	0	hard_negative	train	ES	Mámoa do Carqueixeiro 3	O Rosal	O Rosal (Santa Mariña)		megalithic_mound	0.31144017	0.08966653	4.36265119	0.00000000	0.00000000	0.31607586	0.03023621	0.08779354	0.27019808	0.21812344	0.35480466	0.26257548	0.25318471	1.03709059	0.74005644	0.12101230	0.09452196	0.07906542	1.19549055	0.31494936	0.30323294	0.30454075	0.01040861	0.01208618	0.30555556	0.65416214	0.07142857	20.00000000	-4.71041870	8.33168888	8.03673840	1.03670027	1.08750904	1.04640901	1.03927721	-0.73571378	-0.04534540	-0.69036838	0.37191799	0.32304090	1.15130310	0.47222222	0.67525018	-0.71267598	0.68613052	0.62092079	0.68613052		ok
train	wl-tile-v1-08838	wl-neg-neg-es-pba-69819	neg-es-pba-69819	0	hard_negative	train	ES	Mámoa do Carquexeiro 4	O Rosal	O Rosal (Santa Mariña)		megalithic_mound	0.32827508	0.09198191	4.42809275	0.00000000	0.00000000	0.33324388	0.03310111	0.08969626	0.28052607	0.22948980	0.28413582	0.34747061	0.25893417	1.34192645	1.22290323	0.09214840	0.09387224	0.08801671	1.06652749	0.34250072	0.36655569	0.31370354	0.02879718	0.02708107	0.72222222	0.72980904	0.50000000	20.00000000	3.56253052	10.37255001	10.63865662	0.97498682	1.18753934	1.33550656	0.88920517	0.41000855	-0.43069410	0.84070265	0.40223786	0.36009970	1.11701803	0.25000000	0.59286442	0.01195448	0.06102294	0.52477084	0.52477084		ok
train	wl-tile-v1-08839	wl-neg-neg-es-pba-69820	neg-es-pba-69820	0	hard_negative	train	ES	Mámoa do Carquexeiro 5	O Rosal	O Rosal (Santa Mariña)		megalithic_mound	0.33509552	0.09077409	4.41290746	0.00000000	0.00000000	0.34020600	0.03474052	0.08824982	0.27869880	0.22590548	0.25483310	0.31832075	0.27028984	1.17770151	1.24913423	0.06339758	0.10011343	0.08351932	1.19868581	0.33733109	0.38007686	0.32510898	0.01222211	0.01219061	0.50000000	0.71257342	0.16666667	20.00000000	3.98602295	10.45763206	11.61750603	0.90016154	1.05174148	1.43930972	0.73072631	0.66141409	-0.35436612	1.01578021	0.35277447	0.33940488	1.03939127	0.22222222	0.60608580	-0.01378514	-0.42272675	0.22362518	0.22362518		ok
train	wl-tile-v1-08323	wl-neg-neg-es-pba-64454	neg-es-pba-64454	0	hard_negative	train	ES	Mámoa do Carrascal 1	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.41962728	0.08372643	4.30159287	0.00000000	0.00000000	0.42199203	0.02471437	0.08142888	0.19398259	0.19950947	0.26519614	0.21158336	0.18229632	1.16065623	0.79783724	0.10190418	0.09245077	0.07416482	1.24655820	0.48469430	0.44945982	0.40668601	0.07800829	0.07717586	0.58333333	0.65834789	0.14285714	20.00000000	9.59619141	6.44719028	7.76749134	0.83002220	0.52154201	0.60458308	0.86264738	0.56460565	0.32496059	0.23964506	0.43391982	0.36787122	1.17954270	0.19444444	0.69697496	0.00570413	-0.14793023	-0.04017414	0.00570413		ok
train	wl-tile-v1-08324	wl-neg-neg-es-pba-64455	neg-es-pba-64455	0	hard_negative	train	ES	Mámoa do Carrascal 2	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.42120722	0.08166926	4.24893722	0.00000000	0.00000000	0.42350155	0.02520446	0.07948401	0.18822238	0.19805725	0.28553700	0.20606016	0.17333584	1.18879143	0.72165832	0.10494388	0.08774703	0.07581770	1.15734233	0.46713752	0.44699252	0.41663104	0.05050647	0.05054685	0.50000000	0.61329621	0.12500000	20.00000000	8.87969971	6.16908264	7.50137615	0.82239345	0.56433696	0.62173492	0.90768097	0.48416090	0.36165908	0.12250182	0.38923290	0.33774284	1.15245347	0.22222222	0.70026600	-0.05858027	-0.09862469	-0.13072578	-0.05858027		ok
train	wl-tile-v1-08325	wl-neg-neg-es-pba-64456	neg-es-pba-64456	0	hard_negative	train	ES	Mámoa do Carrascal 3	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.44393325	0.07872052	4.19515292	0.00000000	0.00000000	0.44566759	0.02736439	0.07703246	0.17021836	0.19623758	0.15241894	0.16978356	0.16589038	1.02346840	1.11392692	0.06316010	0.08215832	0.07894827	1.04066021	0.44475579	0.44962844	0.45195401	-0.00719821	-0.00736728	0.41666667	0.55326468	0.33333333	20.00000000	8.72595215	5.45707798	6.85558939	0.79600420	0.59143621	0.59636307	0.99173849	0.36662883	0.41531312	-0.04868430	0.30075383	0.30073559	1.00006065	0.27777778	0.74657465	-0.09847957	-0.17036736	-0.35409024	-0.09847957		ok
train	wl-tile-v1-08326	wl-neg-neg-es-pba-64457	neg-es-pba-64457	0	hard_negative	train	ES	Mámoa do Carrascal 4	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.43046871	0.08295155	4.15528665	0.00000000	0.00000000	0.43408993	0.03693140	0.08175421	0.17274441	0.21213636	0.07697153	0.13808517	0.16263144	0.84906814	1.79397720	0.02350837	0.06247404	0.08188631	0.76293627	0.41880623	0.44189507	0.43249530	-0.01368907	-0.01456392	0.41666667	0.59380816	0.10000000	20.00000000	15.17517090	6.37522745	9.16064358	0.69593663	0.99197251	0.81863612	1.21173801	0.72425133	0.30889863	0.41535270	0.31714135	0.41649419	0.76145445	0.33333333	0.53479530	0.39617256	-0.27006309	0.09146833	0.39617256		ok
train	wl-tile-v1-08327	wl-neg-neg-es-pba-64458	neg-es-pba-64458	0	hard_negative	train	ES	Mámoa do Carrascal 5	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.42735827	0.09107038	4.47052198	0.00000000	0.00000000	0.43026856	0.02795969	0.08853641	0.21145777	0.20894027	0.28078246	0.20675924	0.20246394	1.02121516	0.73636809	0.09102314	0.08492779	0.08827611	0.96206991	0.51348269	0.44748440	0.40820387	0.10527882	0.10285926	0.41666667	0.64399180	0.05882353	20.00000000	8.98150635	7.41147709	7.83469391	0.94598170	0.49490187	0.49249589	1.00488526	0.56795532	0.31063211	0.25732321	0.31939441	0.36554983	0.87373699	0.22222222	0.74039919	0.12246711	-0.20443853	-0.37468369	0.12246711		ok
train	wl-tile-v1-08330	wl-neg-neg-es-pba-64485	neg-es-pba-64485	0	hard_negative	train	ES	Mámoa do Carrascal 6	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.40963399	0.09519499	4.57389028	0.00000000	0.00000000	0.41290021	0.02632410	0.09289317	0.25093699	0.21702528	0.19922230	0.24727426	0.27660573	0.89395931	1.24119774	0.06129010	0.08982403	0.10475135	0.85749758	0.43545222	0.43087849	0.40474442	0.03070781	0.02665079	0.27777778	0.77062490	0.20000000	20.00000000	9.76019287	7.82693815	9.31742001	0.84003277	0.65674657	0.78989816	0.83143195	0.48212782	0.15876816	0.32335965	0.35462576	0.37492365	0.94586128	0.22222222	0.68372576	0.07777691	-0.49516454	-0.12951673	0.07777691		ok
train	wl-tile-v1-08331	wl-neg-neg-es-pba-64486	neg-es-pba-64486	0	hard_negative	train	ES	Mámoa do Carrascal 7	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.39289725	0.09273940	4.58475785	0.00000000	0.00000000	0.39900461	0.04060468	0.09132692	0.27920964	0.20890784	0.28504166	0.26010287	0.27767348	0.93672203	0.91250826	0.10824594	0.09619789	0.08536924	1.12684489	0.47143435	0.39628616	0.39307061	0.07836375	0.07292682	0.33333333	0.76998401	0.07692308	20.00000000	8.18676758	10.12529469	10.02994156	1.00950685	0.81764311	0.83210534	0.98261971	0.53237832	0.39382443	0.13855389	0.20335481	0.25164557	0.80810010	0.30555556	0.61789636	0.18012511	-0.14818603	-0.33164285	0.18012511		ok
train	wl-tile-v1-08332	wl-neg-neg-es-pba-64487	neg-es-pba-64487	0	hard_negative	train	ES	Mámoa do Carrascal 8	Forcarei	A Madanela de Montes (Santa María Madanela)		megalithic_mound	0.40178102	0.09636711	4.62979645	0.00000000	0.00000000	0.40647236	0.03330972	0.09470841	0.26341239	0.21267833	0.23498631	0.22772983	0.26610959	0.85577461	0.96911957	0.06855959	0.08785129	0.09492361	0.92549459	0.40928635	0.39933345	0.39332214	0.01596421	0.01289091	0.13888889	0.74535570	0.05882353	20.00000000	10.12316895	8.53945446	10.60841179	0.80497012	0.73109788	0.89959431	0.81269731	0.47083852	0.32846278	0.14237574	0.19284095	0.26298144	0.73328728	0.05555556	0.76392029	-0.14392366	-1.08945900	-0.85987417	-0.14392366		ok
train	wl-tile-v1-06450	wl-neg-neg-es-pba-43131	neg-es-pba-43131	0	hard_negative	train	ES	Mámoa do Carrizo 05	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.35865125	0.11280265	4.83282700	0.00000000	0.00000000	0.38088876	0.14820603	0.11791307	0.28410798	0.26050547	0.39823484	0.24648398	0.27749714	0.88823971	0.61894127	0.11244237	0.10352062	0.11095925	0.93296070	0.39630073	0.41287285	0.34488630	0.05141443	0.05532268	0.27777778	0.63298980	0.05000000	20.00000000	-1.18188477	3.07784200	2.91635036	1.05537456	0.41896382	0.36842844	1.13716471	0.05610870	-0.05744525	0.11355395	0.33985457	0.33396241	1.01764318	0.33333333	0.67101025	-0.34917104	0.48743622	-0.33487348	0.48743622		ok
train	wl-tile-v1-06451	wl-neg-neg-es-pba-43132	neg-es-pba-43132	0	hard_negative	train	ES	Mámoa do Carrizo 06	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.38603848	0.14195310	5.02623924	0.00000000	0.00000000	0.40392327	0.12438205	0.14481877	0.26284969	0.26744524	0.22333267	0.24378945	0.23396666	1.04198370	1.09159778	0.12157139	0.16005483	0.13782723	1.16127147	0.48126352	0.42722538	0.38585669	0.09540683	0.09752706	0.50000000	0.58693459	0.16666667	20.00000000	-0.95831299	8.04687119	7.20042896	1.11755442	1.14684069	0.87377608	1.31251097	-0.30727929	0.18004751	-0.48732680	0.27485919	0.22480132	1.22267607	0.36111111	0.49198206	-0.42573252	1.16896484	0.15185173	1.16896484		ok
train	wl-tile-v1-06452	wl-neg-neg-es-pba-43133	neg-es-pba-43133	0	hard_negative	train	ES	Mámoa do Carrizo 08	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.38559324	0.12716089	5.00231707	0.00000000	0.00000000	0.40221012	0.11675474	0.12772788	0.29118824	0.27080512	0.38926587	0.27102691	0.29102200	0.93129353	0.69625141	0.12006202	0.10664539	0.13039324	0.81787517	0.33834311	0.37943190	0.39834026	-0.05999714	-0.06154096	0.30555556	0.66879286	0.05263158	20.00000000	-0.09851074	2.81566572	2.71154523	1.03839895	0.33296371	0.37298676	0.89269577	-0.02777756	0.00759140	-0.03536896	0.37495831	0.34398073	1.09005614	0.08333333	0.78988208	-0.57157722	-0.09080747	-0.66215742	-0.09080747		ok
train	wl-tile-v1-06453	wl-neg-neg-es-pba-43134	neg-es-pba-43134	0	hard_negative	train	ES	Mámoa do Carrizo 09	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.39454475	0.13144948	4.98019567	0.00000000	0.00000000	0.41174600	0.11945796	0.13029990	0.25780904	0.27894574	0.26606891	0.25371340	0.29049447	0.87338460	0.95356276	0.11390337	0.12438820	0.13095270	0.94987117	0.39703128	0.39738417	0.37974685	0.01728442	0.02847281	0.36111111	0.56748760	0.07142857	20.00000000	0.03518677	1.72994530	1.73953426	0.99448763	0.26626983	0.28707200	0.92753675	-0.00522427	0.02113779	-0.02636207	0.24662481	0.28353050	0.86983520	0.16666667	0.81178419	-0.53185433	-0.32607698	-1.05631775	-0.32607698		ok
train	wl-tile-v1-06454	wl-neg-neg-es-pba-43135	neg-es-pba-43135	0	hard_negative	train	ES	Mámoa do Carrizo 1	Vilalba	Codesido (San Martiño)		megalithic_mound	0.32349068	0.10943133	4.65929371	0.00000000	0.00000000	0.34436488	0.13241273	0.11982413	0.25872630	0.23968104	0.27966487	0.26574352	0.27978781	0.94980380	0.95022131	0.09125528	0.11023219	0.10645042	1.03552615	0.27140233	0.32405335	0.31208116	-0.04067883	-0.04933685	0.38888889	0.70056988	0.05555556	20.00000000	-0.33273315	1.94513345	2.13275957	0.91202659	0.33447170	0.33975744	0.98444261	-0.02371788	-0.07692119	0.05320331	0.27752066	0.28523842	0.97294278	0.30555556	0.69762086	-0.49359286	-0.03122226	-0.68606451	-0.03122226		ok
train	wl-tile-v1-06455	wl-neg-neg-es-pba-43136	neg-es-pba-43136	0	hard_negative	train	ES	Mámoa do Carrizo 10	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.38680157	0.12398022	4.96515129	0.00000000	0.00000000	0.40387455	0.11818343	0.12494856	0.28866279	0.26124960	0.38928473	0.26662031	0.31358281	0.85023892	0.68489794	0.10572290	0.11370250	0.12602507	0.90222130	0.41580448	0.43240586	0.37315971	0.04264477	0.04420954	0.38888889	0.69211351	0.05000000	20.00000000	1.32272339	3.75939989	4.11930656	0.91262931	0.47028902	0.43219692	1.08813600	0.21459283	-0.12117721	0.33577004	0.40690801	0.36857262	1.10401039	0.30555556	0.69721593	-0.30137450	0.31769073	-0.08985548	0.31769073		ok
train	wl-tile-v1-06456	wl-neg-neg-es-pba-43137	neg-es-pba-43137	0	hard_negative	train	ES	Mámoa do Carrizo 14/Modia de Pena Chantada	Vilalba	Codesido (San Martiño)		megalithic_mound	0.33961919	0.12967610	4.85459042	0.00000000	0.00000000	0.36137813	0.13872911	0.13748138	0.29294622	0.26714939	0.36558372	0.29338965	0.30689454	0.95599501	0.80252384	0.11429569	0.10127534	0.11308941	0.89553334	0.33041292	0.30679905	0.32270509	0.00770783	0.00681010	0.41666667	0.72073684	0.11111111	20.00000000	-0.78863525	3.47121906	3.52811074	0.98387475	0.40094408	0.48154569	0.83261899	0.02227060	-0.05566747	0.07793808	0.24017450	0.23521879	1.02106851	0.22222222	0.71581770	-0.51337435	-0.18709423	-0.84289250	-0.18709423		ok
train	wl-tile-v1-06457	wl-neg-neg-es-pba-43138	neg-es-pba-43138	0	hard_negative	train	ES	Mámoa do Carrizo 2	Vilalba	Codesido (San Martiño)		megalithic_mound	0.32449538	0.10753019	4.61245224	0.00000000	0.00000000	0.34579366	0.13670109	0.11839551	0.25345981	0.23795599	0.27661690	0.29387641	0.24651958	1.19210169	1.06239499	0.07115156	0.12035739	0.10787579	1.11570337	0.26345029	0.32145056	0.33112523	-0.06767493	-0.07786837	0.52777778	0.72733023	0.08333333	20.00000000	-0.38906860	1.99401331	1.58473516	1.25826281	0.34550810	0.31435806	1.09909096	-0.06255904	-0.00350660	-0.05905244	0.40558487	0.31430829	1.29040464	0.38888889	0.74947464	-0.08165812	1.17951579	-0.11308935	1.17951579		ok
train	wl-tile-v1-06458	wl-neg-neg-es-pba-43139	neg-es-pba-43139	0	hard_negative	train	ES	Mámoa do Carrizo 3	Vilalba	Codesido (San Martiño)		megalithic_mound	0.31934172	0.10620289	4.63589408	0.00000000	0.00000000	0.33891040	0.12495288	0.11586533	0.25246072	0.23278809	0.24173711	0.27117223	0.24921413	1.08810936	1.12176497	0.06617549	0.10765901	0.10532288	1.02218065	0.25936851	0.30159292	0.31732002	-0.05795151	-0.06834453	0.47222222	0.73098100	0.10000000	20.00000000	-0.43103027	1.78379035	1.52170885	1.17222842	0.29840121	0.30765370	0.96992564	-0.04332117	-0.01511902	-0.02820214	0.29239666	0.26623881	1.09824960	0.30555556	0.71654694	-0.24370412	0.48551615	-0.66542325	0.48551615		ok
train	wl-tile-v1-06459	wl-neg-neg-es-pba-43140	neg-es-pba-43140	0	hard_negative	train	ES	Mámoa do Carrizo 4	Vilalba	Codesido (San Martiño)		megalithic_mound	0.32343936	0.10546311	4.54558754	0.00000000	0.00000000	0.34521559	0.14036117	0.11726996	0.23745564	0.22783700	0.23730776	0.26977265	0.22335181	1.20783733	1.13680502	0.08580463	0.09552599	0.10976090	0.87030984	0.26538309	0.31419224	0.34067303	-0.07528993	-0.08615693	0.63888889	0.76731499	0.20000000	20.00000000	-0.22769165	1.87127304	1.25218761	1.49440310	0.34105098	0.26411679	1.29128851	-0.03496605	-0.00582928	-0.02913677	0.37588036	0.24026230	1.56445835	0.61111111	0.71629715	0.39507524	2.45966754	0.11551868	2.45966754		ok
train	wl-tile-v1-06460	wl-neg-neg-es-pba-43141	neg-es-pba-43141	0	hard_negative	train	ES	Mámoa do Carrizo 7	Vilalba	Codesido (San Martiño)		megalithic_mound	0.32408699	0.10296302	4.63882669	0.00000000	0.00000000	0.34304366	0.12279529	0.11125788	0.21642455	0.19731179	0.22554509	0.19378428	0.20809241	0.93124149	0.85918199	0.06775585	0.10317350	0.10721204	0.96233133	0.29248491	0.33463472	0.32087493	-0.02839002	-0.03557751	0.38888889	0.70105984	0.05882353	20.00000000	-0.03506470	0.98606253	0.92304742	1.06826854	0.24596523	0.24509054	1.00356882	0.01034958	-0.04010428	0.05045387	0.20158333	0.18859281	1.06888131	0.41666667	0.65553573	-0.20559223	0.48580638	-0.86979927	0.48580638		ok
train	wl-tile-v1-06942	wl-neg-neg-es-pba-45784	neg-es-pba-45784	0	hard_negative	train	ES	Mámoa do Casteliño	Beariz	Xirazga (San Salvador)		megalithic_mound	0.36757880	0.08747313	4.31667851	0.00000000	0.00000000	0.37223843	0.03729820	0.08699924	0.25550759	0.20885058	0.18129282	0.23343262	0.26703724	0.87415755	1.28759994	0.07586490	0.07595495	0.09099952	0.83467419	0.34052739	0.35197377	0.36958414	-0.02905676	-0.02881056	0.25000000	0.66960823	0.07692308	20.00000000	18.73480225	15.16655827	15.49404144	0.97886393	1.25030947	1.03127003	1.21239776	1.03018832	-0.17909797	1.20928629	0.30057779	0.33400103	0.89993071	0.44444444	0.54814052	1.27159768	0.45422669	0.67796983	1.27159768		ok
train	wl-tile-v1-07790	wl-neg-neg-es-pba-59761	neg-es-pba-59761	0	hard_negative	train	ES	Mámoa do Castelo	Arbo	Arbo (Santa María)		megalithic_mound	0.36335245	0.10188089	4.70505496	0.00000000	0.00000000	0.37130439	0.04384808	0.10062394	0.30365035	0.24326327	0.19786920	0.27418604	0.32340801	0.84780228	1.38569343	0.06993869	0.10248487	0.10301047	0.99489767	0.37587193	0.38348159	0.36376566	0.01210627	0.01070631	0.27777778	0.72152963	0.07692308	20.00000000	28.20210266	20.55951118	20.30373573	1.01259746	1.32899368	1.22925842	1.08113449	2.47088027	0.01131125	2.45956902	0.32843944	0.38637006	0.85006442	0.38888889	0.61017508	2.24147393	0.16474226	0.92521134	2.24147393		ok
train	wl-tile-v1-03691	wl-neg-neg-es-pba-12173	neg-es-pba-12173	0	hard_negative	train	ES	Mámoa do Castelo 1	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.36489606	0.08560701	4.37851880	0.00000000	0.00000000	0.37983644	0.09985076	0.08302823	0.27493593	0.18189339	0.27042550	0.29812753	0.26911154	1.10782142	1.10243869	0.07968531	0.10203044	0.08252433	1.23636801	0.35202122	0.38698283	0.36649838	-0.01447716	-0.01335692	0.33333333	0.75958978	0.33333333	20.00000000	5.84918213	11.92332649	13.24120998	0.90047107	1.41945040	1.25972307	1.12679559	-0.11684184	0.61133736	-0.72817920	0.28873074	0.28622606	1.00875069	0.38888889	0.46174574	-0.27486748	0.31727635	0.55921963	0.55921963		ok
train	wl-tile-v1-05470	wl-neg-neg-es-pba-30410	neg-es-pba-30410	0	hard_negative	train	ES	Mámoa do Castelo 1	Friol	Ousá (San Xiao)		megalithic_mound	0.33794400	0.13938288	4.95243635	0.00000000	0.00000000	0.35216197	0.08517104	0.13947019	0.27053368	0.25355682	0.25201619	0.27619660	0.27065098	1.02048992	1.09594785	0.09602983	0.11740446	0.14955881	0.78500530	0.41480854	0.31938970	0.33427370	0.08053485	0.07979524	0.44444444	0.67685139	0.16666667	20.00000000	2.99084473	5.79688597	5.41809368	1.06991247	0.51567847	0.68445778	0.75341165	0.29044840	-0.15065220	0.44110060	0.27094990	0.29276821	0.92547582	0.11111111	0.72316213	-0.17026340	-0.46501197	-0.74915732	-0.17026340		ok
train	wl-tile-v1-03692	wl-neg-neg-es-pba-12174	neg-es-pba-12174	0	hard_negative	train	ES	Mámoa do Castelo 2	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.36669886	0.08575260	4.39190590	0.00000000	0.00000000	0.38157991	0.09983149	0.08317775	0.27799705	0.18238059	0.29982919	0.29070354	0.27265817	1.06618311	0.96956384	0.09564498	0.09971447	0.08280303	1.20423698	0.36366987	0.39261663	0.36902267	-0.00535280	-0.00542209	0.38888889	0.74977974	0.20000000	20.00000000	4.59576416	11.66221333	13.48767281	0.86465719	1.27427924	1.29747212	0.98212456	-0.27088627	0.64419162	-0.91507789	0.27576151	0.29450721	0.93634896	0.22222222	0.47119835	-0.60209747	-0.25432403	0.15377598	0.15377598		ok
train	wl-tile-v1-05471	wl-neg-neg-es-pba-30411	neg-es-pba-30411	0	hard_negative	train	ES	Mámoa do Castelo 2	Friol	Ousá (San Xiao)		megalithic_mound	0.30971450	0.10821728	4.68720465	0.00000000	0.00000000	0.32438236	0.08533911	0.11108837	0.25238273	0.22568913	0.28005397	0.23217303	0.26456353	0.87757003	0.82902957	0.10780374	0.10521714	0.11296453	0.93141751	0.32691446	0.32190952	0.31578770	0.01112676	0.01280597	0.33333333	0.67076802	0.05555556	20.00000000	1.62603760	5.26454115	5.96993351	0.88184251	0.54559547	0.63797748	0.85519549	0.12228873	0.11884657	0.00344216	0.34223765	0.37316376	0.91712457	0.30555556	0.67730483	-0.41664696	-0.34544167	-0.20818085	-0.20818085		ok
train	wl-tile-v1-05472	wl-neg-neg-es-pba-30412	neg-es-pba-30412	0	hard_negative	train	ES	Mámoa do Castelo 3	Friol	Ousá (San Xiao)		megalithic_mound	0.31185216	0.12024854	4.76962934	0.00000000	0.00000000	0.32655644	0.08501136	0.12246897	0.25656828	0.23152624	0.28500655	0.23419783	0.25533050	0.91723403	0.82172786	0.09863696	0.11581698	0.10460142	1.10722187	0.27486870	0.32510227	0.30797163	-0.03310293	-0.03623718	0.38888889	0.66435892	0.05000000	20.00000000	3.44836426	4.71508980	6.17340660	0.76377438	0.47863254	0.67166954	0.71260123	0.42018163	0.15657620	0.26360543	0.35422128	0.39454895	0.89778792	0.19444444	0.65874799	-0.44995253	-0.87841632	-0.40032513	-0.40032513		ok
train	wl-tile-v1-05473	wl-neg-neg-es-pba-30413	neg-es-pba-30413	0	hard_negative	train	ES	Mámoa do Castelo 4	Friol	Ousá (San Xiao)		megalithic_mound	0.29609314	0.11432156	4.71211156	0.00000000	0.00000000	0.31008732	0.07821053	0.11649232	0.26113388	0.21652119	0.28747031	0.25807846	0.24156913	1.06834203	0.89775690	0.06486974	0.08367345	0.09192299	0.91025593	0.21950965	0.27141872	0.27805021	-0.05854057	-0.06149974	0.44444444	0.70551554	0.08333333	20.00000000	-2.13659668	4.30563641	6.08954573	0.70705379	0.69209355	0.61126542	1.13223082	-0.36227870	0.10163958	-0.46391828	0.36403897	0.35627571	1.02179005	0.50000000	0.61822380	-0.81041433	0.21855217	0.22918917	0.22918917		ok
train	wl-tile-v1-04086	wl-neg-neg-es-pba-16966	neg-es-pba-16966	0	hard_negative	train	ES	Mámoa do Castelo do Medio 1	Padrón	Carcacía (San Pedro)		megalithic_mound	0.30748737	0.09691775	4.54935719	0.00000000	0.00000000	0.31912640	0.08376460	0.09453508	0.25372660	0.18907525	0.24942021	0.24911961	0.26220310	0.95010170	0.99879480	0.07712546	0.08758540	0.09424044	0.92938236	0.27813178	0.28025782	0.31515500	-0.03702322	-0.03713408	0.25000000	0.73722133	0.06250000	20.00000000	12.46041870	16.54035568	15.11136532	1.09456395	2.91330671	1.59532845	1.82614854	-0.48136482	0.37492275	-0.85628757	0.35295939	0.25841859	1.36584367	0.44444444	0.52152495	0.36717161	2.20861128	2.04184022	2.20861128		ok
train	wl-tile-v1-04087	wl-neg-neg-es-pba-16995	neg-es-pba-16995	0	hard_negative	train	ES	Mámoa do Castelo do Medio 2	Padrón	Carcacía (San Pedro)		megalithic_mound	0.26674369	0.07519920	4.12180663	0.00000000	0.00000000	0.27838844	0.07891775	0.07316010	0.24717720	0.17302243	0.27526924	0.27356121	0.24395543	1.12135731	0.99379505	0.08070270	0.07712859	0.07495109	1.02905227	0.26948169	0.26406562	0.26848894	0.00099275	0.00107759	0.41666667	0.77614261	0.10000000	20.00000000	2.10025024	12.69334984	15.42319298	0.82300402	1.59219491	2.06246781	0.77198534	-0.05416875	0.57898867	-0.63315742	0.27101290	0.30090874	0.90064814	0.22222222	0.65197352	-0.71999402	-0.67307727	0.39011184	0.39011184		ok
