dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-04231	wl-neg-neg-es-pba-19181	neg-es-pba-19181	0	hard_negative	train	ES	Mámoa da Vacariza 1	Rianxo	Isorna (Santa María)		megalithic_mound	0.05165362	0.06649650	0.05907506	0.00343478	0.05610648	7702	7152	7458	7445	7568	8250
train	wl-tile-v1-04232	wl-neg-neg-es-pba-19182	neg-es-pba-19182	0	hard_negative	train	ES	Mámoa da Vacariza 2	Rianxo	Isorna (Santa María)		megalithic_mound	0.14938281	0.18191810	0.16565045	0.02717544	0.15914340	5552	5062	5343	5316	5427	6799
train	wl-tile-v1-04233	wl-neg-neg-es-pba-19183	neg-es-pba-19183	0	hard_negative	train	ES	Mámoa da Vacariza 3	Rianxo	Isorna (Santa María)		megalithic_mound	0.09790687	0.11690228	0.10740458	0.01144554	0.10360549	6570	6071	6365	6335	6459	7288
train	wl-tile-v1-04234	wl-neg-neg-es-pba-19184	neg-es-pba-19184	0	hard_negative	train	ES	Mámoa da Vacariza 4	Rianxo	Isorna (Santa María)		megalithic_mound	0.04944720	0.05649317	0.05297018	0.00279343	0.05156099	7753	7409	7630	7611	7699	8434
train	wl-tile-v1-04235	wl-neg-neg-es-pba-19212	neg-es-pba-19212	0	hard_negative	train	ES	Mámoa da Vacariza 5	Rianxo	Isorna (Santa María)		megalithic_mound	0.10091565	0.11571289	0.10831427	0.01167724	0.10535482	6507	6090	6346	6308	6420	7695
train	wl-tile-v1-04236	wl-neg-neg-es-pba-19213	neg-es-pba-19213	0	hard_negative	train	ES	Mámoa da Vacariza 6	Rianxo	Isorna (Santa María)		megalithic_mound	0.02664665	0.03681760	0.03173213	0.00098107	0.02969794	8337	7940	8180	8169	8252	6752
train	wl-tile-v1-03327	wl-neg-neg-es-pba-6393	neg-es-pba-6393	0	hard_negative	train	ES	Mámoa da Veciñeira	Cedeira	San Román de Montoxo (San Román)		megalithic_mound	0.36185729	0.42913558	0.39549644	0.15528584	0.38204078	3235	3066	3147	3132	3183	3133
train	wl-tile-v1-06834	wl-neg-neg-es-pba-45279	neg-es-pba-45279	0	hard_negative	train	ES	Mámoa da Veiga	Baltar	Tosende (San Lourenzo)		megalithic_mound	0.04219511	0.02229759	0.03224635	0.00094085	0.03622586	7944	8339	8156	8187	8068	8502
train	wl-tile-v1-07991	wl-neg-neg-es-pba-78916	neg-es-pba-78916	0	hard_negative	train	ES	Mámoa da Veiga das Arcas	Cerdedo-Cotobade	Tomonde (Santa María)		megalithic_mound	0.50173687	0.55344456	0.52759071	0.27768354	0.51724918	2444	2482	2445	2431	2437	3253
train	wl-tile-v1-07156	wl-neg-neg-es-pba-52543	neg-es-pba-52543	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 1	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.07253123	0.06526268	0.06889695	0.00473358	0.07035066	7161	7176	7230	7209	7215	5027
train	wl-tile-v1-07157	wl-neg-neg-es-pba-52544	neg-es-pba-52544	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 2	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.02274877	0.00925911	0.01600394	0.00021063	0.01870187	8417	8588	8521	8540	8493	3868
train	wl-tile-v1-07158	wl-neg-neg-es-pba-52545	neg-es-pba-52545	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 3	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.00825013	0.00208742	0.00516877	0.00001722	0.00640132	8628	8638	8631	8636	8631	7235
train	wl-tile-v1-07159	wl-neg-neg-es-pba-52546	neg-es-pba-52546	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 4	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.00179698	0.00056767	0.00118232	0.00000102	0.00142819	8641	8641	8641	8641	8641	7606
train	wl-tile-v1-07160	wl-neg-neg-es-pba-52547	neg-es-pba-52547	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 5	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.01350120	0.00464551	0.00907335	0.00006272	0.01084449	8577	8627	8615	8620	8606	586
train	wl-tile-v1-07161	wl-neg-neg-es-pba-52572	neg-es-pba-52572	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 6	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.05131610	0.03413278	0.04272444	0.00175156	0.04616110	7711	8017	7896	7898	7834	7969
train	wl-tile-v1-07162	wl-neg-neg-es-pba-52573	neg-es-pba-52573	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 7	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.06118802	0.04090148	0.05104475	0.00250268	0.05510206	7447	7828	7676	7683	7590	4564
train	wl-tile-v1-07163	wl-neg-neg-es-pba-52574	neg-es-pba-52574	0	hard_negative	train	ES	Mámoa da Veiga de Maus de Salas 9	Muíños	A Maus de Salas (Santa Baia)		megalithic_mound	0.00398275	0.00123903	0.00261089	0.00000493	0.00315963	8638	8639	8640	8640	8639	8609
train	wl-tile-v1-07164	wl-neg-neg-es-pba-52575	neg-es-pba-52575	0	hard_negative	train	ES	Mámoa da Veiga de Requiás 3	Muíños	Xermeade (San Miguel)		megalithic_mound	0.04718378	0.02657124	0.03687751	0.00125373	0.04100002	7824	8225	8041	8057	7970	6770
train	wl-tile-v1-07165	wl-neg-neg-es-pba-52576	neg-es-pba-52576	0	hard_negative	train	ES	Mámoa da Veiga de Requiás 4	Muíños	Xermeade (San Miguel)		megalithic_mound	0.02507225	0.00794739	0.01650982	0.00019926	0.01993479	8370	8604	8512	8549	8462	4828
train	wl-tile-v1-07166	wl-neg-neg-es-pba-52577	neg-es-pba-52577	0	hard_negative	train	ES	Mámoa da Veiga de Requiás 5	Muíños	Xermeade (San Miguel)		megalithic_mound	0.01217116	0.00442644	0.00829880	0.00005387	0.00984774	8595	8628	8622	8624	8614	8237
train	wl-tile-v1-07167	wl-neg-neg-es-pba-52578	neg-es-pba-52578	0	hard_negative	train	ES	Mámoa da Veiga de Requiás 6	Muíños	Xermeade (San Miguel)		megalithic_mound	0.04397947	0.01668344	0.03033145	0.00073373	0.03579066	7907	8461	8212	8289	8088	8487
train	wl-tile-v1-08866	wl-neg-neg-es-pba-69007	neg-es-pba-69007	0	hard_negative	train	ES	Mámoa da Veiguiña Longa	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.11279010	0.14368429	0.12823719	0.01620617	0.12205836	6253	5621	5950	5932	6075	6672
train	wl-tile-v1-02765	wl-neg-neg-es-pba-1409	neg-es-pba-1409	0	hard_negative	train	ES	Mámoa da Ventureira 1	A Baña	A Riba (San Xoán)		megalithic_mound	0.02273729	0.01277517	0.01775623	0.00029047	0.01974865	8418	8529	8487	8495	8467	8586
train	wl-tile-v1-02766	wl-neg-neg-es-pba-1410	neg-es-pba-1410	0	hard_negative	train	ES	Mámoa da Ventureira 2	A Baña	A Riba (San Xoán)		megalithic_mound	0.59519887	0.52836461	0.56178174	0.31448202	0.57514859	2018	2592	2288	2278	2172	1442
train	wl-tile-v1-03095	wl-neg-neg-es-pba-17907	neg-es-pba-17907	0	hard_negative	train	ES	Mámoa da Vilavella 1	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.56154358	0.67860294	0.62007326	0.38106512	0.59666139	2162	1967	2057	2054	2097	2263
train	wl-tile-v1-03096	wl-neg-neg-es-pba-17908	neg-es-pba-17908	0	hard_negative	train	ES	Mámoa da Vilavella 2	As Pontes de García Rodríguez	Vilavella (Santa María)		megalithic_mound	0.27949499	0.22153870	0.25051684	0.06191896	0.26210810	3864	4584	4236	4210	4079	5052
train	wl-tile-v1-03299	wl-neg-neg-es-pba-4369	neg-es-pba-4369	0	hard_negative	train	ES	Mámoa da Vixía 1	Carballo	Vilela (San Miguel)		megalithic_mound	0.02839389	0.02083204	0.02461296	0.00059150	0.02612533	8298	8380	8358	8356	8339	7849
train	wl-tile-v1-03300	wl-neg-neg-es-pba-4370	neg-es-pba-4370	0	hard_negative	train	ES	Mámoa da Vixía 2	Carballo	Vilela (San Miguel)		megalithic_mound	0.02535850	0.01908915	0.02222383	0.00048407	0.02347770	8363	8419	8416	8410	8401	7163
train	wl-tile-v1-03447	wl-neg-neg-es-pba-9565	neg-es-pba-9565	0	hard_negative	train	ES	Mámoa da Xesteira	Curtis	Foxados (Santa María)		megalithic_mound	0.08980016	0.04593799	0.06786908	0.00412524	0.07664151	6748	7705	7249	7297	7074	7872
train	wl-tile-v1-03413	wl-neg-neg-es-pba-5928	neg-es-pba-5928	0	hard_negative	train	ES	Mámoa da Xiromeira	Coristanco	Couso (San Miguel)		megalithic_mound	0.55577017	0.47075121	0.51326069	0.26162948	0.53026448	2187	2859	2513	2506	2388	2665
train	wl-tile-v1-04304	wl-neg-neg-es-pba-22650	neg-es-pba-22650	0	hard_negative	train	ES	Mámoa da Zancanova	Santiago de Compostela	San Caetano (Santiago)		megalithic_mound	0.12728061	0.10649495	0.11688778	0.01355474	0.12104491	5949	6297	6149	6124	6090	4216
train	wl-tile-v1-07564	wl-neg-neg-es-pba-65808	neg-es-pba-65808	0	hard_negative	train	ES	Mámoa da Zarra Nova 1	Agolada	Eidián (Santiago)		megalithic_mound	0.20389141	0.14619863	0.17504502	0.02980864	0.18658357	4747	5580	5206	5204	5048	6001
train	wl-tile-v1-07565	wl-neg-neg-es-pba-65809	neg-es-pba-65809	0	hard_negative	train	ES	Mámoa da Zarra Nova 2	Agolada	Eidián (Santiago)		megalithic_mound	0.14606554	0.11250400	0.12928477	0.01643296	0.13599708	5616	6159	5929	5914	5812	6862
train	wl-tile-v1-08443	wl-neg-neg-es-pba-67029	neg-es-pba-67029	0	hard_negative	train	ES	Mámoa da Zarra de Ageiros 1	Lalín	Losón (Santa Baia)		megalithic_mound	0.06798061	0.07519992	0.07159027	0.00511214	0.07014640	7272	6955	7152	7131	7218	7033
train	wl-tile-v1-08444	wl-neg-neg-es-pba-67057	neg-es-pba-67057	0	hard_negative	train	ES	Mámoa da Zarra de Ageiros 2	Lalín	Losón (Santa Baia)		megalithic_mound	0.09752656	0.10381294	0.10066975	0.01012452	0.09941247	6578	6351	6510	6468	6563	6674
train	wl-tile-v1-05574	wl-neg-neg-es-pba-30708	neg-es-pba-30708	0	hard_negative	train	ES	Mámoa da Zarra de Catuxo	Friol	Lea (San Xurxo)		megalithic_mound	0.30422670	0.28004685	0.29213678	0.08519773	0.29697275	3650	4024	3847	3813	3772	4800
train	wl-tile-v1-08142	wl-neg-neg-es-pba-64777	neg-es-pba-64777	0	hard_negative	train	ES	Mámoa da canteira de Carbia	Cuntis	Cuntis (Santa María)		megalithic_mound	0.06382701	0.06354853	0.06368777	0.00405611	0.06374347	7379	7227	7345	7316	7367	7867
train	wl-tile-v1-09424	wl-neg-neg-es-pba-74176	neg-es-pba-74176	0	hard_negative	train	ES	Mámoa da cruz do valado	Valga	Valga (San Miguel)		megalithic_mound	0.42730016	0.58938921	0.50834469	0.25184610	0.47592688	2855	2336	2541	2550	2645	2332
train	wl-tile-v1-05153	wl-neg-neg-es-pba-28331	neg-es-pba-28331	0	hard_negative	train	ES	Mámoa da Áspera	Bóveda	Ribas Pequenas (Santiago)		megalithic_mound	0.25640604	0.32565735	0.29103169	0.08350051	0.27718143	4107	3667	3852	3836	3937	5321
train	wl-tile-v1-03037	wl-neg-neg-es-pba-979	neg-es-pba-979	0	hard_negative	train	ES	Mámoa da Önsua	Aranga	Cambás (San Pedro)		megalithic_mound	0.27245509	0.18150623	0.22698066	0.04945230	0.24517043	3936	5068	4514	4528	4279	5138
train	wl-tile-v1-03806	wl-neg-neg-es-pba-13444	neg-es-pba-13444	0	hard_negative	train	ES	Mámoa das Aberturas	Muxía	Morquintián (Santa María)		megalithic_mound	0.40730425	0.43180896	0.41955661	0.17587763	0.41465566	2957	3053	3000	2980	2973	3901
train	wl-tile-v1-03807	wl-neg-neg-es-pba-13445	neg-es-pba-13445	0	hard_negative	train	ES	Mámoa das Aferroas	Muxía	Morquintián (Santa María)		megalithic_mound	0.37016887	0.35462465	0.36239676	0.13127101	0.36550560	3187	3488	3337	3305	3273	4207
train	wl-tile-v1-04525	wl-neg-neg-es-pba-25172	neg-es-pba-25172	0	hard_negative	train	ES	Mámoa das Antas	Toques	Brañas ( Santa Mariña)		megalithic_mound	0.83288691	0.77220762	0.80254726	0.64316162	0.81468312	1155	1626	1360	1357	1272	1546
train	wl-tile-v1-04305	wl-neg-neg-es-pba-22673	neg-es-pba-22673	0	hard_negative	train	ES	Mámoa das Antas de San Miguel 1	Santiago de Compostela	A Peregrina (Santa María)		megalithic_mound	0.06465375	0.04675847	0.05570611	0.00302311	0.05928517	7352	7671	7555	7557	7480	6924
train	wl-tile-v1-04306	wl-neg-neg-es-pba-22674	neg-es-pba-22674	0	hard_negative	train	ES	Mámoa das Antas de San Miguel 2	Santiago de Compostela	A Peregrina (Santa María)		megalithic_mound	0.15919279	0.13584943	0.14752111	0.02162625	0.15218978	5377	5742	5613	5572	5535	4944
train	wl-tile-v1-04307	wl-neg-neg-es-pba-22675	neg-es-pba-22675	0	hard_negative	train	ES	Mámoa das Antas de San Miguel 3	Santiago de Compostela	A Peregrina (Santa María)		megalithic_mound	0.05635769	0.04299776	0.04967773	0.00242325	0.05234971	7582	7778	7717	7706	7679	5615
train	wl-tile-v1-03477	wl-neg-neg-es-pba-9361	neg-es-pba-9361	0	hard_negative	train	ES	Mámoa das Areeiras 1	Dumbría	Buxantes (San Pedro)		megalithic_mound	0.50493667	0.46680859	0.48587263	0.23570878	0.49349825	2425	2881	2637	2626	2557	3233
train	wl-tile-v1-03478	wl-neg-neg-es-pba-9362	neg-es-pba-9362	0	hard_negative	train	ES	Mámoa das Areeiras 2	Dumbría	Buxantes (San Pedro)		megalithic_mound	0.49463473	0.47655959	0.48559716	0.23572292	0.48921219	2479	2815	2641	2625	2580	3309
train	wl-tile-v1-03619	wl-neg-neg-es-pba-12529	neg-es-pba-12529	0	hard_negative	train	ES	Mámoa das Areosas	Malpica de Bergantiños	Vilanova de Santiso (San Tirso)		megalithic_mound	0.63538937	0.68626818	0.66082878	0.43604751	0.65065301	1852	1933	1887	1880	1862	2492
train	wl-tile-v1-04950	wl-neg-neg-es-pba-27209	neg-es-pba-27209	0	hard_negative	train	ES	Mámoa das Avenelas	Zas	Gándara (Santa María)		megalithic_mound	0.48146467	0.56202714	0.52174591	0.27059621	0.50563341	2552	2440	2468	2459	2501	3388
train	wl-tile-v1-04892	wl-neg-neg-es-pba-25904	neg-es-pba-25904	0	hard_negative	train	ES	Mámoa das Barreiriñas	Vimianzo	Salto (Santa María)		megalithic_mound	0.09471064	0.05811748	0.07641406	0.00550434	0.08373269	6641	7379	7060	7070	6904	7792
train	wl-tile-v1-03097	wl-neg-neg-es-pba-17909	neg-es-pba-17909	0	hard_negative	train	ES	Mámoa das Bañocas	As Pontes de García Rodríguez	A Faeira (San Pedro)		megalithic_mound	0.27643319	0.23200673	0.25421996	0.06413436	0.26310525	3893	4469	4197	4165	4065	5092
train	wl-tile-v1-08445	wl-neg-neg-es-pba-67058	neg-es-pba-67058	0	hard_negative	train	ES	Mámoa das Boutas	Lalín	Vilatuxe (San Lourenzo)		megalithic_mound	0.37846386	0.28732789	0.33289587	0.10874322	0.35112307	3138	3966	3529	3518	3363	4151
train	wl-tile-v1-02767	wl-neg-neg-es-pba-1438	neg-es-pba-1438	0	hard_negative	train	ES	Mámoa das Brañas	A Baña	A Riba (San Xoán)		megalithic_mound	0.27391788	0.16158887	0.21775337	0.04426208	0.24021918	3920	5330	4616	4670	4333	5121
train	wl-tile-v1-03098	wl-neg-neg-es-pba-17910	neg-es-pba-17910	0	hard_negative	train	ES	Mámoa das Brañas 1	As Pontes de García Rodríguez	As Pontes de García Rodríguez (Santa Mar¡a)		megalithic_mound	0.43495276	0.62820857	0.53158067	0.27324105	0.49292950	2817	2173	2430	2449	2561	1409
train	wl-tile-v1-03117	wl-neg-neg-es-pba-18005	neg-es-pba-18005	0	hard_negative	train	ES	Mámoa das Brañas 2	As Pontes de García Rodríguez	As Pontes de García Rodríguez (Santa Mar¡a)		megalithic_mound	0.15037182	0.19085346	0.17061264	0.02869898	0.16251631	5527	4953	5272	5248	5385	5593
train	wl-tile-v1-04893	wl-neg-neg-es-pba-25905	neg-es-pba-25905	0	hard_negative	train	ES	Mámoa das Cainzadas	Vimianzo	Salto (Santa María)		megalithic_mound	0.07746169	0.06260569	0.07003369	0.00484954	0.07300489	7037	7262	7201	7189	7153	7567
train	wl-tile-v1-07188	wl-neg-neg-es-pba-50153	neg-es-pba-50153	0	hard_negative	train	ES	Mámoa das Cales 1	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.15598290	0.21283818	0.18441054	0.03319912	0.17303948	5416	4668	5081	5075	5234	4873
train	wl-tile-v1-07189	wl-neg-neg-es-pba-50154	neg-es-pba-50154	0	hard_negative	train	ES	Mámoa das Cales 2	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.16474817	0.22439888	0.19457352	0.03696930	0.18264338	5308	4546	4935	4923	5102	5011
train	wl-tile-v1-03479	wl-neg-neg-es-pba-9363	neg-es-pba-9363	0	hard_negative	train	ES	Mámoa das Canselas 1	Dumbría	Dumbría (Santa Baia)		megalithic_mound	0.20426569	0.20840856	0.20633713	0.04257072	0.20550855	4742	4730	4777	4724	4762	4623
train	wl-tile-v1-03480	wl-neg-neg-es-pba-9364	neg-es-pba-9364	0	hard_negative	train	ES	Mámoa das Canselas 2	Dumbría	Dumbría (Santa Baia)		megalithic_mound	0.17341603	0.14348075	0.15844839	0.02488186	0.16443544	5184	5627	5439	5420	5349	6423
train	wl-tile-v1-03481	wl-neg-neg-es-pba-9365	neg-es-pba-9365	0	hard_negative	train	ES	Mámoa das Canselas 3	Dumbría	Dumbría (Santa Baia)		megalithic_mound	0.29423084	0.35117753	0.32270419	0.10332726	0.31131485	3725	3509	3592	3572	3654	3130
train	wl-tile-v1-05824	wl-neg-neg-es-pba-29376	neg-es-pba-29376	0	hard_negative	train	ES	Mámoa das Carreiras 1	O Corgo	Santo Estevo de Folgosa (Santo Estevo)		megalithic_mound	0.64388359	0.69524637	0.66956498	0.44765773	0.65929242	1823	1901	1861	1857	1832	2450
train	wl-tile-v1-05825	wl-neg-neg-es-pba-29377	neg-es-pba-29377	0	hard_negative	train	ES	Mámoa das Carreiras 2	O Corgo	Santo Estevo de Folgosa (Santo Estevo)		megalithic_mound	0.57882722	0.66040506	0.61961614	0.38226043	0.60330057	2091	2032	2061	2051	2071	2646
train	wl-tile-v1-04526	wl-neg-neg-es-pba-25173	neg-es-pba-25173	0	hard_negative	train	ES	Mámoa das Carretas	Toques	Paradela (San Paio)		megalithic_mound	0.03913895	0.02195300	0.03054598	0.00085922	0.03398317	8020	8350	8207	8227	8144	7309
train	wl-tile-v1-02819	wl-neg-neg-es-pba-18499	neg-es-pba-18499	0	hard_negative	train	ES	Mámoa das Ceas 1	A Pobra do Caramiñal	Lesón (Santa Cruz)		megalithic_mound	0.07081638	0.05440084	0.06260861	0.00385247	0.06589172	7203	7463	7376	7358	7324	5519
train	wl-tile-v1-02820	wl-neg-neg-es-pba-18500	neg-es-pba-18500	0	hard_negative	train	ES	Mámoa das Ceas 2	A Pobra do Caramiñal	Lesón (Santa Cruz)		megalithic_mound	0.04761853	0.03617818	0.04189835	0.00172275	0.04418642	7810	7955	7919	7904	7888	7314
train	wl-tile-v1-06786	wl-neg-neg-es-pba-43559	neg-es-pba-43559	0	hard_negative	train	ES	Mámoa das Chairas	Amoeiro	Trasalba (San Pedro)		megalithic_mound	0.06318008	0.08896626	0.07607317	0.00562090	0.07091593	7393	6638	7064	7058	7205	6921
train	wl-tile-v1-07992	wl-neg-neg-es-pba-78917	neg-es-pba-78917	0	hard_negative	train	ES	Mámoa das Chairas 1	Cerdedo-Cotobade	Folgoso (Santa María)		megalithic_mound	0.03579414	0.04021434	0.03800424	0.00143944	0.03712020	8112	7847	8020	7999	8056	7693
train	wl-tile-v1-02768	wl-neg-neg-es-pba-1439	neg-es-pba-1439	0	hard_negative	train	ES	Mámoa das Chamiseiras	A Baña	Sanamede do Monte (San Mamede)		megalithic_mound	0.13883207	0.16714000	0.15298603	0.02320439	0.14732445	5741	5260	5526	5504	5610	6028
train	wl-tile-v1-02876	wl-neg-neg-es-pba-783	neg-es-pba-783	0	hard_negative	train	ES	Mámoa das Chans	Ames	Bugallido (San Pedro)		megalithic_mound	0.08271562	0.09300673	0.08786117	0.00769311	0.08580295	6911	6549	6804	6775	6871	7981
train	wl-tile-v1-09096	wl-neg-neg-es-pba-78339	neg-es-pba-78339	0	hard_negative	train	ES	Mámoa das Chans 1	Pontevedra	Verducido (San Martiño)		megalithic_mound	0.03284485	0.05646323	0.04465404	0.00185453	0.03993036	8177	7411	7853	7878	7996	3019
train	wl-tile-v1-09097	wl-neg-neg-es-pba-78340	neg-es-pba-78340	0	hard_negative	train	ES	Mámoa das Chans 2	Pontevedra	Lérez (San Salvador)		megalithic_mound	0.03385583	0.05538177	0.04461880	0.00187500	0.04031361	8156	7437	7854	7872	7985	3677
train	wl-tile-v1-09098	wl-neg-neg-es-pba-78470	neg-es-pba-78470	0	hard_negative	train	ES	Mámoa das Chans 3	Pontevedra	Verducido (San Martiño)		megalithic_mound	0.38746471	0.57594369	0.48170420	0.22315785	0.44400840	3081	2384	2665	2695	2811	960
train	wl-tile-v1-04308	wl-neg-neg-es-pba-22676	neg-es-pba-22676	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 1	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.08708230	0.06734594	0.07721412	0.00586464	0.08116139	6819	7131	7040	7025	6964	6817
train	wl-tile-v1-04309	wl-neg-neg-es-pba-22677	neg-es-pba-22677	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 2	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.03243916	0.02196463	0.02720190	0.00071251	0.02929680	8189	8349	8299	8299	8259	8147
train	wl-tile-v1-04310	wl-neg-neg-es-pba-22678	neg-es-pba-22678	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 3	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.21094388	0.19738770	0.20416579	0.04163773	0.20687703	4652	4860	4806	4757	4737	4354
train	wl-tile-v1-04311	wl-neg-neg-es-pba-22679	neg-es-pba-22679	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 4	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.10134204	0.06657225	0.08395715	0.00674657	0.09091110	6495	7148	6895	6894	6744	7680
train	wl-tile-v1-04312	wl-neg-neg-es-pba-22703	neg-es-pba-22703	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 5	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.42814189	0.38229863	0.40522026	0.16367806	0.41438891	2850	3325	3078	3062	2976	3768
train	wl-tile-v1-04313	wl-neg-neg-es-pba-22704	neg-es-pba-22704	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 6	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.44558227	0.40587871	0.42573049	0.18085236	0.43367120	2752	3186	2960	2936	2877	3658
train	wl-tile-v1-04314	wl-neg-neg-es-pba-22705	neg-es-pba-22705	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 7	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.04912988	0.02823019	0.03868003	0.00138695	0.04285997	7765	8177	8001	8014	7929	8387
train	wl-tile-v1-04315	wl-neg-neg-es-pba-22706	neg-es-pba-22706	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 8	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.04716594	0.03186918	0.03951756	0.00150314	0.04257691	7825	8077	7973	7981	7935	8187
train	wl-tile-v1-04316	wl-neg-neg-es-pba-22707	neg-es-pba-22707	0	hard_negative	train	ES	Mámoa das Chans de Figueiras 9	Santiago de Compostela	Figueiras (Santa María)		megalithic_mound	0.19178923	0.19885472	0.19532197	0.03813819	0.19390888	4922	4844	4924	4879	4931	5455
train	wl-tile-v1-08633	wl-neg-neg-es-pba-68147	neg-es-pba-68147	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 1	Mondariz	Mouriscados (San Cibrán)		megalithic_mound	0.21349406	0.20609897	0.20979651	0.04400091	0.21127553	4625	4752	4730	4681	4681	4363
train	wl-tile-v1-09021	wl-neg-neg-es-pba-77055	neg-es-pba-77055	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 2	Ponteareas	Guillade (San Miguel)		megalithic_mound	0.06651811	0.04344207	0.05498009	0.00288968	0.05959530	7318	7765	7574	7588	7472	7985
train	wl-tile-v1-08634	wl-neg-neg-es-pba-68148	neg-es-pba-68148	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 3	Mondariz	Mouriscados (San Cibrán)		megalithic_mound	0.15224201	0.12093171	0.13658686	0.01841089	0.14284892	5488	5997	5796	5767	5691	6738
train	wl-tile-v1-08635	wl-neg-neg-es-pba-68175	neg-es-pba-68175	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 4	Mondariz	Mouriscados (San Cibrán)		megalithic_mound	0.23666818	0.23921101	0.23793959	0.05661363	0.23743103	4328	4394	4388	4343	4366	4841
train	wl-tile-v1-09022	wl-neg-neg-es-pba-77056	neg-es-pba-77056	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 5	Ponteareas	Guillade (San Miguel)		megalithic_mound	0.09211357	0.08315295	0.08763326	0.00765952	0.08942539	6694	6779	6808	6779	6778	6625
train	wl-tile-v1-09023	wl-neg-neg-es-pba-77057	neg-es-pba-77057	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 6	Ponteareas	Guillade (San Miguel)		megalithic_mound	0.04826534	0.03815219	0.04320877	0.00184143	0.04523140	7793	7908	7887	7880	7852	8025
train	wl-tile-v1-09024	wl-neg-neg-es-pba-77058	neg-es-pba-77058	0	hard_negative	train	ES	Mámoa das Chans do Campo do Mouro 7	Ponteareas	Guillade (San Miguel)		megalithic_mound	0.29943617	0.29523873	0.29733745	0.08840515	0.29817694	3688	3905	3802	3766	3762	4725
train	wl-tile-v1-08781	wl-neg-neg-es-pba-69280	neg-es-pba-69280	0	hard_negative	train	ES	Mámoa das Chans do Outeiro Grande	Nigrán	Priegue (San Mamede)		megalithic_mound	0.05395497	0.06413546	0.05904522	0.00346043	0.05700912	7646	7203	7460	7441	7538	8101
train	wl-tile-v1-08399	wl-neg-neg-es-pba-66145	neg-es-pba-66145	0	hard_negative	train	ES	Mámoa das Chans do Tetón 1/Mámoa da Raxada 1	Gondomar	Couso (San Cristovo)		megalithic_mound	0.02448634	0.02963087	0.02705860	0.00072555	0.02602970	8381	8134	8302	8292	8340	7258
train	wl-tile-v1-09379	wl-neg-neg-es-pba-71984	neg-es-pba-71984	0	hard_negative	train	ES	Mámoa das Chans do Tetón 10	Tui	Malvas (Santiago)		megalithic_mound	0.02864282	0.03433931	0.03149107	0.00098357	0.03035177	8292	8012	8184	8167	8235	6328
train	wl-tile-v1-09380	wl-neg-neg-es-pba-71985	neg-es-pba-71985	0	hard_negative	train	ES	Mámoa das Chans do Tetón 11	Tui	Malvas (Santiago)		megalithic_mound	0.02878264	0.03761544	0.03319904	0.00108267	0.03143248	8289	7922	8131	8123	8198	6533
