dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	probability	rank_desc_in_dataset	error	status
train	wl-tile-v1-04790	wl-neg-neg-es-pba-25428	neg-es-pba-25428	0	hard_negative	train	ES	Mámoa de Pedra do Roco 2	Vimianzo	Treos (San Miguel)		megalithic_mound	0.02421346	8386		ok
train	wl-tile-v1-09413	wl-neg-neg-es-pba-72038	neg-es-pba-72038	0	hard_negative	train	ES	Mámoa de Pedra do Viño 1	Valga	Valga (San Miguel)		megalithic_mound	0.06258137	7405		ok
train	wl-tile-v1-09414	wl-neg-neg-es-pba-72039	neg-es-pba-72039	0	hard_negative	train	ES	Mámoa de Pedra do Viño 2	Valga	Valga (San Miguel)		megalithic_mound	0.05857546	7517		ok
train	wl-tile-v1-09415	wl-neg-neg-es-pba-72040	neg-es-pba-72040	0	hard_negative	train	ES	Mámoa de Pedra do Viño 3	Valga	Valga (San Miguel)		megalithic_mound	0.03725763	8077		ok
train	wl-tile-v1-09139	wl-neg-neg-es-pba-70347	neg-es-pba-70347	0	hard_negative	train	ES	Mámoa de Pedra dos Loureiros/Pedra das Verrugas	Redondela	Cabeiro (San Xoán)		megalithic_mound	0.37094111	3179		ok
train	wl-tile-v1-05271	wl-neg-neg-es-pba-28936	neg-es-pba-28936	0	hard_negative	train	ES	Mámoa de Pedrabranca 1	Cospeito	Xermar (Santa María)		megalithic_mound	0.09605101	6606		ok
train	wl-tile-v1-05272	wl-neg-neg-es-pba-28937	neg-es-pba-28937	0	hard_negative	train	ES	Mámoa de Pedrabranca 2	Cospeito	Xermar (Santa María)		megalithic_mound	0.08694565	6822		ok
train	wl-tile-v1-05273	wl-neg-neg-es-pba-28938	neg-es-pba-28938	0	hard_negative	train	ES	Mámoa de Pedrabranca 3	Cospeito	Xermar (Santa María)		megalithic_mound	0.12857103	5920		ok
train	wl-tile-v1-05274	wl-neg-neg-es-pba-28939	neg-es-pba-28939	0	hard_negative	train	ES	Mámoa de Pedrabranca 4	Cospeito	Xermar (Santa María)		megalithic_mound	0.20666910	4710		ok
train	wl-tile-v1-05275	wl-neg-neg-es-pba-28940	neg-es-pba-28940	0	hard_negative	train	ES	Mámoa de Pedrabranca 6	Cospeito	Xermar (Santa María)		megalithic_mound	0.05873076	7514		ok
train	wl-tile-v1-06117	wl-neg-neg-es-pba-38681	neg-es-pba-38681	0	hard_negative	train	ES	Mámoa de Pedralba 4	Pol	Lea (San Bartolomeu)		megalithic_mound	0.04062933	7989		ok
train	wl-tile-v1-03305	wl-neg-neg-es-pba-4375	neg-es-pba-4375	0	hard_negative	train	ES	Mámoa de Pedrarrubia	Carballo	Bértoa (Santa María)		megalithic_mound	0.11904108	6123		ok
train	wl-tile-v1-03497	wl-neg-neg-es-pba-9434	neg-es-pba-9434	0	hard_negative	train	ES	Mámoa de Pedras Canteiras	Dumbría	Dumbría (Santa Baia)		megalithic_mound	0.09570486	6616		ok
train	wl-tile-v1-04971	wl-neg-neg-es-pba-27314	neg-es-pba-27314	0	hard_negative	train	ES	Mámoa de Pedras Grandes	Zas	Gándara (Santa María)		megalithic_mound	0.35357068	3298		ok
train	wl-tile-v1-03665	wl-neg-neg-es-pba-12071	neg-es-pba-12071	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 01	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.23481638	4348		ok
train	wl-tile-v1-03666	wl-neg-neg-es-pba-12072	neg-es-pba-12072	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 02	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.21571880	4595		ok
train	wl-tile-v1-03667	wl-neg-neg-es-pba-12073	neg-es-pba-12073	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 03	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.28760551	3784		ok
train	wl-tile-v1-03668	wl-neg-neg-es-pba-12074	neg-es-pba-12074	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 04	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.21021010	4666		ok
train	wl-tile-v1-03669	wl-neg-neg-es-pba-12075	neg-es-pba-12075	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 05	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.24672636	4213		ok
train	wl-tile-v1-03670	wl-neg-neg-es-pba-12076	neg-es-pba-12076	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 06	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.22721322	4450		ok
train	wl-tile-v1-03671	wl-neg-neg-es-pba-12077	neg-es-pba-12077	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 07	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.19199337	4917		ok
train	wl-tile-v1-03672	wl-neg-neg-es-pba-12104	neg-es-pba-12104	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 08	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.23370639	4369		ok
train	wl-tile-v1-03673	wl-neg-neg-es-pba-12105	neg-es-pba-12105	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 09	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.14320053	5668		ok
train	wl-tile-v1-03674	wl-neg-neg-es-pba-12106	neg-es-pba-12106	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 10	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.10568911	6398		ok
train	wl-tile-v1-03675	wl-neg-neg-es-pba-12107	neg-es-pba-12107	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 11	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.12362641	6016		ok
train	wl-tile-v1-03676	wl-neg-neg-es-pba-12108	neg-es-pba-12108	0	hard_negative	train	ES	Mámoa de Pedras Miúdas 12	Mazaricos	Corzón (San Cristovo)		megalithic_mound	0.05064074	7725		ok
train	wl-tile-v1-03498	wl-neg-neg-es-pba-9435	neg-es-pba-9435	0	hard_negative	train	ES	Mámoa de Pedras Rubias	Dumbría	Salgueiros (San Mamede)		megalithic_mound	0.03116737	8227		ok
train	wl-tile-v1-02916	wl-neg-neg-es-pba-872	neg-es-pba-872	0	hard_negative	train	ES	Mámoa de Pedrouzos	Ames	Tapia (San Cristovo)		megalithic_mound	0.57030350	2121		ok
train	wl-tile-v1-05427	wl-neg-neg-es-pba-30254	neg-es-pba-30254	0	hard_negative	train	ES	Mámoa de Pedrouzos 1	Friol	Santalla de Devesa (Santalla)		megalithic_mound	0.05494396	7620		ok
train	wl-tile-v1-05917	wl-neg-neg-es-pba-41105	neg-es-pba-41105	0	hard_negative	train	ES	Mámoa de Pedrouzos 1	O Saviñao	Abuíme (San Xoán)		megalithic_mound	0.17685852	5125		ok
train	wl-tile-v1-08005	wl-neg-neg-es-pba-79016	neg-es-pba-79016	0	hard_negative	train	ES	Mámoa de Pedrouzos 1	Cerdedo-Cotobade	Figueiroa (San Martiño)		megalithic_mound	0.11620412	6179		ok
train	wl-tile-v1-05428	wl-neg-neg-es-pba-30255	neg-es-pba-30255	0	hard_negative	train	ES	Mámoa de Pedrouzos 2	Friol	Santalla de Devesa (Santalla)		megalithic_mound	0.07608250	7069		ok
train	wl-tile-v1-05918	wl-neg-neg-es-pba-41106	neg-es-pba-41106	0	hard_negative	train	ES	Mámoa de Pedrouzos 2	O Saviñao	Abuíme (San Xoán)		megalithic_mound	0.32699110	3474		ok
train	wl-tile-v1-08006	wl-neg-neg-es-pba-79017	neg-es-pba-79017	0	hard_negative	train	ES	Mámoa de Pedrouzos 2	Cerdedo-Cotobade	Castro (Santa Baia)		megalithic_mound	0.07398101	7123		ok
train	wl-tile-v1-05919	wl-neg-neg-es-pba-41107	neg-es-pba-41107	0	hard_negative	train	ES	Mámoa de Pedrouzos 3	O Saviñao	Abuíme (San Xoán)		megalithic_mound	0.14748167	5589		ok
train	wl-tile-v1-04548	wl-neg-neg-es-pba-25271	neg-es-pba-25271	0	hard_negative	train	ES	Mámoa de Pena Armada 1	Toques	Paradela (San Paio)		megalithic_mound	0.29165375	3747		ok
train	wl-tile-v1-04549	wl-neg-neg-es-pba-25272	neg-es-pba-25272	0	hard_negative	train	ES	Mámoa de Pena Armada 2	Toques	Paradela (San Paio)		megalithic_mound	0.25953169	4072		ok
train	wl-tile-v1-03967	wl-neg-neg-es-pba-17223	neg-es-pba-17223	0	hard_negative	train	ES	Mámoa de Pena Branca 2	Ortigueira	Loiba (San Xulián)		megalithic_mound	0.17714581	5119		ok
train	wl-tile-v1-03968	wl-neg-neg-es-pba-17224	neg-es-pba-17224	0	hard_negative	train	ES	Mámoa de Pena Branca 3	Ortigueira	Loiba (San Xulián)		megalithic_mound	0.20668346	4708		ok
train	wl-tile-v1-03969	wl-neg-neg-es-pba-17225	neg-es-pba-17225	0	hard_negative	train	ES	Mámoa de Pena Branca 5	Ortigueira	Loiba (San Xulián)		megalithic_mound	0.41786258	2901		ok
train	wl-tile-v1-03970	wl-neg-neg-es-pba-17226	neg-es-pba-17226	0	hard_negative	train	ES	Mámoa de Pena Branca 5	Ortigueira	Loiba (San Xulián)		megalithic_mound	0.40338228	2980		ok
train	wl-tile-v1-03971	wl-neg-neg-es-pba-17227	neg-es-pba-17227	0	hard_negative	train	ES	Mámoa de Pena Branca 7	Ortigueira	Loiba (San Xulián)		megalithic_mound	0.18204767	5061		ok
train	wl-tile-v1-06057	wl-neg-neg-es-pba-37849	neg-es-pba-37849	0	hard_negative	train	ES	Mámoa de Pena Drosa	Paradela	Santa Cristina de Paradela (Santa Cristina)		megalithic_mound	0.30682741	3628		ok
train	wl-tile-v1-07207	wl-neg-neg-es-pba-50216	neg-es-pba-50216	0	hard_negative	train	ES	Mámoa de Pena Escrita 01	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.52813262	2309		ok
train	wl-tile-v1-07208	wl-neg-neg-es-pba-50217	neg-es-pba-50217	0	hard_negative	train	ES	Mámoa de Pena Escrita 02	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.32027070	3527		ok
train	wl-tile-v1-07209	wl-neg-neg-es-pba-50218	neg-es-pba-50218	0	hard_negative	train	ES	Mámoa de Pena Escrita 03	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.32293614	3506		ok
train	wl-tile-v1-07210	wl-neg-neg-es-pba-50219	neg-es-pba-50219	0	hard_negative	train	ES	Mámoa de Pena Escrita 04	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.37446406	3163		ok
train	wl-tile-v1-07211	wl-neg-neg-es-pba-50220	neg-es-pba-50220	0	hard_negative	train	ES	Mámoa de Pena Escrita 05	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.24986410	4169		ok
train	wl-tile-v1-07212	wl-neg-neg-es-pba-50221	neg-es-pba-50221	0	hard_negative	train	ES	Mámoa de Pena Escrita 06	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.10738474	6372		ok
train	wl-tile-v1-07213	wl-neg-neg-es-pba-50222	neg-es-pba-50222	0	hard_negative	train	ES	Mámoa de Pena Escrita 07	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.08162421	6944		ok
train	wl-tile-v1-07214	wl-neg-neg-es-pba-50245	neg-es-pba-50245	0	hard_negative	train	ES	Mámoa de Pena Escrita 08	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.37738492	3141		ok
train	wl-tile-v1-07215	wl-neg-neg-es-pba-50246	neg-es-pba-50246	0	hard_negative	train	ES	Mámoa de Pena Escrita 10	O Irixo	Parada de Labiote (San Xulián)		megalithic_mound	0.26629506	3999		ok
train	wl-tile-v1-03592	wl-neg-neg-es-pba-10971	neg-es-pba-10971	0	hard_negative	train	ES	Mámoa de Pena Ferreira	Irixoa	Verís (Santa María)		megalithic_mound	0.80269308	1253		ok
train	wl-tile-v1-04440	wl-neg-neg-es-pba-23304	neg-es-pba-23304	0	hard_negative	train	ES	Mámoa de Pena Gallada 1	Sobrado	Grixalba (San Xiao)		megalithic_mound	0.54819887	2215		ok
train	wl-tile-v1-04441	wl-neg-neg-es-pba-23305	neg-es-pba-23305	0	hard_negative	train	ES	Mámoa de Pena Gallada 2	Sobrado	Grixalba (San Xiao)		megalithic_mound	0.59724579	2012		ok
train	wl-tile-v1-09441	wl-neg-neg-es-pba-74483	neg-es-pba-74483	0	hard_negative	train	ES	Mámoa de Pena Grande	Vila de Cruces	Cruces, As (Nosa Señora da Piedade)		megalithic_mound	0.93570791	663		ok
train	wl-tile-v1-06395	wl-neg-neg-es-pba-42915	neg-es-pba-42915	0	hard_negative	train	ES	Mámoa de Pena Grande 01/Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.05110884	7714		ok
train	wl-tile-v1-06396	wl-neg-neg-es-pba-42916	neg-es-pba-42916	0	hard_negative	train	ES	Mámoa de Pena Grande 02	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.08102654	6956		ok
train	wl-tile-v1-06397	wl-neg-neg-es-pba-42917	neg-es-pba-42917	0	hard_negative	train	ES	Mámoa de Pena Grande 03/Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.04935430	7754		ok
train	wl-tile-v1-06398	wl-neg-neg-es-pba-42918	neg-es-pba-42918	0	hard_negative	train	ES	Mámoa de Pena Grande 04	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.02111947	8449		ok
train	wl-tile-v1-06399	wl-neg-neg-es-pba-42919	neg-es-pba-42919	0	hard_negative	train	ES	Mámoa de Pena Grande 05/Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.20539198	4729		ok
train	wl-tile-v1-06400	wl-neg-neg-es-pba-42920	neg-es-pba-42920	0	hard_negative	train	ES	Mámoa de Pena Grande 07/Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.06622692	7324		ok
train	wl-tile-v1-06401	wl-neg-neg-es-pba-42921	neg-es-pba-42921	0	hard_negative	train	ES	Mámoa de Pena Grande 08/Pena do Ramallo	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.04564227	7855		ok
train	wl-tile-v1-06402	wl-neg-neg-es-pba-42922	neg-es-pba-42922	0	hard_negative	train	ES	Mámoa de Pena Grande 09	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.06384038	7375		ok
train	wl-tile-v1-03974	wl-neg-neg-es-pba-17230	neg-es-pba-17230	0	hard_negative	train	ES	Mámoa de Pena Grande 1	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	0.10905284	6339		ok
train	wl-tile-v1-04127	wl-neg-neg-es-pba-17924	neg-es-pba-17924	0	hard_negative	train	ES	Mámoa de Pena Grande 1	Pontedeume	Ombre (Santa María)		megalithic_mound	0.13991734	5720		ok
train	wl-tile-v1-06403	wl-neg-neg-es-pba-42923	neg-es-pba-42923	0	hard_negative	train	ES	Mámoa de Pena Grande 10	Vilalba	Santaballa (San Pedro)		megalithic_mound	0.08574907	6859		ok
train	wl-tile-v1-03975	wl-neg-neg-es-pba-17231	neg-es-pba-17231	0	hard_negative	train	ES	Mámoa de Pena Grande 2	Ortigueira	Couzadoiro (San Cristovo)		megalithic_mound	0.07323140	7137		ok
train	wl-tile-v1-04128	wl-neg-neg-es-pba-17925	neg-es-pba-17925	0	hard_negative	train	ES	Mámoa de Pena Grande 2/O Bosque	Pontedeume	Ombre (Santa María)		megalithic_mound	0.29415527	3727		ok
train	wl-tile-v1-06698	wl-neg-neg-es-pba-30574	neg-es-pba-30574	0	hard_negative	train	ES	Mámoa de Pena Grande 6/Pena do Ramallo	Xermade	Lousada (Santo André)		megalithic_mound	0.54293949	2246		ok
train	wl-tile-v1-08240	wl-neg-neg-es-pba-64612	neg-es-pba-64612	0	hard_negative	train	ES	Mámoa de Pena Mazorca	Dozón	O Sisto (San Xoán)		megalithic_mound	0.89130715	894		ok
train	wl-tile-v1-03593	wl-neg-neg-es-pba-10972	neg-es-pba-10972	0	hard_negative	train	ES	Mámoa de Pena Moura	Irixoa	Verís (Santa María)		megalithic_mound	0.78401105	1311		ok
train	wl-tile-v1-03976	wl-neg-neg-es-pba-17232	neg-es-pba-17232	0	hard_negative	train	ES	Mámoa de Pena Paxón 1	Ortigueira	Insua (San Xoán)		megalithic_mound	0.41421191	2926		ok
train	wl-tile-v1-03977	wl-neg-neg-es-pba-17260	neg-es-pba-17260	0	hard_negative	train	ES	Mámoa de Pena Paxón 2	Ortigueira	Insua (San Xoán)		megalithic_mound	0.43982581	2783		ok
train	wl-tile-v1-03978	wl-neg-neg-es-pba-17261	neg-es-pba-17261	0	hard_negative	train	ES	Mámoa de Pena Paxón 3	Ortigueira	Insua (San Xoán)		megalithic_mound	0.40762659	2953		ok
train	wl-tile-v1-04426	wl-neg-neg-es-pba-24182	neg-es-pba-24182	0	hard_negative	train	ES	Mámoa de Pena Queixeira	Santiso	Niñodaguia (San Paio)		megalithic_mound	0.46360485	2655		ok
train	wl-tile-v1-08007	wl-neg-neg-es-pba-79018	neg-es-pba-79018	0	hard_negative	train	ES	Mámoa de Pena Redonda 1	Cerdedo-Cotobade	Quireza (San Tomé)		megalithic_mound	0.05370167	7653		ok
train	wl-tile-v1-08016	wl-neg-neg-es-pba-79106	neg-es-pba-79106	0	hard_negative	train	ES	Mámoa de Pena Redonda 2	Cerdedo-Cotobade	Quireza (San Tomé)		megalithic_mound	0.01621889	8541		ok
train	wl-tile-v1-04442	wl-neg-neg-es-pba-23306	neg-es-pba-23306	0	hard_negative	train	ES	Mámoa de Pena Serrón 1	Sobrado	Grixalba (San Xiao)		megalithic_mound	0.28144316	3844		ok
train	wl-tile-v1-04443	wl-neg-neg-es-pba-23307	neg-es-pba-23307	0	hard_negative	train	ES	Mámoa de Pena Serrón 2	Sobrado	Grixalba (San Xiao)		megalithic_mound	0.19663348	4853		ok
train	wl-tile-v1-04261	wl-neg-neg-es-pba-19990	neg-es-pba-19990	0	hard_negative	train	ES	Mámoa de Pena Silveira 1	Santa Comba	Fontecada (San Martiño)		megalithic_mound	0.32508105	3495		ok
train	wl-tile-v1-04262	wl-neg-neg-es-pba-19991	neg-es-pba-19991	0	hard_negative	train	ES	Mámoa de Pena Silveira 2	Santa Comba	Fontecada (San Martiño)		megalithic_mound	0.10736707	6375		ok
train	wl-tile-v1-04263	wl-neg-neg-es-pba-19992	neg-es-pba-19992	0	hard_negative	train	ES	Mámoa de Pena Silveira 3	Santa Comba	Fontecada (San Martiño)		megalithic_mound	0.26151579	4056		ok
train	wl-tile-v1-05430	wl-neg-neg-es-pba-30283	neg-es-pba-30283	0	hard_negative	train	ES	Mámoa de Pena Ventosa/Mámoa do Colado	Friol	Anafreita (San Pedro)		megalithic_mound	0.50943435	2398		ok
train	wl-tile-v1-05276	wl-neg-neg-es-pba-28941	neg-es-pba-28941	0	hard_negative	train	ES	Mámoa de Pena da Corva	Cospeito	Pino (San Martiño)		megalithic_mound	0.33516725	3408		ok
train	wl-tile-v1-08492	wl-neg-neg-es-pba-67211	neg-es-pba-67211	0	hard_negative	train	ES	Mámoa de Pena da Cruz 1	Lalín	Gresande (Santiago)		megalithic_mound	0.18990978	4954		ok
train	wl-tile-v1-08493	wl-neg-neg-es-pba-67212	neg-es-pba-67212	0	hard_negative	train	ES	Mámoa de Pena da Cruz 2	Lalín	Gresande (Santiago)		megalithic_mound	0.33732562	3395		ok
train	wl-tile-v1-08494	wl-neg-neg-es-pba-67213	neg-es-pba-67213	0	hard_negative	train	ES	Mámoa de Pena da Cruz 3	Lalín	Gresande (Santiago)		megalithic_mound	0.51919231	2362		ok
train	wl-tile-v1-04438	wl-neg-neg-es-pba-23302	neg-es-pba-23302	0	hard_negative	train	ES	Mámoa de Pena da Moura	Sobrado	Grixalba (San Xiao)		megalithic_mound	0.08543953	6866		ok
train	wl-tile-v1-04439	wl-neg-neg-es-pba-23303	neg-es-pba-23303	0	hard_negative	train	ES	Mámoa de Pena da Moura	Sobrado	Pousada (San Mamede)		megalithic_mound	0.23410665	4362		ok
train	wl-tile-v1-03011	wl-neg-neg-es-pba-2077	neg-es-pba-2077	0	hard_negative	train	ES	Mámoa de Pena da Vela 1	Aranga	Cambás (San Pedro)		megalithic_mound	0.44508844	2756		ok
train	wl-tile-v1-03012	wl-neg-neg-es-pba-2078	neg-es-pba-2078	0	hard_negative	train	ES	Mámoa de Pena de Vela 2	Aranga	Cambás (San Pedro)		megalithic_mound	0.39059108	3061		ok
train	wl-tile-v1-03013	wl-neg-neg-es-pba-2079	neg-es-pba-2079	0	hard_negative	train	ES	Mámoa de Pena de Vela 3	Aranga	Cambás (San Pedro)		megalithic_mound	0.36118504	3240		ok
train	wl-tile-v1-06222	wl-neg-neg-es-pba-40905	neg-es-pba-40905	0	hard_negative	train	ES	Mámoa de Pena do Gato/Regodomel 1	Ribadeo	A Devesa (Santalla)		megalithic_mound	0.05916871	7504		ok
train	wl-tile-v1-06223	wl-neg-neg-es-pba-40906	neg-es-pba-40906	0	hard_negative	train	ES	Mámoa de Pena do Gato/Regodomel 2	Ribadeo	A Devesa (Santalla)		megalithic_mound	0.21748725	4571		ok
train	wl-tile-v1-06224	wl-neg-neg-es-pba-40907	neg-es-pba-40907	0	hard_negative	train	ES	Mámoa de Pena do Gato/Regodomel 3	Ribadeo	A Devesa (Santalla)		megalithic_mound	0.10416344	6433		ok
train	wl-tile-v1-05429	wl-neg-neg-es-pba-30256	neg-es-pba-30256	0	hard_negative	train	ES	Mámoa de Pena do Mixón	Friol	Anafreita (San Pedro)		megalithic_mound	0.38678070	3087		ok
train	wl-tile-v1-03014	wl-neg-neg-es-pba-2080	neg-es-pba-2080	0	hard_negative	train	ES	Mámoa de Pena do Toxo	Aranga	Cambás (San Pedro)		megalithic_mound	0.53497110	2277		ok
train	wl-tile-v1-03102	wl-neg-neg-es-pba-17940	neg-es-pba-17940	0	hard_negative	train	ES	Mámoa de Pena dos Corvos 1	As Pontes de García Rodríguez	O Freixo (San Xoán)		megalithic_mound	0.16120105	5352		ok
train	wl-tile-v1-03103	wl-neg-neg-es-pba-17941	neg-es-pba-17941	0	hard_negative	train	ES	Mámoa de Pena dos Corvos 2	As Pontes de García Rodríguez	O Freixo (San Xoán)		megalithic_mound	0.20486583	4737		ok
train	wl-tile-v1-03972	wl-neg-neg-es-pba-17228	neg-es-pba-17228	0	hard_negative	train	ES	Mámoa de Pena dos Corvos 3	Ortigueira	As Neves (Santa María)		megalithic_mound	0.22879405	4427		ok
train	wl-tile-v1-03973	wl-neg-neg-es-pba-17229	neg-es-pba-17229	0	hard_negative	train	ES	Mámoa de Pena dos Corvos 4	Ortigueira	As Neves (Santa María)		megalithic_mound	0.24343801	4252		ok
train	wl-tile-v1-06394	wl-neg-neg-es-pba-42914	neg-es-pba-42914	0	hard_negative	train	ES	Mámoa de Pena dos Mouros	Vilalba	Samarugo (Santiago)		megalithic_mound	0.19753808	4840		ok
train	wl-tile-v1-08573	wl-neg-neg-es-pba-66485	neg-es-pba-66485	0	hard_negative	train	ES	Mámoa de Penaguda 1	Meaño	Xil (Santa Eulalia)		megalithic_mound	0.14825673	5576		ok
train	wl-tile-v1-08574	wl-neg-neg-es-pba-66512	neg-es-pba-66512	0	hard_negative	train	ES	Mámoa de Penaguda 2	Meaño	Xil (Santa Eulalia)		megalithic_mound	0.09831408	6565		ok
train	wl-tile-v1-08575	wl-neg-neg-es-pba-66513	neg-es-pba-66513	0	hard_negative	train	ES	Mámoa de Penaguda 3	Meaño	Xil (Santa Eulalia)		megalithic_mound	0.09022577	6743		ok
train	wl-tile-v1-05431	wl-neg-neg-es-pba-30284	neg-es-pba-30284	0	hard_negative	train	ES	Mámoa de Penalonga	Friol	Vilalvite (San Pedro)		megalithic_mound	0.19195430	4920		ok
train	wl-tile-v1-03262	wl-neg-neg-es-pba-4035	neg-es-pba-4035	0	hard_negative	train	ES	Mámoa de Penalonga 1	Cabanas	Soaserra (Santa Baia)		megalithic_mound	0.17467834	5159		ok
train	wl-tile-v1-03263	wl-neg-neg-es-pba-4036	neg-es-pba-4036	0	hard_negative	train	ES	Mámoa de Penalonga 2	Cabanas	Soaserra (Santa Baia)		megalithic_mound	0.07421182	7118		ok
train	wl-tile-v1-03264	wl-neg-neg-es-pba-4037	neg-es-pba-4037	0	hard_negative	train	ES	Mámoa de Penalonga 3	Cabanas	Soaserra (Santa Baia)		megalithic_mound	0.12246406	6051		ok
train	wl-tile-v1-08643	wl-neg-neg-es-pba-68183	neg-es-pba-68183	0	hard_negative	train	ES	Mámoa de Penalta	Mondariz	Meirol (Santo André)		megalithic_mound	0.14170676	5696		ok
train	wl-tile-v1-06875	wl-neg-neg-es-pba-45055	neg-es-pba-45055	0	hard_negative	train	ES	Mámoa de Penamá 1	Bande	Carpazás (San Pedro)		megalithic_mound	0.07536344	7089		ok
train	wl-tile-v1-06876	wl-neg-neg-es-pba-45056	neg-es-pba-45056	0	hard_negative	train	ES	Mámoa de Penamá 2	Bande	Carpazás (San Pedro)		megalithic_mound	0.04787917	7800		ok
train	wl-tile-v1-06877	wl-neg-neg-es-pba-45057	neg-es-pba-45057	0	hard_negative	train	ES	Mámoa de Penamá 3	Bande	Carpazás (San Pedro)		megalithic_mound	0.04213560	7948		ok
train	wl-tile-v1-06878	wl-neg-neg-es-pba-45058	neg-es-pba-45058	0	hard_negative	train	ES	Mámoa de Penamá 4	Bande	Carpazás (San Pedro)		megalithic_mound	0.08579615	6858		ok
train	wl-tile-v1-06879	wl-neg-neg-es-pba-45059	neg-es-pba-45059	0	hard_negative	train	ES	Mámoa de Penamá 5	Bande	Carpazás (San Pedro)		megalithic_mound	0.05944872	7496		ok
train	wl-tile-v1-05330	wl-neg-neg-es-pba-29101	neg-es-pba-29101	0	hard_negative	train	ES	Mámoa de Penas Brancas	Folgoso do Courel	Seoane do Courel (San Xoán)		megalithic_mound	0.85768575	1053		ok
train	wl-tile-v1-03979	wl-neg-neg-es-pba-17262	neg-es-pba-17262	0	hard_negative	train	ES	Mámoa de Penas Longas 1	Ortigueira	Devesos (San Sebastián)		megalithic_mound	0.03932788	8014		ok
train	wl-tile-v1-03980	wl-neg-neg-es-pba-17263	neg-es-pba-17263	0	hard_negative	train	ES	Mámoa de Penas Longas 2	Ortigueira	Devesos (San Sebastián)		megalithic_mound	0.03861475	8032		ok
train	wl-tile-v1-03981	wl-neg-neg-es-pba-17264	neg-es-pba-17264	0	hard_negative	train	ES	Mámoa de Penas Longas 3	Ortigueira	Devesos (San Sebastián)		megalithic_mound	0.07466089	7110		ok
train	wl-tile-v1-03982	wl-neg-neg-es-pba-17265	neg-es-pba-17265	0	hard_negative	train	ES	Mámoa de Penas Longas 4	Ortigueira	Devesos (San Sebastián)		megalithic_mound	0.05482921	7624		ok
train	wl-tile-v1-06404	wl-neg-neg-es-pba-42924	neg-es-pba-42924	0	hard_negative	train	ES	Mámoa de Penas Miúdas 01/As Moas	Vilalba	Román (Santalla)		megalithic_mound	0.33590663	3401		ok
train	wl-tile-v1-06405	wl-neg-neg-es-pba-42958	neg-es-pba-42958	0	hard_negative	train	ES	Mámoa de Penas Miúdas 02/As Moas	Vilalba	Román (Santalla)		megalithic_mound	0.10086932	6508		ok
train	wl-tile-v1-06406	wl-neg-neg-es-pba-42959	neg-es-pba-42959	0	hard_negative	train	ES	Mámoa de Penas Miúdas 03/As Moas	Vilalba	Román (Santalla)		megalithic_mound	0.12331908	6025		ok
train	wl-tile-v1-06407	wl-neg-neg-es-pba-42960	neg-es-pba-42960	0	hard_negative	train	ES	Mámoa de Penas Miúdas 04/As Moas	Vilalba	Román (Santalla)		megalithic_mound	0.12849551	5922		ok
