tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	dem_path	msrm_abs_annulus_mean	msrm_abs_context_mean	msrm_abs_ratio	msrm_core_mean	msrm_context_mean	msrm_core_delta	msrm_ring_coverage	msrm_ring_balance	best_ring_radius_m	best_ring_coverage	best_ring_balance	best_ring_abs_ratio	ring_radius_sharpness	dominant_scale_m	dominant_scale_ratio	scale_ratio_spread	scale_response_entropy	lrm_15m_abs_ratio	lrm_15m_core_delta	lrm_30m_abs_ratio	lrm_30m_core_delta	lrm_60m_abs_ratio	lrm_60m_core_delta	lrm_120m_abs_ratio	lrm_120m_core_delta	lrm_240m_abs_ratio	lrm_240m_core_delta	status	error
wl-tile-v1-02621	wl-neg-neg-es-pba-9978	neg-es-pba-9978	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 3	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02621-neg-es-pba-9978-mdt5.tif	0.42354614	0.51038212	0.82986085	0.35278338	0.16512436	0.18765903	0.22222222	0.65083945	40.00000000	0.27777778	0.67965144	0.97395642	0.07638889	240.00000000	1.03351596	0.31556461	0.99459176	0.84513631	0.01289814	0.74431221	0.06426980	0.71795135	0.25093760	0.80689783	0.93811035	1.03351596	3.17697525	ok	
wl-tile-v1-02622	wl-neg-neg-es-pba-9979	neg-es-pba-9979	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 4	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02622-neg-es-pba-9979-mdt5.tif	0.46195385	0.72741902	0.63505880	0.24492329	0.12615910	0.11876419	0.05555556	0.67885554	180.00000000	0.38888889	0.66995027	1.03128891	0.20486111	240.00000000	0.91650721	0.35798271	0.98846039	0.80563444	0.01834265	0.68615548	0.04784726	0.55852450	0.12735094	0.57260107	0.43541753	0.91650721	2.30577421	ok	
wl-tile-v1-02623	wl-neg-neg-es-pba-9980	neg-es-pba-9980	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 5	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02623-neg-es-pba-9980-mdt5.tif	0.74202889	0.61031628	1.21581043	1.19712484	0.22839311	0.96873173	0.47222222	0.71760740	80.00000000	0.69444444	0.66443606	1.49504681	0.21180556	240.00000000	2.21395067	1.38617117	0.95287377	0.90168678	0.15558729	0.82777950	0.56762384	0.97159950	2.13498107	1.41818631	7.51785517	2.21395067	20.13611746	ok	
wl-tile-v1-02624	wl-neg-neg-es-pba-9981	neg-es-pba-9981	0	hard_negative	test_trasancos	ES	Mámoa de Mougá 6	Ferrol	Doniños (San Román)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02624-neg-es-pba-9981-mdt5.tif	0.75368398	0.60615742	1.24337995	1.22503352	0.18272460	1.04230893	0.58333333	0.69989090	60.00000000	0.63888889	0.69993308	1.33845308	0.13194444	240.00000000	1.93628909	0.97738592	0.97557437	0.96115215	0.19924297	0.95890317	0.67913949	1.09688889	2.40412524	1.35239435	8.04423797	1.93628909	20.79456186	ok	
wl-tile-v1-02627	wl-neg-neg-es-pba-14222	neg-es-pba-14222	0	hard_negative	test_trasancos	ES	Mámoa de Leixa 3/Mámoa de Trasancos	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02627-neg-es-pba-14222-mdt5.tif	0.59019315	0.60732722	0.97178775	0.23571660	-0.06300980	0.29872639	0.30555556	0.71936389	120.00000000	0.30555556	0.71936389	0.97178775	0.06944444	15.00000000	1.06559851	0.22844677	0.99758881	1.06559851	0.01082976	0.99766666	0.03663161	1.05860850	0.13735971	0.93253447	0.43715480	0.83715175	0.85527001	ok	
wl-tile-v1-02628	wl-neg-neg-es-pba-14223	neg-es-pba-14223	0	hard_negative	test_trasancos	ES	Mámoa de Muíño do Vento	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02628-neg-es-pba-14223-mdt5.tif	0.62129760	0.52795345	1.17680376	0.96724784	0.33768392	0.62956393	0.38888889	0.60977406	60.00000000	0.58333333	0.67864143	1.25179681	0.19791667	240.00000000	1.73135752	0.72100468	0.98723496	1.01035284	0.04954723	1.03630168	0.14258683	1.19344384	0.51284999	1.29526977	1.81475407	1.73135752	5.01073503	ok	
wl-tile-v1-02629	wl-neg-neg-es-pba-14224	neg-es-pba-14224	0	hard_negative	test_trasancos	ES	Mámoa de Sequeiro	Narón	San Xiao de Narón (San Xiao)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02629-neg-es-pba-14224-mdt5.tif	0.66058433	0.63333315	1.04302820	0.70450532	0.21506175	0.48944357	0.30555556	0.66575299	100.00000000	0.52777778	0.69310151	1.25632895	0.23611111	240.00000000	1.55891722	0.67437758	0.98473110	0.94754276	0.01300997	0.88453964	0.06784167	0.94468643	0.28873555	1.22835043	1.21918896	1.55891722	3.92307019	ok	
wl-tile-v1-02630	wl-neg-neg-es-pba-14225	neg-es-pba-14225	0	hard_negative	test_trasancos	ES	Mámoa de Vespasante/Arca de Vespasante	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02630-neg-es-pba-14225-mdt5.tif	0.68080592	0.63812369	1.06688708	-0.05989364	-0.09699357	0.03709994	0.30555556	0.55635884	60.00000000	0.33333333	0.64205059	0.91740234	0.07291667	240.00000000	1.41188838	0.52407036	0.98949355	0.93516352	0.01915539	0.88781801	0.08190825	1.01466042	0.31896322	1.28543136	0.45973487	1.41188838	-1.73383272	ok	
wl-tile-v1-02631	wl-neg-neg-es-pba-14226	neg-es-pba-14226	0	hard_negative	test_trasancos	ES	Mámoa do Calvario	Narón	Trasancos (San Mateo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02631-neg-es-pba-14226-mdt5.tif	0.58212572	0.60631806	0.96009960	0.26709014	0.20603587	0.06105427	0.30555556	0.68553200	120.00000000	0.30555556	0.68553200	0.96009960	0.11111111	240.00000000	1.18259052	0.26858858	0.99740998	0.99586250	-0.00399414	0.95546859	-0.01037021	0.91400194	-0.02995907	1.06355818	-0.01165086	1.18259052	0.97131717	ok	
wl-tile-v1-02632	wl-neg-neg-es-pba-14255	neg-es-pba-14255	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 01	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02632-neg-es-pba-14255-mdt5.tif	0.63172621	0.66044736	0.95651258	0.41081598	0.10178021	0.30903578	0.27777778	0.62676873	150.00000000	0.38888889	0.59583881	1.14177300	0.13541667	240.00000000	1.18201641	0.25869469	0.99715910	0.93926299	0.02531175	0.93662497	0.08428754	0.97787811	0.33282107	0.92332172	1.33370531	1.18201641	4.42033410	ok	
wl-tile-v1-02633	wl-neg-neg-es-pba-14256	neg-es-pba-14256	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 02	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02633-neg-es-pba-14256-mdt5.tif	0.50436717	0.65393251	0.77128322	0.14323762	-0.11682361	0.26006123	0.19444444	0.67030061	80.00000000	0.38888889	0.68899645	1.05193919	0.18750000	15.00000000	0.94332612	0.24934524	0.99615312	0.94332612	0.03017996	0.83357669	0.11422699	0.69398088	0.40160352	0.72210953	1.21589121	0.84038281	2.04132396	ok	
wl-tile-v1-02634	wl-neg-neg-es-pba-14257	neg-es-pba-14257	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 03	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02634-neg-es-pba-14257-mdt5.tif	0.43417704	0.67246932	0.64564587	0.30949014	-0.09533776	0.40482790	0.02777778	0.75366243	80.00000000	0.47222222	0.67647172	1.22750246	0.25694444	15.00000000	0.98901217	0.44068333	0.98312142	0.98901217	0.05323791	0.78653952	0.18523055	0.58083788	0.65149587	0.54832884	1.90918145	0.59357542	2.74624950	ok	
wl-tile-v1-02635	wl-neg-neg-es-pba-14258	neg-es-pba-14258	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 04	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02635-neg-es-pba-14258-mdt5.tif	0.54077798	0.67236745	0.80428935	-0.37416336	0.27544510	-0.64960846	0.16666667	0.68711126	180.00000000	0.52777778	0.69304687	1.26529466	0.25694444	15.00000000	0.98084462	0.25202381	0.99707346	0.98084462	-0.07684347	0.85340325	-0.26664291	0.72882081	-0.89181867	0.81132383	-2.45488942	0.81948279	-3.71595109	ok	
wl-tile-v1-02636	wl-neg-neg-es-pba-14259	neg-es-pba-14259	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 05	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02636-neg-es-pba-14259-mdt5.tif	0.66350162	0.62349802	1.06415994	1.23320758	-0.20384768	1.43705526	0.25000000	0.70794043	60.00000000	0.66666667	0.71512036	1.36827733	0.27777778	30.00000000	1.15892945	0.23406914	0.99816225	1.11409573	0.11723823	1.15892945	0.40736355	1.08962542	1.44510612	0.92486031	4.41469133	1.02789454	8.13488311	ok	
wl-tile-v1-02637	wl-neg-neg-es-pba-14260	neg-es-pba-14260	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 06	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02637-neg-es-pba-14260-mdt5.tif	0.76042837	0.65236068	1.16565635	0.23750918	-0.13930336	0.37681253	0.47222222	0.68535796	120.00000000	0.47222222	0.68535796	1.16565635	0.15277778	240.00000000	1.25557710	0.20716556	0.99862435	1.04841154	0.04433133	1.08586183	0.15261236	1.15253320	0.53927282	1.21087360	1.39683902	1.25557710	1.03385590	ok	
wl-tile-v1-02638	wl-neg-neg-es-pba-14261	neg-es-pba-14261	0	hard_negative	test_trasancos	ES	Mámoa do Monte dos Niños 07	Narón	Sedes (Santo Estevo)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02638-neg-es-pba-14261-mdt5.tif	0.96348244	0.59747654	1.61258622	0.49188697	0.08813804	0.40374893	0.58333333	0.63506662	120.00000000	0.58333333	0.63506662	1.61258622	0.28819444	60.00000000	1.95246071	0.81722629	0.98736146	1.13523442	0.03445993	1.42842597	0.09640298	1.95246071	0.28936340	1.78937487	1.03262293	1.28492707	3.26298261	ok	
wl-tile-v1-02648	wl-neg-neg-es-pba-14636	neg-es-pba-14636	0	hard_negative	test_trasancos	ES	Mámoa do Inglés	Neda	Viladonelle (Santo André)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02648-neg-es-pba-14636-mdt5.tif	0.52340180	0.64692408	0.80906217	0.45946714	0.20693812	0.25252903	0.30555556	0.61929720	60.00000000	0.47222222	0.56950020	1.28361808	0.12152778	240.00000000	0.96892237	0.19278150	0.99804121	0.92476073	0.03531490	0.85033754	0.14174637	0.77614087	0.57194161	0.82634482	2.29092681	0.96892237	6.70186329	ok	
wl-tile-v1-02649	wl-neg-neg-es-pba-14637	neg-es-pba-14637	0	hard_negative	test_trasancos	ES	Mámoa do Monte Marraxón	Neda	Santa María de Neda (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02649-neg-es-pba-14637-mdt5.tif	0.81780040	0.62519526	1.30807197	1.14932883	0.42638117	0.72294766	0.47222222	0.73011811	40.00000000	0.52777778	0.78252013	1.25180050	0.10416667	240.00000000	1.84383243	0.86553974	0.98075788	0.97829269	0.07482461	1.00209271	0.24799992	1.12639381	0.83583474	1.41812754	2.92879629	1.84383243	9.85805225	ok	
wl-tile-v1-02650	wl-neg-neg-es-pba-20404	neg-es-pba-20404	0	hard_negative	test_trasancos	ES	Mámoa da Ermida	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02650-neg-es-pba-20404-mdt5.tif	0.51950836	0.72854102	0.71308046	-0.11603326	0.21132888	-0.32736214	0.16666667	0.66349035	180.00000000	0.47222222	0.65483651	0.93972598	0.19791667	120.00000000	0.79154439	0.12265659	0.99876964	0.77616707	-0.08552023	0.71200675	-0.25328244	0.70518364	-0.73311193	0.79154439	-1.85964257	0.66888780	-3.08107650	ok	
wl-tile-v1-02651	wl-neg-neg-es-pba-20405	neg-es-pba-20405	0	hard_negative	test_trasancos	ES	Mámoa da Pena do Cabalo	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02651-neg-es-pba-20405-mdt5.tif	0.68954819	0.62106186	1.11027296	0.49208188	0.31205437	0.18002751	0.36111111	0.50432142	180.00000000	0.50000000	0.55432663	1.23112751	0.19444444	240.00000000	1.43575426	0.55578898	0.99063760	0.87996528	0.01170229	0.95432273	0.03698689	1.11106738	0.12567770	1.19601575	0.86765695	1.43575426	7.12177134	ok	
wl-tile-v1-02652	wl-neg-neg-es-pba-20406	neg-es-pba-20406	0	hard_negative	test_trasancos	ES	Mámoa de Bardaos	San Sadurniño	Bardaos (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02652-neg-es-pba-20406-mdt5.tif	0.64947236	0.53105724	1.22297995	1.57971609	0.25052390	1.32919219	0.30555556	0.55022470	60.00000000	0.91666667	0.82441278	1.72250012	0.48611111	240.00000000	2.01353281	0.95847393	0.97948648	1.05505888	0.17993405	1.10010045	0.60637484	1.12968289	2.12404338	1.34007575	6.95909512	2.01353281	16.32756710	ok	
wl-tile-v1-02653	wl-neg-neg-es-pba-20407	neg-es-pba-20407	0	hard_negative	test_trasancos	ES	Mámoa de Campo da Cruz 2	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02653-neg-es-pba-20407-mdt5.tif	0.56086862	0.59099096	0.94903079	0.07682763	-0.02394125	0.10076888	0.25000000	0.56359969	80.00000000	0.30555556	0.56082760	0.85298419	0.09722222	30.00000000	0.99447348	0.12850109	0.99930713	0.96999403	0.01529689	0.99447348	0.04353312	0.93358734	0.15257017	0.96471476	0.50222729	0.86597239	0.50467916	ok	
wl-tile-v1-02654	wl-neg-neg-es-pba-20408	neg-es-pba-20408	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 1	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02654-neg-es-pba-20408-mdt5.tif	0.46634021	0.79043359	0.58998026	0.16579553	0.26637182	-0.10057628	0.02777778	0.76590718	220.00000000	0.36111111	0.59942511	1.10180116	0.14930556	15.00000000	0.90408694	0.39461228	0.98565920	0.90408694	-0.01227101	0.75191392	-0.03983209	0.63650776	-0.15644088	0.53932990	-0.49042919	0.50947467	-0.36700928	ok	
wl-tile-v1-02655	wl-neg-neg-es-pba-20409	neg-es-pba-20409	0	hard_negative	test_trasancos	ES	Mámoa de Moimentos 2	San Sadurniño	Santa Mariña do Monte (Santa Mariña)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02655-neg-es-pba-20409-mdt5.tif	0.42759308	0.54096192	0.79043102	0.42155313	-0.09418197	0.51573510	0.08333333	0.75018798	60.00000000	0.47222222	0.71259929	1.20911154	0.24305556	15.00000000	0.98862476	0.43661687	0.98689174	0.98862476	0.05822027	0.89799819	0.19225607	0.70276097	0.61330764	0.68439972	1.73236901	0.55200790	3.00063922	ok	
wl-tile-v1-02656	wl-neg-neg-es-pba-20435	neg-es-pba-20435	0	hard_negative	test_trasancos	ES	Mámoa de Pena Escrita	San Sadurniño	Lamas (San Xiao)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02656-neg-es-pba-20435-mdt5.tif	0.58704656	0.62103200	0.94527587	-0.50307387	-0.30609649	-0.19697738	0.16666667	0.73082946	80.00000000	0.36111111	0.64904281	1.18314627	0.12847222	240.00000000	1.28184868	0.48465209	0.99075776	0.95289188	-0.00295189	0.84230125	-0.01517393	0.79719659	-0.04583210	1.04509152	-0.41494823	1.28184868	-2.80429554	ok	
wl-tile-v1-02657	wl-neg-neg-es-pba-20436	neg-es-pba-20436	0	hard_negative	test_trasancos	ES	Mámoa do Campo da Cruz 1	San Sadurniño	Igrexafeita (Santa María)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02657-neg-es-pba-20436-mdt5.tif	0.52022809	0.57224637	0.90909810	-0.05679554	-0.03764496	-0.01915058	0.19444444	0.57544246	40.00000000	0.33333333	0.62793234	0.77654346	0.13541667	120.00000000	1.05031884	0.23261880	0.99779721	0.86842350	-0.00466636	0.81770003	-0.01098197	0.91461020	-0.04477836	1.05031884	-0.11036810	0.93026234	-0.07350754	ok	
wl-tile-v1-02658	wl-neg-neg-es-pba-24330	neg-es-pba-24330	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02658-neg-es-pba-24330-mdt5.tif	0.48899010	0.77952826	0.62728976	0.06883678	0.42132175	-0.35248497	0.05555556	0.70455397	220.00000000	0.38888889	0.61839254	0.99395066	0.19444444	15.00000000	0.96380162	0.41754856	0.98702778	0.96380162	-0.03025415	0.78797180	-0.14057893	0.63643025	-0.56821029	0.54625305	-1.92638591	0.62731014	-2.95027131	ok	
wl-tile-v1-02659	wl-neg-neg-es-pba-24331	neg-es-pba-24331	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02659-neg-es-pba-24331-mdt5.tif	0.67643863	0.66854602	1.01180563	0.78239554	-0.22234891	1.00474446	0.36111111	0.61995843	150.00000000	0.58333333	0.60013506	1.56482853	0.21527778	120.00000000	1.11204710	0.15669031	0.99902905	0.99833999	0.15169667	0.95535680	0.51341285	0.99213475	1.81229046	1.11204710	5.71221936	1.07334704	10.16137743	ok	
wl-tile-v1-02660	wl-neg-neg-es-pba-24332	neg-es-pba-24332	0	hard_negative	test_trasancos	ES	Mámoa do Monte de Pena Moura 3	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02660-neg-es-pba-24332-mdt5.tif	0.78347379	0.67352939	1.16323624	1.20565689	0.19291726	1.01273963	0.38888889	0.63371018	40.00000000	0.80555556	0.79633463	1.50498676	0.34375000	240.00000000	1.32728244	0.31820313	0.99757519	1.00907931	0.15934629	1.12129183	0.55483144	1.17574896	1.95728940	1.15030105	6.20403260	1.32728244	14.00217843	ok	
wl-tile-v1-02661	wl-neg-neg-es-pba-24808	neg-es-pba-24808	0	hard_negative	test_trasancos	ES	Igrexa de San Martiño de Valdetires	Valdoviño	Meirás (San Vicente)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02661-neg-es-pba-24808-mdt5.tif	0.59271455	0.72494400	0.81760047	0.21734378	0.10402733	0.11331645	0.25000000	0.67197603	220.00000000	0.41666667	0.65162096	1.11439978	0.16666667	15.00000000	0.99567912	0.43799754	0.98825311	0.99567912	0.02486396	0.96285337	0.07753236	0.89314497	0.23054534	0.78805020	0.38750601	0.55768158	0.31305742	ok	
wl-tile-v1-02662	wl-neg-neg-es-pba-24842	neg-es-pba-24842	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 1	Valdoviño	Pantín (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02662-neg-es-pba-24842-mdt5.tif	0.85060298	0.60676670	1.40186168	0.89418727	0.49684310	0.39734417	0.61111111	0.68070101	120.00000000	0.61111111	0.68070101	1.40186168	0.23611111	240.00000000	1.98256890	1.01081758	0.97629195	0.97175132	0.02350627	1.00176558	0.08808351	1.22378205	0.42606616	1.54147073	2.56114483	1.98256890	12.96992397	ok	
wl-tile-v1-02663	wl-neg-neg-es-pba-24843	neg-es-pba-24843	0	hard_negative	test_trasancos	ES	Mámoa de Coto da Fraga 2	Valdoviño	Pantín (Santiago)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02663-neg-es-pba-24843-mdt5.tif	0.72476250	0.47244465	1.53406858	0.97518319	-0.01421549	0.98939868	0.50000000	0.60017267	100.00000000	0.66666667	0.64929389	1.81985861	0.31597222	60.00000000	1.73317789	0.54670368	0.99504423	1.18647421	0.16775717	1.50112537	0.59771502	1.73317789	2.26152104	1.64575255	7.75292048	1.45736534	17.71289539	ok	
wl-tile-v1-02664	wl-neg-neg-es-pba-24844	neg-es-pba-24844	0	hard_negative	test_trasancos	ES	Mámoa de Liñeiro	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02664-neg-es-pba-24844-mdt5.tif	0.67639095	0.63898933	1.05853246	-0.15395574	0.01299486	-0.16695061	0.30555556	0.75877946	120.00000000	0.30555556	0.75877946	1.05853246	0.06250000	30.00000000	1.09737727	0.09939413	0.99966751	1.06008615	-0.00222207	1.09737727	-0.00764340	1.03030816	-0.03354600	1.02288990	-0.41776085	0.99798314	-1.96611289	ok	
wl-tile-v1-02665	wl-neg-neg-es-pba-24845	neg-es-pba-24845	0	hard_negative	test_trasancos	ES	Mámoa de Loira	Valdoviño	Loira (San Pedro)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02665-neg-es-pba-24845-mdt5.tif	0.68891007	0.72003895	0.95676778	0.10635383	0.01744636	0.08890746	0.16666667	0.49836896	220.00000000	0.36111111	0.65725781	1.13991487	0.11805556	30.00000000	1.17253884	0.33625285	0.99434898	1.12757762	0.02626676	1.17253884	0.10458380	1.09440224	0.29591819	0.83628599	0.41211707	0.88148177	-0.59583876	ok	
wl-tile-v1-02666	wl-neg-neg-es-pba-24846	neg-es-pba-24846	0	hard_negative	test_trasancos	ES	Mámoa de Pena Moura	Valdoviño	Vilarrube (San Martiño)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02666-neg-es-pba-24846-mdt5.tif	0.86658853	0.63556355	1.36349627	0.64757663	-0.16073248	0.80830911	0.47222222	0.58647102	100.00000000	0.52777778	0.66821999	1.01007460	0.13888889	60.00000000	1.41632860	0.29765762	0.99756706	1.16603075	0.21057018	1.35367685	0.75655808	1.41632860	2.87806958	1.29644927	9.04827857	1.11867098	14.82743073	ok	
wl-tile-v1-02667	wl-neg-neg-es-pba-24847	neg-es-pba-24847	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 1	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02667-neg-es-pba-24847-mdt5.tif	0.55657673	0.71062934	0.78321664	0.41984719	0.13762924	0.28221795	0.13888889	0.64054752	180.00000000	0.44444444	0.64893943	1.11758410	0.14236111	15.00000000	1.00771570	0.34456129	0.99201277	1.00771570	0.03890475	0.92992987	0.12391569	0.82384413	0.35691217	0.69603224	0.79811040	0.66315441	1.95066047	ok	
wl-tile-v1-02668	wl-neg-neg-es-pba-24848	neg-es-pba-24848	0	hard_negative	test_trasancos	ES	Mámoa de Portonovo 2	Valdoviño	Valdoviño (Santaia)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02668-neg-es-pba-24848-mdt5.tif	0.41045487	0.60147989	0.68240830	0.12577614	0.29336774	-0.16759160	0.11111111	0.70607366	40.00000000	0.30555556	0.68267162	0.99560398	0.13194444	15.00000000	0.90016466	0.36415169	0.98625219	0.90016466	-0.02767373	0.79156154	-0.07875558	0.57446535	-0.25346266	0.53601297	-0.67101118	0.87921242	-0.55899107	ok	
wl-tile-v1-02669	wl-neg-neg-es-pba-24849	neg-es-pba-24849	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 1/Mámoa de Canteiros 1	Valdoviño	Meirás (San Vicente)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02669-neg-es-pba-24849-mdt5.tif	0.66230989	0.64476842	1.02720584	0.87534326	0.13861631	0.73672695	0.16666667	0.76319592	40.00000000	0.69444444	0.74377285	1.62977901	0.42708333	240.00000000	1.11064002	0.15962223	0.99894307	1.06870061	0.03277088	1.02059934	0.11480289	0.96888138	0.42659339	0.95101779	1.33063376	1.11064002	2.77946877	ok	
wl-tile-v1-02670	wl-neg-neg-es-pba-24850	neg-es-pba-24850	0	hard_negative	test_trasancos	ES	Mámoa de Rioboo 2/Mámoa de Canteiros 2/M moas do Val	Valdoviño	Meirás (San Vicente)		megalithic_mound	data/external/weak-label-relief-v1/test_trasancos/negative/wl-tile-v1-02670-neg-es-pba-24850-mdt5.tif	0.52885079	0.64163774	0.82422021	0.50504696	0.10611466	0.39893231	0.13888889	0.82352758	40.00000000	0.44444444	0.69386022	1.20964170	0.22916667	240.00000000	1.17143329	0.48320677	0.99026464	0.91777637	0.01631221	0.84518717	0.05571112	0.68822652	0.21336906	0.82051631	0.73804551	1.17143329	2.08916134	ok	
