thumbnail_id	control_set_id	bank_id	review_role	country	name	wms_source	wms_base	wms_layer	bbox_epsg4326	width_px	height_px	thumbnail_path	status	bytes	error
thumb-v1-0076	control-v1-0076	pos-es-pba-73573	positive	ES	Castroverde/O Foxo/Camiño Real	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.67816863,42.70158064,-8.67190989,42.70617999	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0076-pos-es-pba-73573.png	exists	630184	
thumb-v1-0077	control-v1-0077	pos-pt-dgpc-109754	positive	PT	Besteiros/ Castro do Gerês	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.37758943,41.64252408,-8.37143463,41.64712343	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0077-pos-pt-dgpc-109754.png	exists	254658	
thumb-v1-0078	control-v1-0078	pos-pt-dgpc-109384	positive	PT	Castro de São Simão	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.62101176,41.62668508,-8.61485847,41.63128443	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0078-pos-pt-dgpc-109384.png	exists	256113	
thumb-v1-0079	control-v1-0079	pos-pt-dgpc-107708	positive	PT	Castro da Sola	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.42099402,41.57873660,-8.41484530,41.58333596	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0079-pos-pt-dgpc-107708.png	exists	233568	
thumb-v1-0080	control-v1-0080	pos-pt-dgpc-107213	positive	PT	Castro da Barrega	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.07520715,41.39179721,-8.06907615,41.39639656	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0080-pos-pt-dgpc-107213.png	exists	249370	
thumb-v1-0081	control-v1-0081	pos-pt-dgpc-107601	positive	PT	Castro de São Lourenço	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.76430290,41.55378239,-8.75815655,41.55838174	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0081-pos-pt-dgpc-107601.png	exists	254589	
thumb-v1-0082	control-v1-0082	pos-pt-dgpc-107016	positive	PT	Castro da Retortinha/Cepães	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.20797390,41.43005663,-8.20183928,41.43465598	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0082-pos-pt-dgpc-107016.png	exists	239398	
thumb-v1-0083	control-v1-0083	pos-pt-dgpc-108039	positive	PT	Castro	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.24497754,41.49179334,-8.23883708,41.49639270	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0083-pos-pt-dgpc-108039.png	exists	247012	
thumb-v1-0084	control-v1-0084	pos-pt-dgpc-107764	positive	PT	Castro de Brunhais	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.18461958,41.59325159,-8.17846947,41.59785095	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0084-pos-pt-dgpc-107764.png	exists	244617	
thumb-v1-0085	control-v1-0085	pos-pt-dgpc-109395	positive	PT	Castro de Atafona	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.16812241,41.62734546,-8.16196906,41.63194481	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0085-pos-pt-dgpc-109395.png	exists	239901	
thumb-v1-0086	control-v1-0086	pos-pt-dgpc-107173	positive	PT	Castro de São Miguel-o-Anjo	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.53912470,41.38975462,-8.53299388,41.39435397	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0086-pos-pt-dgpc-107173.png	exists	243171	
thumb-v1-0087	control-v1-0087	pos-pt-dgpc-109844	positive	PT	Castro de Escariz / São Ilus	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.53894794,41.64861071,-8.53279255,41.65321007	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0087-pos-pt-dgpc-109844.png	exists	238383	
thumb-v1-0088	control-v1-0088	pos-pt-dgpc-106410	positive	PT	Castro de Santa Justa	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.04094504,41.31979921,-7.03482081,41.32439856	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0088-pos-pt-dgpc-106410.png	exists	247670	
thumb-v1-0089	control-v1-0089	pos-pt-dgpc-108740	positive	PT	Caracuto do Castro	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-6.60363383,41.81565880,-6.59746242,41.82025816	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0089-pos-pt-dgpc-108740.png	exists	243899	
thumb-v1-0090	control-v1-0090	pos-pt-dgpc-106059	positive	PT	Castro da Rapa	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.39570004,41.19610193,-7.38958740,41.20070128	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0090-pos-pt-dgpc-106059.png	exists	241867	
thumb-v1-0091	control-v1-0091	pos-pt-dgpc-107361	positive	PT	Casa do Quinteiro/Castro de Cércio	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-6.30589529,41.45387460,-6.29975842,41.45847396	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0091-pos-pt-dgpc-107361.png	exists	251993	
thumb-v1-0092	control-v1-0092	pos-pt-dgpc-109015	positive	PT	Castro de São Juzenda	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.16120743,41.60116281,-7.15505657,41.60576216	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0092-pos-pt-dgpc-109015.png	exists	248607	
thumb-v1-0093	control-v1-0093	pos-pt-dgpc-106948	positive	PT	Castro Vicente / Senhor da Fraga / Santo Cristo	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-6.83229726,41.37401094,-6.82616794,41.37861030	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0093-pos-pt-dgpc-106948.png	exists	240945	
thumb-v1-0094	control-v1-0094	pos-pt-dgpc-109476	positive	PT	Castro do Serro Grande	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-6.58326746,41.63172444,-6.57711369,41.63632379	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0094-pos-pt-dgpc-109476.png	exists	246912	
thumb-v1-0095	control-v1-0095	pos-pt-dgpc-108213	positive	PT	Castro	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-6.93563442,41.86345158,-6.92945839,41.86805094	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0095-pos-pt-dgpc-108213.png	exists	243572	
thumb-v1-0096	control-v1-0096	pos-pt-dgpc-105058	positive	PT	Castro de Paredes	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.01505343,41.26434346,-8.00893440,41.26894281	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0096-pos-pt-dgpc-105058.png	exists	238695	
thumb-v1-0097	control-v1-0097	pos-pt-dgpc-106386	positive	PT	Castro da Pedreira	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.21978598,41.31659914,-8.21366206,41.32119850	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0097-pos-pt-dgpc-106386.png	exists	245379	
thumb-v1-0098	control-v1-0098	pos-pt-dgpc-105178	positive	PT	Castro de São Domingos/ Cristelos	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.30029627,41.27509345,-8.29417624,41.27969280	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0098-pos-pt-dgpc-105178.png	exists	233491	
thumb-v1-0099	control-v1-0099	pos-pt-dgpc-105226	positive	PT	Arados/Castro de Arados	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.23032418,41.09544812,-8.22422092,41.10004747	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0099-pos-pt-dgpc-105226.png	exists	243798	
thumb-v1-0100	control-v1-0100	pos-pt-dgpc-105192	positive	PT	Castro de Vila	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.42407501,41.27647048,-8.41795485,41.28106984	384	384	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0100-pos-pt-dgpc-105192.png	exists	238612	
thumb-v1-0101	control-v1-0101	neg-es-pba-1403	negative	ES	Mámoa da Lagoa	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.79438498,42.96506138,-8.78809950,42.96966073	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0101-neg-es-pba-1403.png	exists	662302	
thumb-v1-0102	control-v1-0102	neg-es-pba-29146	negative	ES	Arqueira de Morocos 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.02790030,43.19924723,-7.02159074,43.20384659	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0102-neg-es-pba-29146.png	exists	632720	
thumb-v1-0103	control-v1-0103	neg-es-pba-45653	negative	ES	Mámoa do Reigoso 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.13453983,42.26838139,-8.12832428,42.27298075	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0103-neg-es-pba-45653.png	exists	650907	
thumb-v1-0104	control-v1-0104	neg-es-pba-50551	negative	ES	A Medorra	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.11998868,42.05521255,-7.11379403,42.05981191	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0104-neg-es-pba-50551.png	exists	676626	
thumb-v1-0105	control-v1-0105	neg-es-pba-56336	negative	ES	Mámoa da Cima de Covela	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.84510350,42.48625127,-7.83886634,42.49085063	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0105-neg-es-pba-56336.png	exists	660282	
thumb-v1-0106	control-v1-0106	neg-es-pba-57591	negative	ES	Casa reitoral de Pedrafita	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.49511145,42.35260186,-7.48888758,42.35720122	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0106-neg-es-pba-57591.png	exists	665031	
thumb-v1-0107	control-v1-0107	neg-es-pba-59636	negative	ES	Mámoa da Pedra Má 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.01053960,42.30659403,-7.00432028,42.31119339	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0107-neg-es-pba-59636.png	exists	648942	
thumb-v1-0108	control-v1-0108	neg-es-pba-43983	negative	ES	Mámoa de Agrela	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.79785134,42.15470989,-7.79164697,42.15930924	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0108-neg-es-pba-43983.png	exists	642237	
thumb-v1-0109	control-v1-0109	neg-es-pba-43559	negative	ES	Mámoa das Chairas	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.96484056,42.36767486,-7.95861519,42.37227421	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0109-neg-es-pba-43559.png	exists	695243	
thumb-v1-0110	control-v1-0110	neg-es-pba-45293	negative	ES	Mámoa da Lomba	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.29624637,42.43898327,-8.29001392,42.44358262	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0110-neg-es-pba-45293.png	exists	655824	
thumb-v1-0111	control-v1-0111	neg-es-pba-63125	negative	ES	Dolmen da Cavada da Santa	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.29543682,42.21465014,-8.28922656,42.21924950	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0111-neg-es-pba-63125.png	exists	635708	
thumb-v1-0112	control-v1-0112	neg-pt-dgpc-113936	negative	PT	Carapeços 3	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.64754538,41.59108161,-8.64139549,41.59568096	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0112-neg-pt-dgpc-113936.png	exists	257483	
thumb-v1-0113	control-v1-0113	neg-pt-dgpc-109194	negative	PT	Mamoa 1 de Penedo Covo	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.00555442,41.61439255,-7.99940230,41.61899191	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0113-neg-pt-dgpc-109194.png	exists	248019	
thumb-v1-0114	control-v1-0114	neg-pt-dgpc-107214	negative	PT	Travessa 1	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.08294092,41.44222260,-8.07680515,41.44682195	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0114-neg-pt-dgpc-107214.png	exists	222449	
thumb-v1-0115	control-v1-0115	neg-pt-dgpc-107640	negative	PT	Antela da Portelagem/ Anta da Portelagem	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.77036579,41.56551677,-8.76421833,41.57011612	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0115-neg-pt-dgpc-107640.png	exists	233053	
thumb-v1-0116	control-v1-0116	neg-pt-dgpc-114669	negative	PT	Mamoa I da Bouça do Fojo	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.26721337,41.69995084,-8.26105307,41.70455019	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0116-neg-pt-dgpc-114669.png	exists	247722	
thumb-v1-0117	control-v1-0117	neg-pt-dgpc-109880	negative	PT	Mamoa 2 da Lama dos Eidos	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.15901161,41.65046868,-8.15285605,41.65506804	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0117-neg-pt-dgpc-109880.png	exists	245395	
thumb-v1-0118	control-v1-0118	neg-pt-dgpc-113951	negative	PT	Fiães	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.62522887,41.41050833,-8.61909610,41.41510768	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0118-neg-pt-dgpc-113951.png	exists	217188	
thumb-v1-0119	control-v1-0119	neg-pt-dgpc-109630	negative	PT	Mamoa 1 de Bustelo	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.45396408,41.69821639,-8.44780395,41.70281574	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0119-neg-pt-dgpc-109630.png	exists	246192	
thumb-v1-0120	control-v1-0120	neg-pt-dgpc-106067	negative	PT	Pala da Moura	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.19263260,41.19594539,-7.18651998,41.20054474	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0120-neg-pt-dgpc-106067.png	exists	246162	
thumb-v1-0121	control-v1-0121	neg-pt-dgpc-114520	negative	PT	Mirandela - Menir da Rua da Portela/ Menir de Mirandela	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.18459158,41.48237499,-7.17845201,41.48697434	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0121-neg-pt-dgpc-114520.png	exists	235879	
thumb-v1-0122	control-v1-0122	neg-pt-dgpc-105998	negative	PT	Outeiro de Gregos 2	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.04320781,41.18333205,-8.03709636,41.18793140	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0122-neg-pt-dgpc-105998.png	exists	251538	
thumb-v1-0123	control-v1-0123	neg-pt-dgpc-112099	negative	PT	Mamoa dos Crastos (Broalhos)	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.45802058,41.06946338,-8.45191973,41.07406273	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0123-neg-pt-dgpc-112099.png	exists	233451	
thumb-v1-0124	control-v1-0124	neg-pt-dgpc-106436	negative	PT	Serra de Campelos 1	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.30691518,41.32235498,-8.30079071,41.32695434	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0124-neg-pt-dgpc-106436.png	exists	231258	
thumb-v1-0125	control-v1-0125	neg-pt-dgpc-104969	negative	PT	Arcos	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.54484826,41.25467475,-8.53873014,41.25927410	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0125-neg-pt-dgpc-104969.png	exists	249882	
thumb-v1-0126	control-v1-0126	neg-pt-dgpc-111452	negative	PT	Mamoa I de Fonte Cova	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.14625921,41.11802058,-8.14015385,41.12261993	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0126-neg-pt-dgpc-111452.png	exists	247942	
thumb-v1-0127	control-v1-0127	neg-pt-dgpc-106154	negative	PT	Brio	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.69181780,41.20903799,-8.68570395,41.21363734	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0127-neg-pt-dgpc-106154.png	exists	216424	
thumb-v1-0128	control-v1-0128	neg-pt-dgpc-112103	negative	PT	Mamoa de Brandião	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.43312254,41.08888977,-8.42701989,41.09348912	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0128-neg-pt-dgpc-112103.png	exists	241972	
thumb-v1-0129	control-v1-0129	neg-pt-dgpc-105863	negative	PT	Menir de Luzim/ Marco de Luzim	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.25845838,41.14264492,-8.25235072,41.14724427	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0129-neg-pt-dgpc-105863.png	exists	246617	
thumb-v1-0130	control-v1-0130	neg-pt-dgpc-111335	negative	PT	Pinheiral/Pedra do Sol	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.60750821,41.40619001,-8.60137584,41.41078937	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0130-neg-pt-dgpc-111335.png	exists	229355	
thumb-v1-0131	control-v1-0131	neg-pt-dgpc-111371	negative	PT	Ermida	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.49524028,41.33047735,-8.48911505,41.33507670	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0131-neg-pt-dgpc-111371.png	exists	229568	
thumb-v1-0132	control-v1-0132	neg-pt-dgpc-112900	negative	PT	Mamoa 1 de Santa Lomédia	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.46660131,41.04549622,-8.46050268,41.05009558	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0132-neg-pt-dgpc-112900.png	exists	237818	
thumb-v1-0133	control-v1-0133	neg-pt-dgpc-111340	negative	PT	Queimado alto	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.62513609,41.37283960,-8.61900687,41.37743895	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0133-neg-pt-dgpc-111340.png	exists	235522	
thumb-v1-0134	control-v1-0134	neg-pt-dgpc-108526	negative	PT	Mamoa 2 das Lameiras	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.42126917,41.97612417,-8.41508223,41.98072353	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0134-neg-pt-dgpc-108526.png	exists	243502	
thumb-v1-0135	control-v1-0135	neg-pt-dgpc-113975	negative	PT	Mamoa 1 dos Prados da Saba	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.13818324,42.04201821,-8.13198988,42.04661756	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0135-neg-pt-dgpc-113975.png	exists	246679	
thumb-v1-0136	control-v1-0136	neg-pt-dgpc-112374	negative	PT	Lameiras	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.42080997,41.97576504,-8.41462307,41.98036439	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0136-neg-pt-dgpc-112374.png	exists	245674	
thumb-v1-0137	control-v1-0137	neg-pt-dgpc-112391	negative	PT	Almas 3	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.55615649,41.95304760,-8.54997179,41.95764695	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0137-neg-pt-dgpc-112391.png	exists	247192	
thumb-v1-0138	control-v1-0138	neg-pt-dgpc-108626	negative	PT	Mamoa da Giadela	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.26137727,41.79558156,-8.25520779,41.80018091	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0138-neg-pt-dgpc-108626.png	exists	251013	
thumb-v1-0139	control-v1-0139	neg-pt-dgpc-109417	negative	PT	Arca 1	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-8.56737373,41.75195629,-8.56120845,41.75655564	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0139-neg-pt-dgpc-109417.png	exists	253980	
thumb-v1-0140	control-v1-0140	neg-pt-dgpc-109686	negative	PT	Reigal/Chã de Lesenho - Mamoa 1 do Outeiro do Lesenho, Lesanho Grande 1/ Lesanho Grande	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.76066378,41.63844411,-7.75450936,41.64304346	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0140-neg-pt-dgpc-109686.png	exists	246433	
thumb-v1-0141	control-v1-0141	neg-pt-dgpc-109436	negative	PT	Carreira da Pedra	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.42680886,41.75292292,-7.42064348,41.75752227	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0141-neg-pt-dgpc-109436.png	exists	239728	
thumb-v1-0142	control-v1-0142	neg-pt-dgpc-114420	negative	PT	Alto de Pandim / Gouvães da Serra	dgt_ortos2021_rgb	https://cartografia.dgterritorio.gov.pt/wms/ortos2021	Ortos2021-RGB	-7.73500875,41.48439498,-7.72886899,41.48899434	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0142-neg-pt-dgpc-114420.png	exists	250241	
thumb-v1-0143	control-v1-0143	neg-es-pba-1404	negative	ES	Mámoa da Mina de Mosqueira	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.72893430,42.93883124,-8.72265150,42.94343059	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0143-neg-es-pba-1404.png	exists	622408	
thumb-v1-0144	control-v1-0144	neg-es-pba-28954	negative	ES	Arqueira de Morocos 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.02767699,43.19949308,-7.02136740,43.20409244	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0144-neg-es-pba-28954.png	exists	635484	
thumb-v1-0145	control-v1-0145	neg-es-pba-45679	negative	ES	Mámoa do Reigoso 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-8.12968878,42.26772806,-8.12347329,42.27232741	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0145-neg-es-pba-45679.png	exists	666119	
thumb-v1-0146	control-v1-0146	neg-es-pba-50512	negative	ES	Mámoa da Cabeza do Chichón 1	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.13703361,42.01363946,-7.13084301,42.01823881	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0146-neg-es-pba-50512.png	exists	649999	
thumb-v1-0147	control-v1-0147	neg-es-pba-56337	negative	ES	Mámoa das Regas	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.84403203,42.48112288,-7.83779539,42.48572223	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0147-neg-es-pba-56337.png	exists	677382	
thumb-v1-0148	control-v1-0148	neg-es-pba-57759	negative	ES	Igrexa de Pedrafita (Parroquial de San Martiño)	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.49880108,42.35521700,-7.49257695,42.35981635	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0148-neg-es-pba-57759.png	exists	648057	
thumb-v1-0149	control-v1-0149	neg-es-pba-59637	negative	ES	Mámoa da Pedra Má 2	ign_pnoa_rgb	https://www.ign.es/wms-inspire/pnoa-ma	OI.OrthoimageCoverage	-7.00920830,42.30601632,-7.00298904,42.31061568	384	384	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0149-neg-es-pba-59637.png	exists	647967	
