bank_id	review_seed_id	control_set_id	review_role	country	province_or_district	municipality	name	typology	morphology_proxy	negative_type	review_priority	auto_review_status	auto_decision	training_use	proposed_radius_m	source	source_record_id	source_code
pos-pt-dgpc-107213	review-pos-0535	control-v1-0080	positive	PT	Braga	Celorico de Basto	Castro da Barrega	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107213	20236
pos-pt-dgpc-109406	review-pos-0537	control-v1-0012	positive	PT	Braga	Vila Verde	Citânia de São Julião de Caldelas	Povoado Fortificado	large_castrexo_civitas_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	180.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109406	1237
pos-pt-dgpc-108650	review-pos-0538		positive	PT	Bragança	Bragança	Castro de Gimonde/ Arrabalde de Gimonde	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108650	535
pos-pt-dgpc-105975	review-pos-0540		positive	PT	Porto	Marco de Canaveses	Castro de Santiago	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	105975	135
pos-pt-dgpc-108844	review-pos-0541		positive	PT	Viana do Castelo	Ponte de Lima	Castro de Baixo	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108844	13686
pos-pt-dgpc-109684	review-pos-0542		positive	PT	Vila Real	Boticas	Castro do Cabeço	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109684	3739
pos-es-pba-4275	review-pos-0545	control-v1-0033	positive	ES	A Coruña	Cabana de Bergantiños	Campo da Romaría de San Fins de Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	4275	-
pos-es-pba-88	review-pos-0547		positive	ES	A Coruña	Abegondo	Castro de Mabegondo	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	88	GA15001004
pos-es-pba-28508	review-pos-0553	control-v1-0059	positive	ES	Lugo	Carballedo	Castro de Santa Mariña	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28508	GA27009003
pos-es-pba-31001	review-pos-0554		positive	ES	Lugo	Foz	Punta dos Bois/Castro de Llas/Cu do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	31001	GA27019009
pos-es-pba-47224	review-pos-0563		positive	ES	Ourense	Castrelo de Miño	Igrexa de Castrelo de Miño (Parroquial de Santa María)	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	47224	-
pos-es-pba-69692	review-pos-0569		positive	ES	Pontevedra	Salvaterra de Miño	Castro de Lira/Alto de San Amaro	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	69692	GA36050005
pos-es-pba-59932	review-pos-0570		positive	ES	Pontevedra	Arbo	Petróglifos no Castro do Coto de San Martiño	Petróglifo	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	59932	GA36001055
pos-pt-dgpc-107601	review-pos-0576	control-v1-0081	positive	PT	Braga	Esposende	Castro de São Lourenço	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107601	3178
pos-pt-dgpc-109725	review-pos-0578		positive	PT	Bragança	Bragança	Castro de Vila Boa	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109725	17616
pos-pt-dgpc-106131	review-pos-0580		positive	PT	Porto	Marco de Canaveses	Vila Boa de Quires/Castro de Quires	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106131	5001
pos-pt-dgpc-109326	review-pos-0581		positive	PT	Viana do Castelo	Ponte de Lima	Castro de Cadem	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109326	17936
pos-pt-dgpc-109500	review-pos-0582		positive	PT	Vila Real	Boticas	Castro do Malhó	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109500	19806
pos-es-pba-3723	review-pos-0585	control-v1-0034	positive	ES	A Coruña	Camariñas	Punta do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	3723	GA15016005
pos-es-pba-89	review-pos-0587		positive	ES	A Coruña	Abegondo	Castro de Meangos	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	89	GA15001008
pos-es-pba-27820	review-pos-0593	control-v1-0060	positive	ES	Lugo	Castro de Rei	Castro de Azúmara	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27820	GA27010023
pos-es-pba-31002	review-pos-0594		positive	ES	Lugo	Foz	Punta dos Castros		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	31002	GA27019012
pos-es-pba-46869	review-pos-0603		positive	ES	Ourense	Castro Caldelas	Castro de San Martín		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	46869	GA32023011
pos-es-pba-71666	review-pos-0607		positive	ES	Pontevedra	Sanxenxo	Castro de Punta de Elmo	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	71666	GA36051008
pos-es-pba-61811	review-pos-0608		positive	ES	Pontevedra	Cambados	Cruz no Castro de Santa Mariña		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	61811	-
pos-pt-dgpc-107488	review-pos-0614		positive	PT	Braga	Esposende	Castro do Senhor dos Desamparados	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107488	12090
pos-pt-dgpc-109722	review-pos-0616		positive	PT	Bragança	Bragança	Castro do Serro de Coelhoso	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109722	17535
pos-pt-dgpc-105192	review-pos-0618	control-v1-0100	positive	PT	Porto	Paços de Ferreira	Castro de Vila	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	105192	13083
pos-pt-dgpc-108862	review-pos-0619		positive	PT	Viana do Castelo	Ponte de Lima	Castro de Cima	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108862	13682
pos-pt-dgpc-109165	review-pos-0620		positive	PT	Vila Real	Boticas	Castro do Muro (Sapelos)	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109165	19735
pos-es-pba-27149	review-pos-0623	control-v1-0035	positive	ES	A Coruña	Cariño	Castro de Cariño/Punta do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27149	GA15901002
pos-es-pba-106	review-pos-0625		positive	ES	A Coruña	Abegondo	Castro de Orto	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	106	GA15001001
pos-es-pba-27942	review-pos-0631	control-v1-0061	positive	ES	Lugo	Castroverde	Castro de Santa María da Frairía	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27942	GA27011065
pos-es-pba-30583	review-pos-0632		positive	ES	Lugo	Guitiriz	A Costa de Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	30583	Guitiriz_31062
pos-es-pba-48406	review-pos-0641		positive	ES	Ourense	Celanova	Igrexa de Castromao (Parroquial de Santa María)	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	48406	-
pos-es-pba-70412	review-pos-0645		positive	ES	Pontevedra	Silleda	Castro do Marco/Castro de Darío	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	70412	GA36052047
pos-es-pba-64231	review-pos-0646		positive	ES	Pontevedra	Forcarei	Igrexa de Castrelo (Parroquial de Santa Mariña)	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	64231	-
pos-pt-dgpc-107016	review-pos-0651	control-v1-0082	positive	PT	Braga	Fafe	Castro da Retortinha/Cepães	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107016	5065
pos-pt-dgpc-108600	review-pos-0653		positive	PT	Bragança	Bragança	Fragas do Castro	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108600	17438
pos-pt-dgpc-106268	review-pos-0655		positive	PT	Porto	Paços de Ferreira	Castro do Busto	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106268	4289
pos-pt-dgpc-109562	review-pos-0656		positive	PT	Viana do Castelo	Ponte de Lima	Castro de Santa Comba	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109562	15749
pos-pt-dgpc-109836	review-pos-0657		positive	PT	Vila Real	Boticas	Castro do Muro/Casas dos Mouros	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109836	19730
pos-es-pba-27150	review-pos-0659		positive	ES	A Coruña	Cariño	Castro de Sismundi/Punta do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27150	GA15901006
pos-es-pba-107	review-pos-0661		positive	ES	A Coruña	Abegondo	Castro de Presedo	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	107	GA15001012
pos-es-pba-28826	review-pos-0667		positive	ES	Lugo	Chantada	Castro de Mariz	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28826	GA27016007
pos-es-pba-31652	review-pos-0668		positive	ES	Lugo	Lugo	Castro Sillar		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	31652	GA27028027
pos-es-pba-48170	review-pos-0677		positive	ES	Ourense	Cenlle	Camiño da Costa/Camiño do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	48170	GA32025010
pos-es-pba-70450	review-pos-0681		positive	ES	Pontevedra	Tui	Castro do Alto do Mariño	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	70450	GA36055025
pos-es-pba-76788	review-pos-0682		positive	ES	Pontevedra	Ponte Caldelas	Igrexa de Castro Barbudo (Parroquial de Santa María)	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	76788	-
pos-pt-dgpc-107914	review-pos-0687		positive	PT	Braga	Fafe	Castro de Ribeiros	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107914	4327
pos-pt-dgpc-108651	review-pos-0689		positive	PT	Bragança	Bragança	Fragas do Castro	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108651	17591
pos-pt-dgpc-106958	review-pos-0691		positive	PT	Porto	Póvoa do Varzim	Castro de Argivai	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106958	15073
pos-pt-dgpc-110181	review-pos-0692		positive	PT	Viana do Castelo	Ponte de Lima	Castro de São João	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	110181	14052
pos-pt-dgpc-109555	review-pos-0693		positive	PT	Vila Real	Boticas	Castro do Poio	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109555	19690
pos-es-pba-27151	review-pos-0695		positive	ES	A Coruña	Cariño	Castro dos Fornos/Punta de Frades		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27151	GA15901005
pos-es-pba-108	review-pos-0697		positive	ES	A Coruña	Abegondo	Castro de Vilar	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	108	GA15001003
pos-es-pba-28831	review-pos-0703		positive	ES	Lugo	Chantada	Castro de Pumar	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28831	GA27016023
pos-es-pba-33757	review-pos-0704		positive	ES	Lugo	Mondoñedo	Os Castros de Santa María Maior		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	33757	GA27030002
pos-es-pba-49923	review-pos-0713		positive	ES	Ourense	Cualedro	A Cidá do Castro/Castro de San Millán		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	49923	GA32028026
pos-es-pba-70451	review-pos-0717		positive	ES	Pontevedra	Tui	Castro do Costal	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	70451	GA36055001
pos-es-pba-72209	review-pos-0718		positive	ES	Pontevedra	Vigo	Casa reitoral de Santa María de Castrelos		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	72209	-
pos-pt-dgpc-107349	review-pos-0723		positive	PT	Braga	Fafe	Castro de Santo Ovídio	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107349	61
pos-pt-dgpc-108602	review-pos-0725		positive	PT	Bragança	Bragança	Torre Velha de Castro de Avelãs	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108602	1307
pos-pt-dgpc-105926	review-pos-0727		positive	PT	Porto	Valongo	Castro do Couce	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	105926	18255
pos-pt-dgpc-110033	review-pos-0728		positive	PT	Viana do Castelo	Ponte de Lima	Castro de São Simão	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	110033	13687
pos-pt-dgpc-109752	review-pos-0729		positive	PT	Vila Real	Chaves	Castro da Curalha	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109752	57
pos-es-pba-27212	review-pos-0731		positive	ES	A Coruña	Cariño	Faro de Punta do Castro		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	27212	-
pos-es-pba-109	review-pos-0733		positive	ES	A Coruña	Abegondo	Castro de Vizoño	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	109	GA15001014
pos-es-pba-28832	review-pos-0739		positive	ES	Lugo	Chantada	Castro de San Amaro	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	28832	GA27016008
pos-es-pba-35111	review-pos-0740		positive	ES	Lugo	Monterroso	Igrexa de Sucastro (Parroquial de Santa Mariña)	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	35111	-
pos-es-pba-51479	review-pos-0749		positive	ES	Ourense	Maceda	Castro de Santa Marta		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	51479	GA32043007
pos-es-pba-72641	review-pos-0753		positive	ES	Pontevedra	Vigo	Castro da Punta do Muíño de Vento	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	72641	GA36057153
pos-es-pba-73070	review-pos-0754		positive	ES	Pontevedra	Vigo	Cemiterio de Santa María de Castrelos		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	73070	-
pos-pt-dgpc-108039	review-pos-0759	control-v1-0083	positive	PT	Braga	Guimarães	Castro	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108039	33453
pos-pt-dgpc-108425	review-pos-0761		positive	PT	Bragança	Bragança	Torre do Castro	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108425	5037
pos-pt-dgpc-112713	review-pos-0763		positive	PT	Porto	Vila Nova de Gaia	Castro da Madalena	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112713	3600
pos-pt-dgpc-109680	review-pos-0764		positive	PT	Viana do Castelo	Ponte de Lima	Castro de Vilar	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109680	14053
pos-pt-dgpc-109308	review-pos-0765		positive	PT	Vila Real	Chaves	Castro de Loivos/Castro de Muradal	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	109308	22
pos-es-pba-5561	review-pos-0767	control-v1-0036	positive	ES	A Coruña	Cerdido	Castro Sete (San Martiño de Cerdido)		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	5561	GA15025003
pos-es-pba-110	review-pos-0769		positive	ES	A Coruña	Abegondo	Castro do Encoro	Asentamento fortificado/defensivo	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	Xunta PBA Catálogo. Elementos (xuño 2026)	110	GA15001051
pos-es-pba-30084	review-pos-0775		positive	ES	Lugo	Guitiriz	Castro de Margá	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	30084	GA27022068
pos-es-pba-34925	review-pos-0776		positive	ES	Lugo	Monterroso	O Castro/Nabal do Castro/As Míllaras/Fondevila		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	34925	GA27032017
pos-es-pba-51009	review-pos-0785		positive	ES	Ourense	Manzaneda	O Castro/San Martiño		coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	51009	GA32044007
pos-es-pba-75962	review-pos-0788		positive	ES	Pontevedra	Vilagarcía de Arousa	Castro do Montiño/Castro de Marxión	Castro	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	75962	Vilagarcía de Arousa_78083
pos-es-pba-74054	review-pos-0789		positive	ES	Pontevedra	Vigo	Conxunto parroquial de Santa María de Castrelos	Igrexa	coastal_promontory_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	150.0	Xunta PBA Catálogo. Elementos (xuño 2026)	74054	-
pos-pt-dgpc-107927	review-pos-0793		positive	PT	Braga	Guimarães	Castro de São Bartolomeu	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	107927	14308
pos-pt-dgpc-106059	review-pos-0795	control-v1-0090	positive	PT	Bragança	Carrazeda de Ansiães	Castro da Rapa	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	selected_for_control_set_v1	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	106059	16985
pos-pt-dgpc-112730	review-pos-0797		positive	PT	Porto	Vila Nova de Gaia	Castro de Baiza	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	112730	3382
pos-pt-dgpc-108825	review-pos-0798		positive	PT	Viana do Castelo	Ponte de Lima	Castro do Bárrio	Povoado Fortificado	earthwork_or_wall_hint		P0	auto_seeded_requires_visual_verification	provisional_geometry_created	exclude_until_visual_raster_verification	130.0	DGPC Portal do Arqueólogo Sitios_Arqueologicos	108825	13685
