thumbnail_id	control_set_id	bank_id	review_role	country	name	morphology_proxy	negative_type	proposed_radius_m	thumbnail_status	image_path	image_width_px	image_height_px	gray_mean	gray_std	gray_entropy	black_fraction	white_fraction	edge_global_mean	edge_inner_mean	edge_annulus_mean	edge_outer_mean	edge_annulus_to_outer_ratio	edge_annulus_to_inner_ratio	texture_annulus_std	texture_outer_std	texture_annulus_to_outer_ratio	luminance_inner_mean	luminance_outer_mean	luminance_delta_inner_outer	ring_sector_coverage	ring_sector_balance	radial_peak_rank	radial_peak_count	ring_signal_score	ring_signal_tier	metric_eval_use	autonomous_visual_decision	training_use	status	error
thumb-v1-0047	control-v1-0047	pos-es-pba-15425	positive	ES	Castro de Punta Roza	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0047-pos-es-pba-15425.png	512	512	0.379052	0.168906	5.116378	0.000000	0.001129	0.350213	0.290462	0.359128	0.371401	0.966955	1.236402	0.174368	0.175305	0.994655	0.330984	0.388393	-0.057409	0.250000	0.797283	10	17	20.71	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0048	control-v1-0048	pos-es-pba-15375	positive	ES	O Castro/Castro de Pumariño	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0048-pos-es-pba-15375.png	512	512	0.469033	0.130035	4.942490	0.000000	0.000000	0.239384	0.232890	0.219694	0.261082	0.841475	0.943338	0.118953	0.136437	0.871848	0.420387	0.493851	-0.073463	0.361111	0.677405	12	17	15.77	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0049	control-v1-0049	pos-es-pba-17473	positive	ES	Castro de Punta do Tallo	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0049-pos-es-pba-17473.png	512	512	0.429172	0.119550	4.876123	0.000000	0.000053	0.299368	0.368063	0.280349	0.293032	0.956718	0.761687	0.103085	0.120495	0.855516	0.462128	0.413715	0.048413	0.444444	0.691132	17	17	17.26	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0050	control-v1-0050	pos-es-pba-24674	positive	ES	Castro da Punta do Vico	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0050-pos-es-pba-24674.png	512	512	0.568484	0.153208	5.182231	0.000000	0.000378	0.224608	0.309123	0.202606	0.220621	0.918345	0.655422	0.141754	0.133875	1.058852	0.637358	0.546072	0.091287	0.361111	0.715549	17	17	16.88	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0051	control-v1-0051	pos-es-pba-30753	positive	ES	Castro de Marful	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0051-pos-es-pba-30753.png	512	512	0.376335	0.146981	5.176859	0.000000	0.000000	0.350188	0.413477	0.327728	0.350914	0.933926	0.792615	0.149248	0.143041	1.043390	0.315961	0.373454	-0.057493	0.444444	0.718865	17	17	18.95	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0052	control-v1-0052	pos-es-pba-38457	positive	ES	Castro de Santa Mariña/Castrosante	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0052-pos-es-pba-38457.png	512	512	0.528624	0.161946	5.108396	0.000000	0.000000	0.314261	0.258717	0.379123	0.306218	1.238082	1.465394	0.163314	0.151952	1.074773	0.587589	0.556589	0.031000	0.805556	0.783065	2	17	75.79	strong_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_strong	exclude_until_independent_label_review	ok	
thumb-v1-0053	control-v1-0053	pos-es-pba-27022	positive	ES	Castro de Santa Mariña	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0053-pos-es-pba-27022.png	512	512	0.487127	0.138861	5.038028	0.000000	0.000000	0.273919	0.405113	0.295120	0.246995	1.194841	0.728487	0.151513	0.131371	1.153318	0.473718	0.501739	-0.028021	0.722222	0.708773	9	17	47.10	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0054	control-v1-0054	pos-es-pba-28585	positive	ES	Castro de Punta de San Pedro	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0054-pos-es-pba-28585.png	512	512	0.716912	0.092080	4.273460	0.000000	0.000000	0.150254	0.178901	0.162978	0.124360	1.310539	0.910998	0.090714	0.079424	1.142141	0.724852	0.716912	0.007941	0.611111	0.548819	5	17	52.65	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0055	control-v1-0055	pos-es-pba-28392	positive	ES	Castro de Castelmaría	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0055-pos-es-pba-28392.png	512	512	0.454144	0.170797	5.344265	0.000000	0.000000	0.360088	0.311914	0.366288	0.341633	1.072169	1.174323	0.159133	0.175140	0.908604	0.566737	0.448466	0.118271	0.527778	0.811392	7	17	44.41	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0056	control-v1-0056	pos-es-pba-28320	positive	ES	Castro de Santa María	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0056-pos-es-pba-28320.png	512	512	0.389255	0.186424	5.353806	0.000000	0.000000	0.348552	0.368594	0.341851	0.327989	1.042263	0.927447	0.194636	0.193275	1.007039	0.380015	0.402554	-0.022539	0.416667	0.752084	15	17	25.87	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0057	control-v1-0057	pos-es-pba-44141	positive	ES	Castro de Cabo Burela	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0057-pos-es-pba-44141.png	512	512	0.566491	0.172443	4.882031	0.000000	0.000145	0.219674	0.181744	0.266039	0.224083	1.187234	1.463816	0.143873	0.175389	0.820311	0.674268	0.533406	0.140862	0.638889	0.679371	5	17	61.91	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0058	control-v1-0058	pos-es-pba-28792	positive	ES	Castro de Marzán	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0058-pos-es-pba-28792.png	512	512	0.352605	0.129532	5.008553	0.000000	0.000000	0.412964	0.404601	0.415356	0.423508	0.980751	1.026582	0.113826	0.143194	0.794911	0.318969	0.376748	-0.057779	0.250000	0.870984	12	17	19.60	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0059	control-v1-0059	pos-es-pba-28508	positive	ES	Castro de Santa Mariña	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0059-pos-es-pba-28508.png	512	512	0.329517	0.141442	5.140896	0.000000	0.000000	0.308700	0.316624	0.355667	0.296220	1.200686	1.123312	0.164557	0.132770	1.239418	0.326123	0.323625	0.002498	0.583333	0.835696	5	17	69.34	strong_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_strong	exclude_until_independent_label_review	ok	
thumb-v1-0060	control-v1-0060	pos-es-pba-27820	positive	ES	Castro de Azúmara	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0060-pos-es-pba-27820.png	512	512	0.325670	0.120285	4.894180	0.000000	0.000000	0.343223	0.379211	0.318706	0.356672	0.893556	0.840446	0.125847	0.102078	1.232845	0.316990	0.298702	0.018289	0.055556	0.803599	17	17	16.31	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0061	control-v1-0061	pos-es-pba-27942	positive	ES	Castro de Santa María da Frairía	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0061-pos-es-pba-27942.png	512	512	0.475595	0.143854	5.193210	0.000000	0.000000	0.278152	0.435226	0.326635	0.213684	1.528591	0.750496	0.154579	0.140451	1.100588	0.497482	0.457979	0.039503	0.861111	0.718331	9	17	62.88	strong_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_strong	exclude_until_independent_label_review	ok	
thumb-v1-0062	control-v1-0062	pos-es-pba-29460	positive	ES	Casa reitoral de Santa María do Castro	coastal_promontory_hint		150.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0062-pos-es-pba-29460.png	512	512	0.338679	0.157566	5.161680	0.000000	0.000000	0.445175	0.425809	0.399664	0.459022	0.870686	0.938599	0.193144	0.137054	1.409252	0.378528	0.327707	0.050820	0.111111	0.799831	17	17	20.00	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0063	control-v1-0063	pos-es-pba-11227	positive	ES	Castro de Refoxo/Castro de Cerqueira	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0063-pos-es-pba-11227.png	512	512	0.387567	0.116660	4.859596	0.000000	0.000000	0.416720	0.395865	0.425184	0.422014	1.007513	1.074065	0.103601	0.123286	0.840328	0.431509	0.394990	0.036519	0.055556	0.906822	5	20	23.53	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0064	control-v1-0064	pos-es-pba-112	positive	ES	Castro Grande de Alcaiana	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0064-pos-es-pba-112.png	512	512	0.338656	0.128521	4.948023	0.000000	0.000000	0.350257	0.351802	0.389301	0.344902	1.128731	1.106593	0.104656	0.126025	0.830441	0.323532	0.336145	-0.012613	0.333333	0.844250	3	20	53.29	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0065	control-v1-0065	pos-es-pba-1956	positive	ES	A Roda do Castro	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0065-pos-es-pba-1956.png	512	512	0.430825	0.169011	5.308431	0.000000	0.000000	0.370596	0.340392	0.423834	0.361420	1.172690	1.245134	0.175116	0.168978	1.036325	0.307907	0.462260	-0.154353	0.555556	0.755642	2	20	66.01	strong_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_strong	exclude_until_independent_label_review	ok	
thumb-v1-0066	control-v1-0066	pos-es-pba-1657	positive	ES	Castro de Castelo	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0066-pos-es-pba-1657.png	512	512	0.423921	0.143550	5.117421	0.000000	0.000004	0.358369	0.389231	0.345331	0.377025	0.915938	0.887213	0.143785	0.153510	0.936647	0.378293	0.442072	-0.063779	0.111111	0.790696	20	20	10.29	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0067	control-v1-0067	pos-es-pba-6108	positive	ES	Castro de Pereiriña	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0067-pos-es-pba-6108.png	512	512	0.478918	0.128494	4.962249	0.000000	0.000000	0.275010	0.355192	0.302643	0.268212	1.128373	0.852056	0.121588	0.128027	0.949707	0.413300	0.481522	-0.068222	0.666667	0.780856	7	20	39.31	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0068	control-v1-0068	pos-es-pba-5977	positive	ES	Castro de Quenxe	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0068-pos-es-pba-5977.png	512	512	0.341665	0.143209	5.010662	0.000000	0.000000	0.325234	0.338338	0.359486	0.330813	1.086675	1.062507	0.159896	0.142136	1.124945	0.302397	0.339929	-0.037532	0.416667	0.813231	4	20	48.14	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0069	control-v1-0069	pos-es-pba-9892	positive	ES	Castro de Castromiñán	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0069-pos-es-pba-9892.png	512	512	0.445728	0.178419	5.250994	0.000000	0.000000	0.267065	0.229639	0.325587	0.285744	1.139439	1.417821	0.184953	0.184361	1.003211	0.513231	0.453887	0.059343	0.638889	0.700196	6	20	59.86	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0070	control-v1-0070	pos-es-pba-12434	positive	ES	Castro da Braña	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0070-pos-es-pba-12434.png	512	512	0.485388	0.131250	4.816441	0.000000	0.000000	0.202643	0.252334	0.143010	0.164747	0.868059	0.566749	0.108554	0.114560	0.947575	0.459913	0.511169	-0.051256	0.416667	0.638268	15	20	16.63	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0071	control-v1-0071	pos-es-pba-29296	positive	ES	Os Castros	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0071-pos-es-pba-29296.png	512	512	0.434082	0.168680	5.351532	0.000000	0.000000	0.371324	0.330553	0.368279	0.362421	1.016164	1.114129	0.162785	0.164156	0.991649	0.340971	0.465157	-0.124185	0.527778	0.803424	12	20	31.59	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0072	control-v1-0072	pos-es-pba-35343	positive	ES	Castro da Cotela	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0072-pos-es-pba-35343.png	512	512	0.420032	0.182494	5.377428	0.000000	0.000004	0.265782	0.294345	0.290173	0.268962	1.078865	0.985826	0.189307	0.185122	1.022605	0.279545	0.460957	-0.181412	0.638889	0.742561	15	20	33.58	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0073	control-v1-0073	pos-es-pba-36112	positive	ES	Castro do Pazo	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0073-pos-es-pba-36112.png	512	512	0.362114	0.168947	5.232576	0.000000	0.000000	0.385460	0.361794	0.411681	0.378928	1.086436	1.137889	0.189414	0.178847	1.059084	0.310849	0.398613	-0.087764	0.361111	0.841634	13	20	47.76	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0074	control-v1-0074	pos-es-pba-45973	positive	ES	Castro de Meimón	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0074-pos-es-pba-45973.png	512	512	0.327943	0.122773	4.932836	0.000000	0.000004	0.376592	0.419537	0.407088	0.355922	1.143756	0.970327	0.120783	0.109303	1.105030	0.285893	0.327464	-0.041571	0.611111	0.873731	6	20	44.26	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0075	control-v1-0075	pos-es-pba-56643	positive	ES	As Cabarquellas. Os Mouros. O Castro. As Murallas	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0075-pos-es-pba-56643.png	512	512	0.311776	0.118208	4.817147	0.000000	0.000000	0.324812	0.362826	0.333253	0.315451	1.056434	0.918492	0.106231	0.098160	1.082226	0.378502	0.295465	0.083038	0.305556	0.852150	6	20	32.42	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0076	control-v1-0076	pos-es-pba-73573	positive	ES	Castroverde/O Foxo/Camiño Real	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0076-pos-es-pba-73573.png	512	512	0.615979	0.144278	5.128081	0.000000	0.000019	0.307207	0.320542	0.308102	0.307015	1.003539	0.961190	0.150328	0.141178	1.064809	0.603298	0.632729	-0.029431	0.416667	0.809614	12	20	27.68	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0077	control-v1-0077	pos-pt-dgpc-109754	positive	PT	Besteiros/ Castro do Gerês	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0077-pos-pt-dgpc-109754.png	512	512	0.325868	0.077711	4.095139	0.000000	0.000000	0.251368	0.262696	0.237298	0.243042	0.976366	0.903316	0.065899	0.075209	0.876213	0.351122	0.317099	0.034023	0.166667	0.882948	18	20	16.28	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0078	control-v1-0078	pos-pt-dgpc-109384	positive	PT	Castro de São Simão	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0078-pos-pt-dgpc-109384.png	512	512	0.285434	0.060070	3.782817	0.000000	0.000000	0.207164	0.224372	0.197222	0.205606	0.959223	0.878997	0.048014	0.058943	0.814580	0.294756	0.282404	0.012352	0.083333	0.909978	16	20	14.79	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0079	control-v1-0079	pos-pt-dgpc-107708	positive	PT	Castro da Sola	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0079-pos-pt-dgpc-107708.png	512	512	0.419475	0.151420	4.964626	0.000000	0.000000	0.267863	0.262200	0.234170	0.272191	0.860316	0.893098	0.141234	0.143304	0.985553	0.410623	0.397889	0.012734	0.250000	0.793013	15	20	16.06	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0080	control-v1-0080	pos-pt-dgpc-107213	positive	PT	Castro da Barrega	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0080-pos-pt-dgpc-107213.png	512	512	0.276359	0.066110	3.879856	0.000000	0.000000	0.195304	0.191956	0.198565	0.204727	0.969900	1.034430	0.050501	0.077876	0.648472	0.276221	0.277863	-0.001642	0.305556	0.822190	16	20	18.60	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0081	control-v1-0081	pos-pt-dgpc-107601	positive	PT	Castro de São Lourenço	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0081-pos-pt-dgpc-107601.png	512	512	0.307318	0.080694	4.109229	0.000000	0.000000	0.222794	0.220243	0.222420	0.220859	1.007069	1.009884	0.088629	0.075625	1.171943	0.303029	0.306618	-0.003590	0.361111	0.730722	6	20	31.90	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0082	control-v1-0082	pos-pt-dgpc-107016	positive	PT	Castro da Retortinha/Cepães	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0082-pos-pt-dgpc-107016.png	512	512	0.455131	0.150694	5.181511	0.000000	0.000000	0.374799	0.244622	0.345249	0.398943	0.865411	1.411357	0.139677	0.143308	0.974661	0.363730	0.465980	-0.102250	0.250000	0.746606	12	20	16.61	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0083	control-v1-0083	pos-pt-dgpc-108039	positive	PT	Castro	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0083-pos-pt-dgpc-108039.png	512	512	0.345781	0.078100	4.146378	0.000000	0.000000	0.232948	0.202197	0.216150	0.233356	0.926268	1.069006	0.056117	0.070852	0.792022	0.338776	0.339214	-0.000438	0.083333	0.831926	15	20	12.33	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0084	control-v1-0084	pos-pt-dgpc-107764	positive	PT	Castro de Brunhais	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0084-pos-pt-dgpc-107764.png	512	512	0.389513	0.091444	4.444390	0.000000	0.000000	0.273365	0.265366	0.272836	0.275157	0.991565	1.028151	0.088689	0.092434	0.959483	0.421380	0.377657	0.043723	0.250000	0.787409	2	20	25.45	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0085	control-v1-0085	pos-pt-dgpc-109395	positive	PT	Castro de Atafona	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0085-pos-pt-dgpc-109395.png	512	512	0.336482	0.120052	4.474515	0.000000	0.000000	0.252326	0.228161	0.227422	0.271805	0.836710	0.996762	0.068026	0.138501	0.491159	0.291595	0.354662	-0.063067	0.111111	0.865148	13	20	13.60	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0086	control-v1-0086	pos-pt-dgpc-107173	positive	PT	Castro de São Miguel-o-Anjo	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0086-pos-pt-dgpc-107173.png	512	512	0.328602	0.094614	4.320885	0.000000	0.000000	0.254662	0.279395	0.262099	0.253781	1.032776	0.938096	0.076608	0.092860	0.824978	0.321723	0.328460	-0.006737	0.472222	0.816053	10	20	28.09	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0087	control-v1-0087	pos-pt-dgpc-109844	positive	PT	Castro de Escariz / São Ilus	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0087-pos-pt-dgpc-109844.png	512	512	0.339533	0.109536	4.446102	0.000000	0.000000	0.269200	0.225841	0.226572	0.287412	0.788318	1.003239	0.065915	0.115389	0.571246	0.317795	0.348803	-0.031009	0.083333	0.832856	13	20	12.78	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0088	control-v1-0088	pos-pt-dgpc-106410	positive	PT	Castro de Santa Justa	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0088-pos-pt-dgpc-106410.png	512	512	0.531328	0.106397	4.705770	0.000000	0.000000	0.306097	0.299886	0.338466	0.292071	1.158849	1.128649	0.122795	0.097812	1.255411	0.473505	0.524896	-0.051391	0.638889	0.815764	3	20	68.76	strong_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_strong	exclude_until_independent_label_review	ok	
thumb-v1-0089	control-v1-0089	pos-pt-dgpc-108740	positive	PT	Caracuto do Castro	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0089-pos-pt-dgpc-108740.png	512	512	0.581037	0.157823	5.288024	0.000000	0.000000	0.379499	0.373593	0.336014	0.384749	0.873333	0.899412	0.129791	0.166366	0.780150	0.551433	0.572384	-0.020950	0.166667	0.790078	20	20	10.90	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0090	control-v1-0090	pos-pt-dgpc-106059	positive	PT	Castro da Rapa	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0090-pos-pt-dgpc-106059.png	512	512	0.506881	0.108794	4.726582	0.000000	0.000000	0.303736	0.304661	0.321333	0.286575	1.121286	1.054721	0.109728	0.113211	0.969240	0.550367	0.489132	0.061235	0.444444	0.855149	6	20	44.62	moderate_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_moderate	exclude_until_independent_label_review	ok	
thumb-v1-0091	control-v1-0091	pos-pt-dgpc-107361	positive	PT	Casa do Quinteiro/Castro de Cércio	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0091-pos-pt-dgpc-107361.png	512	512	0.479910	0.098675	4.490112	0.000000	0.000000	0.288464	0.286605	0.309441	0.292827	1.056736	1.079679	0.090898	0.098830	0.919739	0.477402	0.475902	0.001500	0.166667	0.799494	5	20	34.18	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0092	control-v1-0092	pos-pt-dgpc-109015	positive	PT	Castro de São Juzenda	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0092-pos-pt-dgpc-109015.png	512	512	0.512860	0.068668	4.036069	0.000000	0.000000	0.179472	0.177067	0.179790	0.176105	1.020927	1.015381	0.060026	0.069505	0.863619	0.497866	0.517703	-0.019837	0.472222	0.826248	1	20	32.55	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0093	control-v1-0093	pos-pt-dgpc-106948	positive	PT	Castro Vicente / Senhor da Fraga / Santo Cristo	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0093-pos-pt-dgpc-106948.png	512	512	0.537888	0.117830	4.826207	0.000000	0.000000	0.293651	0.278611	0.316431	0.303568	1.042372	1.135746	0.105338	0.119164	0.883978	0.603905	0.528212	0.075692	0.388889	0.740030	4	20	35.26	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
thumb-v1-0094	control-v1-0094	pos-pt-dgpc-109476	positive	PT	Castro do Serro Grande	earthwork_or_wall_hint		130.0	exists	data/morphology-autoreview-v1/thumbnails/positive/control-v1-0094-pos-pt-dgpc-109476.png	512	512	0.508512	0.073289	4.096617	0.000000	0.000000	0.214608	0.224917	0.217894	0.224643	0.969957	0.968776	0.078691	0.071019	1.108027	0.499807	0.505375	-0.005568	0.250000	0.743181	9	20	24.13	weak_centered_ring_signal	include_visual_signal_metric_eval	positive_control_visual_signal_weak_followup	exclude_until_independent_label_review	ok	
