sample_id	bank_id	label_class	label_role	weak_label_status	weak_label_reason	final_split	split_family	spatial_block_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	negative_type	negative_confidence	review_priority	source_training_use	proposed_radius_m	bbox_epsg4326	visual_ring_signal_score	visual_ring_signal_tier	metric_eval_use	training_use	recommended_sampling_weight	generated_at
wl-pos-pos-es-pba-15064	pos-es-pba-15064	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa de Rosalía de Castro 46	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15064	-		-		-9.058356135104933	42.7728020166445	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.06148899,42.77050234,-9.05522328,42.77510169				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15065	pos-es-pba-15065	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa de Rosalía de Castro 48-50	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15065	-		-		-9.058466148709766	42.772801960533215	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.06159900,42.77050228,-9.05533330,42.77510164				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15104	pos-es-pba-15104	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa Rosalía de Castro 14	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15104	-		-		-9.056621464116695	42.77400961746404	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.05975438,42.77170994,-9.05348855,42.77630929				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15105	pos-es-pba-15105	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa Rosalía de Castro 16	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15105	-		-		-9.056645879231231	42.77397358360175	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.05977879,42.77167391,-9.05351297,42.77627326				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15106	pos-es-pba-15106	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa Rosalía de Castro 19	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15106	-		-		-9.056192949353505	42.77326237636678	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.05932582,42.77096270,-9.05306007,42.77556205				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15107	pos-es-pba-15107	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa Rosalía de Castro 20	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15107	-		-		-9.05668249363746	42.77391052735494	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.05981540,42.77161085,-9.05354959,42.77621020				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15108	pos-es-pba-15108	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Vivenda na rúa Rosalía de Castro 21	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15108	-		-		-9.056192949353505	42.77326237636678	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.05932582,42.77096270,-9.05306007,42.77556205				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15279	pos-es-pba-15279	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Muro de peche na Rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15279	-		-		-9.057024698202211	42.77383831389224	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.06015760,42.77153864,-9.05389179,42.77613799				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15280	pos-es-pba-15280	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muros	ES	Galicia	A Coruña	Muros	Muros (San Pedro)	Muros	Muro de peche na Rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15280	-		-		-9.058624963819712	42.77270281940517	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.06175781,42.77040314,-9.05549212,42.77500250				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-13031	pos-es-pba-13031	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muxía	ES	Galicia	A Coruña	Muxía	Moraime (San Xulián)	Xanzón	Mámoa do Prado do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	13031	GA15052060		-		-9.215901634040591	43.070489546715024	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.21904966,43.06818987,-9.21275361,43.07278922				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-13543	pos-es-pba-13543	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Muxía	ES	Galicia	A Coruña	Muxía	Coucieiro (San Pedro)	Castro, O	Cruceiro de Santo Outelo de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	13543	-		CRU		-9.158255843291144	43.02472841007093	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-9.16140152,43.02242873,-9.15511017,43.02702809				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14188	pos-es-pba-14188	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Narón	ES	Galicia	A Coruña	Narón	Castro (Santa María)	Nelle	Igrexa de Castro (Parroquial de Santa María)	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14188	-	Igrexa	-		-8.177606884171155	43.54458129124847	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy			P0	positive_seed_requires_qgis_boundary_review	150.0	-8.18077956,43.54228161,-8.17443421,43.54688097				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14283	pos-es-pba-14283	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Narón	ES	Galicia	A Coruña	Narón	Castro (Santa María)	Castro de Arriba	Casa en Castro de Arriba	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14283	-		-		-8.114155816015957	43.524217000701924	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.11732742,43.52191732,-8.11098421,43.52651668				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14517	pos-es-pba-14517	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Narón	ES	Galicia	A Coruña	Narón	Castro (Santa María)	Nelle	Casa reitoral de Santa María de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14517	-		-		-8.17734756224134	43.54362498226654	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy			P0	positive_seed_requires_qgis_boundary_review	150.0	-8.18052019,43.54132531,-8.17417494,43.54592466	19.92	weak_centered_ring_signal	include_visual_signal_metric_eval	exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14696	pos-es-pba-14696	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Narón	ES	Galicia	A Coruña	Narón	Castro (Santa María)	Borreiros	Cruceiro de Santa María de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14696	-		CRU		-8.177125517255233	43.54447878159956	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy			P0	positive_seed_requires_qgis_boundary_review	150.0	-8.18029819,43.54217910,-8.17395285,43.54677846				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14448	pos-es-pba-14448	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Neda	ES	Galicia	A Coruña	Neda	Neda (San Nicolás)	Neda	Casa na rúa do Castro 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14448	-		-		-8.159770183927472	43.500844189958286	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.16294056,43.49854451,-8.15659981,43.50314387				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14483	pos-es-pba-14483	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Neda	ES	Galicia	A Coruña	Neda	Neda (San Nicolás)	Neda	Casas acaroadas na rúa do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14483	-		-		-8.160271044445144	43.50129808193526	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.16344144,43.49899841,-8.15710065,43.50359776				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-14677	pos-es-pba-14677	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Neda	ES	Galicia	A Coruña	Neda	Anca (San Pedro)	Coveluda, A	Pontella sobre o río Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	14677	-		-		-8.092020395913993	43.50756563511492	catalogue_point_wgs84	medium_official_name_or_type	valley_or_river_edge_hint	valley_or_river_edge_proxy			P1	positive_seed_requires_qgis_boundary_review	120.0	-8.09519112,43.50526596,-8.08884967,43.50986531				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16089	pos-es-pba-16089	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Noia	ES	Galicia	A Coruña	Noia	Roo (Santa María)	Castro, O	Dous hórreos no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16089	-		HOR		-8.851057303153821	42.82230380701049	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.85419266,42.82000413,-8.84792194,42.82460348				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16112	pos-es-pba-16112	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Noia	ES	Galicia	A Coruña	Noia	Roo (Santa María)	Castro, O	Fonte e lavadoiro no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16112	-		-		-8.850444914591742	42.822600185991604	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.85358029,42.82030051,-8.84730954,42.82489986				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16344	pos-es-pba-16344	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Noia	ES	Galicia	A Coruña	Noia	Roo (Santa María)	Castro, O	Hórreo no Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16344	-		HOR		-8.851631693739282	42.822547697644694	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.85476706,42.82024802,-8.84849632,42.82484737				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16735	pos-es-pba-16735	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|O Pino	ES	Galicia	A Coruña	O Pino	Castrofeito (Santa María)	Igrexa, A	Casa reitoral de Santa María de Castrofeito	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16735	-		-		-8.39921799388495	42.919117001559336	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy			P0	positive_seed_requires_qgis_boundary_review	150.0	-8.40235827,42.91681732,-8.39607771,42.92141668	9.95	weak_centered_ring_signal	include_visual_signal_metric_eval	exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16802	pos-es-pba-16802	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|O Pino	ES	Galicia	A Coruña	O Pino	Castrofeito (Santa María)	Igrexa, A	Igrexa de Castrofeito (Parroquial de Santa María)	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16802	-	Igrexa	-		-8.399339551204376	42.919216696433146	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy			P0	positive_seed_requires_qgis_boundary_review	150.0	-8.40247984,42.91691702,-8.39619927,42.92151637				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-19702	pos-es-pba-19702	1	positive	exclude_ambiguous_positive_seed	positive seed too ambiguous for weak-label training	excluded_review	excluded	ES|A Coruña|O Porto do Son	ES	Galicia	A Coruña	O Porto do Son	Nebra (Santa María)	Castrallón	Muíño do Castrellón 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	19702	-		-		-8.969099397730997	42.72156247399483	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review			P1	positive_seed_requires_qgis_boundary_review	100.0	-8.97222966,42.71926280,-8.96596914,42.72386215				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-15624	pos-es-pba-15624	1	positive	exclude_ambiguous_positive_seed	positive seed too ambiguous for weak-label training	excluded_review	excluded	ES|A Coruña|Ordes	ES	Galicia	A Coruña	Ordes	Santa Cruz de Montaos (Santa Cruz)	Fosado	Castrelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	15624	GA15059049		-		-8.44161546919305	43.044216078718485	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review			P1	positive_seed_requires_qgis_boundary_review	100.0	-8.44476215,43.04191640,-8.43846879,43.04651576				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-26712	pos-es-pba-26712	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Oza-Cesuras	ES	Galicia	A Coruña	Oza-Cesuras	Salto (San Tomé)	Patarelos	Mámoa dos Castros 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	26712	GA15063052		-		-8.19640844760263	43.23229263667568	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.19956482,43.22999296,-8.19325208,43.23459231				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-26713	pos-es-pba-26713	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Oza-Cesuras	ES	Galicia	A Coruña	Oza-Cesuras	Salto (San Tomé)	Patarelos	Mámoa dos Castros 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	26713	GA15063053		-		-8.196715322988396	43.2321709048904	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.19987169,43.22987123,-8.19355896,43.23447058				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-27126	pos-es-pba-27126	1	positive	exclude_ambiguous_positive_seed	positive seed too ambiguous for weak-label training	excluded_review	excluded	ES|A Coruña|Oza-Cesuras	ES	Galicia	A Coruña	Oza-Cesuras	Porzomillos (San Pedro)	Porzomillos	Castrillón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	27126	RE15063003		-		-8.19842842398677	43.253555856934966	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review			P1	positive_seed_requires_qgis_boundary_review	100.0	-8.20158590,43.25125618,-8.19527095,43.25585553				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16914	pos-es-pba-16914	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Matanza, A	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16914	-		-		-8.659483369988093	42.739332637183395	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66261453,42.73703296,-8.65635221,42.74163231				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16915	pos-es-pba-16915	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Matanza, A	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16915	-		-		-8.659508099519927	42.73927867776843	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66263926,42.73697900,-8.65637694,42.74157835				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16916	pos-es-pba-16916	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16916	-		-		-8.660326093661727	42.73938016705276	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66345726,42.73708049,-8.65719493,42.74167984				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16917	pos-es-pba-16917	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Matanza, A	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16917	-		-		-8.659605736500737	42.739296978971474	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66273689,42.73699730,-8.65647458,42.74159666				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16918	pos-es-pba-16918	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16918	-		-		-8.65969120584113	42.73930623844871	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66282236,42.73700656,-8.65656005,42.74160592				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16919	pos-es-pba-16919	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16919	-		-		-8.659752241317971	42.73931542527716	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66288340,42.73701575,-8.65662108,42.74161510				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16920	pos-es-pba-16920	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16920	-		-		-8.659801601398936	42.73922551700975	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66293276,42.73692584,-8.65667045,42.74152519				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16921	pos-es-pba-16921	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16921	-		-		-8.659825493759598	42.73932464835984	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66295665,42.73702497,-8.65669433,42.74162432				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16922	pos-es-pba-16922	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16922	-		-		-8.659862636813358	42.7392347037793	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66299379,42.73693503,-8.65673148,42.74153438				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16949	pos-es-pba-16949	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Matanza, A	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16949	-		-		-8.659458689693102	42.73937759124964	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66258985,42.73707791,-8.65632753,42.74167727				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16950	pos-es-pba-16950	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16950	-		-		-8.659910913957251	42.739342913016486	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66304207,42.73704324,-8.65677975,42.74164259				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
wl-pos-pos-es-pba-16951	pos-es-pba-16951	1	positive	exclude_probable_name_false_positive	name/type looks like modern or non-castro heritage item	excluded_review	excluded	ES|A Coruña|Padrón	ES	Galicia	A Coruña	Padrón	Padrón (Santiago)	Padrón	Edificio na rúa Rosalía de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	16951	-		-		-8.659923672246	42.73924389051637	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review			P2	positive_seed_requires_qgis_boundary_review	110.0	-8.66305483,42.73694421,-8.65679252,42.74154357				exclude_until_independent_label_review	0.00	2026-08-01T00:00:00Z
