site_id	primary_name	aliases	municipality	parish	place	scope	ga_code	record_type	confidence	source_tier	conservation_state	lat_wgs84	lon_wgs84	coord_status	coord_source	dataset_use	split	needs_review	sources	urls	notes
tra-ferrol-ref15036004	Castro de Arbosa	Arbosa; Castro de Arbosa	Ferrol	Brión		trasancos_estricto	REF15036004	official_reference_or_toponym	medium	official_reference	Regular	43.52437454	-8.32338843	point_from_source	Patrimonio Galego	review_only	review_only		PXOM Ferrol / SIOTUGA, catálogo de bienes protegidos; Patrimonio Galego	https://patrimoniogalego.net/index.php/92396/2017/01/castro-de-arbosa/; https://siotuga.xunta.gal/siotuga/documentos/urbanismo/FERROL/documents/0184ca004.pdf	referencia del catálogo, no código GA
tra-ferrol-ri-000007172	Castro da Croa de Leixa	Castro da Croa de Leixa; Croa de Leixa	Ferrol	Leixa		trasancos_estricto	RI.000007172	web_catalog_candidate	medium	collaborative_catalog	Bo	43.52267864	-8.20805344	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92380/2017/01/castro-da-croa-de-leixa/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ri-000009062	Castro da Ermida	Castro da Ermida; Ermida	Ferrol	Pedroso (San Salvador)	O Castro da Ermida	trasancos_estricto	RI.000009062	web_catalog_candidate	medium	collaborative_catalog	Moi malo	43.53361562	-8.10408029	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/89708/2016/10/castro-da-ermida/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ri-000015019	Castro de Crecente	Castro de Crecente; Crecente	Ferrol	Loira (San Pedro)	Crecente	trasancos_estricto	RI.000015019	web_catalog_candidate	medium	collaborative_catalog	Regular	43.59596363	-8.09338364	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92748/2017/01/castro-de-crecente/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ri-000015021	Castro de Lodeiro	Castro de Lodeiro; Lodeiro	Ferrol	O Sequeiro (Santa María)	O Lodeiro	trasancos_estricto	RI.000015021	web_catalog_candidate	medium	collaborative_catalog	Regular	43.57592912	-8.16994461	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92644/2017/01/castro-de-lodeiro/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-ferrol-ri-000015057	Castro do Rodo	Castro do Rodo; Rodo	Ferrol	Pantín		trasancos_estricto	RI.000015057	web_catalog_candidate	medium	collaborative_catalog	Regular	43.64349750	-8.11020646	point_from_source	Patrimonio Galego	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Patrimonio Galego	https://patrimoniogalego.net/index.php/92388/2017/01/castro-do-rodo/	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-castro-de-bicas	Castro de Bicás	Bicás; Castro de Bicás	Narón	S. Julián de Narón	Os Bicás	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.53444400	-8.15873600	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node37.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-castro-de-s-mateo	Castro de S. Mateo	Castro de S. Mateo; S. Mateo	Narón	S. Mateo de Trasancos	Cruz do castro, Croas	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.54388900	-8.22250000	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node40.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-castro-de-san-estevo	Castro de San Estevo	Castro de San Estevo; San Estevo	Narón			trasancos_estricto		web_catalog_candidate	medium_low	wikimedia_category	desconocido	43.55031420	-8.13611070	point_from_source	Galipedia	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Galipedia	https://gl.wikipedia.org/wiki/Castro_de_San_Estevo	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-castro-de-sedes	Castro de Sedes	Castro de Sedes; Sedes	Narón	S. Esteban de Sedes	Eiravedra	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.55106900	-8.13358600	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node35.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-castro-de-sta-maria	Castro de Sta. María	Castro de Sta. María; Sta. María	Narón	Sta. María de Castro	Castro, Fernande	trasancos_estricto		web_catalog_candidate	medium	local_catalog	desconocido	43.54472200	-8.17833300	point_from_source	Artabro	review_only	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	Artabro	http://www.artabro.es/node32.html	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-codigo-x-48-castro-d-o-ram-o-codigo-ga-en-tram-ite-localizacion-	((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO: X- 48 Castro d o Ram o ° (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO GA: En trám ite (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( LOCALIZACIÓN (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( LUGAR: Cabrita CLASIFICACIÓN E CATEGORÍA DO SOLO: SR( SRPP) ( ( ( (SRPIN ((((((((((((((((((((((((((((((((((((((((((((((((((((((	Castro d o Ram o	Narón	Doso ( San Loure nzo) ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( CÓD. PLANO ORD. E:1/5.000 : 18 ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( COORDENADAS X/Y ETRS89 UTM29: ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( 572424/ 4818936 (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CÓDIGO SU/SNR: ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CLASIFICACIÓN, CATEGORÍA E TIPO ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SNRT ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((((((((((((((((((((((((((((((((((((((((( CLASIFICACIÓN: Be n Catalogad o ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( CATEGORÍA: Xace m e nto arque olóxico ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPIN ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPP ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( TIPO: 1.Arque olóxico ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (!X-48 ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( DESCRICIÓN ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( Ele m e nto arque olóx ic o con tipolox í a d e castro,pe ro cunh a e structura m oi singular.Foi d e te ctad o m e d iante o análise d a ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( fotograf íad o Vó Ane ricano d o 1955,e no vó LI DAR apare ce bastante m ais d if uso,se e xce ptuam os unh a d as e structuras ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( principais. Constad e d ous re cintos c irculare s,o principal d e 46, 5m e o se cund ario d e 30m ,d e lim itad os por f oxos d os que o ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( foxo Le ste d o re cinto principal ée spe cialm e nte signif icativo,acad and o ós 5- 6m d e alturae se nd o re utilizad o com o congostra ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( parao acce so aun pe que ño casal ce rcano. O re alm e nte incrilbe l d e stae structuraéque por un lad o non e x iste folk lore d e ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ningún tipo asociad o,nin f orad e te ctad o e n ningún d os abond osos traballos d e catalogación d acom arc a.A d ocum e ntación ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPO m e d ie val re f íre se a e sta zona ( Carbalo Furad o)nun par d e ocasións para d e c ir que a f orca d o Moste iro d e Pe d roso ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( e m plaz ábase e iquí ,posto que e raun d os se us lí m ite s com o couto.Am aiore s pre se ntare lación conte xtual c oaigre xad e Doso ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( SRPO ( ( ( ( (SRPO ((((((((((((((((((((((((((((((((((((( ((((((((((((((((((((( ou Cape lad o Ram o R- 11,xam e ncionad ano Docum e nto d e T ruc tino ( 868).Figuracom o punto d e paso d o Cam iño d as Ánim as ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( SRPO ( ( ( ( SRPO (SRPO ((((((((((((((((((((((((((((( “e t pe r (fonte )Gavam e t ind e ad que rquum Ed ratil“.Ainsiste nte pre se nzad e ste c arballo f ainos plante xar se e ste non se ráun ((((((((((((((((((((((((((((((((((((((((((((((((((((((((( re cinto c ultual. (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SNRC ((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( (((((((((((((((((((((((((((((((((((((((((((((((((((((((((( ( ( ( ( (SRPO ( ( ( ( ( ( SNRC ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( 1:2.000 SRPP ((((((( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (SRPP (((((( ( (SNRC ((((((((((((( e n(c ( ( ( (B( a (ta (log (a (d o(d(e sc ( r( ito(na (fich(a( ( ( (D(e lim .be n(arque olóx ( ic (o( ( ( (Z (ona ( (d e(am( ort(e c (e m(e(nt( oA(rque ( (olóx ( (ica( ( ( ( ( ( ( ( ( ( ( ( ( ( (( ( ( (( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( Contorno d e prote cc ión Arque olóxico ( ( ( ( ( ( ( ( ESTADO DE CONSERVACIÓN FOTOGRAFÍAS DO ELEMENTO CATALOGADO Re gular NIVEL DE PROTECCIÓN I nte gral	Cabrita CLASIFICACIÓN E CATEGORÍA DO SOLO: SR( SRPP) ( ( ( (SRPIN (((((((((((((((((((((((((((((((((((((((((((((((((((((( CÓD. PLANO INF. E: 1/5.000 : 06 ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ((((((((((((((((((((((((((((((((((((((((((((((((((((((((((	trasancos_estricto		web_catalog_candidate	medium_low	official_municipal_catalog	desconocido			missing		needs_geocoding	review_only	Reconciliar manualmente antes de usar como positivo fuerte.	PXOM Narón 2023/2024	https://pxom.naron.gal/08.CAT/15054_PXOM_202310_AI_CAT_02F/15054_PXOM_202310_AI_CAT_02F_01ARQ_X-48_signed_signed.pdf	Candidato procedente de catálogo web no reconciliado con la tabla oficial normalizada.
tra-naron-ga15054001	X-39 Monte do Castro	X-39 Monte do Castro	Narón	O Val		trasancos_estricto	GA15054001	official_castro	high	official_catalog	desconocido			missing		needs_geocoding	review_only	Buscar/revisar coordenadas antes de crear tiles.	PXOM Narón 2023/2024; PXOM Narón 2023/2024, índice y fichas arqueológicas	https://pxom.naron.gal/08.CAT/15054_PXOM_202310_AI_CAT_02F/15054_PXOM_202310_AI_CAT_02F_01ARQ_X-39_signed_signed.pdf	
tra-naron-ga15054002	X-41 Castro de Quintá	Castro de O Val; Castro de Quintá; O Val; Quintá; X-41 Castro de Quintá	Narón	O Val	Quintá	trasancos_estricto	GA15054002	official_castro	high	official_catalog	Regular	43.55276224	-8.21425471	point_from_source	Patrimonio Galego	positive_o_val_holdout	test_o_val		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Artabro; Galipedia; PXOM Narón 2023/2024; PXOM Narón 2023/2024, índice y fichas arqueológicas; Patrimonio Galego	http://www.artabro.es/node38.html; https://gl.wikipedia.org/wiki/Castro_de_Quint%C3%A1; https://patrimoniogalego.net/index.php/92169/2017/01/castro-de-quinta-2/; https://pxom.naron.gal/08.CAT/15054_PXOM_202310_AI_CAT_02F/15054_PXOM_202310_AI_CAT_02F_01ARQ_X-41_signed_signed.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	Presente en lista clásica Pena/Calaméo nº 14. | 3 coordenadas candidatas en fuentes; se eligió Patrimonio Galego por prioridad.
tra-naron-ga15054003	X-14 Castro de San Mateo	Castro do Vilar; O Vilar; Vilar; X-14 Castro de San Mateo	Narón	Trasancos / San Mateo	O Vilar	trasancos_estricto	GA15054003	official_castro	high	official_catalog	desconocido	43.54385000	-8.22206000	point_from_source	Galipedia	test_positive_candidate	test		André Pena Graña, Narón un concello con historia de seu I, edición Calaméo 2010, lista Catalogación de Castros de Galicia; Galipedia; PXOM Narón 2023/2024; PXOM Narón 2023/2024, índice y fichas arqueológicas	https://gl.wikipedia.org/wiki/Castro_do_Vilar; https://pxom.naron.gal/08.CAT/15054_PXOM_202310_AI_CAT_02F/15054_PXOM_202310_AI_CAT_02F_01ARQ_X-14_signed_signed.pdf; https://www.calameo.com/books/00129295754f931ea1d4a	Presente en lista clásica Pena/Calaméo nº 15.
tra-naron-ga15054004	X-40 Castro de Santa María	Borreiros; X-40 Castro de Santa María	Narón	Castro (Santa María)	Borreiros	trasancos_estricto	GA15054004	official_castro	high	official_catalog	desconocido			missing		needs_geocoding	review_only	Buscar/revisar coordenadas antes de crear tiles.	PXOM Narón 2023/2024; PXOM Narón 2023/2024, índice y fichas arqueológicas	https://pxom.naron.gal/08.CAT/15054_PXOM_202310_AI_CAT_02F/15054_PXOM_202310_AI_CAT_02F_01ARQ_X-40_signed_signed.pdf	
