bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	negative_type	negative_confidence	review_priority	review_reason	training_use	generated_at
neg-es-pba-30876	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Seoane	Medorra do Carballín 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018255	30876	GA27018255	Túmulo	-		-7.054831222237448	43.04935639742789	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30877	ES	Galicia	Lugo	A Fonsagrada	San Martín de Arroxo (San Martín)	Seoane	Medorra do Carballín 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018256	30877	GA27018256	Túmulo	-		-7.044458994311066	43.04013654271414	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30878	ES	Galicia	Lugo	A Fonsagrada	San Martín de Arroxo (San Martín)	Seoane	Medorra do Carballín 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018258	30878	GA27018258	Túmulo	-		-7.044151815767018	43.04013906711043	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30879	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Lamelas, As	Medorra do Chao do Ventorrillo 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018142	30879	GA27018142	Túmulo	-		-7.0715794562279175	43.25849854661768	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30880	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Lamelas, As	Medorra do Chao do Ventorrillo 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018143	30880	GA27018143	Túmulo	-		-7.071120611540378	43.257955505476644	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30881	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Braña	Medorra do Chao do Ventorrillo 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018144	30881	GA27018144	Túmulo	-		-7.069346330665933	43.25487961199329	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30882	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Braña	Medorra do Chao do Ventorrillo 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018145	30882	GA27018145	Túmulo	-		-7.070341649007886	43.25527376712005	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30883	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Braña	Medorra do Chao do Ventorrillo 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018146	30883	GA27018146	Túmulo	-		-7.06981259404	43.25433582509427	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30884	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Braña	Medorra do Chao do Ventorrillo 6	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018147	30884	GA27018147	Túmulo	-		-7.069857758150891	43.25493242002946	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30913	ES	Galicia	Lugo	A Fonsagrada	A Veiga de Logares (Santa María)	Braña	Medorra do Chao do Ventorrillo 7	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018148	30913	GA27018148	Túmulo	-		-7.069854858814997	43.25564290577833	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30914	ES	Galicia	Lugo	A Fonsagrada	Vieiro (Santo Antonio)	Fontecova, A	Medorra do Coto	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018061	30914	GA27018061	Túmulo	-		-7.110669232336311	43.0977153575624	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30915	ES	Galicia	Lugo	A Fonsagrada	Santo André de Logares (Santo Andr‚)	Cancelas, As	Medorra do Coto dos Frades 6/Modornas de Chao da Lagoa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018273	30915	GA27018273	Túmulo	-		-7.089060985304941	43.29762042090523	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30916	ES	Galicia	Lugo	A Fonsagrada	Maderne (San Pedro)	Maderne	Medorra do Freixo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018108	30916	GA27018108	Túmulo	-		-7.115125815228187	43.18326635716094	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30917	ES	Galicia	Lugo	A Fonsagrada	O Padrón (San Xoán)	Pedrafitelas	Medorra do Lomo das Marcadas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018076	30917	GA27018076	Túmulo	-		-7.115756508326419	43.105387492235685	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30918	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Neiro (San Pedro)	Mazaeda	Medorra do Monte Bidueiral 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018082	30918	GA27018082	Túmulo	-		-7.103761608457851	43.16606538030678	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30919	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Neiro (San Pedro)	Mazaeda	Medorra do Monte Bidueiral 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018083	30919	GA27018083	Túmulo	-		-7.104355880947508	43.16459323551355	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30920	ES	Galicia	Lugo	A Fonsagrada	Monteseiro (San Bartolo)	Castro de Espiñeira, O	Medorra do Monte Carballa 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018208	30920	GA27018208	Túmulo	-		-6.984623795839381	43.09221322820755	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30921	ES	Galicia	Lugo	A Fonsagrada	Monteseiro (San Bartolo)	Castro de Espiñeira, O	Medorra do Monte Carballa 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018209	30921	GA27018209	Túmulo	-		-6.98420001262446	43.09270526205905	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30922	ES	Galicia	Lugo	A Fonsagrada	Monteseiro (San Bartolo)	Castro de Espiñeira, O	Medorra do Monte Carballa 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018210	30922	GA27018210	Túmulo	-		-6.985577390444499	43.093218532219694	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30953	ES	Galicia	Lugo	A Fonsagrada	Monteseiro (San Bartolo)	Castro de Espiñeira, O	Medorra do Monte Carballa 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018261	30953	GA27018261	Túmulo	-		-6.984314370304951	43.092892931588096	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30954	ES	Galicia	Lugo	A Fonsagrada	Vieiro (Santo Antonio)	Vilar de Sucarral	Medorra do Pando 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018043	30954	GA27018043	Túmulo	-		-7.130912137274995	43.06607264434815	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30955	ES	Galicia	Lugo	A Fonsagrada	Vieiro (Santo Antonio)	Vilar de Sucarral	Medorra do Pando 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018283	30955	GA27018283	Túmulo	-		-7.130851323338471	43.065990377432726	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30956	ES	Galicia	Lugo	A Fonsagrada	A Bastida (San Miguel)	Lidín	Medorra do Pico de Provida 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018077	30956	GA27018077	Túmulo	-		-7.06612709602597	43.14961160162327	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30957	ES	Galicia	Lugo	A Fonsagrada	A Bastida (San Miguel)	Lidín	Medorra do Pico de Provida 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018078	30957	GA27018078	Túmulo	-		-7.06765968969334	43.15163847118325	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30958	ES	Galicia	Lugo	A Fonsagrada	Cabanela (Santa María)	Monterrío	Medorra do Pico do Guencio 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27034004	30958	GA27034004	Túmulo	-		-7.081170158600008	43.00619875882421	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30959	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Monterrío	Medorra do Pico do Guencio 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018297	30959	GA27018297	Túmulo	-		-7.081567645553682	43.00680047073033	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30960	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Monterrío	Medorra do Pico do Guencio 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018302	30960	GA27018302	Túmulo	-		-7.081653653122738	43.007014360297724	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30961	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Coto de Xunqueira	Medorra do Pico do Guencio 4	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018298	30961	GA27018298	Túmulo	-		-7.081718651299905	43.007456609331555	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30991	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Monterrío	Medorra do Pico do Guencio 5	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018252	30991	GA27018252	Túmulo	-		-7.081826596446374	43.00677722372485	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30992	ES	Galicia	Lugo	A Fonsagrada	Pacios (Santa María)	Mourisco	Medorra do Picón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018237	30992	GA27018237	Túmulo	-		-7.138989224052401	43.125633427591126	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30993	ES	Galicia	Lugo	A Fonsagrada	Pacios (Santa María)	Pacios	Medorra do Teso da Puntilliña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018029	30993	GA27018029	Túmulo	-		-7.144781466162558	43.13913256259718	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30994	ES	Galicia	Lugo	A Fonsagrada	Pacios (Santa María)	Pacios	Medorra do Teso da Puntilliña 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018030	30994	GA27018030	Túmulo	-		-7.145366898447533	43.14005339136365	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30995	ES	Galicia	Lugo	A Fonsagrada	Pacios (Santa María)	Pacios	Medorra do Teso da Puntilliña 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018031	30995	GA27018031	Túmulo	-		-7.145111242570373	43.139615909659746	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30996	ES	Galicia	Lugo	A Fonsagrada	Lamas de Moreira (Santa María)	Vilamaior	Medorra do Tombo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018205	30996	GA27018205	Túmulo	-		-7.059088715507099	43.05409088704068	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30997	ES	Galicia	Lugo	A Fonsagrada	San Martín de Arroxo (San Martín)	Ervellais	Medorra dos Chaos 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018197	30997	GA27018197	Túmulo	-		-7.0238669488318415	43.06368905189313	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30998	ES	Galicia	Lugo	A Fonsagrada	O Trobo (Santa María)	Vilamaior	Medorra dos Piagos 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018109	30998	GA27018109	Túmulo	-		-7.092056629988867	43.18096630334578	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30999	ES	Galicia	Lugo	A Fonsagrada	O Trobo (Santa María)	Arquide	Medorra dos Piagos 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018110	30999	GA27018110	Túmulo	-		-7.091191820482539	43.185983149384676	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-31028	ES	Galicia	Lugo	A Fonsagrada	O Padrón (San Xoán)	Montouto	Menhir de Pedra Dereita	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018021	31028	GA27018021	Pedrafita	-		-7.135082711519519	43.1040622422315	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-31068	ES	Galicia	Lugo	A Fonsagrada	Santo André de Logares (Santo Andr‚)	Río de Campos	Modorna da Cruz da Graña 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27048016	31068	GA27048016	Túmulo	-		-7.124308557549156	43.27383906239603	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-31069	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Río (San Pedro)	Monterrío	Modorra da Campa do Gaiteiro 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018253	31069	GA27018253	Túmulo	-		-7.082138673569066	43.004412324119926	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-31070	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Río (San Pedro)	Ferreirúas, As	Modorra da Fonte das Bidueiras 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018002	31070	GA27018002	Túmulo	-		-7.090107590451672	42.99158553373941	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-31071	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Río (San Pedro)	Ferreirúas, As	Modorra da Fonte das Bidueiras 2	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018248	31071	GA27018248	Túmulo	-		-7.090787804391244	42.990964563712446	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30869	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Río (San Pedro)	Castonsa	Mámoa da Castañosa 1	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018285	30869	GA27018285	Túmulo	-		-7.124144152830854	42.99843514533548	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30870	ES	Galicia	Lugo	A Fonsagrada	Freixo (San Xulián)	Freixo	Mámoa da Serra da Medorra	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018284	30870	GA27018284	Túmulo	-		-7.158973568429025	43.01943797690034	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
neg-es-pba-30871	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Río (San Pedro)	Buisán	Mámoa de Fornelos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_non_castro_heritage_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018246	30871	GA27018246	Túmulo	-		-7.111886320762671	43.03252104687666	catalogue_point_wgs84	megalithic_mound	official_non_castro_heritage_needs_visual_review	P0	Hard negative with shape/context likely to confuse a castro detector; review early.	hard_negative_candidate_requires_qgis_review	2026-08-01T00:00:00Z
