review_seed_id	review_role	class_hint	bank_id	country	region	province_or_district	municipality	parish	place	name	source	source_quality	source_url	record_url	source_record_id	source_code	typology	generic_type	periods	longitude	latitude	coord_precision	positive_confidence	morphology_proxy	terrain_context_proxy	proxy_tags	review_priority	review_reason	training_use	generated_at	negative_type	negative_confidence
review-pos-0250	positive	castro_candidate	pos-es-pba-64689	ES	Galicia	Pontevedra	A Estrada	San Xurxo de Vea (San Xurxo)	Azoreiros	Castro de Outeiro/O Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA36017044	64689	GA36017044	Castro	-		-8.546369516133012	42.73754258236948	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0251	positive	castro_candidate	pos-es-pba-62754	ES	Galicia	Pontevedra	Caldas de Reis	Bemil (Santa María)	Paradela	Mámoa do Monte do Castro 3	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	X_037	62754	GA36005037	Túmulo	-		-8.6523406140249	42.62919849578075	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0252	positive	castro_candidate	pos-es-pba-78663	ES	Galicia	Pontevedra	Cerdedo-Cotobade	Tenorio (San Pedro)	Castro, O	Castro de San Pedro de Tenorio	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	46	78663	GA36012046	Castro	-		-8.549970372671767	42.46532709118954	catalogue_point_wgs84	high_official_typology	valley_or_river_edge_hint	valley_or_river_edge_proxy	valley_or_river_edge_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0253	positive	castro_candidate	pos-es-pba-79891	ES	Galicia	Pontevedra	Cerdedo Cotobade	Cerdedo (San Xoán)	Arén	Ponte de Arén sobre o río do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	40-AC-2	79891	-		-		-8.369808705603317	42.53449702237599	catalogue_point_wgs84	medium_official_name_or_type	valley_or_river_edge_hint	valley_or_river_edge_proxy	valley_or_river_edge_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0254	positive	castro_candidate	pos-pt-dgpc-109794	PT	Norte de Portugal	Braga	Amares	Caires		Chã do Castro/ Portela da Joubreia	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=47589	109794	98	Povoado Fortificado		Romano;Idade do Ferro;	-8.367672029587002	41.6483949657454	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0255	positive	castro_candidate	pos-pt-dgpc-114666	PT	Norte de Portugal	Braga	Terras de Bouro	Chamoim e Vilar		Castro/ Piorneiro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	https://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=3846814	114666	42713	Abrigo		Indeterminado;	-8.236688541514336	41.71929819010255	Indeterminada	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0256	positive	castro_candidate	pos-pt-dgpc-109097	PT	Norte de Portugal	Braga	Amares	Lago		Monte do Castro/ Castro do Lago	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=47641	109097	127	Povoado Fortificado		Idade do Ferro;Romano;	-8.410682554136201	41.61087465916701	Cartográfica	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint;earthwork_or_wall_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0257	positive	castro_candidate	pos-pt-dgpc-107539	PT	Norte de Portugal	Braga	Braga	Braga (Maximinos, Sé e Cividade)		Braga - Termas Romanas de Maximinos/ Alto da Cividade/ Colina de Maximinos	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=56962	107539	5055	Termas		Romano, Baixo Império;Romano;	-8.429089023324988	41.54609898557247	catalogue_point_wgs84	medium_official_name_or_type	large_castrexo_civitas_hint	hilltop_or_ridge_proxy	large_castrexo_civitas_hint;hilltop_hint;valley_or_river_edge_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0258	positive	castro_candidate	pos-pt-dgpc-109077	PT	Norte de Portugal	Bragança	Bragança	Parada e Faílde		Castro Mau	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2145342	109077	17563	Povoado Fortificado		Idade do Ferro;	-6.6492602594035155	41.67301945638685	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0259	positive	castro_candidate	pos-pt-dgpc-108659	PT	Norte de Portugal	Bragança	Bragança	Castro de Avelãs		Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2140126	108659	17460	Indeterminado		Indeterminado;	-6.795479472015511	41.80178395281529	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0260	positive	castro_candidate	pos-pt-dgpc-107265	PT	Norte de Portugal	Bragança	Miranda do Douro	Palaçoulo		Penhal Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=50781	107265	6105	Povoado Fortificado		Idade do Ferro;	-6.458984693486297	41.44811773119043	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint;earthwork_or_wall_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0261	positive	castro_candidate	pos-pt-dgpc-106386	PT	Norte de Portugal	Porto	Felgueiras	Pedreira, Rande e Sernande		Castro da Pedreira	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=174167	106386	16191	Povoado Fortificado		Idade do Ferro;	-8.216724020541195	41.31889881965584	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0262	positive	castro_candidate	pos-pt-dgpc-105030	PT	Norte de Portugal	Porto	Matosinhos	Perafita, Lavra e Santa Cruz do Bispo		Monte Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2619385	105030	26247	Povoado Fortificado		Romano;Idade do Ferro;	-8.71486677800134	41.264332663207384	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint;earthwork_or_wall_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0263	positive	castro_candidate	pos-pt-dgpc-108574	PT	Norte de Portugal	Viana do Castelo	Melgaço	Castro Laboreiro e Lamas de Mouro		Castro Laboreiro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=47893	108574	1204	Povoado Fortificado		Idade do Ferro;	-8.157555916572587	42.021630159868685	Bibliográfica	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0264	positive	castro_candidate	pos-pt-dgpc-109355	PT	Norte de Portugal	Viana do Castelo	Viana do Castelo	Carreço		Castro da Gandra	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=57760	109355	2898	Arte Rupestre		Idade do Ferro;	-8.873497815802033	41.75096715407441	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0265	positive	castro_candidate	pos-pt-dgpc-109997	PT	Norte de Portugal	Viana do Castelo	Ponte de Lima	Refóios do Lima		Castro de Santa Luzia	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2168137	109997	17930	Povoado Fortificado		Indeterminado;	-8.530709447626617	41.78732926225323	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint;earthwork_or_wall_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0266	positive	castro_candidate	pos-pt-dgpc-108502	PT	Norte de Portugal	Viana do Castelo	Vila Nova de Cerveira	Cornes		Cividade de Cornes	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=50304	108502	3428	Povoado Fortificado		Idade do Ferro;	-8.680714804091183	41.95587952682349	catalogue_point_wgs84	medium_official_name_or_type	large_castrexo_civitas_hint	unknown_terrain_pending_visual_review	large_castrexo_civitas_hint;earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0267	positive	castro_candidate	pos-pt-dgpc-109802	PT	Norte de Portugal	Vila Real	Boticas	Ardãos e Bobadela		Castro da Gorda/Murada	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2281217	109802	19807	Povoado Fortificado		Idade do Ferro;	-7.621592225472888	41.77589983162203	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0268	positive	castro_candidate	pos-pt-dgpc-108828	PT	Norte de Portugal	Vila Real	Montalegre	Solveira		Mamoa 1 do Castro	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=2964724	108828	32741	Monumento Megalítico		Neolítico;	-7.66452753815465	41.83255989022275	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0269	positive	castro_candidate	pos-pt-dgpc-109225	PT	Norte de Portugal	Vila Real	Chaves	São Pedro de Agostém		Castro de Santiago do Monte/Crastas de Santiago	DGPC Portal do Arqueólogo Sitios_Arqueologicos	official_catalogue_seed	https://www.arcgis.com/home/item.html?id=051ecb3b6f1048cebdab360de305fae4	http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios&subsid=54145	109225	3343	Povoado Fortificado		Idade do Ferro;Romano;Idade Média;	-7.463961315795051	41.67830530726737	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint;earthwork_or_wall_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0270	positive	castro_candidate	pos-es-pba-3810	ES	Galicia	A Coruña	Carballo	Lema (San Cristovo)	Castrillón	Capela de Santa Irene en Castrillón	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	AR-1001	3810	-		-		-8.677842966729118	43.28455217731434	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0271	positive	castro_candidate	pos-es-pba-24709	ES	Galicia	A Coruña	Valdoviño	Valdoviño (Santaia)	Saíña, A	Castro de Punta Frouxeira	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	Arqueoloxía - 09	24709	GA15087009	Castro	-		-8.148872875517807	43.618480398789906	catalogue_point_wgs84	high_official_typology	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0272	positive	castro_candidate	pos-es-pba-1722	ES	Galicia	A Coruña	Arteixo	Suevos (San Martiño)	Areás, Os	Castro do Cabo Cociñadoiro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	3	1722	GA15005003		-		-8.49893539776194	43.3533394236003	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0273	positive	castro_candidate	pos-es-pba-1723	ES	Galicia	A Coruña	Arteixo	Morás (Santo Estevo)	Freán	Castro do Campo/Castro de Freán/As Croas	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	12	1723	GA15005012		-		-8.454576466842568	43.296616919962375	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0274	positive	castro_candidate	pos-es-pba-82	ES	Galicia	A Coruña	Abegondo	Cullergondo (Santa María)	Xuanzo	Castro de Areosa – Xuanzos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA15001054	82	GA15001054	Asentamento fortificado/defensivo	-		-8.242703696347169	43.213442313547446	catalogue_point_wgs84	medium_official_name_or_type	earthwork_or_wall_hint	unknown_terrain_pending_visual_review	earthwork_or_wall_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0275	positive	castro_candidate	pos-es-pba-14591	ES	Galicia	A Coruña	Narón	Sedes (Santo Estevo)	Figueiras	Castro de Sedes/Castro de Eiravedra	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	PA.1	14591	GA15054005	Castro	-		-8.133661544730217	43.551023008990136	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0276	positive	castro_candidate	pos-es-pba-1190	ES	Galicia	A Coruña	A Baña	A Baña (San Vicenzo)	Liñares	Castro de Liñares	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	29	1190	GA15007029		-		-8.770921671560563	42.9730523002687	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0277	positive	castro_candidate	pos-es-pba-1690	ES	Galicia	A Coruña	Arteixo	Larín (Santo Estevo)	Mirón	Castro de Mirón/O Coto/Castro de Larín	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	21	1690	GA15005021		-		-8.537014113021439	43.263445193930316	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0278	positive	castro_candidate	pos-es-pba-3509	ES	Galicia	A Coruña	Carballo	Rus (Santa María)	Ribeira	Castro da Ribeira/Castro de Nogareda	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	XA-019	3509	GA15019019		-		-8.664643141225199	43.160594863847706	catalogue_point_wgs84	medium_official_name_or_type	valley_or_river_edge_hint	valley_or_river_edge_proxy	valley_or_river_edge_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0279	positive	castro_candidate	pos-es-pba-41572	ES	Galicia	Lugo	Sober	Proendos (Santa María)	Proendos	Castro de Proendos/Castrelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	244	41572	GA27059005	Castro	-		-7.586953585093073	42.45094268535109	catalogue_point_wgs84	high_official_typology	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0280	positive	castro_candidate	pos-es-pba-28675	ES	Galicia	Lugo	Baleira	Cubilledo (Santiago)	Castrelo	Capela de San Juan en Castrelo	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	28675	-		-		-7.227838735265633	43.08936683499269	catalogue_point_wgs84	medium_official_name_or_type	castrel_toponym_hint	unknown_terrain_pending_visual_review	castrel_toponym_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0281	positive	castro_candidate	pos-es-pba-28585	ES	Galicia	Lugo	Barreiros	San Pedro de Benquerencia (San Pedro)	A Abalea	Castro de Punta de San Pedro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	28585	GA27005001	Castro	-		-7.202031945388303	43.56144384275869	catalogue_point_wgs84	high_official_typology	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0282	positive	castro_candidate	pos-es-pba-28501	ES	Galicia	Lugo	Begonte	O Castro (Parroquial de Santa María)	Castro, O	Igrexa do Castro (Parroquial de Santa María)	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	10	28501	-	Igrexa	-		-7.728316476482901	43.154681446500376	catalogue_point_wgs84	medium_official_name_or_type	coastal_promontory_hint	coastal_or_promontory_proxy	coastal_promontory_hint	P0	High-diversity morphology proxy for early QGIS review.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0283	positive	castro_candidate	pos-es-pba-27868	ES	Galicia	Lugo	Castroverde	Pereiramá (San Xulián)	Pereirón	Castro da Croa	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	1-79	27868	GA27011079	Castro	-		-7.33010547003837	43.00102783684708	catalogue_point_wgs84	high_official_typology	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0284	positive	castro_candidate	pos-es-pba-29139	ES	Galicia	Lugo	A Fonsagrada	O Trobo (Santa María)	Mazo, O	A Croa/A Coroa do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018090	29139	GA27018090		-		-7.0851832397007035	43.20993920190919	catalogue_point_wgs84	medium_official_name_or_type	croa_top_ring_hint	hilltop_or_ridge_proxy	croa_top_ring_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0285	positive	castro_candidate	pos-es-pba-30754	ES	Galicia	Lugo	A Fonsagrada	San Pedro de Neiro (San Pedro)	Mazaeda	Castro de Mazaeda/Llan de Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018057	30754	GA27018057	Castro	-		-7.092508587297241	43.15898030257651	catalogue_point_wgs84	high_official_typology	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0286	positive	castro_candidate	pos-es-pba-31076	ES	Galicia	Lugo	A Fonsagrada	O Trobo (Santa María)	Vilar de Vela	O Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27018174	31076	GA27018174		-		-7.065621556896318	43.191466131041224	catalogue_point_wgs84	medium_official_name_or_type	generic_castro_hint	unknown_terrain_pending_visual_review	generic_castro_hint	P2	Generic official castro/toponym seed; useful for coverage, but morphology must be checked visually.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0287	positive	castro_candidate	pos-es-pba-28588	ES	Galicia	Lugo	Barreiros	San Cosme de Barreiros (San Cosme)	Merille	Castro do Alto de Merille	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	28588	GA27005004	Castro	-		-7.234560273779356	43.538319754362334	catalogue_point_wgs84	high_official_typology	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0288	positive	castro_candidate	pos-es-pba-28156	ES	Galicia	Lugo	Carballedo	Pradeda (Santiago)	Quintá do Monte	Monte do Castro	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	-	28156	GA27009002		-		-7.825638647169046	42.56213393911505	catalogue_point_wgs84	medium_official_name_or_type	hilltop_hint	hilltop_or_ridge_proxy	hilltop_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
review-pos-0289	positive	castro_candidate	pos-es-pba-30772	ES	Galicia	Lugo	Foz	Foz (Santiago)	Río	Castro de Río/Castro de Caínzos	Xunta PBA Catálogo. Elementos (xuño 2026)	official_catalogue_seed	https://datos.gob.es/es/catalogo/a12002994-plan-basico-autonomico-de-galicia-afecciones-del-patrimonio-cultural	GA27019018	30772	GA27019018	Castro	-		-7.2771117967542605	43.564248690315964	catalogue_point_wgs84	high_official_typology	valley_or_river_edge_hint	valley_or_river_edge_proxy	valley_or_river_edge_hint	P1	Useful morphology proxy, pending visual confirmation.	positive_seed_requires_qgis_boundary_review	2026-08-01T00:00:00Z		
